Container Number,Container Type,Project,Field ID,Treatment,Collection Date,Seed Type,Number Seeds,SCM Larvae Sum,SCM Pupae Sum,SCM Seed,Phorid Seed,Other Damage,Wireworms,Other Seeds,Wireworm Presence/absence,Grub presence/absence,Checked?,Ordered Entered,Notes
25_D_1031,DELI,R,DEG_VIL,FUNG,5/20/25,FIELD CORN,13,0,0,0,0,0,0,0,NO,NO,Y,642,
25_D_1033,DELI,R,DEG_VIL,NEONIC,5/21/25,FIELD CORN,15,0,1,0,0,0,0,0,NO,NO,Y,674,
25_D_1036,DELI,R,DEG_VIL,NEONIC,5/21/25,FIELD CORN,N/A,0,1,0,0,0,0,0,NO,NO,Y,648,seed count not written
25_D_1037,DELI,R,DEG_VIL,NEONIC,5/21/25,FIELD CORN,17,0,0,0,0,0,0,0,NO,NO,Y,647,
25_D_1038,DELI,R,DEG_VIL,NEONIC,5/21/25,FIELD CORN,14,1,0,0,0,0,0,0,NO,NO,Y,646,
25_D_1040,DELI,R,DEG_VIL,NEONIC,5/21/25,FIELD CORN,13,0,0,0,0,0,0,0,NO,NO,Y,259,
25_D_1041,DELI,R,DEG_VIL,FUNG,5/20/25,FIELD CORN,15,0,0,0,0,0,2,2,YES,NO,Y,675,
25_D_1043,DELI,R,DEG_VIL,FUNG,5/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,668,
25_D_1046,DELI,R,DEG_VIL,FUNG,5/20/25,FIELD CORN,12,0,0,0,0,0,0,0,NO,NO,Y,641,
25_D_1049,DELI,R,DEG_VIL,NEONIC,5/21/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,689,
25_D_1050,DELI,R,DEG_VIL,NEONIC,5/21/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,687,
25_D_1051,DELI,R,DEG_VIL,FUNG,5/20/25,FIELD CORN,13,1,1,0,0,0,0,0,NO,NO,Y,679,
25_D_1053,DELI,R,DEG_VIL,NEONIC,5/21/25,FIELD CORN,17,1,1,0,0,0,0,0,NO,NO,Y,662,
25_D_1054,DELI,R,DEG_VIL,NEONIC,5/21/25,FIELD CORN,14,1,0,0,0,0,0,0,NO,NO,Y,661,
25_D_1787,DELI,R,HUN_REE,NEONIC,6/13/25,SOY,15,0,0,0,0,1,0,1,NO,NO,Y,582,
25_D_1789,DELI,R,HUN_REE,FUNG,6/13/25,SOY,16,4,0,0,0,0,0,0,NO,NO,Y,,
25_D_1790,DELI,R,HUN_REE,FUNG,6/13/25,SOY,16,1,1,0,0,2,0,2,NO,NO,Y,,
25_D_1791,DELI,R,HUN_REE,FUNG,6/13/25,SOY,15,0,2,0,0,0,0,0,NO,NO,Y,,
25_D_1792,DELI,R,HUN_REE,FUNG,6/13/25,SOY,15,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_1793,DELI,R,HUN_REE,FUNG,6/13/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,568,
25_D_1794,DELI,R,HUN_REE,NEONIC,6/13/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,567,
25_D_1795,DELI,R,HUN_REE,NEONIC,6/13/25,SOY,15,0,1,0,0,0,0,0,NO,NO,Y,566,
25_D_1798,DELI,R,HUN_REE,NEONIC,6/13/25,SOY,15,0,0,0,0,4,0,4,NO,NO,Y,,
25_D_1800,DELI,R,HUN_REE,NEONIC,6/13/25,SOY,15,0,0,0,0,1,1,2,NO,NO,Y,590,
25_D_1801,DELI,R,HUN_REE,NEONIC,6/13/25,SOY,16,0,0,0,0,1,1,2,NO,NO,Y,587,
25_D_1802,DELI,R,HUN_REE,NEONIC,6/13/25,SOY,15,0,0,0,0,2,0,2,NO,NO,Y,581,
25_D_1803,DELI,R,HUN_REE,FUNG,6/13/25,SOY,15,1,0,0,0,0,0,0,NO,NO,Y,589,
25_D_1860,DELI,R,HUN_REE,FUNG,6/13/25,SOY,15,3,0,1,0,2,0,2,NO,NO,Y,,
25_D_1861,DELI,R,HUN_REE,FUNG,6/13/25,SOY,15,0,1,0,0,0,0,0,NO,NO,Y,,
25_D_1862,DELI,R,HUN_REE,FUNG,6/13/25,SOY,15,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_1863,DELI,R,HUN_REE,NEONIC,6/13/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1864,DELI,R,HUN_REE,NEONIC,6/13/25,SOY,14,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_2392,DELI,R,KIK_HAR,FUNG,6/24/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2393,DELI,R,KIK_HAR,FUNG,6/24/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2394,DELI,R,KIK_HAR,FUNG,6/24/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2395,DELI,R,KIK_HAR,FUNG,6/24/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2396,DELI,R,KIK_HAR,FUNG,6/24/25,SWEET CORN,17,0,0,0,0,0,0,0,NO,YES,Y,,
25_D_2397,DELI,R,KIK_HAR,FUNG,6/24/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,742,
25_D_2398,DELI,R,KIK_HAR,FUNG,6/24/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2399,DELI,R,KIK_HAR,FUNG,6/24/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2400,DELI,R,KIK_HAR,FUNG,6/24/25,SWEET CORN,15,0,0,0,0,2,0,2,NO,NO,Y,,
25_D_2401,DELI,R,KIK_HAR,NEONIC,6/24/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2402,DELI,R,KIK_HAR,NEONIC,6/24/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2403,DELI,R,KIK_HAR,NEONIC,6/24/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,YES,Y,,
25_D_2404,DELI,R,KIK_HAR,NEONIC,6/24/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2405,DELI,R,KIK_HAR,NEONIC,6/24/25,SWEET CORN,14,0,0,0,0,0,0,0,NO,NO,,,
25_D_2406,DELI,R,KIK_HAR,NEONIC,6/24/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2408,DELI,R,KIK_HAR,NEONIC,6/24/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2409,DELI,R,KIK_HAR,NEONIC,6/24/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1750,DELI,R,KIK_MBF,NEONIC,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,580,
25_D_1756,DELI,R,KIK_MBF,NEONIC,6/12/25,SWEET CORN,14,0,0,0,0,0,0,0,NO,NO,Y,,cutworm present
25_D_1757,DELI,R,KIK_MBF,FUNG,6/12/25,SWEET CORN,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_1758,DELI,R,KIK_MBF,NEONIC,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,576,
25_D_1759,DELI,R,KIK_MBF,NEONIC,6/12/25,SWEET CORN,15,0,0,0,0,1,0,1,NO,NO,Y,575,
25_D_1761,DELI,R,KIK_MBF,FUNG,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1762,DELI,R,KIK_MBF,FUNG,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1763,DELI,R,KIK_MBF,FUNG,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1765,DELI,R,KIK_MBF,NEONIC,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1771,DELI,R,KIK_MBF,NEONIC,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,cutworm present
25_D_1775,DELI,R,KIK_MBF,FUNG,6/12/25,SWEET CORN,15,2,0,0,0,0,0,0,NO,NO,Y,,
25_D_1777,DELI,R,KIK_MBF,NEONIC,6/12/25,SWEET CORN,15,2,0,1,0,0,0,0,NO,NO,Y,,
25_D_1778,DELI,R,KIK_MBF,FUNG,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1779,DELI,R,KIK_MBF,NEONIC,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1780,DELI,R,KIK_MBF,FUNG,6/12/25,SWEET CORN,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_1781,DELI,R,KIK_MBF,FUNG,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1799,DELI,R,KIK_MBF,NEONIC,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1859,DELI,R,KIK_MBF,FUNG,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,536,
25_D_1783,DELI,R,KIK_MYT,FUNG,6/12/25,SWEET CORN,15,5,0,2,0,0,0,0,NO,NO,Y,,
25_D_1785,DELI,R,KIK_MYT,NEONIC,6/12/25,SWEET CORN,15,1,0,0,0,0,0,0,NO,NO,Y,577,
25_D_1786,DELI,R,KIK_MYT,FUNG,6/12/25,SWEET CORN,15,7,1,1,0,0,0,0,NO,NO,Y,585,
25_D_1804,DELI,R,KIK_MYT,FUNG,6/12/25,SWEET CORN,15,8,0,3,0,0,0,0,NO,NO,Y,,
25_D_1805,DELI,R,KIK_MYT,NEONIC,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1806,DELI,R,KIK_MYT,NEONIC,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1807,DELI,R,KIK_MYT,FUNG,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1808,DELI,R,KIK_MYT,NEONIC,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1809,DELI,R,KIK_MYT,NEONIC,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1810,DELI,R,KIK_MYT,NEONIC,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1811,DELI,R,KIK_MYT,FUNG,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1812,DELI,R,KIK_MYT,FUNG,6/12/25,SWEET CORN,14,2,0,2,0,0,0,0,NO,NO,Y,,
25_D_1813,DELI,R,KIK_MYT,FUNG,6/12/25,SWEET CORN,16,0,0,0,0,0,0,0,NO,NO,Y,588,
25_D_1814,DELI,R,KIK_MYT,FUNG,6/12/25,SWEET CORN,15,18,0,3,0,4,0,4,NO,NO,Y,584,
25_D_1815,DELI,R,KIK_MYT,NEONIC,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1816,DELI,R,KIK_MYT,NEONIC,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1817,DELI,R,KIK_MYT,FUNG,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1818,DELI,R,KIK_MYT,NEONIC,6/12/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2356,DELI,R,KIK_SWE,NEONIC,6/26/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2357,DELI,R,KIK_SWE,NEONIC,6/26/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2358,DELI,R,KIK_SWE,NEONIC,6/26/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2359,DELI,R,KIK_SWE,NEONIC,6/26/25,SWEET CORN,15,0,0,0,0,0,1,1,NO,NO,Y,,
25_D_2360,DELI,R,KIK_SWE,NEONIC,6/26/25,SWEET CORN,15,0,0,0,0,0,1,1,N/A,N/A,Y,,
25_D_2361,DELI,R,KIK_SWE,NEONIC,6/26/25,SWEET CORN,15,0,0,0,0,0,0,0,N/A,N/A,Y,,
25_D_2362,DELI,R,KIK_SWE,NEONIC,6/26/25,SWEET CORN,15,0,0,0,0,0,1,1,N/A,N/A,Y,,
25_D_2363,DELI,R,KIK_SWE,NEONIC,6/26/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,518,
25_D_2364,DELI,R,KIK_SWE,NEONIC,6/26/25,SWEET CORN,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_2365,DELI,R,KIK_SWE,FUNG,6/26/25,SWEET CORN,14,0,0,0,0,0,0,0,NA,NA,Y,,
25_D_2366,DELI,R,KIK_SWE,FUNG,6/26/25,SWEET CORN,15,0,0,0,0,0,0,0,NA,NA,Y,,
25_D_2367,DELI,R,KIK_SWE,FUNG,6/26/25,SWEET CORN,15,0,0,0,0,0,0,0,NA,NA,Y,,
25_D_2368,DELI,R,KIK_SWE,FUNG,6/26/25,SWEET CORN,15,0,0,0,0,0,0,0,NA,NA,Y,,
25_D_2369,DELI,R,KIK_SWE,FUNG,6/26/25,SWEET CORN,15,0,0,0,0,0,0,0,NA,NA,Y,,
25_D_2370,DELI,R,KIK_SWE,FUNG,6/26/25,SWEET CORN,15,0,0,0,0,0,0,0,NA,NA,Y,,
25_D_2371,DELI,R,KIK_SWE,FUNG,6/26/25,SWEET CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2372,DELI,R,KIK_SWE,FUNG,6/26/25,SWEET CORN,16,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2373,DELI,R,KIK_SWE,FUNG,6/26/25,SWEET CORN,11,0,0,0,0,0,1,0,YES,NO,Y,,
25_D_1518,DELI,R,KUH_COL,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,1,0,NO,NO,Y,,
25_D_1519,DELI,R,KUH_COL,NEONIC,6/12/25,FIELD CORN,15,1,0,0,0,0,1,0,NO,YES,Y,,
25_D_1520,DELI,R,KUH_COL,FUNG,6/12/25,FIELD CORN,15,1,1,0,0,0,0,0,NO,NO,Y,,
25_D_1521,DELI,R,KUH_COL,NEONIC,6/12/25,FIELD CORN,N/A,2,0,0,0,0,0,0,NO,YES,Y,482,NUMBER OF SEEDS NOT WRITTEN
25_D_1522,DELI,R,KUH_COL,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,0,1,1,YES,NO,Y,483,
25_D_1523,DELI,R,KUH_COL,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,1,0,NO,NO,Y,,
25_D_1524,DELI,R,KUH_COL,NEONIC,6/12/25,FIELD CORN,15,2,0,0,0,0,0,0,NO,NO,Y,,
25_D_1525,DELI,R,KUH_COL,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1526,DELI,R,KUH_COL,FUNG,6/12/25,FIELD CORN,16,3,0,0,0,0,0,0,NO,NO,Y,,
25_D_1527,DELI,R,KUH_COL,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,484,
25_D_1528,DELI,R,KUH_COL,NEONIC,6/13/25,FIELD CORN,15,0,0,0,0,0,1,1,NO,YES,Y,,
25_D_1529,DELI,R,KUH_COL,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,YES,Y,,
25_D_1530,DELI,R,KUH_COL,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,YES,Y,,
25_D_1531,DELI,R,KUH_COL,FUNG,6/12/25,FIELD CORN,15,7,0,2,0,0,2,0,NO,NO,Y,,
25_D_1532,DELI,R,KUH_COL,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1533,DELI,R,KUH_COL,FUNG,6/12/25,FIELD CORN,15,1,0,0,0,0,2,2,NO,NO,Y,,
25_D_1534,DELI,R,KUH_COL,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1535,DELI,R,KUH_COL,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2155,DELI,R,LET_MAC,NEONIC,6/24/25,FIELD CORN,15,0,0,0,0,2,0,2,NO,NO,Y,723,
25_D_2156,DELI,R,LET_MAC,NEONIC,6/24/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2157,DELI,R,LET_MAC,NEONIC,6/24/25,FIELD CORN,16,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2158,DELI,R,LET_MAC,NEONIC,6/24/25,FIELD CORN,17,4,0,0,0,0,0,0,NO,NO,Y,,
25_D_2159,DELI,R,LET_MAC,NEONIC,6/24/25,FIELD CORN,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_2160,DELI,R,LET_MAC,NEONIC,6/24/25,FIELD CORN,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_2161,DELI,R,LET_MAC,NEONIC,6/24/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2162,DELI,R,LET_MAC,NEONIC,6/24/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2163,DELI,R,LET_MAC,NEONIC,6/24/25,FIELD CORN,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_2164,DELI,R,LET_MAC,FUNG,6/24/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2165,DELI,R,LET_MAC,FUNG,6/24/25,FIELD CORN,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_2166,DELI,R,LET_MAC,FUNG,6/24/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2167,DELI,R,LET_MAC,FUNG,6/24/25,FIELD CORN,15,4,1,0,0,0,0,0,NO,NO,Y,,
25_D_2168,DELI,R,LET_MAC,FUNG,6/24/25,FIELD CORN,15,3,0,0,0,0,0,0,NO,NO,Y,,
25_D_2169,DELI,R,LET_MAC,FUNG,6/24/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2170,DELI,R,LET_MAC,FUNG,6/24/25,FIELD CORN,15,5,0,3,0,0,0,0,NO,NO,Y,,
25_D_2171,DELI,R,LET_MAC,FUNG,6/24/25,FIELD CORN,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_2172,DELI,R,LET_MAC,FUNG,6/24/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2001,DELI,R,LET_STE_1,FUNG,6/17/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2003,DELI,R,LET_STE_1,FUNG,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2004,DELI,R,LET_STE_1,FUNG,6/17/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2005,DELI,R,LET_STE_1,FUNG,6/17/25,FIELD CORN,15,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_2006,DELI,R,LET_STE_1,FUNG,6/17/25,FIELD CORN,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_2007,DELI,R,LET_STE_1,FUNG,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2008,DELI,R,LET_STE_1,FUNG,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2009,DELI,R,LET_STE_1,FUNG,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2010,DELI,R,LET_STE_1,NEONIC,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2011,DELI,R,LET_STE_1,NEONIC,6/17/25,FIELD CORN,15,3,0,2,0,0,0,0,NO,NO,Y,,
25_D_2012,DELI,R,LET_STE_1,NEONIC,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2013,DELI,R,LET_STE_1,NEONIC,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2014,DELI,R,LET_STE_1,NEONIC,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2015,DELI,R,LET_STE_1,NEONIC,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2016,DELI,R,LET_STE_1,NEONIC,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2017,DELI,R,LET_STE_1,NEONIC,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2018,DELI,R,LET_STE_1,NEONIC,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1983,DELI,R,LET_STE_2,FUNG,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1984,DELI,R,LET_STE_2,FUNG,6/17/25,FIELD CORN,13,1,0,1,0,0,0,0,NO,NO,Y,,
25_D_1985,DELI,R,LET_STE_2,FUNG,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1986,DELI,R,LET_STE_2,FUNG,6/17/25,FIELD CORN,15,0,0,0,0,2,0,2,NO,NO,Y,,
25_D_1987,DELI,R,LET_STE_2,FUNG,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,,,
25_D_1988,DELI,R,LET_STE_2,NEONIC,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1989,DELI,R,LET_STE_2,FUNG,6/17/25,FIELD CORN,13,2,0,0,0,0,0,0,NO,NO,Y,,
25_D_1990,DELI,R,LET_STE_2,NEONIC,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1991,DELI,R,LET_STE_2,NEONIC,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1992,DELI,R,LET_STE_2,NEONIC,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1993,DELI,R,LET_STE_2,NEONIC,6/17/25,FIELD CORN,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_1994,DELI,R,LET_STE_2,FUNG,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1995,DELI,R,LET_STE_2,FUNG,6/17/25,FIELD CORN,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_1996,DELI,R,LET_STE_2,FUNG,6/17/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,,,
25_D_1997,DELI,R,LET_STE_2,NEONIC,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1998,DELI,R,LET_STE_2,NEONIC,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1999,DELI,R,LET_STE_2,NEONIC,6/17/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,722,
25_D_2000,DELI,R,LET_STE_2,NEONIC,6/17/25,FIELD CORN,15,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_2002,DELI,R,LET_STE_2,FUNG,6/17/25,FIELD CORN,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_1163,DELI,R,LET_VER,NEONIC,5/23/25,FIELD CORN,17,0,0,0,0,0,0,0,NO,NO,Y,12,
25_D_1164,DELI,R,LET_VER,FUNG,5/23/25,FIELD CORN,15,1,0,1,0,0,0,0,NO,NO,Y,11,
25_D_1165,DELI,R,LET_VER,FUNG,5/23/25,FIELD CORN,16,0,0,0,0,0,0,0,NO,NO,Y,7,
25_D_1166,DELI,R,LET_VER,NEONIC,5/23/25,FIELD CORN,15,2,0,0,0,0,0,0,NO,NO,Y,25,
25_D_1167,DELI,R,LET_VER,NEONIC,5/23/25,FIELD CORN,16,7,0,2,0,0,0,0,NO,NO,Y,24,
25_D_1168,DELI,R,LET_VER,FUNG,5/23/25,FIELD CORN,15,2,0,0,0,0,0,0,NO,NO,Y,1,
25_D_1169,DELI,R,LET_VER,FUNG,5/23/25,FIELD CORN,15,17,0,3,0,0,0,0,NO,NO,Y,8,
25_D_1170,DELI,R,LET_VER,FUNG,5/23/25,FIELD CORN,15,2,0,0,0,0,0,0,NO,NO,Y,9,
25_D_1171,DELI,R,LET_VER,NEONIC,5/23/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,6,
25_D_1172,DELI,R,LET_VER,FUNG,5/23/25,FIELD CORN,15,3,0,0,0,0,0,0,NO,NO,Y,5,
25_D_1173,DELI,R,LET_VER,NEONIC,5/23/25,FIELD CORN,15,3,0,0,0,0,0,0,NO,NO,Y,22,
25_D_1174,DELI,R,LET_VER,FUNG,5/23/25,FIELD CORN,15,6,0,1,0,0,0,0,NO,NO,Y,21,
25_D_1175,DELI,R,LET_VER,NEONIC,5/23/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,20,
25_D_1176,DELI,R,LET_VER,FUNG,5/23/25,FIELD CORN,17,0,0,0,0,1,0,1,NO,NO,Y,19,
25_D_1177,DELI,R,LET_VER,NEONIC,5/23/25,FIELD CORN,15,5,0,1,0,0,0,0,NO,NO,Y,52,
25_D_1178,DELI,R,LET_VER,NEONIC,5/23/25,FIELD CORN,15,9,1,4,0,0,0,0,NO,NO,Y,26,
25_D_1179,DELI,R,LET_VER,NEONIC,5/23/25,FIELD CORN,16,0,0,0,0,0,0,0,NO,NO,Y,14,
25_D_1180,DELI,R,LET_VER,FUNG,5/23/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,13,
25_D_2173,DELI,R,LET_WAT,NEONIC,6/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2174,DELI,R,LET_WAT,NEONIC,6/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2175,DELI,R,LET_WAT,NEONIC,6/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,706,
25_D_2176,DELI,R,LET_WAT,NEONIC,6/20/25,FIELD CORN,15,0,0,0,0,3,0,3,NO,NO,Y,,
25_D_2177,DELI,R,LET_WAT,NEONIC,6/20/25,FIELD CORN,15,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_2178,DELI,R,LET_WAT,NEONIC,6/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2179,DELI,R,LET_WAT,NEONIC,6/20/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2180,DELI,R,LET_WAT,NEONIC,6/20/25,FIELD CORN,13,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2181,DELI,R,LET_WAT,NEONIC,6/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2182,DELI,R,LET_WAT,FUNG,6/20/25,FIELD CORN,14,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_2183,DELI,R,LET_WAT,FUNG,6/20/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2184,DELI,R,LET_WAT,FUNG,6/20/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2185,DELI,R,LET_WAT,FUNG,6/20/25,FIELD CORN,16,0,0,0,0,0,0,0,NO,NO,Y,,
