Field ID,Longitude,Latitude,Elevation (ft),Date,tmin (degrees F),tmean (degrees F),tmax (degrees F)
MIL_ERIE,-78.9286,42.4823,892,12/19/25,29.6,41.1,52.6
MIL_ERIE,-78.9286,42.4823,892,12/20/25,19.8,26.5,33.2
MIL_ERIE,-78.9286,42.4823,892,12/21/25,19.3,31.1,43
MIL_ERIE,-78.9286,42.4823,892,12/22/25,18.5,21.6,24.6
MIL_ERIE,-78.9286,42.4823,892,12/23/25,18.9,29,39
MIL_ERIE,-78.9286,42.4823,892,12/24/25,31.2,35.9,40.5
MIL_ERIE,-78.9286,42.4823,892,12/25/25,29,33.9,38.8
MIL_ERIE,-78.9286,42.4823,892,12/26/25,19.1,27.8,36.4
MIL_ERIE,-78.9286,42.4823,892,12/27/25,20.6,26.8,33
MIL_ERIE,-78.9286,42.4823,892,12/28/25,22.3,26.8,31.3
MIL_ERIE,-78.9286,42.4823,892,12/29/25,28.4,42.1,55.7
MIL_ERIE,-78.9286,42.4823,892,12/30/25,18.9,29.1,39.3
MIL_ERIE,-78.9286,42.4823,892,12/31/25,18.9,21.2,23.5
,,,,,,,
UVEGES,-76.9971,42.9922,489,1/1/25,34,41.1,48.2
UVEGES,-76.9971,42.9922,489,1/2/25,32.5,37.2,41.9
UVEGES,-76.9971,42.9922,489,1/3/25,27.3,31,34.7
UVEGES,-76.9971,42.9922,489,1/4/25,23.5,27.8,32
UVEGES,-76.9971,42.9922,489,1/5/25,21.9,24.2,26.5
UVEGES,-76.9971,42.9922,489,1/6/25,16.1,21.9,27.7
UVEGES,-76.9971,42.9922,489,1/7/25,14.7,16.6,18.4
UVEGES,-76.9971,42.9922,489,1/8/25,16.2,19.6,23
UVEGES,-76.9971,42.9922,489,1/9/25,14.5,16.7,19
UVEGES,-76.9971,42.9922,489,1/10/25,15.7,18.9,22.1
UVEGES,-76.9971,42.9922,489,1/11/25,16.2,22.3,28.5
UVEGES,-76.9971,42.9922,489,1/12/25,20.8,25.4,29.9
UVEGES,-76.9971,42.9922,489,1/13/25,27.3,31.8,36.2
UVEGES,-76.9971,42.9922,489,1/14/25,17.8,26.7,35.6
UVEGES,-76.9971,42.9922,489,1/15/25,16.8,20.5,24.2
UVEGES,-76.9971,42.9922,489,1/16/25,17.5,21.5,25.5
UVEGES,-76.9971,42.9922,489,1/17/25,17.8,24.1,30.5
UVEGES,-76.9971,42.9922,489,1/18/25,30,33.3,36.7
UVEGES,-76.9971,42.9922,489,1/19/25,19.5,28.4,37.3
UVEGES,-76.9971,42.9922,489,1/20/25,12,16.8,21.6
UVEGES,-76.9971,42.9922,489,1/21/25,3.6,10.4,17.3
UVEGES,-76.9971,42.9922,489,1/22/25,0.4,7.3,14.1
UVEGES,-76.9971,42.9922,489,1/23/25,1.1,9.5,17.9
UVEGES,-76.9971,42.9922,489,1/24/25,17.2,22.4,27.6
UVEGES,-76.9971,42.9922,489,1/25/25,9.3,17.3,25.4
UVEGES,-76.9971,42.9922,489,1/26/25,13,22.9,32.8
UVEGES,-76.9971,42.9922,489,1/27/25,23.2,28.2,33.1
UVEGES,-76.9971,42.9922,489,1/28/25,21.9,29.9,37.9
UVEGES,-76.9971,42.9922,489,1/29/25,18.3,27.8,37.4
UVEGES,-76.9971,42.9922,489,1/30/25,17.2,27,36.8
UVEGES,-76.9971,42.9922,489,1/31/25,16.8,27.4,38
UVEGES,-76.9971,42.9922,489,2/1/25,13.4,26.2,38.9
UVEGES,-76.9971,42.9922,489,2/2/25,1,8.8,16.6
UVEGES,-76.9971,42.9922,489,2/3/25,10.6,21.9,33.1
UVEGES,-76.9971,42.9922,489,2/4/25,28.1,34.7,41.4
UVEGES,-76.9971,42.9922,489,2/5/25,16.6,23.8,31
UVEGES,-76.9971,42.9922,489,2/6/25,12.5,19.9,27.4
UVEGES,-76.9971,42.9922,489,2/7/25,23.9,31.2,38.6
UVEGES,-76.9971,42.9922,489,2/8/25,18.7,22.8,27
UVEGES,-76.9971,42.9922,489,2/9/25,20.9,25,29.1
UVEGES,-76.9971,42.9922,489,2/10/25,22.3,26.3,30.3
UVEGES,-76.9971,42.9922,489,2/11/25,15.7,21.9,28.1
UVEGES,-76.9971,42.9922,489,2/12/25,14.8,22.8,30.8
UVEGES,-76.9971,42.9922,489,2/13/25,18.3,28.1,37.8
UVEGES,-76.9971,42.9922,489,2/14/25,21.7,31.3,40.9
UVEGES,-76.9971,42.9922,489,2/15/25,20.8,23.6,26.4
UVEGES,-76.9971,42.9922,489,2/16/25,23,26.6,30.2
UVEGES,-76.9971,42.9922,489,2/17/25,17.2,24.5,31.7
UVEGES,-76.9971,42.9922,489,2/18/25,10.6,16.2,21.9
UVEGES,-76.9971,42.9922,489,2/19/25,10.7,15,19.3
UVEGES,-76.9971,42.9922,489,2/20/25,15.8,18.5,21.2
UVEGES,-76.9971,42.9922,489,2/21/25,15.5,17.4,19.2
UVEGES,-76.9971,42.9922,489,2/22/25,14.5,17.6,20.6
UVEGES,-76.9971,42.9922,489,2/23/25,19.1,28.1,37.1
UVEGES,-76.9971,42.9922,489,2/24/25,28.4,31.5,34.6
UVEGES,-76.9971,42.9922,489,2/25/25,32.9,40.4,47.8
UVEGES,-76.9971,42.9922,489,2/26/25,33.5,38.9,44.3
UVEGES,-76.9971,42.9922,489,2/27/25,33.1,37.7,42.3
UVEGES,-76.9971,42.9922,489,2/28/25,28.8,37.2,45.7
UVEGES,-76.9971,42.9922,489,3/1/25,28.1,36.3,44.5
UVEGES,-76.9971,42.9922,489,3/2/25,10.1,22.3,34.5
UVEGES,-76.9971,42.9922,489,3/3/25,10.2,15.7,21.3
UVEGES,-76.9971,42.9922,489,3/4/25,20.3,27.2,34.2
UVEGES,-76.9971,42.9922,489,3/5/25,34.8,41.7,48.6
UVEGES,-76.9971,42.9922,489,3/6/25,39.3,47,54.7
UVEGES,-76.9971,42.9922,489,3/7/25,28.3,33.2,38.2
UVEGES,-76.9971,42.9922,489,3/8/25,25.4,31,36.5
UVEGES,-76.9971,42.9922,489,3/9/25,25.4,29.9,34.3
UVEGES,-76.9971,42.9922,489,3/10/25,32,39.3,46.7
UVEGES,-76.9971,42.9922,489,3/11/25,35.4,46.8,58.1
UVEGES,-76.9971,42.9922,489,3/12/25,26.4,46.1,65.7
UVEGES,-76.9971,42.9922,489,3/13/25,27,31.4,35.8
UVEGES,-76.9971,42.9922,489,3/14/25,27.6,42.5,57.5
UVEGES,-76.9971,42.9922,489,3/15/25,29.5,47.6,65.6
UVEGES,-76.9971,42.9922,489,3/16/25,48.1,53.8,59.5
UVEGES,-76.9971,42.9922,489,3/17/25,35.1,50.8,66.5
UVEGES,-76.9971,42.9922,489,3/18/25,24.4,29.5,34.5
UVEGES,-76.9971,42.9922,489,3/19/25,29.2,45.9,62.7
UVEGES,-76.9971,42.9922,489,3/20/25,47.5,60.4,73.3
UVEGES,-76.9971,42.9922,489,3/21/25,29.8,45,60.2
UVEGES,-76.9971,42.9922,489,3/22/25,29.4,37.1,44.8
UVEGES,-76.9971,42.9922,489,3/23/25,22.7,37.7,52.6
UVEGES,-76.9971,42.9922,489,3/24/25,24,33.9,43.8
UVEGES,-76.9971,42.9922,489,3/25/25,36.6,45.3,53.9
UVEGES,-76.9971,42.9922,489,3/26/25,27.4,33.5,39.5
UVEGES,-76.9971,42.9922,489,3/27/25,25.8,31.1,36.5
UVEGES,-76.9971,42.9922,489,3/28/25,27.9,38.4,49
UVEGES,-76.9971,42.9922,489,3/29/25,34.9,42.8,50.7
UVEGES,-76.9971,42.9922,489,3/30/25,32.2,34.8,37.5
UVEGES,-76.9971,42.9922,489,3/31/25,37.9,50.1,62.2
UVEGES,-76.9971,42.9922,489,4/1/25,33.1,49.4,65.6
UVEGES,-76.9971,42.9922,489,4/2/25,28.3,33.8,39.4
UVEGES,-76.9971,42.9922,489,4/3/25,29.7,41.2,52.6
UVEGES,-76.9971,42.9922,489,4/4/25,40.2,55,69.9
UVEGES,-76.9971,42.9922,489,4/5/25,39.6,44.8,50.1
UVEGES,-76.9971,42.9922,489,4/6/25,38.8,46.9,55.1
UVEGES,-76.9971,42.9922,489,4/7/25,32.4,37.5,42.5
UVEGES,-76.9971,42.9922,489,4/8/25,25.5,36.8,48.2
UVEGES,-76.9971,42.9922,489,4/9/25,22.9,27.3,31.7
UVEGES,-76.9971,42.9922,489,4/10/25,26.6,33.5,40.4
UVEGES,-76.9971,42.9922,489,4/11/25,31.6,36.4,41.2
UVEGES,-76.9971,42.9922,489,4/12/25,38.9,41,43
UVEGES,-76.9971,42.9922,489,4/13/25,38.7,40.8,42.9
UVEGES,-76.9971,42.9922,489,4/14/25,36.2,46.6,57
UVEGES,-76.9971,42.9922,489,4/15/25,41.5,53.3,65.1
UVEGES,-76.9971,42.9922,489,4/16/25,33.4,44.7,56
UVEGES,-76.9971,42.9922,489,4/17/25,33.2,36.2,39.3
UVEGES,-76.9971,42.9922,489,4/18/25,34.3,44.1,53.9
UVEGES,-76.9971,42.9922,489,4/19/25,44.6,58.1,71.6
UVEGES,-76.9971,42.9922,489,4/20/25,40.4,56.9,73.4
UVEGES,-76.9971,42.9922,489,4/21/25,35.7,43.6,51.5
UVEGES,-76.9971,42.9922,489,4/22/25,41.6,54.3,67.1
UVEGES,-76.9971,42.9922,489,4/23/25,36.4,48.9,61.4
UVEGES,-76.9971,42.9922,489,4/24/25,43.8,54.9,66
UVEGES,-76.9971,42.9922,489,4/25/25,50.9,64.6,78.3
UVEGES,-76.9971,42.9922,489,4/26/25,55.5,62.8,70.1
UVEGES,-76.9971,42.9922,489,4/27/25,42.3,52.3,62.3
UVEGES,-76.9971,42.9922,489,4/28/25,38.8,50.4,62
UVEGES,-76.9971,42.9922,489,4/29/25,44.2,58.2,72.2
UVEGES,-76.9971,42.9922,489,4/30/25,39.8,62.8,85.9
UVEGES,-76.9971,42.9922,489,5/1/25,40.9,47.1,53.4
UVEGES,-76.9971,42.9922,489,5/2/25,47,60.3,73.6
UVEGES,-76.9971,42.9922,489,5/3/25,46.7,60.2,73.8
UVEGES,-76.9971,42.9922,489,5/4/25,45.8,47.7,49.6
UVEGES,-76.9971,42.9922,489,5/5/25,47.6,52.1,56.6
UVEGES,-76.9971,42.9922,489,5/6/25,55.6,62.3,68.9
UVEGES,-76.9971,42.9922,489,5/7/25,53.3,62.5,71.7
UVEGES,-76.9971,42.9922,489,5/8/25,43.7,55.6,67.5
UVEGES,-76.9971,42.9922,489,5/9/25,39.7,43.8,47.9
UVEGES,-76.9971,42.9922,489,5/10/25,42.3,45.6,48.9
UVEGES,-76.9971,42.9922,489,5/11/25,44.6,57.1,69.5
UVEGES,-76.9971,42.9922,489,5/12/25,40.5,49.7,58.9
UVEGES,-76.9971,42.9922,489,5/13/25,53.6,67,80.5
UVEGES,-76.9971,42.9922,489,5/14/25,58.6,65.1,71.7
UVEGES,-76.9971,42.9922,489,5/15/25,58.4,62.7,67
UVEGES,-76.9971,42.9922,489,5/16/25,59.7,68.2,76.8
UVEGES,-76.9971,42.9922,489,5/17/25,60.5,71.2,81.8
UVEGES,-76.9971,42.9922,489,5/18/25,55.5,66.5,77.6
UVEGES,-76.9971,42.9922,489,5/19/25,47.1,52.9,58.6
UVEGES,-76.9971,42.9922,489,5/20/25,39.7,47.5,55.2
UVEGES,-76.9971,42.9922,489,5/21/25,42,48.6,55.3
UVEGES,-76.9971,42.9922,489,5/22/25,46.5,50.2,53.9
UVEGES,-76.9971,42.9922,489,5/23/25,47.6,50.5,53.3
UVEGES,-76.9971,42.9922,489,5/24/25,47.3,49.6,51.8
UVEGES,-76.9971,42.9922,489,5/25/25,47.4,51.5,55.7
UVEGES,-76.9971,42.9922,489,5/26/25,44.9,53.1,61.3
UVEGES,-76.9971,42.9922,489,5/27/25,44.5,56.4,68.2
UVEGES,-76.9971,42.9922,489,5/28/25,48.9,60.7,72.5
UVEGES,-76.9971,42.9922,489,5/29/25,53.3,59.3,65.3
UVEGES,-76.9971,42.9922,489,5/30/25,55.3,62.4,69.5
UVEGES,-76.9971,42.9922,489,5/31/25,54.4,64.3,74.2
UVEGES,-76.9971,42.9922,489,6/1/25,47,50.6,54.2
UVEGES,-76.9971,42.9922,489,6/2/25,46.9,52.3,57.7
UVEGES,-76.9971,42.9922,489,6/3/25,47.7,58.9,70.2
UVEGES,-76.9971,42.9922,489,6/4/25,55.1,67.5,79.9
UVEGES,-76.9971,42.9922,489,6/5/25,60.8,75.1,89.3
UVEGES,-76.9971,42.9922,489,6/6/25,61.6,71,80.4
UVEGES,-76.9971,42.9922,489,6/7/25,60.5,66.3,72.1
UVEGES,-76.9971,42.9922,489,6/8/25,52,64.3,76.5
UVEGES,-76.9971,42.9922,489,6/9/25,58.7,67.4,76.1
UVEGES,-76.9971,42.9922,489,6/10/25,61.5,70.3,79.1
UVEGES,-76.9971,42.9922,489,6/11/25,60.1,66.9,73.7
UVEGES,-76.9971,42.9922,489,6/12/25,64,72.3,80.5
UVEGES,-76.9971,42.9922,489,6/13/25,55.1,64.8,74.6
UVEGES,-76.9971,42.9922,489,6/14/25,55.7,63.1,70.5
UVEGES,-76.9971,42.9922,489,6/15/25,56.9,63.1,69.4
UVEGES,-76.9971,42.9922,489,6/16/25,60,66.8,73.6
UVEGES,-76.9971,42.9922,489,6/17/25,62.1,67.1,72.1
UVEGES,-76.9971,42.9922,489,6/18/25,66,73,80.1
UVEGES,-76.9971,42.9922,489,6/19/25,67.4,75.4,83.4
UVEGES,-76.9971,42.9922,489,6/20/25,61.3,72.2,83
UVEGES,-76.9971,42.9922,489,6/21/25,61.6,69.6,77.5
UVEGES,-76.9971,42.9922,489,6/22/25,68.6,77.4,86.2
UVEGES,-76.9971,42.9922,489,6/23/25,73.9,81.8,89.8
UVEGES,-76.9971,42.9922,489,6/24/25,73.4,83.7,94
UVEGES,-76.9971,42.9922,489,6/25/25,73.7,83.9,94
UVEGES,-76.9971,42.9922,489,6/26/25,66.2,76.3,86.5
UVEGES,-76.9971,42.9922,489,6/27/25,62.1,66.5,70.8
UVEGES,-76.9971,42.9922,489,6/28/25,64,68.9,73.8
UVEGES,-76.9971,42.9922,489,6/29/25,57.6,72.6,87.6
UVEGES,-76.9971,42.9922,489,6/30/25,60.4,69.3,78.2
UVEGES,-76.9971,42.9922,489,7/1/25,69.4,78.7,87.9
UVEGES,-76.9971,42.9922,489,7/2/25,65.3,74.3,83.4
UVEGES,-76.9971,42.9922,489,7/3/25,64.9,74.2,83.5
UVEGES,-76.9971,42.9922,489,7/4/25,56.5,67.7,78.8
UVEGES,-76.9971,42.9922,489,7/5/25,57.8,67.6,77.4
UVEGES,-76.9971,42.9922,489,7/6/25,66.7,78,89.3
UVEGES,-76.9971,42.9922,489,7/7/25,73,82.8,92.5
UVEGES,-76.9971,42.9922,489,7/8/25,67.2,78.4,89.5
UVEGES,-76.9971,42.9922,489,7/9/25,64.8,70.3,75.9
UVEGES,-76.9971,42.9922,489,7/10/25,64,72.4,80.8
UVEGES,-76.9971,42.9922,489,7/11/25,65.8,74.9,84.1
UVEGES,-76.9971,42.9922,489,7/12/25,69.5,78.7,88
UVEGES,-76.9971,42.9922,489,7/13/25,73.8,82.3,90.9
UVEGES,-76.9971,42.9922,489,7/14/25,69.8,80.1,90.4
UVEGES,-76.9971,42.9922,489,7/15/25,65.7,74.4,83
UVEGES,-76.9971,42.9922,489,7/16/25,67.6,77.9,88.1
UVEGES,-76.9971,42.9922,489,7/17/25,72.1,80.7,89.2
UVEGES,-76.9971,42.9922,489,7/18/25,59.4,72.3,85.2
UVEGES,-76.9971,42.9922,489,7/19/25,52.9,63.5,74.1
UVEGES,-76.9971,42.9922,489,7/20/25,63.2,74.2,85.2
UVEGES,-76.9971,42.9922,489,7/21/25,62.7,71.3,79.9
UVEGES,-76.9971,42.9922,489,7/22/25,51.1,61.1,71.1
UVEGES,-76.9971,42.9922,489,7/23/25,51.9,63.6,75.2
UVEGES,-76.9971,42.9922,489,7/24/25,62.8,74.6,86.4
UVEGES,-76.9971,42.9922,489,7/25/25,74.4,84,93.5
UVEGES,-76.9971,42.9922,489,7/26/25,64.5,73.7,82.8
UVEGES,-76.9971,42.9922,489,7/27/25,69.9,78.6,87.4
UVEGES,-76.9971,42.9922,489,7/28/25,70.3,78.1,86
UVEGES,-76.9971,42.9922,489,7/29/25,69.2,79.7,90.2
UVEGES,-76.9971,42.9922,489,7/30/25,65,76.5,88
UVEGES,-76.9971,42.9922,489,7/31/25,60.5,73.6,86.8
UVEGES,-76.9971,42.9922,489,8/1/25,50.6,59.6,68.6
UVEGES,-76.9971,42.9922,489,8/2/25,50.4,61.6,72.7
UVEGES,-76.9971,42.9922,489,8/3/25,53.9,65.8,77.6
UVEGES,-76.9971,42.9922,489,8/4/25,57.4,69.7,82
UVEGES,-76.9971,42.9922,489,8/5/25,57.5,70,82.6
UVEGES,-76.9971,42.9922,489,8/6/25,61.4,73.3,85.1
UVEGES,-76.9971,42.9922,489,8/7/25,64.9,74.7,84.4
UVEGES,-76.9971,42.9922,489,8/8/25,62.6,73,83.4
UVEGES,-76.9971,42.9922,489,8/9/25,64.7,75.1,85.5
UVEGES,-76.9971,42.9922,489,8/10/25,65.3,77.2,89.1
UVEGES,-76.9971,42.9922,489,8/11/25,63.8,77.6,91.3
UVEGES,-76.9971,42.9922,489,8/12/25,66.9,79.8,92.6
UVEGES,-76.9971,42.9922,489,8/13/25,69.9,81.9,93.9
UVEGES,-76.9971,42.9922,489,8/14/25,67.6,76.1,84.7
UVEGES,-76.9971,42.9922,489,8/15/25,57,69.9,82.8
UVEGES,-76.9971,42.9922,489,8/16/25,61.6,74.1,86.7
UVEGES,-76.9971,42.9922,489,8/17/25,63.6,75.7,87.8
UVEGES,-76.9971,42.9922,489,8/18/25,53.7,68.1,82.5
UVEGES,-76.9971,42.9922,489,8/19/25,51.5,61.6,71.7
UVEGES,-76.9971,42.9922,489,8/20/25,58.3,68.9,79.5
UVEGES,-76.9971,42.9922,489,8/21/25,57.4,60.2,63.1
UVEGES,-76.9971,42.9922,489,8/22/25,55.6,63.6,71.7
UVEGES,-76.9971,42.9922,489,8/23/25,58.9,69.5,80.1
UVEGES,-76.9971,42.9922,489,8/24/25,64.3,73.6,82.9
UVEGES,-76.9971,42.9922,489,8/25/25,57.8,68.7,79.5
UVEGES,-76.9971,42.9922,489,8/26/25,54.2,63.7,73.2
UVEGES,-76.9971,42.9922,489,8/27/25,54.2,62.7,71.2
UVEGES,-76.9971,42.9922,489,8/28/25,53.2,61.5,69.7
UVEGES,-76.9971,42.9922,489,8/29/25,55.4,65.1,74.9
UVEGES,-76.9971,42.9922,489,8/30/25,49.6,56.7,63.8
UVEGES,-76.9971,42.9922,489,8/31/25,49.1,58.9,68.8
UVEGES,-76.9971,42.9922,489,9/1/25,47.9,60.8,73.8
UVEGES,-76.9971,42.9922,489,9/2/25,53.7,65.3,76.9
UVEGES,-76.9971,42.9922,489,9/3/25,55.8,67.5,79.1
UVEGES,-76.9971,42.9922,489,9/4/25,60.6,70.7,80.7
UVEGES,-76.9971,42.9922,489,9/5/25,51.4,64.3,77.3
UVEGES,-76.9971,42.9922,489,9/6/25,54.8,66.5,78.2
UVEGES,-76.9971,42.9922,489,9/7/25,51.5,57.5,63.5
UVEGES,-76.9971,42.9922,489,9/8/25,47.1,56.4,65.7
UVEGES,-76.9971,42.9922,489,9/9/25,44.5,56.2,67.9
UVEGES,-76.9971,42.9922,489,9/10/25,49,60.9,72.8
UVEGES,-76.9971,42.9922,489,9/11/25,48.9,62.5,76
UVEGES,-76.9971,42.9922,489,9/12/25,50.2,62.9,75.7
UVEGES,-76.9971,42.9922,489,9/13/25,52.4,64.3,76.2
UVEGES,-76.9971,42.9922,489,9/14/25,56.3,64.8,73.3
UVEGES,-76.9971,42.9922,489,9/15/25,51.6,63.9,76.2
UVEGES,-76.9971,42.9922,489,9/16/25,49.7,62.8,76
UVEGES,-76.9971,42.9922,489,9/17/25,53.6,65.7,77.8
UVEGES,-76.9971,42.9922,489,9/18/25,47.7,62.3,77
UVEGES,-76.9971,42.9922,489,9/19/25,54.1,67.7,81.4
UVEGES,-76.9971,42.9922,489,9/20/25,42,55.6,69.2
UVEGES,-76.9971,42.9922,489,9/21/25,44.3,57,69.6
UVEGES,-76.9971,42.9922,489,9/22/25,55,66.4,77.8
UVEGES,-76.9971,42.9922,489,9/23/25,62.7,70.8,78.9
UVEGES,-76.9971,42.9922,489,9/24/25,58.6,67,75.4
UVEGES,-76.9971,42.9922,489,9/25/25,60.6,68.1,75.6
UVEGES,-76.9971,42.9922,489,9/26/25,62.9,66.6,70.3
UVEGES,-76.9971,42.9922,489,9/27/25,54.7,64.6,74.5
UVEGES,-76.9971,42.9922,489,9/28/25,56.3,66.9,77.5
UVEGES,-76.9971,42.9922,489,9/29/25,48.8,63.1,77.4
UVEGES,-76.9971,42.9922,489,9/30/25,47.6,62.5,77.3
UVEGES,-76.9971,42.9922,489,10/1/25,42.7,57.6,72.6
UVEGES,-76.9971,42.9922,489,10/2/25,37.2,49.9,62.6
UVEGES,-76.9971,42.9922,489,10/3/25,40.2,55,69.8
UVEGES,-76.9971,42.9922,489,10/4/25,49.4,63.1,76.9
UVEGES,-76.9971,42.9922,489,10/5/25,52.5,67,81.6
UVEGES,-76.9971,42.9922,489,10/6/25,54.5,69.3,84.2
UVEGES,-76.9971,42.9922,489,10/7/25,56.9,70.7,84.5
UVEGES,-76.9971,42.9922,489,10/8/25,51.2,60.2,69.2
UVEGES,-76.9971,42.9922,489,10/9/25,40.4,51.1,61.8
UVEGES,-76.9971,42.9922,489,10/10/25,32.6,42.4,52.2
UVEGES,-76.9971,42.9922,489,10/11/25,37.2,50.5,63.9
UVEGES,-76.9971,42.9922,489,10/12/25,49.3,53.9,58.4
UVEGES,-76.9971,42.9922,489,10/13/25,50.6,59.1,67.6
UVEGES,-76.9971,42.9922,489,10/14/25,51.1,54.6,58.1
UVEGES,-76.9971,42.9922,489,10/15/25,49.5,56.8,64.1
UVEGES,-76.9971,42.9922,489,10/16/25,37,46.1,55.3
UVEGES,-76.9971,42.9922,489,10/17/25,33.7,43.8,53.8
UVEGES,-76.9971,42.9922,489,10/18/25,36.1,46.9,57.8
UVEGES,-76.9971,42.9922,489,10/19/25,51.6,59.9,68.2
UVEGES,-76.9971,42.9922,489,10/20/25,53.8,63.9,74.1
UVEGES,-76.9971,42.9922,489,10/21/25,42.5,49.2,55.8
UVEGES,-76.9971,42.9922,489,10/22/25,42.7,52.1,61.5
UVEGES,-76.9971,42.9922,489,10/23/25,44.4,49.2,53.9
UVEGES,-76.9971,42.9922,489,10/24/25,43.3,48.2,53
UVEGES,-76.9971,42.9922,489,10/25/25,41.7,46.8,51.9
UVEGES,-76.9971,42.9922,489,10/26/25,35.8,44.1,52.4
UVEGES,-76.9971,42.9922,489,10/27/25,27.8,39.4,51
UVEGES,-76.9971,42.9922,489,10/28/25,28.4,39.6,50.9
UVEGES,-76.9971,42.9922,489,10/29/25,29.1,41.2,53.3
UVEGES,-76.9971,42.9922,489,10/30/25,30.5,42.7,54.9
UVEGES,-76.9971,42.9922,489,10/31/25,41.5,44.3,47.1
UVEGES,-76.9971,42.9922,489,11/1/25,40.5,42.7,44.9
UVEGES,-76.9971,42.9922,489,11/2/25,32.7,40.4,48
UVEGES,-76.9971,42.9922,489,11/3/25,33.6,43.9,54.1
UVEGES,-76.9971,42.9922,489,11/4/25,41.4,48.2,55.1
UVEGES,-76.9971,42.9922,489,11/5/25,38,47.4,56.8
UVEGES,-76.9971,42.9922,489,11/6/25,40.1,49.2,58.3
UVEGES,-76.9971,42.9922,489,11/7/25,32.5,38.2,44
UVEGES,-76.9971,42.9922,489,11/8/25,36.5,46.2,55.8
UVEGES,-76.9971,42.9922,489,11/9/25,37.6,43.6,49.6
UVEGES,-76.9971,42.9922,489,11/10/25,29.8,34.7,39.6
UVEGES,-76.9971,42.9922,489,11/11/25,25.9,28.4,30.8
UVEGES,-76.9971,42.9922,489,11/12/25,26.7,31.4,36.2
UVEGES,-76.9971,42.9922,489,11/13/25,34.5,38.4,42.3
UVEGES,-76.9971,42.9922,489,11/14/25,34.9,39.3,43.7
UVEGES,-76.9971,42.9922,489,11/15/25,28.7,38,47.4
UVEGES,-76.9971,42.9922,489,11/16/25,30.5,43.3,56.1
UVEGES,-76.9971,42.9922,489,11/17/25,30.8,35.2,39.6
UVEGES,-76.9971,42.9922,489,11/18/25,32.7,35,37.2
UVEGES,-76.9971,42.9922,489,11/19/25,22.7,32.3,41.8
UVEGES,-76.9971,42.9922,489,11/20/25,24.3,32.9,41.5
UVEGES,-76.9971,42.9922,489,11/21/25,27.5,37.1,46.6
UVEGES,-76.9971,42.9922,489,11/22/25,38.8,43.7,48.6
UVEGES,-76.9971,42.9922,489,11/23/25,28.2,35.8,43.4
UVEGES,-76.9971,42.9922,489,11/24/25,34.8,40,45.1
UVEGES,-76.9971,42.9922,489,11/25/25,36.8,41.8,46.7
UVEGES,-76.9971,42.9922,489,11/26/25,43.5,47.4,51.3
UVEGES,-76.9971,42.9922,489,11/27/25,35.1,46.3,57.5
UVEGES,-76.9971,42.9922,489,11/28/25,31.2,34.3,37.4
UVEGES,-76.9971,42.9922,489,11/29/25,28.7,32.2,35.7
UVEGES,-76.9971,42.9922,489,11/30/25,28.3,31.7,35.2
UVEGES,-76.9971,42.9922,489,12/1/25,28,34.4,40.9
UVEGES,-76.9971,42.9922,489,12/2/25,21.4,24.8,28.2
UVEGES,-76.9971,42.9922,489,12/3/25,16.6,23.8,31
UVEGES,-76.9971,42.9922,489,12/4/25,17.6,26.1,34.7
UVEGES,-76.9971,42.9922,489,12/5/25,7.5,18.6,29.8
UVEGES,-76.9971,42.9922,489,12/6/25,9,18.9,28.9
UVEGES,-76.9971,42.9922,489,12/7/25,26.9,30.7,34.5
UVEGES,-76.9971,42.9922,489,12/8/25,10.7,22.4,34.1
UVEGES,-76.9971,42.9922,489,12/9/25,5.1,13.6,22.1
UVEGES,-76.9971,42.9922,489,12/10/25,7.6,20.1,32.6
UVEGES,-76.9971,42.9922,489,12/11/25,20.8,29.8,38.9
UVEGES,-76.9971,42.9922,489,12/12/25,18,20.6,23.2
UVEGES,-76.9971,42.9922,489,12/13/25,20.3,25.8,31.4
UVEGES,-76.9971,42.9922,489,12/14/25,15.2,23.7,32.1
UVEGES,-76.9971,42.9922,489,12/15/25,14.4,17,19.5
UVEGES,-76.9971,42.9922,489,12/16/25,17.9,22.4,26.9
UVEGES,-76.9971,42.9922,489,12/17/25,22.1,29.5,36.9
UVEGES,-76.9971,42.9922,489,12/18/25,32.6,38.3,44
UVEGES,-76.9971,42.9922,489,12/19/25,33.4,43.6,53.8
UVEGES,-76.9971,42.9922,489,12/20/25,25.6,38.9,52.2
UVEGES,-76.9971,42.9922,489,12/21/25,26.1,34.2,42.3
UVEGES,-76.9971,42.9922,489,12/22/25,24.2,26.7,29.2
UVEGES,-76.9971,42.9922,489,12/23/25,23.7,31.7,39.7
UVEGES,-76.9971,42.9922,489,12/24/25,32.3,36.5,40.7
UVEGES,-76.9971,42.9922,489,12/25/25,28.6,32.7,36.7
UVEGES,-76.9971,42.9922,489,12/26/25,13,24.7,36.3
UVEGES,-76.9971,42.9922,489,12/27/25,13.2,19.7,26.3
UVEGES,-76.9971,42.9922,489,12/28/25,20.4,21.8,23.2
UVEGES,-76.9971,42.9922,489,12/29/25,22.1,31,39.9
UVEGES,-76.9971,42.9922,489,12/30/25,19,30.5,42
UVEGES,-76.9971,42.9922,489,12/31/25,19.3,21.6,23.9
,,,,,,,
PERSOON,-76.6794,42.554,1063,1/1/25,31.2,39.8,48.4
PERSOON,-76.6794,42.554,1063,1/2/25,29.7,35.4,41.1
