Data Collector,Field ID,Date,Sampling period,Crop,Treatment,Section number,Plant growth stage,Number of plants,Total weight (g),Notes,Untared weight (g)
Julie Kikkert,KIK_HAR,7/1/25,V3/V4,Sweet corn,Fung,1,V3,15,7.85,Adjust for 7.59g bag,15.44
Julie Kikkert,KIK_HAR,7/1/25,V3/V4,Sweet corn,Fung,2,V3,15,7.92,Adjust for 7.59g bag,15.51
Julie Kikkert,KIK_HAR,7/1/25,V3/V4,Sweet corn,Fung,3,V3,15,10.2,Adjust for 7.59g bag,17.79
Julie Kikkert,KIK_HAR,7/1/25,V3/V4,Sweet corn,Fung,4,V3,15,6.18,Adjust for 7.59g bag,13.77
Julie Kikkert,KIK_HAR,7/1/25,V3/V4,Sweet corn,Fung,5,V3,15,9.52,Adjust for 7.59g bag,17.11
Julie Kikkert,KIK_HAR,7/1/25,V3/V4,Sweet corn,Fung,6,V3,15,9.12,Adjust for 7.59g bag,16.71
Julie Kikkert,KIK_HAR,7/1/25,V3/V4,Sweet corn,Fung,7,V1/V2,15,7.28,Adjust for 7.59g bag,14.87
Julie Kikkert,KIK_HAR,7/1/25,V3/V4,Sweet corn,Fung,8,V2/V3,15,7.68,Adjust for 7.59g bag,15.27
Julie Kikkert,KIK_HAR,7/1/25,V3/V4,Sweet corn,Fung,9,V2/V3,15,7.64,Adjust for 7.59g bag,15.23
Julie Kikkert,KIK_MBF,6/24/25,V3/V4,Sweet corn,Neonic,1,V4,15,85.07,"Adjust for 7.59g bag, cutworm",92.66
Julie Kikkert,KIK_MBF,6/24/25,V3/V4,Sweet corn,Neonic,2,V4,15,91.11,"Adjust for 7.59g bag, cutworm, weak plants",98.7
Julie Kikkert,KIK_MBF,6/24/25,V3/V4,Sweet corn,Neonic,3,V4,15,99.71,Adjust for 7.59g bag,107.3
Julie Kikkert,KIK_MBF,6/24/25,V3/V4,Sweet corn,Neonic,4,V4,15,116.66,"Adjust for 7.59g bag, weak plant",124.25
Julie Kikkert,KIK_MBF,6/24/25,V3/V4,Sweet corn,Neonic,5,V3/V4,15,81.41,"Adjust for 7.59g bag, weak plant, cutworm",89
Julie Kikkert,KIK_MBF,6/24/25,V3/V4,Sweet corn,Neonic,6,V3/V4,15,104.41,Adjust for 7.59g bag,112
Julie Kikkert,KIK_MBF,6/24/25,V3/V4,Sweet corn,Neonic,7,V3/V4,15,115.56,Adjust for 7.59g bag,123.15
Julie Kikkert,KIK_MBF,6/24/25,V3/V4,Sweet corn,Neonic,8,V4,15,141.1,Adjust for 7.59g bag,148.69
Julie Kikkert,KIK_MBF,6/24/25,V3/V4,Sweet corn,Neonic,9,V4,15,105.48,"Adjust for 7.59g bag, cutworm",113.07
Julie Kikkert,KIK_MBF,6/24/25,V3/V4,Sweet corn,Fung,1,V4,15,76.97,Adjust for 7.59g bag,84.56
Julie Kikkert,KIK_MBF,6/24/25,V3/V4,Sweet corn,Fung,2,V4,15,113.04,"Adjust for 7.59g bag, weak plant",120.63
Julie Kikkert,KIK_MBF,6/24/25,V3/V4,Sweet corn,Fung,3,V4,15,106.14,"Adjust for 7.59g bag, cutworm",113.73
Julie Kikkert,KIK_MBF,6/24/25,V3/V4,Sweet corn,Fung,4,V4,15,84.35,Adjust for 7.59g bag,91.94
Julie Kikkert,KIK_MBF,6/24/25,V3/V4,Sweet corn,Fung,5,V4,15,96.31,"Adjust for 7.59g bag, cutworm",103.9
Julie Kikkert,KIK_MBF,6/24/25,V3/V4,Sweet corn,Fung,6,V4,15,109.04,"Adjust for 7.59g bag, cutworm",116.63
Julie Kikkert,KIK_MBF,6/24/25,V3/V4,Sweet corn,Fung,7,V4,15,67.06,"Adjust for 7.59g bag, cutworm",74.65
Julie Kikkert,KIK_MBF,6/24/25,V3/V4,Sweet corn,Fung,8,V4,15,111.12,"Adjust for 7.59g bag, weaker plant",118.71
Julie Kikkert,KIK_MBF,6/24/25,V3/V4,Sweet corn,Fung,9,V4,15,132.27,Adjust for 7.59g bag,139.86
Julie Kikkert,KIK_MYT,6/20/25,V3/V4,Sweet corn,Neonic,1,V2,15,10.86,Adjust for 7.59g bag,18.45
Julie Kikkert,KIK_MYT,6/20/25,V3/V4,Sweet corn,Neonic,2,V2,15,8.12,Adjust for 7.59g bag,15.71
Julie Kikkert,KIK_MYT,6/20/25,V3/V4,Sweet corn,Neonic,3,V2,15,8.34,Adjust for 7.59g bag,15.93
Julie Kikkert,KIK_MYT,6/20/25,V3/V4,Sweet corn,Neonic,4,V2/V3,15,7.41,Adjust for 7.59g bag,15
Julie Kikkert,KIK_MYT,6/20/25,V3/V4,Sweet corn,Neonic,5,V2/V3,15,7.74,Adjust for 7.59g bag,15.33
Julie Kikkert,KIK_MYT,6/20/25,V3/V4,Sweet corn,Neonic,6,V2/V3,15,9.41,Adjust for 7.59g bag,17
Julie Kikkert,KIK_MYT,6/20/25,V3/V4,Sweet corn,Neonic,7,V2/V3,15,11.58,Adjust for 7.59g bag,19.17
Julie Kikkert,KIK_MYT,6/20/25,V3/V4,Sweet corn,Neonic,8,V2,15,8.95,Adjust for 7.59g bag,16.54
Julie Kikkert,KIK_MYT,6/20/25,V3/V4,Sweet corn,Neonic,9,V2,15,9.65,Adjust for 7.59g bag,17.24
Julie Kikkert,KIK_MYT,6/20/25,V3/V4,Sweet corn,Fung,1,V3,15,31.79,Adjust for 7.59g bag,39.38
Julie Kikkert,KIK_MYT,6/20/25,V3/V4,Sweet corn,Fung,2,V2/V3,15,28.26,Adjust for 7.59g bag,35.85
Julie Kikkert,KIK_MYT,6/20/25,V3/V4,Sweet corn,Fung,3,V2/V3,15,30.57,Adjust for 7.59g bag,38.16
Julie Kikkert,KIK_MYT,6/20/25,V3/V4,Sweet corn,Fung,4,V3,15,19.77,Adjust for 7.59g bag,27.36
Julie Kikkert,KIK_MYT,6/20/25,V3/V4,Sweet corn,Fung,5,V3,15,43.89,Adjust for 7.59g bag,51.48
Julie Kikkert,KIK_MYT,6/20/25,V3/V4,Sweet corn,Fung,6,V3,15,31.55,Adjust for 7.59g bag,39.14
Julie Kikkert,KIK_MYT,6/20/25,V3/V4,Sweet corn,Fung,7,V2/V3,15,39.2,Adjust for 7.59g bag,46.79
Julie Kikkert,KIK_MYT,6/20/25,V3/V4,Sweet corn,Fung,8,V3,15,46.41,Adjust for 7.59g bag,54
Julie Kikkert,KIK_MYT,6/20/25,V3/V4,Sweet corn,Fung,9,V2/V3,15,35.96,Adjust for 7.59g bag,43.55
Julie Kikkert,KIK_SWE,7/3/25,V3/V4,Sweet corn,Neonic,1,V2/V3,15,19.01,Adjust for 7.59g bag,26.6
Julie Kikkert,KIK_SWE,7/3/25,V3/V4,Sweet corn,Neonic,2,V2/V3,15,31.51,Adjust for 7.59g bag,39.1
Julie Kikkert,KIK_SWE,7/3/25,V3/V4,Sweet corn,Neonic,3,V2/V3,15,21.91,Adjust for 7.59g bag,29.5
Julie Kikkert,KIK_SWE,7/3/25,V3/V4,Sweet corn,Neonic,4,V2/V3,15,18.11,Adjust for 7.59g bag,25.7
Julie Kikkert,KIK_SWE,7/3/25,V3/V4,Sweet corn,Neonic,5,V2/V3,15,11.71,Adjust for 7.59g bag,19.3
Julie Kikkert,KIK_SWE,7/3/25,V3/V4,Sweet corn,Neonic,6,V2/V3,15,10.8,Adjust for 7.59g bag,18.39
Julie Kikkert,KIK_SWE,7/3/25,V3/V4,Sweet corn,Neonic,7,V3,15,18.8,Adjust for 7.59g bag,26.39
Julie Kikkert,KIK_SWE,7/3/25,V3/V4,Sweet corn,Neonic,8,V3,15,18.81,Adjust for 7.59g bag,26.4
Julie Kikkert,KIK_SWE,7/3/25,V3/V4,Sweet corn,Neonic,9,V3,15,19.71,Adjust for 7.59g bag,27.3
Julie Kikkert,KIK_SWE,7/3/25,V3/V4,Sweet corn,Fung,1,V3,15,22.71,Adjust for 7.59g bag,30.3
Julie Kikkert,KIK_SWE,7/3/25,V3/V4,Sweet corn,Fung,2,V3,15,22.17,Adjust for 7.59g bag,29.76
Julie Kikkert,KIK_SWE,7/3/25,V3/V4,Sweet corn,Fung,3,V3,15,20.51,Adjust for 7.59g bag,28.1
Julie Kikkert,KIK_SWE,7/3/25,V3/V4,Sweet corn,Fung,4,V2/V3,15,16.11,Adjust for 7.59g bag,23.7
Julie Kikkert,KIK_SWE,7/3/25,V3/V4,Sweet corn,Fung,5,V2/V3,15,18.87,Adjust for 7.59g bag,26.46
Julie Kikkert,KIK_SWE,7/3/25,V3/V4,Sweet corn,Fung,6,V2/V3,15,16.04,Adjust for 7.59g bag,23.63
Julie Kikkert,KIK_SWE,7/3/25,V3/V4,Sweet corn,Fung,7,V2/V3,15,18.17,Adjust for 7.59g bag,25.76
Julie Kikkert,KIK_SWE,7/3/25,V3/V4,Sweet corn,Fung,8,V2/V3,15,19.61,Adjust for 7.59g bag,27.2
Julie Kikkert,KIK_SWE,7/3/25,V3/V4,Sweet corn,Fung,9,V3,15,14.21,Adjust for 7.59g bag,21.8
Natika Walters,KUH_COL,6/24/25,V3/V4,Field corn,Neonic,1,V4,15,70.9,,
Natika Walters,KUH_COL,6/24/25,V3/V4,Field corn,Neonic,2,V4,15,93.6,,
Natika Walters,KUH_COL,6/24/25,V3/V4,Field corn,Neonic,3,V5,15,102.1,,
Natika Walters,KUH_COL,6/24/25,V3/V4,Field corn,Neonic,4,V4,15,99.2,,
Natika Walters,KUH_COL,6/24/25,V3/V4,Field corn,Neonic,5,V4,15,82.2,,
Natika Walters,KUH_COL,6/24/25,V3/V4,Field corn,Neonic,6,V4,15,70.1,,
Natika Walters,KUH_COL,6/24/25,V3/V4,Field corn,Neonic,7,V4,15,65.2,,
Natika Walters,KUH_COL,6/24/25,V3/V4,Field corn,Neonic,8,V4,15,85,,
Natika Walters,KUH_COL,6/24/25,V3/V4,Field corn,Neonic,9,V4,15,62.4,,
Natika Walters,KUH_COL,6/24/25,V3/V4,Field corn,Fung,1,V4,15,76.5,,
Natika Walters,KUH_COL,6/24/25,V3/V4,Field corn,Fung,2,V3,15,45.4,,
Natika Walters,KUH_COL,6/24/25,V3/V4,Field corn,Fung,3,V4,15,51,,
Natika Walters,KUH_COL,6/24/25,V3/V4,Field corn,Fung,4,V4,15,65.2,,
Natika Walters,KUH_COL,6/24/25,V3/V4,Field corn,Fung,5,V3,15,79.4,,
Natika Walters,KUH_COL,6/24/25,V3/V4,Field corn,Fung,6,V4,15,51,,
Natika Walters,KUH_COL,6/24/25,V3/V4,Field corn,Fung,7,V4,15,76.5,,
Natika Walters,KUH_COL,6/24/25,V3/V4,Field corn,Fung,8,V4,15,70.9,,
Natika Walters,KUH_COL,6/24/25,V3/V4,Field corn,Fung,9,V4,15,68,,
Jodi Letham,LET_MAC,7/2/25,V3/V4,Field corn,Neonic,1,V3,15,58,,
Jodi Letham,LET_MAC,7/2/25,V3/V4,Field corn,Neonic,2,V3,15,74,,
Jodi Letham,LET_MAC,7/2/25,V3/V4,Field corn,Neonic,3,V3,15,54,,
Jodi Letham,LET_MAC,7/2/25,V3/V4,Field corn,Neonic,4,V3,15,56,,
Jodi Letham,LET_MAC,7/2/25,V3/V4,Field corn,Neonic,5,V3,15,60,,
Jodi Letham,LET_MAC,7/2/25,V3/V4,Field corn,Neonic,6,V3,15,72,,
Jodi Letham,LET_MAC,7/2/25,V3/V4,Field corn,Neonic,7,V3,15,62,,
Jodi Letham,LET_MAC,7/2/25,V3/V4,Field corn,Neonic,8,V3,15,54,,
Jodi Letham,LET_MAC,7/2/25,V3/V4,Field corn,Neonic,9,V3,15,48,,
Jodi Letham,LET_MAC,7/2/25,V3/V4,Field corn,Fung,1,V3,15,58,,
Jodi Letham,LET_MAC,7/2/25,V3/V4,Field corn,Fung,2,V3,15,82,,
Jodi Letham,LET_MAC,7/2/25,V3/V4,Field corn,Fung,3,V3,15,52,,
Jodi Letham,LET_MAC,7/2/25,V3/V4,Field corn,Fung,4,V3,15,50,,
Jodi Letham,LET_MAC,7/2/25,V3/V4,Field corn,Fung,5,V3,15,78,,
Jodi Letham,LET_MAC,7/2/25,V3/V4,Field corn,Fung,6,V3,15,66,,
Jodi Letham,LET_MAC,7/2/25,V3/V4,Field corn,Fung,7,V3,15,72,,
Jodi Letham,LET_MAC,7/2/25,V3/V4,Field corn,Fung,8,V3,15,80,,
Jodi Letham,LET_MAC,7/2/25,V3/V4,Field corn,Fung,9,V3,15,66,,
Jodi Letham,LET_STE,7/1/25,V3/V4,Field corn,Neonic,1,V4,15,488,,
Jodi Letham,LET_STE,7/1/25,V3/V4,Field corn,Neonic,2,V4,15,348,,
Jodi Letham,LET_STE,7/1/25,V3/V4,Field corn,Neonic,3,V3/V4,15,115,,
Jodi Letham,LET_STE,7/1/25,V3/V4,Field corn,Neonic,4,V3/V4,15,148,,
Jodi Letham,LET_STE,7/1/25,V3/V4,Field corn,Neonic,5,V3/V4,15,322,,
Jodi Letham,LET_STE,7/1/25,V3/V4,Field corn,Neonic,6,V3/V4,15,304,,
Jodi Letham,LET_STE,7/1/25,V3/V4,Field corn,Neonic,7,V3/V4,15,66,,
Jodi Letham,LET_STE,7/1/25,V3/V4,Field corn,Neonic,8,V3/V4,15,348,,
Jodi Letham,LET_STE,7/1/25,V3/V4,Field corn,Neonic,9,V3/V4,15,328,,
Jodi Letham,LET_STE,7/1/25,V3/V4,Field corn,Fung,1,V3/V4,15,200,,
Jodi Letham,LET_STE,7/1/25,V3/V4,Field corn,Fung,2,V3/V4,15,189,,
Jodi Letham,LET_STE,7/1/25,V3/V4,Field corn,Fung,3,V3/V4,15,176,,
Jodi Letham,LET_STE,7/1/25,V3/V4,Field corn,Fung,4,V3/V4,15,234,,
Jodi Letham,LET_STE,7/1/25,V3/V4,Field corn,Fung,5,V3/V4,15,374,,
Jodi Letham,LET_STE,7/1/25,V3/V4,Field corn,Fung,6,V3/V4,15,316,,
Jodi Letham,LET_STE,7/1/25,V3/V4,Field corn,Fung,7,V3/V4,15,356,,
Jodi Letham,LET_STE,7/1/25,V3/V4,Field corn,Fung,8,V3/V4,15,324,,
Jodi Letham,LET_STE,7/1/25,V3/V4,Field corn,Fung,9,V3/V4,15,228,,
Jodi Letham,LET_VER,6/13/25,V3/V4,Field corn,Neonic,1,V3,15,84,,
Jodi Letham,LET_VER,6/13/25,V3/V4,Field corn,Neonic,2,V3,15,68,,
Jodi Letham,LET_VER,6/13/25,V3/V4,Field corn,Neonic,3,V3,15,96,,
Jodi Letham,LET_VER,6/13/25,V3/V4,Field corn,Neonic,4,V3,15,110,,
Jodi Letham,LET_VER,6/13/25,V3/V4,Field corn,Neonic,5,V3,15,82,,
Jodi Letham,LET_VER,6/13/25,V3/V4,Field corn,Neonic,6,V3,15,74,,
Jodi Letham,LET_VER,6/13/25,V3/V4,Field corn,Neonic,7,V3,15,62,,
Jodi Letham,LET_VER,6/13/25,V3/V4,Field corn,Neonic,8,V3,15,82,,
Jodi Letham,LET_VER,6/13/25,V3/V4,Field corn,Neonic,9,V3,15,96,,
Jodi Letham,LET_VER,6/13/25,V3/V4,Field corn,Fung,1,V3,15,80,,
Jodi Letham,LET_VER,6/13/25,V3/V4,Field corn,Fung,2,V3,15,66,,
Jodi Letham,LET_VER,6/13/25,V3/V4,Field corn,Fung,3,V3,15,74,,
Jodi Letham,LET_VER,6/13/25,V3/V4,Field corn,Fung,4,V3,15,58,,
Jodi Letham,LET_VER,6/13/25,V3/V4,Field corn,Fung,5,V3,15,92,,
Jodi Letham,LET_VER,6/13/25,V3/V4,Field corn,Fung,6,V3,15,76,,
Jodi Letham,LET_VER,6/13/25,V3/V4,Field corn,Fung,7,V3,15,92,,
Jodi Letham,LET_VER,6/13/25,V3/V4,Field corn,Fung,8,V3,15,74,,
Jodi Letham,LET_VER,6/13/25,V3/V4,Field corn,Fung,9,V3,15,64,,
Jodi Letham,LET_WAT,7/2/25,V3/V4,Field corn,Neonic,1,V3/V4,15,30,,
Jodi Letham,LET_WAT,7/2/25,V3/V4,Field corn,Neonic,2,V3/V4,15,112,,
Jodi Letham,LET_WAT,7/2/25,V3/V4,Field corn,Neonic,3,V3/V4,15,156,,
Jodi Letham,LET_WAT,7/2/25,V3/V4,Field corn,Neonic,4,V3/V4,15,146,,
Jodi Letham,LET_WAT,7/2/25,V3/V4,Field corn,Neonic,5,V3/V4,15,204,,
Jodi Letham,LET_WAT,7/2/25,V3/V4,Field corn,Neonic,6,V3/V4,15,64,,
Jodi Letham,LET_WAT,7/2/25,V3/V4,Field corn,Neonic,7,V3/V4,15,44,,
Jodi Letham,LET_WAT,7/2/25,V3/V4,Field corn,Neonic,8,V3/V4,15,112,,
Jodi Letham,LET_WAT,7/2/25,V3/V4,Field corn,Neonic,9,V3/V4,15,162,,
Jodi Letham,LET_WAT,7/2/25,V3/V4,Field corn,Fung,1,V3/V4,15,52,,
Jodi Letham,LET_WAT,7/2/25,V3/V4,Field corn,Fung,2,V3/V4,15,48,,
Jodi Letham,LET_WAT,7/2/25,V3/V4,Field corn,Fung,3,V3/V4,15,84,,
Jodi Letham,LET_WAT,7/2/25,V3/V4,Field corn,Fung,4,V3/V4,15,102,,
Jodi Letham,LET_WAT,7/2/25,V3/V4,Field corn,Fung,5,V3/V4,15,80,,
Jodi Letham,LET_WAT,7/2/25,V3/V4,Field corn,Fung,6,V3/V4,15,46,,
Jodi Letham,LET_WAT,7/2/25,V3/V4,Field corn,Fung,7,V3/V4,15,88,,
Jodi Letham,LET_WAT,7/2/25,V3/V4,Field corn,Fung,8,V3/V4,15,60,,
Jodi Letham,LET_WAT,7/2/25,V3/V4,Field corn,Fung,9,V3/V4,15,84,,
Katelyn Miller,MIL_BAR_1,7/1/25,V3/V4,Soybean,Neonic,1,V4,15,97.7,Corrected for 42.3 g bag,140
Katelyn Miller,MIL_BAR_1,7/1/25,V3/V4,Soybean,Neonic,2,V4,15,169.7,Corrected for 42.3 g bag,212
Katelyn Miller,MIL_BAR_1,7/1/25,V3/V4,Soybean,Neonic,3,V4,15,94.7,Corrected for 42.3 g bag,137
Katelyn Miller,MIL_BAR_1,7/1/25,V3/V4,Soybean,Neonic,4,V4,15,86.7,Corrected for 42.3 g bag,129
Katelyn Miller,MIL_BAR_1,7/1/25,V3/V4,Soybean,Neonic,5,V4,15,112.7,Corrected for 42.3 g bag,155
Katelyn Miller,MIL_BAR_1,7/1/25,V3/V4,Soybean,Neonic,6,V4,15,104.7,Corrected for 42.3 g bag,147
Katelyn Miller,MIL_BAR_1,7/1/25,V3/V4,Soybean,Neonic,7,V4,15,95.7,Corrected for 42.3 g bag,138
Katelyn Miller,MIL_BAR_1,7/1/25,V3/V4,Soybean,Neonic,8,V4,15,118.7,Corrected for 42.3 g bag,161
Katelyn Miller,MIL_BAR_1,7/1/25,V3/V4,Soybean,Neonic,9,V4,15,105.7,Corrected for 42.3 g bag,148
Katelyn Miller,MIL_BAR_1,7/1/25,V3/V4,Soybean,Fung,1,V4,15,95.7,Corrected for 42.3 g bag,138
Katelyn Miller,MIL_BAR_1,7/1/25,V3/V4,Soybean,Fung,2,V4,15,76.7,Corrected for 42.3 g bag,119
Katelyn Miller,MIL_BAR_1,7/1/25,V3/V4,Soybean,Fung,3,V4,15,53.7,Corrected for 42.3 g bag,96
Katelyn Miller,MIL_BAR_1,7/1/25,V3/V4,Soybean,Fung,4,V4,15,103.7,Corrected for 42.3 g bag,146
Katelyn Miller,MIL_BAR_1,7/1/25,V3/V4,Soybean,Fung,5,V4,15,116.7,Corrected for 42.3 g bag,159
Katelyn Miller,MIL_BAR_1,7/1/25,V3/V4,Soybean,Fung,6,V4,15,113.7,Corrected for 42.3 g bag,156
Katelyn Miller,MIL_BAR_1,7/1/25,V3/V4,Soybean,Fung,7,V4,15,72.7,Corrected for 42.3 g bag,115
Katelyn Miller,MIL_BAR_1,7/1/25,V3/V4,Soybean,Fung,8,V4,15,104.7,Corrected for 42.3 g bag,147
Katelyn Miller,MIL_BAR_1,7/1/25,V3/V4,Soybean,Fung,9,V4,15,128.7,Corrected for 42.3 g bag,171
Katelyn Miller,MIL_BAR_2,8/1/25,V3/V4,Soybean,Neonic,1,V3,15,52,,
Katelyn Miller,MIL_BAR_2,8/1/25,V3/V4,Soybean,Neonic,2,V3,15,61,,
Katelyn Miller,MIL_BAR_2,8/1/25,V3/V4,Soybean,Neonic,3,V3,15,60,,
Katelyn Miller,MIL_BAR_2,8/1/25,V3/V4,Soybean,Neonic,4,V3,15,63,,
Katelyn Miller,MIL_BAR_2,8/1/25,V3/V4,Soybean,Neonic,5,V3,15,61,,
Katelyn Miller,MIL_BAR_2,8/1/25,V3/V4,Soybean,Neonic,6,V3,15,58,,
Katelyn Miller,MIL_BAR_2,8/1/25,V3/V4,Soybean,Neonic,7,V3,15,64,,
Katelyn Miller,MIL_BAR_2,8/1/25,V3/V4,Soybean,Neonic,8,V3,15,64,,
Katelyn Miller,MIL_BAR_2,8/1/25,V3/V4,Soybean,Neonic,9,V3,15,60,,
Katelyn Miller,MIL_BAR_2,8/1/25,V3/V4,Soybean,Fung,1,V3,15,58,,
Katelyn Miller,MIL_BAR_2,8/1/25,V3/V4,Soybean,Fung,2,V3,15,59,,
Katelyn Miller,MIL_BAR_2,8/1/25,V3/V4,Soybean,Fung,3,V3,15,60,,
Katelyn Miller,MIL_BAR_2,8/1/25,V3/V4,Soybean,Fung,4,V3,15,59,,
Katelyn Miller,MIL_BAR_2,8/1/25,V3/V4,Soybean,Fung,5,V3,15,63,,
Katelyn Miller,MIL_BAR_2,8/1/25,V3/V4,Soybean,Fung,6,V3,15,58,,
Katelyn Miller,MIL_BAR_2,8/1/25,V3/V4,Soybean,Fung,7,V3,15,68,,
Katelyn Miller,MIL_BAR_2,8/1/25,V3/V4,Soybean,Fung,8,V3,15,54,,
Katelyn Miller,MIL_BAR_2,8/1/25,V3/V4,Soybean,Fung,9,V3,15,63,,
Katelyn Miller,MIL_COB,6/20/25,V3/V4,Soybean,Neonic,1,V3/V4,15,40.7,Corrected for 42.3 g bag,83
Katelyn Miller,MIL_COB,6/20/25,V3/V4,Soybean,Neonic,2,V3/V4,15,48.7,Corrected for 42.3 g bag,91
Katelyn Miller,MIL_COB,6/20/25,V3/V4,Soybean,Neonic,3,V3/V4,15,46.7,Corrected for 42.3 g bag,89
Katelyn Miller,MIL_COB,6/20/25,V3/V4,Soybean,Neonic,4,V3/V4,15,80.7,Corrected for 42.3 g bag,123
Katelyn Miller,MIL_COB,6/20/25,V3/V4,Soybean,Neonic,5,V3/V4,15,84.7,Corrected for 42.3 g bag,127
Katelyn Miller,MIL_COB,6/20/25,V3/V4,Soybean,Neonic,6,V3/V4,15,68.7,Corrected for 42.3 g bag,111
Katelyn Miller,MIL_COB,6/20/25,V3/V4,Soybean,Neonic,7,V3/V4,15,41.7,Corrected for 42.3 g bag,84
Katelyn Miller,MIL_COB,6/20/25,V3/V4,Soybean,Neonic,8,V3/V4,15,65.7,Corrected for 42.3 g bag,108
Katelyn Miller,MIL_COB,6/20/25,V3/V4,Soybean,Neonic,9,V3/V4,15,58.7,Corrected for 42.3 g bag,101
Katelyn Miller,MIL_COB,6/20/25,V3/V4,Soybean,Fung,1,V3/V4,15,59.7,Corrected for 42.3 g bag,102
Katelyn Miller,MIL_COB,6/20/25,V3/V4,Soybean,Fung,2,V3/V4,15,74.7,Corrected for 42.3 g bag,117
Katelyn Miller,MIL_COB,6/20/25,V3/V4,Soybean,Fung,3,V3/V4,15,57.7,Corrected for 42.3 g bag,100
Katelyn Miller,MIL_COB,6/20/25,V3/V4,Soybean,Fung,4,V3/V4,15,34.7,Corrected for 42.3 g bag,77
Katelyn Miller,MIL_COB,6/20/25,V3/V4,Soybean,Fung,5,V3/V4,15,41.7,Corrected for 42.3 g bag,84
Katelyn Miller,MIL_COB,6/20/25,V3/V4,Soybean,Fung,6,V3/V4,15,44.7,Corrected for 42.3 g bag,87
Katelyn Miller,MIL_COB,6/20/25,V3/V4,Soybean,Fung,7,V3/V4,15,31.7,Corrected for 42.3 g bag,74
Katelyn Miller,MIL_COB,6/20/25,V3/V4,Soybean,Fung,8,V3/V4,15,61.7,Corrected for 42.3 g bag,104
Katelyn Miller,MIL_COB,6/20/25,V3/V4,Soybean,Fung,9,V3/V4,15,21.7,Corrected for 42.3 g bag,64
Katelyn Miller,MIL_CRO_1,6/27/25,V3/V4,Field corn,Neonic,1,V4,15,191.7,Corrected for 42.3 g bag,234
Katelyn Miller,MIL_CRO_1,6/27/25,V3/V4,Field corn,Neonic,2,V4,15,188.7,Corrected for 42.3 g bag,231
Katelyn Miller,MIL_CRO_1,6/27/25,V3/V4,Field corn,Neonic,3,V4,15,191.7,Corrected for 42.3 g bag,234
Katelyn Miller,MIL_CRO_1,6/27/25,V3/V4,Field corn,Neonic,4,V4,15,107.7,Corrected for 42.3 g bag,150
Katelyn Miller,MIL_CRO_1,6/27/25,V3/V4,Field corn,Neonic,5,V4,15,204.7,Corrected for 42.3 g bag,247
Katelyn Miller,MIL_CRO_1,6/27/25,V3/V4,Field corn,Neonic,6,V4,15,142.7,Corrected for 42.3 g bag,185
Katelyn Miller,MIL_CRO_1,6/27/25,V3/V4,Field corn,Neonic,7,V4,15,191.7,Corrected for 42.3 g bag,234
Katelyn Miller,MIL_CRO_1,6/27/25,V3/V4,Field corn,Neonic,8,V4,15,146.7,Corrected for 42.3 g bag,189
Katelyn Miller,MIL_CRO_1,6/27/25,V3/V4,Field corn,Neonic,9,V4,15,154.7,Corrected for 42.3 g bag,197
Katelyn Miller,MIL_CRO_1,6/27/25,V3/V4,Field corn,Fung,1,V4,15,192.7,Corrected for 42.3 g bag,235
Katelyn Miller,MIL_CRO_1,6/27/25,V3/V4,Field corn,Fung,2,V4,15,389.7,Corrected for 42.3 g bag,432
Katelyn Miller,MIL_CRO_1,6/27/25,V3/V4,Field corn,Fung,3,V4,15,184.7,Corrected for 42.3 g bag,227
Katelyn Miller,MIL_CRO_1,6/27/25,V3/V4,Field corn,Fung,4,V4,15,162.7,Corrected for 42.3 g bag,205
Katelyn Miller,MIL_CRO_1,6/27/25,V3/V4,Field corn,Fung,5,V4,15,436.7,Corrected for 42.3 g bag,479
Katelyn Miller,MIL_CRO_1,6/27/25,V3/V4,Field corn,Fung,6,V4,15,358.7,Corrected for 42.3 g bag,401
Katelyn Miller,MIL_CRO_1,6/27/25,V3/V4,Field corn,Fung,7,V4,15,190.7,Corrected for 42.3 g bag,233
Katelyn Miller,MIL_CRO_1,6/27/25,V3/V4,Field corn,Fung,8,V4,15,275.7,Corrected for 42.3 g bag,318
Katelyn Miller,MIL_CRO_1,6/27/25,V3/V4,Field corn,Fung,9,V4,15,239.7,Corrected for 42.3 g bag,282
Katelyn Miller,MIL_CRO_2,6/27/25,V3/V4,Field corn,Neonic,1,V4,15,205.7,Corrected for 42.3 g bag,248
Katelyn Miller,MIL_CRO_2,6/27/25,V3/V4,Field corn,Neonic,2,V4,15,256.7,Corrected for 42.3 g bag,299
Katelyn Miller,MIL_CRO_2,6/27/25,V3/V4,Field corn,Neonic,3,V4,15,296.7,Corrected for 42.3 g bag,339
Katelyn Miller,MIL_CRO_2,6/27/25,V3/V4,Field corn,Neonic,4,V4,15,123.7,Corrected for 42.3 g bag,166
Katelyn Miller,MIL_CRO_2,6/27/25,V3/V4,Field corn,Neonic,5,V4,15,157.7,Corrected for 42.3 g bag,200
Katelyn Miller,MIL_CRO_2,6/27/25,V3/V4,Field corn,Neonic,6,V4,15,180.7,Corrected for 42.3 g bag,223
Katelyn Miller,MIL_CRO_2,6/27/25,V3/V4,Field corn,Neonic,7,V4,15,255.7,Corrected for 42.3 g bag,298
Katelyn Miller,MIL_CRO_2,6/27/25,V3/V4,Field corn,Neonic,8,V4,15,456.7,Corrected for 42.3 g bag,499
