recordId,date,tempMaxF,tempMinF,tempMeanF,gddFahrenheitSimple,gddFahrenheitSimpleCumsum
GAB_STE,6/13/23,83,60,71.5,32.5,1288.5
GAB_STE,6/14/23,74,50,62,23,1311.5
GAB_STE,6/15/23,75,57,66,27,1338.5
GAB_STE,6/16/23,78,52,65,26,1364.5
GAB_STE,6/17/23,73,58,65.5,26.5,1391
GAB_STE,6/18/23,65,58,61.5,22.5,1413.5
GAB_STE,6/19/23,69,49,59,20,1433.5
GAB_STE,6/20/23,78,55,66.5,27.5,1461
GAB_STE,6/21/23,82,59,70.5,31.5,1492.5
GAB_STE,6/22/23,78,49,63.5,24.5,1517
GAB_STE,6/23/23,82,57,69.5,30.5,1547.5
GAB_STE,6/24/23,86,66,76,37,1584.5
GAB_STE,6/25/23,75,66,70.5,31.5,1616
GAB_STE,6/26/23,87,65,76,37,1653
GAB_STE,6/27/23,84,64,74,35,1688
GAB_STE,6/28/23,78,65,71.5,32.5,1720.5
GAB_STE,6/29/23,77,61,69,30,1750.5
GAB_STE,6/30/23,78,58,68,29,1779.5
POV_DUN,1/1/23,51,36,43.5,4.5,4.5
POV_DUN,1/2/23,43,37,40,1,5.5
POV_DUN,1/3/23,48,29,38.5,0,5.5
POV_DUN,1/4/23,52,38,45,6,11.5
POV_DUN,1/5/23,57,37,47,8,19.5
POV_DUN,1/6/23,48,32,40,1,20.5
POV_DUN,1/7/23,36,32,34,0,20.5
POV_DUN,1/8/23,35,25,30,0,20.5
POV_DUN,1/9/23,34,24,29,0,20.5
POV_DUN,1/10/23,38,26,32,0,20.5
POV_DUN,1/11/23,31,25,28,0,20.5
POV_DUN,1/12/23,38,25,31.5,0,20.5
POV_DUN,1/13/23,44,32,38,0,20.5
POV_DUN,1/14/23,32,19,25.5,0,20.5
POV_DUN,1/15/23,21,17,19,0,20.5
POV_DUN,1/16/23,24,17,20.5,0,20.5
POV_DUN,1/17/23,33,17,25,0,20.5
POV_DUN,1/18/23,41,27,34,0,20.5
POV_DUN,1/19/23,39,33,36,0,20.5
POV_DUN,1/20/23,40,33,36.5,0,20.5
POV_DUN,1/21/23,37,28,32.5,0,20.5
POV_DUN,1/22/23,30,28,29,0,20.5
POV_DUN,1/23/23,34,29,31.5,0,20.5
POV_DUN,1/24/23,31,26,28.5,0,20.5
POV_DUN,1/25/23,31,19,25,0,20.5
POV_DUN,1/26/23,38,25,31.5,0,20.5
POV_DUN,1/27/23,35,20,27.5,0,20.5
POV_DUN,1/28/23,35,25,30,0,20.5
POV_DUN,1/29/23,42,24,33,0,20.5
POV_DUN,1/30/23,42,26,34,0,20.5
POV_DUN,1/31/23,30,20,25,0,20.5
POV_DUN,2/1/23,22,9,15.5,0,20.5
POV_DUN,2/2/23,25,7,16,0,20.5
POV_DUN,2/3/23,34,6,20,0,20.5
POV_DUN,2/4/23,8,-11,-1.5,0,20.5
POV_DUN,2/5/23,25,-8,8.5,0,20.5
POV_DUN,2/6/23,43,24,33.5,0,20.5
POV_DUN,2/7/23,34,19,26.5,0,20.5
POV_DUN,2/8/23,41,22,31.5,0,20.5
POV_DUN,2/9/23,43,27,35,0,20.5
POV_DUN,2/10/23,51,34,42.5,3.5,24
POV_DUN,2/11/23,42,26,34,0,24
POV_DUN,2/12/23,33,21,27,0,24
POV_DUN,2/13/23,48,22,35,0,24
POV_DUN,2/14/23,51,23,37,0,24
POV_DUN,2/15/23,49,27,38,0,24
POV_DUN,2/16/23,66,33,49.5,10.5,34.5
POV_DUN,2/17/23,55,32,43.5,4.5,39
POV_DUN,2/18/23,42,15,28.5,0,39
POV_DUN,2/19/23,41,16,28.5,0,39
POV_DUN,2/20/23,47,29,38,0,39
POV_DUN,2/21/23,49,26,37.5,0,39
POV_DUN,2/22/23,43,24,33.5,0,39
POV_DUN,2/23/23,35,26,30.5,0,39
POV_DUN,2/24/23,40,25,32.5,0,39
POV_DUN,2/25/23,25,13,19,0,39
POV_DUN,2/26/23,28,15,21.5,0,39
POV_DUN,2/27/23,42,22,32,0,39
POV_DUN,2/28/23,39,23,31,0,39
POV_DUN,3/1/23,36,22,29,0,39
POV_DUN,3/2/23,42,24,33,0,39
POV_DUN,3/3/23,39,25,32,0,39
POV_DUN,3/4/23,40,27,33.5,0,39
POV_DUN,3/5/23,37,29,33,0,39
POV_DUN,3/6/23,38,29,33.5,0,39
POV_DUN,3/7/23,39,27,33,0,39
POV_DUN,3/8/23,31,25,28,0,39
POV_DUN,3/9/23,29,22,25.5,0,39
POV_DUN,3/10/23,31,20,25.5,0,39
POV_DUN,3/11/23,36,22,29,0,39
POV_DUN,3/12/23,27,15,21,0,39
POV_DUN,3/13/23,36,16,26,0,39
POV_DUN,3/14/23,36,26,31,0,39
POV_DUN,3/15/23,27,23,25,0,39
POV_DUN,3/16/23,33,15,24,0,39
POV_DUN,3/17/23,52,23,37.5,0,39
POV_DUN,3/18/23,46,31,38.5,0,39
POV_DUN,3/19/23,38,19,28.5,0,39
POV_DUN,3/20/23,30,17,23.5,0,39
POV_DUN,3/21/23,48,22,35,0,39
POV_DUN,3/22/23,55,29,42,3,42
POV_DUN,3/23/23,58,34,46,7,49
POV_DUN,3/24/23,56,31,43.5,4.5,53.5
POV_DUN,3/25/23,43,28,35.5,0,53.5
POV_DUN,3/26/23,43,33,38,0,53.5
POV_DUN,3/27/23,52,27,39.5,0.5,54
POV_DUN,3/28/23,48,29,38.5,0,54
POV_DUN,3/29/23,43,25,34,0,54
POV_DUN,3/30/23,50,20,35,0,54
POV_DUN,3/31/23,35,21,28,0,54
POV_DUN,4/1/23,52,32,42,3,57
POV_DUN,4/2/23,68,24,46,7,64
POV_DUN,4/3/23,36,24,30,0,64
POV_DUN,4/4/23,62,33,47.5,8.5,72.5
POV_DUN,4/5/23,63,40,51.5,12.5,85
POV_DUN,4/6/23,70,49,59.5,20.5,105.5
POV_DUN,4/7/23,60,33,46.5,7.5,113
POV_DUN,4/8/23,41,23,32,0,113
POV_DUN,4/9/23,46,23,34.5,0,113
POV_DUN,4/10/23,52,26,39,0,113
POV_DUN,4/11/23,63,32,47.5,8.5,121.5
POV_DUN,4/12/23,69,41,55,16,137.5
POV_DUN,4/13/23,76,47,61.5,22.5,160
POV_DUN,4/14/23,83,46,64.5,25.5,185.5
POV_DUN,4/15/23,83,51,67,28,213.5
POV_DUN,4/16/23,79,51,65,26,239.5
POV_DUN,4/17/23,77,43,60,21,260.5
POV_DUN,4/18/23,54,37,45.5,6.5,267
POV_DUN,4/19/23,42,34,38,0,267
POV_DUN,4/20/23,47,34,40.5,1.5,268.5
POV_DUN,4/21/23,64,38,51,12,280.5
POV_DUN,4/22/23,83,50,66.5,27.5,308
POV_DUN,4/23/23,71,43,57,18,326
POV_DUN,4/24/23,52,31,41.5,2.5,328.5
POV_DUN,4/25/23,48,29,38.5,0,328.5
POV_DUN,4/26/23,50,30,40,1,329.5
POV_DUN,4/27/23,50,34,42,3,332.5
POV_DUN,4/28/23,58,39,48.5,9.5,342
POV_DUN,4/29/23,57,41,49,10,352
POV_DUN,4/30/23,52,42,47,8,360
POV_DUN,5/1/23,54,41,47.5,8.5,368.5
POV_DUN,5/2/23,52,37,44.5,5.5,374
POV_DUN,5/3/23,49,37,43,4,378
POV_DUN,5/4/23,47,38,42.5,3.5,381.5
POV_DUN,5/5/23,52,37,44.5,5.5,387
POV_DUN,5/6/23,58,34,46,7,394
POV_DUN,5/7/23,64,36,50,11,405
POV_DUN,5/8/23,72,44,58,19,424
POV_DUN,5/9/23,64,37,50.5,11.5,435.5
POV_DUN,5/10/23,59,33,46,7,442.5
POV_DUN,5/11/23,66,38,52,13,455.5
POV_DUN,5/12/23,74,47,60.5,21.5,477
POV_DUN,5/13/23,79,48,63.5,24.5,501.5
POV_DUN,5/14/23,70,39,54.5,15.5,517
POV_DUN,5/15/23,57,33,45,6,523
POV_DUN,5/16/23,69,37,53,14,537
POV_DUN,5/17/23,73,38,55.5,16.5,553.5
POV_DUN,5/18/23,47,26,36.5,0,553.5
POV_DUN,5/19/23,65,34,49.5,10.5,564
POV_DUN,5/20/23,71,52,61.5,22.5,586.5
POV_DUN,5/21/23,68,46,57,18,604.5
POV_DUN,5/22/23,69,42,55.5,16.5,621
POV_DUN,5/23/23,68,42,55,16,637
POV_DUN,5/24/23,76,50,63,24,661
POV_DUN,5/25/23,69,33,51,12,673
POV_DUN,5/26/23,58,32,45,6,679
POV_DUN,5/27/23,67,36,51.5,12.5,691.5
POV_DUN,5/28/23,76,43,59.5,20.5,712
POV_DUN,5/29/23,81,44,62.5,23.5,735.5
POV_DUN,5/30/23,84,52,68,29,764.5
POV_DUN,5/31/23,81,52,66.5,27.5,792
POV_DUN,6/1/23,84,53,68.5,29.5,821.5
POV_DUN,6/2/23,86,54,70,31,852.5
POV_DUN,6/3/23,88,57,72.5,33.5,886
POV_DUN,6/4/23,75,41,58,19,905
POV_DUN,6/5/23,66,43,54.5,15.5,920.5
POV_DUN,6/6/23,70,46,58,19,939.5
POV_DUN,6/7/23,64,42,53,14,953.5
POV_DUN,6/8/23,61,45,53,14,967.5
POV_DUN,6/9/23,57,45,51,12,979.5
POV_DUN,6/10/23,62,46,54,15,994.5
POV_DUN,6/11/23,74,49,61.5,22.5,1017
POV_DUN,6/12/23,81,61,71,32,1049
POV_DUN,6/13/23,73,53,63,24,1073
POV_DUN,6/14/23,70,53,61.5,22.5,1095.5
POV_DUN,6/15/23,64,55,59.5,20.5,1116
POV_DUN,6/16/23,73,56,64.5,25.5,1141.5
POV_DUN,6/17/23,60,55,57.5,18.5,1160
POV_DUN,6/18/23,70,51,60.5,21.5,1181.5
POV_DUN,6/19/23,72,51,61.5,22.5,1204
POV_DUN,6/20/23,79,58,68.5,29.5,1233.5
POV_DUN,6/21/23,79,55,67,28,1261.5
POV_DUN,6/22/23,76,51,63.5,24.5,1286
POV_DUN,6/23/23,77,60,68.5,29.5,1315.5
POV_DUN,6/24/23,74,65,69.5,30.5,1346
POV_DUN,6/25/23,78,64,71,32,1378
POV_DUN,6/26/23,82,65,73.5,34.5,1412.5
POV_DUN,6/27/23,79,61,70,31,1443.5
POV_DUN,6/28/23,79,61,70,31,1474.5
POV_DUN,6/29/23,63,57,60,21,1495.5
POV_DUN,6/30/23,76,56,66,27,1522.5
