Data Collector,Field ID,Date,Sampling period,Crop,Treatment,Section number,Plant growth stage,Number of plants,Total weight (g),Notes,Untared weight (g)
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Fung,6,V3,15,64,,
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Fung,7,V3,15,47,,
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Fung,8,V3,15,54,,
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Fung,9,V3,15,39,,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Neonic,1,V3/V4,15,85,,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Neonic,2,V3/V4,15,69,,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Neonic,3,V3/V4,15,78,,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Neonic,4,V3/V4,15,84,,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Neonic,5,V3/V4,15,96,,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Neonic,6,V3/V4,15,72,,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Neonic,7,V3/V4,15,69,,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Neonic,8,V3/V4,15,56,,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Neonic,9,V3/V4,15,74,,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Fung,1,V3/V4,15,93,,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Fung,2,V3/V4,15,74,,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Fung,3,V3/V4,15,57,,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Fung,4,V3/V4,15,59,,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Fung,5,V3/V4,15,85,,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Fung,6,V3/V4,15,70,,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Fung,7,V3/V4,15,97,,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Fung,8,V3/V4,15,107,,
Mike Stanyard,STA_BLO,6/27/2025,V3/V4,Field corn,Fung,9,V3/V4,15,59,,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Neonic,1,V4,15,139,,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Neonic,2,V3/V4,15,92,,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Neonic,3,V3/V4,15,72,,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Neonic,4,V3/V4,15,68,,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Neonic,5,V3/V4,15,118,,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Neonic,6,V3/V4,15,86,,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Neonic,7,V3/V4,15,65,,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Neonic,8,V3/V4,15,43,,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Neonic,9,V3/V4,15,45,,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Fung,1,V3/V4,15,107,,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Fung,2,V3/V4,15,96,,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Fung,3,V3/V4,15,103,,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Fung,4,V3/V4,15,93,,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Fung,5,V3/V4,15,,,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Fung,6,V3/V4,15,58,,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Fung,7,V3/V4,15,69,,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Fung,8,V3/V4,15,128,,
Mike Stanyard,STA_WIL,6/12/2025,V3/V4,Field corn,Fung,9,V3/V4,15,107,,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Neonic,1,V4,15,324,,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Neonic,2,V4,15,316,,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Neonic,3,V4,15,227,,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Neonic,4,V4,15,333,,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Neonic,5,V4,15,390,,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Neonic,6,V4,15,395,,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Neonic,7,V4,15,243,,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Neonic,8,V4,15,156,,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Neonic,9,V4,15,160,,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Fung,1,V4,15,218,,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Fung,2,V4,15,170,,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Fung,3,V4,15,213,,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Fung,4,V4,15,312,,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Fung,5,V4,15,342,,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Fung,6,V4,15,339,,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Fung,7,V4,15,342,,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Fung,8,V4,15,368,,
Mike Stanyard,STA_MAR,6/25/2025,V3/V4,Field corn,Fung,9,V4,15,294,,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Neonic,1,V3,15,68,,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Neonic,2,V3,15,96,,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Neonic,3,V3,15,102,,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Neonic,4,V3,15,108,,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Neonic,5,V3,15,61,,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Neonic,6,V3,15,97,,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Neonic,7,V3,15,79,,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Neonic,8,V3,15,90,,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Neonic,9,V3,15,92,,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Fung,1,V3,15,306,,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Fung,2,V3,15,265,,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Fung,3,V3,15,188,,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Fung,4,V3,15,161,,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Fung,5,V3,15,234,,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Fung,6,V3,15,205,,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Fung,7,V3,15,258,,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Fung,8,V3,15,199,,
Mike Stanyard,STA_STA,6/20/2025,V3/V4,Field corn,Fung,9,V3,15,201,,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Neonic,1,V4,15,175,,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Neonic,2,V4,15,182,,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Neonic,3,V4,15,177,,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Neonic,4,V4,15,180,,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Neonic,5,V4,15,205,,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Neonic,6,V4,15,203,,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Neonic,7,V4,15,278,,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Neonic,8,V4,15,217,,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Neonic,9,V4,15,224,,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Fung,1,V4,15,126,,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Fung,2,V4,15,173,,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Fung,3,V4,15,282,,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Fung,4,V4,15,265,,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Fung,5,V4,15,187,,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Fung,6,V4,15,98,Wet area,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Fung,7,V4,15,84,Wet area,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Fung,8,V4,15,235,,
Mike Stanyard,STA_KRE,6/25/2025,V3/V4,Field corn,Fung,9,V4,15,226,,
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Neonic,1,V2/V3,15,19.01,Adjust for 7.59g bag,26.6
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Neonic,2,V2/V3,15,31.51,Adjust for 7.59g bag,39.1
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Neonic,3,V2/V3,15,21.91,Adjust for 7.59g bag,29.5
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Neonic,4,V2/V3,15,18.11,Adjust for 7.59g bag,25.7
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Neonic,5,V2/V3,15,11.71,Adjust for 7.59g bag,19.3
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Neonic,6,V2/V3,15,10.8,Adjust for 7.59g bag,18.39
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Neonic,7,V3,15,18.8,Adjust for 7.59g bag,26.39
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Neonic,8,V3,15,18.81,Adjust for 7.59g bag,26.4
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Neonic,9,V3,15,19.71,Adjust for 7.59g bag,27.3
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Fung,1,V3,15,22.71,Adjust for 7.59g bag,30.3
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Fung,2,V3,15,22.17,Adjust for 7.59g bag,29.76
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Fung,3,V3,15,20.51,Adjust for 7.59g bag,28.1
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Fung,4,V2/V3,15,16.11,Adjust for 7.59g bag,23.7
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Fung,5,V2/V3,15,18.87,Adjust for 7.59g bag,26.46
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Fung,6,V2/V3,15,16.04,Adjust for 7.59g bag,23.63
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Fung,7,V2/V3,15,18.17,Adjust for 7.59g bag,25.76
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Fung,8,V2/V3,15,19.61,Adjust for 7.59g bag,27.2
Julie Kikkert,KIK_SWE,7/3/2025,V3/V4,Sweet corn,Fung,9,V3,15,14.21,Adjust for 7.59g bag,21.8
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Neonic,1,V3,15,11.18,Adjust for 7.59g bag,18.77
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Neonic,2,V3,15,14.53,Adjust for 7.59g bag,22.12
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Neonic,3,V3,15,16.47,Adjust for 7.59g bag,24.06
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Neonic,4,V3,15,8.74,Adjust for 7.59g bag,16.33
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Neonic,5,V3,15,15.85,Adjust for 7.59g bag,23.44
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Neonic,6,V3,15,9.48,Adjust for 7.59g bag,17.07
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Neonic,7,V2/V3,15,11.53,Adjust for 7.59g bag,19.12
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Neonic,8,V1/V3,15,20.91,Adjust for 7.59g bag,28.5
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Neonic,9,V1/V2,15,10.87,Adjust for 7.59g bag,18.46
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Fung,1,V3,15,7.85,Adjust for 7.59g bag,15.44
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Fung,2,V3,15,7.92,Adjust for 7.59g bag,15.51
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Fung,3,V3,15,10.2,Adjust for 7.59g bag,17.79
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Fung,4,V3,15,6.18,Adjust for 7.59g bag,13.77
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Fung,5,V3,15,9.52,Adjust for 7.59g bag,17.11
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Fung,6,V3,15,9.12,Adjust for 7.59g bag,16.71
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Fung,7,V1/V2,15,7.28,Adjust for 7.59g bag,14.87
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Fung,8,V2/V3,15,7.68,Adjust for 7.59g bag,15.27
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Fung,9,V2/V3,15,7.64,Adjust for 7.59g bag,15.23
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Neonic,1,V2,15,10.86,Adjust for 7.59g bag,18.45
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Neonic,2,V2,15,8.12,Adjust for 7.59g bag,15.71
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Neonic,3,V2,15,8.34,Adjust for 7.59g bag,15.93
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Neonic,4,V2/V3,15,7.41,Adjust for 7.59g bag,15
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Neonic,5,V2/V3,15,7.74,Adjust for 7.59g bag,15.33
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Neonic,6,V2/V3,15,9.41,Adjust for 7.59g bag,17
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Neonic,7,V2/V3,15,11.58,Adjust for 7.59g bag,19.17
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Neonic,8,V2,15,8.95,Adjust for 7.59g bag,16.54
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Neonic,9,V2,15,9.65,Adjust for 7.59g bag,17.24
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Fung,1,V3,15,31.79,Adjust for 7.59g bag,39.38
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Fung,2,V2/V3,15,28.26,Adjust for 7.59g bag,35.85
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Fung,3,V2/V3,15,30.57,Adjust for 7.59g bag,38.16
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Fung,4,V3,15,19.77,Adjust for 7.59g bag,27.36
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Fung,5,V3,15,43.89,Adjust for 7.59g bag,51.48
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Fung,6,V3,15,31.55,Adjust for 7.59g bag,39.14
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Fung,7,V2/V3,15,39.2,Adjust for 7.59g bag,46.79
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Fung,8,V3,15,46.41,Adjust for 7.59g bag,54
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Fung,9,V2/V3,15,35.96,Adjust for 7.59g bag,43.55
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Neonic,1,V4,15,85.07,"Adjust for 7.59g bag, cutworm",92.66
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Neonic,2,V4,15,91.11,"Adjust for 7.59g bag, cutworm, weak plants",98.7
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Neonic,3,V4,15,99.71,Adjust for 7.59g bag,107.3
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Neonic,4,V4,15,116.66,"Adjust for 7.59g bag, weak plant",124.25
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Neonic,5,V3/V4,15,81.41,"Adjust for 7.59g bag, weak plant, cutworm",89
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Neonic,6,V3/V4,15,104.41,Adjust for 7.59g bag,112
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Neonic,7,V3/V4,15,115.56,Adjust for 7.59g bag,123.15
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Neonic,8,V4,15,141.1,Adjust for 7.59g bag,148.69
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Neonic,9,V4,15,105.48,"Adjust for 7.59g bag, cutworm",113.07
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Fung,1,V4,15,76.97,Adjust for 7.59g bag,84.56
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Fung,2,V4,15,113.04,"Adjust for 7.59g bag, weak plant",120.63
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Fung,3,V4,15,106.14,"Adjust for 7.59g bag, cutworm",113.73
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Fung,4,V4,15,84.35,Adjust for 7.59g bag,91.94
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Fung,5,V4,15,96.31,"Adjust for 7.59g bag, cutworm",103.9
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Fung,6,V4,15,109.04,"Adjust for 7.59g bag, cutworm",116.63
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Fung,7,V4,15,67.06,"Adjust for 7.59g bag, cutworm",74.65
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Fung,8,V4,15,111.12,"Adjust for 7.59g bag, weaker plant",118.71
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Fung,9,V4,15,132.27,Adjust for 7.59g bag,139.86
Janice Degni,DEG_DIE_1,7/1/2025,V3/V4,Field corn,Neonic,1,V6/V7,15,370,Adjust for 45 g,415
Janice Degni,DEG_DIE_1,7/1/2025,V3/V4,Field corn,Neonic,2,V6/V7,15,250,Adjust for 45 g,295
Janice Degni,DEG_DIE_1,7/1/2025,V3/V4,Field corn,Neonic,3,V6,15,210,Adjust for 45 g,255
Janice Degni,DEG_DIE_1,7/1/2025,V3/V4,Field corn,Neonic,4,V6,15,230,Adjust for 45 g,275
Janice Degni,DEG_DIE_1,7/1/2025,V3/V4,Field corn,Neonic,5,V6/V7,15,290,Adjust for 45 g,335
Janice Degni,DEG_DIE_1,7/1/2025,V3/V4,Field corn,Neonic,6,V5/V6,15,250,Adjust for 45 g,295
Janice Degni,DEG_DIE_1,7/1/2025,V3/V4,Field corn,Neonic,7,V6/V7,15,290,Adjust for 45 g,335
Janice Degni,DEG_DIE_1,7/1/2025,V3/V4,Field corn,Neonic,8,V6/V7,15,270,Adjust for 45 g,315
Janice Degni,DEG_DIE_1,7/1/2025,V3/V4,Field corn,Neonic,9,V6/V7,15,270,Adjust for 45 g,315
Janice Degni,DEG_DIE_1,7/1/2025,V3/V4,Field corn,Fung,1,V3/V4,15,30,Adjust for 45 g,75
Janice Degni,DEG_DIE_1,7/1/2025,V3/V4,Field corn,Fung,2,V3/V5,15,150,Adjust for 45 g,195
Janice Degni,DEG_DIE_1,7/1/2025,V3/V4,Field corn,Fung,3,V4/V6,15,330,Adjust for 45 g,375
Janice Degni,DEG_DIE_1,7/1/2025,V3/V4,Field corn,Fung,4,V5/V6,15,330,Adjust for 45 g,375
Janice Degni,DEG_DIE_1,7/1/2025,V3/V4,Field corn,Fung,5,V5/V7,15,350,Adjust for 45 g,395
Janice Degni,DEG_DIE_1,7/1/2025,V3/V4,Field corn,Fung,6,V4/V6,15,350,Adjust for 45 g,395
Janice Degni,DEG_DIE_1,7/1/2025,V3/V4,Field corn,Fung,7,V5/V5,15,230,Adjust for 45 g,275
Janice Degni,DEG_DIE_1,7/1/2025,V3/V4,Field corn,Fung,8,V4/V6,15,270,Adjust for 45 g,315
Janice Degni,DEG_DIE_1,7/1/2025,V3/V4,Field corn,Fung,9,V5/V6,15,390,Adjust for 45 g,435
Janice Degni,DEG_FRI_1,6/28/2025,V3/V4,Field corn,Neonic,1,V6/V7,15,450,Adjust for 45 g,495
Janice Degni,DEG_FRI_1,6/28/2025,V3/V4,Field corn,Neonic,2,V6/V8,15,510,Adjust for 45 g,555
Janice Degni,DEG_FRI_1,6/28/2025,V3/V4,Field corn,Neonic,3,V7/V8,15,490,Adjust for 45 g,535
Janice Degni,DEG_FRI_1,6/28/2025,V3/V4,Field corn,Neonic,4,V8/V9,15,690,Adjust for 45 g,735
Janice Degni,DEG_FRI_1,6/28/2025,V3/V4,Field corn,Neonic,5,V8/V9,15,1090,Adjust for 45 g,1135
Janice Degni,DEG_FRI_1,6/28/2025,V3/V4,Field corn,Neonic,6,V8/V9,15,1410,Adjust for 45 g,1455
Janice Degni,DEG_FRI_1,6/28/2025,V3/V4,Field corn,Neonic,7,V5/V7,15,1150,Adjust for 45 g,1195
Janice Degni,DEG_FRI_1,6/28/2025,V3/V4,Field corn,Neonic,8,V6/V7,15,610,Adjust for 45 g,655
Janice Degni,DEG_FRI_1,6/28/2025,V3/V4,Field corn,Neonic,9,V7/V8,15,850,Adjust for 45 g,895
Janice Degni,DEG_FRI_1,6/28/2025,V3/V4,Field corn,Fung,1,V6/V7,15,630,Adjust for 45 g,675
Janice Degni,DEG_FRI_1,6/28/2025,V3/V4,Field corn,Fung,2,V6/V7,15,650,Adjust for 45 g,695
Janice Degni,DEG_FRI_1,6/28/2025,V3/V4,Field corn,Fung,3,V6/V7,15,630,Adjust for 45 g,675
Janice Degni,DEG_FRI_1,6/28/2025,V3/V4,Field corn,Fung,4,V6/V7,15,730,Adjust for 45 g,775
Janice Degni,DEG_FRI_1,6/28/2025,V3/V4,Field corn,Fung,5,V6/V8,15,950,Adjust for 45 g,995
Janice Degni,DEG_FRI_1,6/28/2025,V3/V4,Field corn,Fung,6,V6/V7,15,790,Adjust for 45 g,835
Janice Degni,DEG_FRI_1,6/28/2025,V3/V4,Field corn,Fung,7,V6/V7,15,630,Adjust for 45 g,675
Janice Degni,DEG_FRI_1,6/28/2025,V3/V4,Field corn,Fung,8,V8/V9,15,930,Adjust for 45 g,975
Janice Degni,DEG_FRI_1,6/28/2025,V3/V4,Field corn,Fung,9,V7/V8,15,570,Adjust for 45 g,615
Janice Degni,DEG_FRI_2,6/28/2025,V3/V4,Soybean,Neonic,1,V3,15,82,,
Janice Degni,DEG_FRI_2,6/28/2025,V3/V4,Soybean,Neonic,2,V3,15,104,,
Janice Degni,DEG_FRI_2,6/28/2025,V3/V4,Soybean,Neonic,3,V2/V4,15,96,,
Janice Degni,DEG_FRI_2,6/28/2025,V3/V4,Soybean,Neonic,4,V3,15,129,,
Janice Degni,DEG_FRI_2,6/28/2025,V3/V4,Soybean,Neonic,5,V3,15,78,,
Janice Degni,DEG_FRI_2,6/28/2025,V3/V4,Soybean,Neonic,6,V3/V4,15,95,,
Janice Degni,DEG_FRI_2,6/28/2025,V3/V4,Soybean,Neonic,7,V3/V4,15,107,,
Janice Degni,DEG_FRI_2,6/28/2025,V3/V4,Soybean,Neonic,8,V3/V4,15,89,,
Janice Degni,DEG_FRI_2,6/28/2025,V3/V4,Soybean,Neonic,9,V3/V4,15,101,,
Janice Degni,DEG_FRI_2,6/28/2025,V3/V4,Soybean,Fung,1,V3/V4,15,67,,
Janice Degni,DEG_FRI_2,6/28/2025,V3/V4,Soybean,Fung,2,V3/V4,15,86,,
Janice Degni,DEG_FRI_2,6/28/2025,V3/V4,Soybean,Fung,3,V3/V4,15,91,,
Janice Degni,DEG_FRI_2,6/28/2025,V3/V4,Soybean,Fung,4,V5/V6,15,190,,
Janice Degni,DEG_FRI_2,6/28/2025,V3/V4,Soybean,Fung,5,V3/V5,15,137,,
Janice Degni,DEG_FRI_2,6/28/2025,V3/V4,Soybean,Fung,6,V3/V4,15,157,,
Janice Degni,DEG_FRI_2,6/28/2025,V3/V4,Soybean,Fung,7,V3/V4,15,103,,
Janice Degni,DEG_FRI_2,6/28/2025,V3/V4,Soybean,Fung,8,V3/V5,15,126,,
Janice Degni,DEG_FRI_2,6/28/2025,V3/V4,Soybean,Fung,9,V3/V5,15,113,,
Janice Degni,DEG_LAF_1,6/28/2025,V3/V4,Field corn,Neonic,1,V6/V7,15,450,Adjust for 45 g,495
Janice Degni,DEG_LAF_1,6/28/2025,V3/V4,Field corn,Neonic,2,V6/V8,15,510,Adjust for 45 g,555
Janice Degni,DEG_LAF_1,6/28/2025,V3/V4,Field corn,Neonic,3,V7/V8,15,490,Adjust for 45 g,535
Janice Degni,DEG_LAF_1,6/28/2025,V3/V4,Field corn,Neonic,4,V8/V9,15,690,Adjust for 45 g,735
Janice Degni,DEG_LAF_1,6/28/2025,V3/V4,Field corn,Neonic,5,V8/V9,15,100,Adjust for 45 g,145
Janice Degni,DEG_LAF_1,6/28/2025,V3/V4,Field corn,Neonic,6,V8/V9,15,78,Adjust for 45 g,123
Janice Degni,DEG_LAF_1,6/28/2025,V3/V4,Field corn,Neonic,7,V5/V7,15,134,Adjust for 45 g,179
Janice Degni,DEG_LAF_1,6/28/2025,V3/V4,Field corn,Neonic,8,V6/V7,15,610,Adjust for 45 g,655
Janice Degni,DEG_LAF_1,6/28/2025,V3/V4,Field corn,Neonic,9,V7/V8,15,850,Adjust for 45 g,895
Janice Degni,DEG_LAF_1,6/28/2025,V3/V4,Field corn,Fung,1,V2/V3,15,630,Adjust for 45 g,675
Janice Degni,DEG_LAF_1,6/28/2025,V3/V4,Field corn,Fung,2,V2/V3,15,650,Adjust for 45 g,695
Janice Degni,DEG_LAF_1,6/28/2025,V3/V4,Field corn,Fung,3,V2/V3,15,630,Adjust for 45 g,675
