Container Number,Container Type,Project,Field ID,Treatment,Collection Date,Seed Type,Number Seeds,SCM Larvae Sum,SCM Pupae Sum,Phorid Seed,Other Damage,Wireworms,Other Seeds,Wireworm Presence/absence,Grub prsence/absence,Checked?,Ordered Entered,Notes
25_D_1390,DELI,R,SMI_ARN_2_N,NEONIC,6/3/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,104,
25_D_1392,DELI,R,SMI_ARN_2_N,NEONIC,6/3/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,111,
25_D_1393,DELI,R,DEG_FRI_1,NEONIC,6/6/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,150,
25_D_1395,DELI,R,DEG_FRI_1,NEONIC,6/6/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,157,
25_D_1398,DELI,R,DEG_FRI_1,NEONIC,6/6/25,FIELD CORN,15,0,0,0,1,0,1,NO,NO,Y,155,
25_D_1399,DELI,R,DEG_FRI_1,FUNG,6/6/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,176,
25_D_1400,DELI,R,DEG_FRI_1,FUNG,5/30/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,175,
25_D_1401,DELI,R,DEG_FRI_1,NEONIC,6/6/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,156,
25_D_1402,DELI,R,DEG_FRI_1,FUNG,6/6/25,FIELD CORN,15,0,0,0,0,0,0,YES,NO,Y,177,
25_D_1403,DELI,R,DEG_FRI_1,NEONIC,6/6/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,154,
25_D_1404,DELI,R,DEG_FRI_1,FUNG,6/6/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,178,
25_D_1407,DELI,R,DEG_FRI_1,NEONIC,6/6/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,126,
25_D_1408,DELI,R,DEG_FRI_1,NEONIC,6/6/25,FIELD CORN,15,0,0,0,1,0,1,NO,NO,Y,153,
25_D_1409,DELI,R,DEG_FRI_1,FUNG,6/6/25,FIELD CORN,15,0,0,0,0,0,0,YES,NO,Y,174,
25_D_1410,DELI,R,DEG_FRI_1,FUNG,6/6/25,FIELD CORN,15,0,1,0,0,0,0,YES,NO,Y,160,
25_D_1412,DELI,R,DEG_LAF_2,NEONIC,6/4/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,172,
25_D_1416,DELI,R,DEG_LAF_2,FUNG,6/4/25,SOY,15,0,0,0,2,0,2,NO,NO,Y,131,
25_D_1418,DELI,R,DEG_LAF_2,NEONIC,6/4/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,144,
25_D_1422,DELI,R,DEG_LAF_2,FUNG,6/4/25,SOY,15,0,0,0,3,0,3,NO,NO,Y,135,
25_D_1423,DELI,R,DEG_LAF_2,FUNG,6/4/25,SOY,15,0,0,0,6,0,6,NO,YES,Y,130,
25_D_1426,DELI,R,DEG_PER_1,FUNG,6/5/25,FIELD CORN,15,0,1,0,0,0,0,NO,NO,Y,138,
25_D_1427,DELI,R,DEG_PER_1,FUNG,6/6/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,139,
25_D_1428,DELI,R,DEG_PER_1,FUNG,6/7/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,140,
25_D_1429,DELI,R,DEG_PER_1,NEONIC,6/4/25,FIELD CORN,15,0,1,0,0,0,0,NO,NO,Y,127,
25_D_1431,DELI,R,DEG_PER_1,NEONIC,6/4/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,128,
25_D_1433,DELI,R,DEG_PER_1,FUNG,6/4/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,171,
25_D_1437,DELI,R,DEG_PER_1,FUNG,6/4/25,FIELD CORN,15,0,0,0,0,1,0,YES,NO,Y,166,
25_D_1438,DELI,R,DEG_PER_1,FUNG,6/4/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,123,
25_D_1439,DELI,R,DEG_PER_1,NEONIC,6/4/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,152,
25_D_1440,DELI,R,DEG_PER_1,NEONIC,6/4/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,167,
25_D_1441,DELI,R,DEG_PER_1,NEONIC,6/4/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,121,
25_D_1442,DELI,R,DEG_LAF_2,FUNG,6/4/25,SOY,15,0,0,0,1,0,1,NO,NO,Y,142,
25_D_1446,DELI,R,DEG_LAF_2,NEONIC,6/4/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,148,
25_D_1447,DELI,R,CHO_GEN,NEONIC,6/6/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,209,
25_D_1449,DELI,R,STA_REE_2,NEONIC,6/4/25,SOY,15,0,0,0,1,0,1,NO,NO,Y,238,
25_D_1450,DELI,R,CHO_GEN,NEONIC,6/6/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,211,
25_D_1453,DELI,R,STA_REE_1,FUNG,6/4/25,SOY,15,0,0,0,1,0,1,NO,NO,Y,182,
25_D_1454,DELI,R,CHO_GEN,NEONIC,6/6/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,185,
25_D_1455,DELI,R,CHO_GEN,FUNG,6/6/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,184,
25_D_1455,DELI,R,CHO_GEN,FUNG,6/6/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,226,
25_D_1456,DELI,R,STA_REE_1,NEONIC,6/4/25,SOY,15,0,0,0,3,0,3,NO,NO,Y,203,
25_D_1458,DELI,R,CHO_GEN,NEONIC,6/6/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,180,
25_D_1460,DELI,R,STA_REE_2,NEONIC,6/4/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,213,
25_D_1461,DELI,R,CHO_GEN,NEONIC,6/6/25,SOY,15,1,0,0,0,0,0,NO,NO,Y,212,
25_D_1462,DELI,R,STA_REE_2,NEONIC,6/4/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,215,
25_D_1463,DELI,R,STA_REE_2,NEONIC,6/4/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,204,
25_D_1464,DELI,R,STA_REE_2,NEONIC,6/4/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,207,
25_D_1465,DELI,R,CHO_GEN,NEONIC,6/6/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,206,
25_D_1466,DELI,R,CHO_GEN,FUNG,6/6/25,SOY,15,2,0,0,1,0,1,NO,YES,Y,202,
25_D_1467,DELI,R,STA_REE_2,FUNG,6/4/25,SOY,15,0,0,0,2,0,2,NO,NO,Y,200,
25_D_1468,DELI,R,STA_REE_1,FUNG,6/4/25,SOY,15,0,0,0,2,0,2,NO,NO,Y,199,
25_D_1469,DELI,R,STA_REE_1,FUNG,6/4/25,SOY,15,0,0,0,2,0,2,NO,NO,Y,197,
25_D_1470,DELI,R,STA_REE_1,NEONIC,6/4/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,198,
25_D_1471,DELI,R,CHO_GEN,NEONIC,6/6/25,SOY,15,1,0,0,0,0,0,NO,NO,Y,205,
25_D_1472,DELI,R,CHO_GEN,NEONIC,6/6/24,SOY,15,0,0,0,1,0,1,NO,NO,Y,196,
25_D_1474,DELI,R,STA_REE_1,NEONIC,6/4/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,240,
25_D_1475,DELI,R,STA_REE_2,FUNG,6/4/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,239,
25_D_1479,DELI,R,STA_REE_2,FUNG,6/4/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,217,
25_D_1480,DELI,R,STA_REE_2,FUNG,6/4/25,SOY,15,0,0,0,1,0,1,NO,NO,Y,214,DUPLICATES
25_D_1480,DELI,R,STA_REE_2,FUNG,6/4/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,216,DUPLICATES
25_D_1481,DELI,R,STA_REE_2,FUNG,6/4/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,231,
25_D_1482,DELI,R,STA_REE_1,NEONIC,6/4/25,SOY,15,0,0,0,5,0,5,NO,NO,Y,232,
25_D_1483,DELI,R,CHO_GEN,FUNG,6/6/25,SOY,15,1,0,0,2,0,2,NO,NO,Y,230,
25_D_1484,DELI,R,CHO_GEN,FUNG,6/6/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,229,
25_D_1485,DELI,R,CHO_GEN,FUNG,6/6/25,SOY,15,0,0,0,2,0,2,NO,NO,Y,227,
25_D_1487,DELI,R,STA_REE_1,NEONIC,6/4/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,183,
25_D_1488,DELI,R,STA_REE_2,FUNG,6/4/25,SOY,15,0,0,0,2,0,2,NO,NO,Y,192,
25_D_1489,DELI,R,STA_REE_2,FUNG,6/4/25,SOY,15,0,0,0,2,0,2,NO,NO,Y,194,
25_D_1490,DELI,R,STA_REE_2,FUNG,6/4/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,188,
25_D_1491,DELI,R,STA_REE_2,FUNG,6/4/25,SOY,15,0,0,0,3,0,3,NO,NO,Y,195,
25_D_1492,DELI,R,STA_REE_2,NEONIC,6/4/25,SOY,15,0,0,0,2,0,2,NO,NO,Y,193,
25_D_1493,DELI,R,STA_REE_2,NEONIC,6/4/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,189,
25_D_1494,DELI,R,STA_REE_1,FUNG,6/4/25,SOY,15,0,0,0,2,0,2,NO,NO,Y,186,
25_D_1496,DELI,R,STA_REE_1,FUNG,6/4/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,234,
25_D_1497,DELI,R,STA_REE_1,FUNG,6/4/25,SOY,15,0,0,0,6,0,6,NO,NO,Y,191,
25_D_1498,DELI,R,STA_REE_1,NEONIC,6/4/25,SOY,15,0,0,0,1,0,1,NO,NO,Y,187,
25_D_1499,DELI,R,STA_REE_1,NEONIC,6/4/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,190,
25_D_1501,DELI,R,MIL_BAR_1,NEONIC,6/6/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,479,
25_D_1507,DELI,R,MIL_BAR_1,NEONIC,6/6/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,449,
25_D_1511,DELI,R,MIL_BAR_1,NEONIC,6/6/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,220,
25_D_1514,DELI,R,MIL_BAR_1,NEONIC,6/6/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,443,
25_D_1522,DELI,R,KUH_COL,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,1,1,YES,NO,Y,483,
25_D_1527,DELI,R,KUH_COL,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,484,
25_D_1576,DELI,R,MIL_CRO_1,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,0,0,YES,NO,Y,531,
25_D_1577,DELI,R,MIL_CRO_1,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,3,0,YES,NO,Y,530,
25_D_1578,DELI,R,MIL_CRO_1,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,1,0,YES,NO,Y,529,
25_D_1579,DELI,R,MIL_CRO_1,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,0,0,YES,NO,Y,528,
25_D_1591,DELI,R,MIL_ZIT_2,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,455,
25_D_1593,DELI,R,MIL_ZIT_2,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,453,
25_D_1595,DELI,R,MIL_ZIT_2,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,436,
25_D_1596,DELI,R,MIL_ZIT_2,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,446,
25_D_1597,DELI,R,MIL_ZIT_2,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,457,
25_D_1598,DELI,R,MIL_ZIT_2,NEONIC,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,452,
25_D_1599,DELI,R,MIL_ZIT_2,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,451,
25_D_1600,DELI,R,MIL_ZIT_2,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,462,
25_D_1601,DELI,R,MIL_ZIT_2,NEONIC,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,461,
25_D_1602,DELI,R,MIL_ZIT_2,NEONIC,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,460,
25_D_1603,DELI,R,MIL_ZIT_2,NEONIC,6/10/25,FIELD CORN,15,0,0,0,0,1,0,YES,NO,Y,459,
25_D_1604,DELI,R,MIL_ZIT_2,NEONIC,6/10/25,FIELD CORN,15,1,0,0,0,0,0,NO,NO,Y,434,
25_D_1606,DELI,R,MIL_ZIT_2,NEONIC,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,474,
25_D_1608,DELI,R,DEG_LAF_1,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,476,
25_D_1608,DELI,R,DEG_LAF_1,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,481,
25_D_1609,DELI,R,DEG_LAF_1,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,480,
25_D_1610,DELI,R,DEG_LAF_1,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,YES,NO,Y,244,
25_D_1613,DELI,R,DEG_LAF_1,FUNG,6/10/25,FIELD CORN,15,0,1,0,0,0,0,YES,NO,Y,252,
25_D_1615,DELI,R,DEG_LAF_1,FUNG,6/10/25,FIELD CORN,15,0,0,0,0,0,0,YES,NO,Y,250,
25_D_1616,DELI,R,DEG_LAF_1,FUNG,6/10/25,FIELD CORN,15,1,0,0,0,0,0,YES,NO,Y,249,
25_D_1617,DELI,R,DEG_LAF_1,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,247,
25_D_1618,DELI,R,DEG_LAF_1,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,YES,NO,Y,433,
25_D_1620,DELI,R,DEG_DIE,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,YES,NO,Y,431,
25_D_1620,DELI,R,DEG_DIE,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,458,
25_D_1622,DELI,R,DEG_DIE,NEONIC,6/12/25,FIELD CORN,15,1,0,0,0,0,0,YES,NO,Y,248,
25_D_1623,DELI,R,DEG_DIE,NEONIC,6/12/25,FIELD CORN,15,1,0,0,0,1,0,YES,NO,Y,246,
25_D_1624,DELI,R,DEG_DIE,NEONIC,6/12/25,FIELD CORN,15,1,1,0,0,1,0,YES,NO,Y,245,
25_D_1625,DELI,R,DEG_DIE,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,478,
25_D_1629,DELI,R,DEG_FOU,FUNG,6/11/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,435,
25_D_1630,DELI,R,DEG_FOU,NEONIC,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,441,
25_D_1631,DELI,R,DEG_FOU,FUNG,6/11/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,440,
25_D_1632,DELI,R,DEG_FOU,FUNG,6/11/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,469,
25_D_1633,DELI,R,DEG_FOU,FUNG,6/11/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,468,
25_D_1634,DELI,R,DEG_FOU,FUNG,6/11/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,467,
25_D_1635,DELI,R,DEG_FOU,FUNG,6/11/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,466,
25_D_1636,DELI,R,DEG_FOU,FUNG,6/11/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,473,
25_D_1637,DELI,R,DEG_FOU,FUNG,6/11/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,472,
25_D_1638,DELI,R,DEG_FOU,NEONIC,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,YES,Y,448,
25_D_1639,DELI,R,DEG_FOU,NEONIC,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,YES,Y,439,
25_D_1640,DELI,R,DEG_FOU,NEONIC,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,471,
25_D_1641,DELI,R,DEG_FOU,NEONIC,6/10/25,FIELD CORN,15,0,0,0,0,1,0,YES,NO,Y,465,
25_D_1642,DELI,R,DEG_FOU,NEONIC,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,470,
25_D_1644,DELI,R,DEG_FOU,NEONIC,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,464,
25_D_1645,DELI,R,DEG_FOU,NEONIC,6/10/25,FIELD CORN,15,0,0,0,0,0,0,NO,YES,Y,463,
25_D_1750,DELI,R,KIK_MBF,NEONIC,6/12/25,SWEET CORN,15,0,0,0,0,0,0,NO,NO,Y,580,
25_D_1751,DELI,R,STA_BLO,FUNG,6/16/25,FIELD CORN,15,1,0,0,0,0,0,NO,NO,Y,574,
25_D_1752,DELI,R,STA_BLO,FUNG,6/16/25,FIELD CORN,15,6,0,0,0,0,0,NO,NO,Y,573,
25_D_1753,DELI,R,STA_BLO,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,579,
25_D_1754,DELI,R,STA_BLO,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,578,
25_D_1758,DELI,R,KIK_MBF,NEONIC,6/12/25,SWEET CORN,15,0,0,0,0,0,0,NO,NO,Y,576,
25_D_1759,DELI,R,KIK_MBF,NEONIC,6/12/25,SWEET CORN,15,0,0,0,1,0,1,NO,NO,Y,575,
25_D_1764,DELI,R,STA_BLO,NEONIC,6/16/25,FIELD CORN,15,8,0,0,2,0,2,NO,NO,Y,583,
25_D_1772,DELI,R,STA_BLO,NEONIC,6/16/25,FIELD CORN,15,0,0,0,1,0,1,NO,NO,Y,569,
25_D_1773,DELI,R,STA_BLO,FUNG,6/16/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,571,
25_D_1774,DELI,R,STA_BLO,FUNG,6/16/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,570,
25_D_1785,DELI,R,KIK_MBF,NEONIC,6/12/25,SWEET CORN,15,1,0,0,0,0,0,NO,NO,Y,577,
25_D_1786,DELI,R,KIK_MYT,FUNG,6/12/25,SWEET CORN,15,7,1,0,0,0,0,NO,NO,Y,585,
25_D_1787,DELI,R,HUN_REE,NEONIC,6/13/25,SOY,15,0,0,0,1,0,1,NO,NO,Y,582,
25_D_1793,DELI,R,HUN_REE,FUNG,6/13/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,568,
25_D_1794,DELI,R,HUN_REE,NEONIC,6/13/25,SOY,15,0,0,0,0,0,0,NO,NO,Y,567,
25_D_1795,DELI,R,HUN_REE,NEONIC,6/13/25,SOY,15,0,1,0,0,0,0,NO,NO,Y,566,
25_D_1796,DELI,R,STA_MAR,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,565,
25_D_1800,DELI,R,HUN_REE,NEONIC,6/13/25,SOY,15,0,0,0,1,1,2,NO,NO,Y,590,
25_D_1802,DELI,R,HUN_REE,NEONIC,6/13/25,SOY,15,0,0,0,2,0,2,NO,NO,Y,581,
25_D_1803,DELI,R,HUN_REE,FUNG,6/13/25,SOY,15,1,0,0,0,0,0,NO,NO,Y,589,
25_D_1814,DELI,R,KIK_MYT,FUNG,6/12/25,SWEET CORN,15,11,0,0,4,0,4,NO,NO,Y,584,
25_D_1859,DELI,R,KIK_MBF,FUNG,6/12/25,SWEET CORN,15,0,0,0,0,0,0,NO,NO,Y,536,
25_D_1867,DELI,R,STA_KRE,NEONIC,6/12/25,FIELD CORN,15,1,0,0,0,0,0,NO,NO,Y,534,
25_D_1868,DELI,R,STA_KRE,FUNG,6/12/25,FIELD CORN,15,2,0,0,0,0,0,NO,NO,Y,533,
25_D_1869,DELI,R,STA_KRE,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,535,
25_D_1870,DELI,R,STA_KRE,NEONIC,6/12/25,FIELD CORN,15,1,0,0,0,0,0,NO,NO,Y,532,
25_D_2027,DELI,R,DEG_DIE,FUNG,6/13/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,522,
25_D_2029,DELI,R,DEG_DIE,FUNG,6/13/25,FIELD CORN,15,0,0,0,0,2,0,YES,NO,Y,524,
25_D_2031,DELI,R,DEG_DIE,FUNG,6/13/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,523,
25_D_2035,DELI,R,DEG_LAF_1,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,515,
25_D_2043,DELI,R,MIL_CRO_2,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,527,
25_D_2045,DELI,R,MIL_CRO_2,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,525,
25_D_2052,DELI,R,MIL_CRO_2,FUNG,6/11/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,553,
25_D_2053,DELI,R,MIL_CRO_2,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,564,
25_D_2057,DELI,R,MIL_CRO_2,NEONIC,6/11/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,513,
25_D_2060,DELI,R,MIL_TEL,FUNG,6/18/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,562,
25_D_2067,DELI,R,MIL_TEL,NEONIC,6/18/25,FIELD CORN,15,1,0,0,0,0,0,NO,NO,Y,556,
25_D_2068,DELI,R,MIL_TEL,NEONIC,6/18/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,555,
25_D_2069,DELI,R,MIL_TEL,NEONIC,6/18/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,561,
25_D_2070,DELI,R,MIL_TEL,FUNG,6/18/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,560,
25_D_2071,DELI,R,MIL_TEL,NEONIC,6/18/25,FIELD CORN,15,6,0,0,0,0,0,NO,NO,Y,559,
25_D_2072,DELI,R,MIL_TEL,FUNG,6/18/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,558,
25_D_2076,DELI,R,MIL_TEL,NEONIC,6/18/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,557,
25_D_2345,DELI,R,SMI_HOF_1,FUNG,6/25/25,FIELD CORN,15,0,0,0,0,0,0,NO,NO,Y,516,
25_D_2363,DELI,R,KIK_SWE,NEONIC,6/26/25,SWEET CORN,15,0,0,0,0,0,0,NO,NO,Y,518,
25_D_1030,DELI,R,DEG_VIL,FUNG,5/20/25,FIELD CORN,16,2,0,0,0,0,0,NO,NO,Y,655,
25_D_1045,DELI,R,DEG_PER_2,NEONIC,5/19/25,SOY,16,9,0,0,1,0,1,NO,NO,Y,654,
25_D_1104,DELI,R,SMI_COB_1,FUNG,5/20/25,FIELD CORN,16,1,0,0,0,0,0,NO,NO,Y,323,
25_D_1105,DELI,R,SMI_COB_1,FUNG,5/20/25,FIELD CORN,16,0,0,0,0,0,0,NO,NO,Y,40,
25_D_1129,DELI,R,DEG_FRI_2,NEONIC,5/23/25,SOY,16,0,1,0,1,0,1,NO,NO,Y,30,
25_D_1140,DELI,R,DEG_FRI_2,NEONIC,5/23/25,SOY,16,0,0,0,0,0,0,NO,NO,Y,38,
25_D_1148,DELI,R,STA_WOO,NEONIC,5/23/25,FIELD CORN,16,0,0,0,0,0,0,NO,NO,Y,61,
25_D_1165,DELI,R,LET_VER,FUNG,5/23/25,FIELD CORN,16,0,0,0,0,0,0,NO,NO,Y,7,
25_D_1167,DELI,R,LET_VER,NEONIC,5/23/25,FIELD CORN,16,7,0,0,0,0,0,NO,NO,Y,24,
25_D_1179,DELI,R,LET_VER,NEONIC,5/23/25,FIELD CORN,16,0,0,0,0,0,0,NO,NO,Y,14,
25_D_1190,DELI,R,CER_DEL_1,FUNG,5/28/25,FIELD CORN,16,0,0,0,0,2,0,NO,NO,Y,383,wireworms not circled on sheet
25_D_1194,DELI,R,CER_DEL_1,NEONIC,5/28/25,FIELD CORN,16,0,0,1,0,0,0,NO,NO,Y,385,
25_D_1214,DELI,R,CER_DEL_2,FUNG,5/28/25,FIELD CORN,16,3,0,0,0,0,0,NO,NO,Y,374,
25_D_1311,DELI,R,DEG_FRI_2,FUNG,5/23/25,SOY,16,0,0,0,0,0,0,NO,NO,Y,511,
25_D_1325,DELI,R,SMI_CON_2_F,FUNG,5/28/25,FIELD CORN,16,0,0,0,0,0,0,NO,NO,Y,331,
25_D_1331,DELI,R,SMI_CON_2_N,NEONIC,5/28/25,FIELD CORN,16,1,0,0,0,0,0,NO,NO,Y,334,
25_D_1335,DELI,R,SMI_CON_2_N,NEONIC,5/28/25,FIELD CORN,16,0,0,0,0,0,0,NO,NO,Y,330,
25_D_1337,DELI,R,SMI_CON_2_N,NEONIC,5/28/25,FIELD CORN,16,0,0,0,0,0,0,NO,NO,Y,326,
25_D_1340,DELI,R,STA_STA,NEONIC,5/29/25,FIELD CORN,16,0,0,0,0,0,0,NO,NO,Y,86,
25_D_1344,DELI,R,STA_STA,NEONIC,5/29/25,FIELD CORN,16,0,0,0,0,0,0,NO,NO,Y,69,
25_D_1352,DELI,R,STA_STA,NEONIC,5/29/25,FIELD CORN,16,0,0,0,0,0,0,NO,NO,Y,97,
25_D_1381,DELI,R,SMI_ARN_2_N,NEONIC,6/3/25,SOY,16,0,0,0,0,0,0,NO,NO,Y,91,
25_D_1384,DELI,R,SMI_ARN_2_N,NEONIC,6/3/25,SOY,16,0,0,0,0,0,0,NO,NO,Y,105,
25_D_1385,DELI,R,SMI_ARN_2_F,FUNG,6/3/25,SOY,16,0,0,0,3,0,3,NO,NO,Y,88,
25_D_1405,DELI,R,DEG_FRI_1,NEONIC,6/6/25,FIELD CORN,16,1,0,0,0,0,0,NO,NO,Y,168,
25_D_1413,DELI,R,DEG_LAF_2,NEONIC,6/4/25,SOY,16,0,0,0,3,0,3,YES,NO,Y,149,
25_D_1414,DELI,R,DEG_LAF_2,NEONIC,6/4/25,SOY,16,0,0,0,0,0,0,NO,NO,Y,147,
25_D_1415,DELI,R,DEG_LAF_2,FUNG,6/4/25,SOY,16,0,0,0,3,0,3,NO,NO,Y,132,
25_D_1417,DELI,R,DEG_LAF_2,FUNG,6/4/25,SOY,16,0,0,0,3,0,3,NO,NO,Y,133,
25_D_1421,DELI,R,DEG_LAF_2,FUNG,6/4/25,SOY,16,0,0,0,3,0,3,NO,NO,Y,136,
25_D_1424,DELI,R,DEG_PER_1,NEONIC,6/4/25,FIELD CORN,16,0,0,0,0,0,0,NO,NO,Y,129,
25_D_1434,DELI,R,DEG_PER_1,NEONIC,6/4/25,FIELD CORN,16,0,0,0,0,0,0,NO,NO,Y,145,
25_D_1443,DELI,R,DEG_LAF_2,NEONIC,6/4/25,SOY,16,0,0,0,0,0,0,NO,NO,Y,122,
