ID,Container Number,Project,Seed type,Number Seeds,SCM Seeds,Other Seeds,Total SCM Maggots,Total SCM Pupae,Number Wireworm,Phorid Seeds,Total Phorid Maggots,Total Phorid Pupae,Notes
1241,3273,M,Loose,NA,NA,NA,92,0,0,NA,0,0,
1242,3273,M,Total,0,0,0,92,0,0,0,0,0,
1243,3266,M,Bean,3,3,0,15,0,0,0,0,0,
1244,3266,M,Loose,NA,NA,NA,16,9,0,NA,0,0,
1245,3266,M,Total,3,3,0,31,9,0,0,0,0,
1246,3620,I,Bean,10,0,0,0,0,0,0,0,0,
1247,3620,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1248,3620,I,Total,10,0,0,0,0,0,0,0,0,
1249,3611,I,Bean,9,0,2,0,0,0,0,0,0,
1250,3611,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1251,3611,I,Total,9,0,2,0,0,0,0,0,0,
1252,3612,I,Bean,10,8,2,27,0,0,1,1,0,
1253,3612,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1254,3612,I,Total,10,8,2,27,0,0,1,1,0,
1255,3667,R,Bean,10,0,0,0,0,0,1,1,0,
1256,3667,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1257,3667,R,Total,10,0,0,0,0,0,1,1,0,
1258,3664,T,Bean,0,1,0,1,0,0,1,1,1,Number of beans not recorded.
1259,3664,T,Loose,NA,NA,NA,2,0,0,NA,1,2,
1260,3664,T,Total,0,1,0,3,0,0,1,2,3,
1261,3652,R,Bean,10,0,0,0,0,0,0,0,0,
1262,3652,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1263,3652,R,Total,10,0,0,0,0,0,0,0,0,
1264,3661,T,Bean,10,0,3,0,0,0,0,0,0,
1265,3661,T,Loose,NA,NA,NA,0,0,0,NA,0,0,
1266,3661,T,Total,10,0,3,0,0,0,0,0,0,
1267,3680,R,Bean,6,0,0,0,0,0,0,0,0,
1268,3680,R,Loose,NA,NA,NA,1,2,0,NA,0,0,
1269,3680,R,Total,6,0,0,1,2,0,0,0,0,
1270,3663,T,Bean,8,1,0,1,0,0,0,0,2,
1271,3663,T,Loose,NA,NA,NA,0,0,0,NA,0,0,
1272,3663,T,Total,8,1,0,1,0,0,0,0,2,
1273,3662,T,Bean,0,0,0,0,0,1,0,0,3,Number of beans not recorded.
1274,3662,T,Loose,NA,NA,NA,0,0,0,NA,0,0,
1275,3662,T,Total,0,0,0,0,0,1,0,0,3,
1276,3655,R,Corn,10,0,0,0,0,0,0,0,0,Trap removed early due to planting.
1277,3655,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1278,3655,R,Total,10,0,0,0,0,0,0,0,0,
1279,3677,R,Bean,0,0,0,0,0,0,0,0,4,Number of beans not recorded.
1280,3677,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1281,3677,R,Total,0,0,0,0,0,0,0,0,4,
1282,3685,R,Corn,10,0,0,0,0,0,0,0,0,Lots of fungus.
1283,3685,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1284,3685,R,Total,10,0,0,0,0,0,0,0,0,
1285,3683,R,Bean,9,0,0,0,0,0,0,0,0,
1286,3683,R,Loose,NA,NA,NA,1,0,0,NA,0,0,
1287,3683,R,Total,9,0,0,1,0,0,0,0,0,
1288,3682,R,Corn,10,0,0,0,0,0,0,0,0,
1289,3682,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1290,3682,R,Total,10,0,0,0,0,0,0,0,0,
1291,3684,R,Bean,10,0,0,0,0,0,0,0,0,
1292,3684,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1293,3684,R,Total,10,0,0,0,0,0,0,0,0,
1294,3681,R,Corn,10,0,0,0,0,0,0,0,0,
1295,3681,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1296,3681,R,Total,10,0,0,0,0,0,0,0,0,
1297,3668,R,Bean,10,1,6,1,0,0,0,0,0,
1298,3668,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1299,3668,R,Total,10,1,6,1,0,0,0,0,0,
1300,3687,R,Bean,4,0,0,0,0,0,0,0,0,
1301,3687,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1302,3687,R,Total,4,0,0,0,0,0,0,0,0,
1303,3686,R,Corn,10,0,0,0,0,0,0,0,0,
1304,3686,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1305,3686,R,Total,10,0,0,0,0,0,0,0,0,
1306,3666,R,Corn,10,0,0,0,0,0,0,0,0,
1307,3666,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1308,3666,R,Total,10,0,0,0,0,0,0,0,0,
1309,3671,R,Bean,9,0,0,0,0,0,0,0,0,
1310,3671,R,Loose,NA,NA,NA,1,0,0,NA,0,0,
1311,3671,R,Total,9,0,0,1,0,0,0,0,0,
1312,3654,R,Bean,10,1,0,1,0,0,0,0,0,
1313,3654,R,Loose,NA,NA,NA,1,0,0,NA,0,0,
1314,3654,R,Total,10,1,0,2,0,0,0,0,0,
1315,3653,R,Corn,10,0,0,0,0,0,0,0,0,
1316,3653,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1317,3653,R,Total,10,0,0,0,0,0,0,0,0,
1318,3285,M,Bean,10,0,0,0,0,0,0,0,0,
1319,3285,M,Loose,NA,NA,NA,13,0,0,NA,0,0,
1320,3285,M,Total,10,0,0,13,0,0,0,0,0,
1321,3304,M,Corn,10,0,0,0,0,0,0,0,0,
1322,3304,M,Loose,NA,NA,NA,1,0,0,NA,0,0,
1323,3304,M,Total,10,0,0,1,0,0,0,0,0,
1324,3262,M,Corn,10,1,0,2,0,0,0,0,0,
1325,3262,M,Loose,NA,NA,NA,5,0,0,NA,0,0,
1326,3262,M,Total,10,1,0,7,0,0,0,0,0,
1327,3659,T,Bean,10,0,2,0,0,0,0,0,0,
1328,3659,T,Loose,NA,NA,NA,2,0,0,NA,0,2,
1329,3659,T,Total,10,0,2,2,0,0,0,0,2,
1330,3676,R,Corn,10,0,0,0,0,0,0,0,0,
1331,3676,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1332,3676,R,Total,10,0,0,0,0,0,0,0,0,
1333,3674,R,Corn,10,0,0,0,0,0,0,0,0,
1334,3674,R,Loose,NA,NA,NA,0,0,1,NA,0,0,
1335,3674,R,Total,10,0,0,0,0,1,0,0,0,
1336,3673,R,Corn,10,0,0,0,0,0,0,0,0,
1337,3673,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1338,3673,R,Total,10,0,0,0,0,0,0,0,0,
1339,3672,R,Corn,10,0,0,0,0,0,0,0,0,
1340,3672,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1341,3672,R,Total,10,0,0,0,0,0,0,0,0,
1342,3249,M,Bean,0,0,0,0,0,0,0,0,0,Beans consumed before dissection.
1343,3249,M,Loose,NA,NA,NA,154,0,0,NA,0,0,
1344,3249,M,Total,0,0,0,154,0,0,0,0,0,
1345,3307,M,Bean,10,0,0,0,0,0,0,0,0,10 beans counted in field but consumed before dissection.
1346,3307,M,Loose,NA,NA,NA,84,48,0,NA,0,0,
1347,3307,M,Total,10,0,0,84,48,0,0,0,0,
1348,3310,M,Corn,10,0,0,0,0,0,0,0,0,
1349,3310,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1350,3310,M,Total,10,0,0,0,0,0,0,0,0,
1351,3248,M,Bean,10,0,0,0,0,0,0,0,0,10 beans counted in field but eaten before dissection.
1352,3248,M,Loose,NA,NA,NA,94,30,0,NA,0,0,
1353,3248,M,Total,10,0,0,94,30,0,0,0,0,
1354,3282,M,Bean,10,0,0,0,0,0,0,0,0,10 beans counted in field but eaten before dissection.
1355,3282,M,Loose,NA,NA,NA,123,13,0,NA,0,0,
1356,3282,M,Total,10,0,0,123,13,0,0,0,0,
1357,3239,R,Corn,10,0,0,0,0,0,0,0,0,
1358,3239,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1359,3239,R,Total,10,0,0,0,0,0,0,0,0,
1360,3319,M,Bean,4,2,0,3,0,0,0,0,0,
1361,3319,M,Loose,NA,NA,NA,1,0,0,NA,0,0,
1362,3319,M,Total,4,2,0,4,0,0,0,0,0,
1363,3305,M,Bean,0,0,0,0,0,0,0,0,0,Beans eaten before dissection.
1364,3305,M,Loose,NA,NA,NA,73,0,0,NA,0,0,
1365,3305,M,Total,0,0,0,73,0,0,0,0,0,
1366,3315,M,Bean,7,4,0,5,0,0,0,0,0,
1367,3315,M,Loose,NA,NA,NA,4,0,0,NA,0,0,
1368,3315,M,Total,7,4,0,9,0,0,0,0,0,
1369,3269,M,Corn,10,0,0,0,0,0,0,0,0,
1370,3269,M,Loose,NA,NA,NA,1,0,2,NA,0,1,
1371,3269,M,Total,10,0,0,1,0,2,0,0,1,
1372,3245,M,Bean,10,0,0,0,0,0,0,0,0,10 beans counted in field but eaten before dissection.
1373,3245,M,Loose,NA,NA,NA,93,1,0,NA,0,0,
1374,3245,M,Total,10,0,0,93,1,0,0,0,0,
1375,3286,M,Bean,8,0,0,0,0,0,0,0,0,8 beans counted in field but eaten before dissection.
1376,3286,M,Loose,NA,NA,NA,48,0,0,NA,0,0,
1377,3286,M,Total,8,0,0,48,0,0,0,0,0,
1378,3247,M,Bean,10,5,0,10,0,0,0,0,0,
1379,3247,M,Loose,NA,NA,NA,23,0,0,NA,0,0,
1380,3247,M,Total,10,5,0,33,0,0,0,0,0,
1381,3288,M,Corn,10,0,0,0,0,0,0,0,0,
1382,3288,M,Loose,NA,NA,NA,2,0,0,NA,0,0,
1383,3288,M,Total,10,0,0,2,0,0,0,0,0,
1384,3283,M,Corn,10,0,0,0,0,0,0,0,0,
1385,3283,M,Loose,NA,NA,NA,3,0,0,NA,0,0,
1386,3283,M,Total,10,0,0,3,0,0,0,0,0,
1387,3289,M,Bean,9,0,0,0,0,0,0,0,0,
1388,3289,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1389,3289,M,Total,9,0,0,0,0,0,0,0,0,
1390,3284,M,Corn,10,3,0,3,0,0,0,0,0,
1391,3284,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1392,3284,M,Total,10,3,0,3,0,0,0,0,0,
1393,3306,M,Corn,10,0,0,0,0,0,0,0,0,
1394,3306,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1395,3306,M,Total,10,0,0,0,0,0,0,0,0,
1396,3261,M,Bean,1,0,0,0,0,0,0,0,0,Seeds eaten before dissection.
1397,3261,M,Loose,NA,NA,NA,80,0,0,NA,0,0,
1398,3261,M,Total,1,0,0,80,0,0,0,0,0,
1399,3287,M,Bean,1,0,0,0,0,0,0,0,0,Seeds eaten before dissection.
1400,3287,M,Loose,NA,NA,NA,119,0,0,NA,0,0,
1401,3287,M,Total,1,0,0,119,0,0,0,0,0,
1402,3312,M,Bean,0,0,0,0,0,0,0,0,0,Seeds eaten before dissection.
1403,3312,M,Loose,NA,NA,NA,74,0,0,NA,0,0,
1404,3312,M,Total,0,0,0,74,0,0,0,0,0,
1405,3318,M,Bean,0,3,0,28,4,0,0,0,0,Number of beans unknown.
1406,3318,M,Loose,NA,NA,NA,13,2,0,NA,0,0,
1407,3318,M,Total,0,3,0,41,6,0,0,0,0,
1408,3267,M,Bean,7,7,0,32,10,0,0,0,0,
1409,3267,M,Loose,NA,NA,NA,36,4,0,NA,0,0,
1410,3267,M,Total,7,7,0,68,14,0,0,0,0,
1411,3277,M,Bean,0,0,0,0,0,0,0,0,0,Seeds eaten before dissection.
1412,3277,M,Loose,NA,NA,NA,191,12,0,NA,0,0,
1413,3277,M,Total,0,0,0,191,12,0,0,0,0,
1414,3665,T,Bean,7,0,0,0,0,0,0,0,2,
1415,3665,T,Loose,NA,NA,NA,0,0,0,NA,0,18,
1416,3665,T,Total,7,0,0,0,0,0,0,0,20,
1417,3675,R,Bean,9,0,0,0,0,0,0,0,0,
1418,3675,R,Loose,NA,NA,NA,0,0,0,NA,0,>10,
1419,3675,R,Total,9,0,0,0,0,0,0,0,>10,
1420,3602,I,Bean,9,1,0,1,0,0,0,0,0,
1421,3602,I,Loose,NA,NA,NA,1,0,0,NA,0,0,
1422,3602,I,Total,9,1,0,2,0,0,0,0,0,
1423,3604,I,Bean,9,0,1,0,0,0,0,0,0,
1424,3604,I,Loose,NA,NA,NA,1,0,0,NA,0,0,
1425,3604,I,Total,9,0,1,1,0,0,0,0,0,
1426,3608,I,Bean,10,0,0,0,0,0,0,0,0,
1427,3608,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1428,3608,I,Total,10,0,0,0,0,0,0,0,0,
1429,3606,I,Bean,8,0,0,0,0,0,0,0,0,
1430,3606,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1431,3606,I,Total,8,0,0,0,0,0,0,0,0,
1432,3607,I,Bean,10,1,0,1,0,0,1,7,0,
1433,3607,I,Loose,NA,NA,NA,1,0,0,NA,10,0,
1434,3607,I,Total,10,1,0,2,0,0,1,>10,0,
1435,3616,I,Bean,9,4,0,9,0,0,0,0,0,
1436,3616,I,Loose,NA,NA,NA,0,0,0,NA,2,0,
1437,3616,I,Total,9,4,0,9,0,0,0,2,0,
1438,3595,I,Bean,10,0,0,0,0,0,0,0,0,
1439,3595,I,Loose,NA,NA,NA,0,0,0,NA,2,0,
1440,3595,I,Total,10,0,0,0,0,0,0,2,0,
1441,3590,I,Bean,10,1,0,1,0,0,0,0,0,
1442,3590,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1443,3590,I,Total,10,1,0,1,0,0,0,0,0,
1444,3565,R,Corn,10,0,0,0,0,0,0,0,0,
1445,3565,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1446,3565,R,Total,10,0,0,0,0,0,0,0,0,
1447,3562,R,Corn,10,0,0,0,0,0,0,0,0,
1448,3562,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1449,3562,R,Total,10,0,0,0,0,0,0,0,0,
1450,3564,R,Corn,10,0,0,0,0,0,0,0,0,
1451,3564,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1452,3564,R,Total,10,0,0,0,0,0,0,0,0,
1453,3603,I,Bean,7,0,0,0,0,0,2,2,0,
1454,3603,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1455,3603,I,Total,7,0,0,0,0,0,2,2,0,
1456,3622,I,Bean,9,1,0,1,0,0,0,0,0,
1457,3622,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1458,3622,I,Total,9,1,0,1,0,0,0,0,0,
1459,3625,I,Bean,10,0,3,0,0,0,0,0,0,
1460,3625,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1461,3625,I,Total,10,0,3,0,0,0,0,0,0,
1462,3624,I,Bean,10,0,0,0,0,0,1,2,0,
1463,3624,I,Loose,NA,NA,NA,1,0,0,NA,0,0,
1464,3624,I,Total,10,0,0,1,0,0,1,2,0,
1465,3623,I,Bean,9,0,0,0,0,0,0,0,0,
1466,3623,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1467,3623,I,Total,9,0,0,0,0,0,0,0,0,
1468,3575,R,Corn,10,0,1,0,0,0,0,0,0,
1469,3575,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1470,3575,R,Total,10,0,1,0,0,0,0,0,0,
1471,3571,R,Corn,10,0,0,0,0,0,0,0,0,
1472,3571,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1473,3571,R,Total,10,0,0,0,0,0,0,0,0,
1474,3574,R,Corn,10,0,0,0,0,0,0,0,0,
1475,3574,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1476,3574,R,Total,10,0,0,0,0,0,0,0,0,
1477,3568,R,Corn,10,0,0,0,0,0,0,0,0,
1478,3568,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1479,3568,R,Total,10,0,0,0,0,0,0,0,0,
1480,3614,I,Bean,10,0,0,0,0,0,2,10,0,
1481,3614,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1482,3614,I,Total,10,0,0,0,0,0,2,10,0,
1483,3618,I,Bean,10,2,0,2,0,0,3,10,0,
1484,3618,I,Loose,NA,NA,NA,0,0,0,NA,11,1,
1485,3618,I,Total,10,2,0,2,0,0,3,>10,1,
1486,3615,I,Bean,10,0,0,0,0,0,8,>10,0,
1487,3615,I,Loose,NA,NA,NA,0,0,0,NA,>10,0,
1488,3615,I,Total,10,0,0,0,0,0,8,>10,0,
1489,3619,I,Bean,9,0,1,0,0,0,0,0,0,
1490,3619,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1491,3619,I,Total,9,0,1,0,0,0,0,0,0,
1492,3592,I,Bean,10,0,0,0,0,0,0,0,0,
1493,3592,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1494,3592,I,Total,10,0,0,0,0,0,0,0,0,
1495,3597,I,Bean,9,0,2,0,0,0,0,0,0,
1496,3597,I,Loose,NA,NA,NA,0,0,0,NA,2,0,
1497,3597,I,Total,9,0,2,0,0,0,0,2,0,
1498,3587,I,Bean,8,0,1,0,0,0,0,0,0,
1499,3587,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1500,3587,I,Total,8,0,1,0,0,0,0,0,0,
1501,3595,I,Bean,10,0,0,0,0,0,0,0,0,
1502,3595,I,Loose,NA,NA,NA,0,0,0,NA,2,0,
1503,3595,I,Total,10,0,0,0,0,0,0,2,0,
1504,3566,R,Corn,10,0,0,0,0,0,0,0,0,
1505,3566,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1506,3566,R,Total,10,0,0,0,0,0,0,0,0,
1507,3561,R,Bean,10,0,0,0,0,0,0,0,0,
1508,3561,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1509,3561,R,Total,10,0,0,0,0,0,0,0,0,
1510,3567,R,Bean,9,0,0,0,0,0,0,0,0,
1511,3567,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1512,3567,R,Total,9,0,0,0,0,0,0,0,0,
1513,3591,I,Bean,10,0,0,0,0,0,0,0,0,
1514,3591,I,Loose,NA,NA,NA,1,0,0,NA,0,0,
1515,3591,I,Total,10,0,0,1,0,0,0,0,0,
1516,3589,I,Bean,9,0,0,0,0,0,0,0,0,
1517,3589,I,Loose,NA,NA,NA,0,0,0,NA,0,1,
1518,3589,I,Total,9,0,0,0,0,0,0,0,1,
1519,3575,R,Bean,9,0,0,0,0,0,0,0,0,
1520,3575,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
1521,3575,R,Total,9,0,0,0,0,0,0,0,0,
1522,3563,R,Bean,9,0,0,0,0,0,0,0,0,
1523,3563,R,Loose,NA,NA,NA,0,0,0,NA,0,1,
1524,3563,R,Total,9,0,0,0,0,0,0,0,1,
1525,3572,R,Bean,10,0,0,0,0,0,0,0,0,
1526,3572,R,Loose,NA,NA,NA,0,1,0,NA,0,0,
1527,3572,R,Total,10,0,0,0,1,0,0,0,0,
1528,3888,M,Corn,10,0,0,0,0,0,0,0,0,
1529,3888,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1530,3888,M,Total,10,0,0,0,0,0,0,0,0,
1531,3881,M,Corn,10,0,0,0,0,0,0,0,0,
1532,3881,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1533,3881,M,Total,10,0,0,0,0,0,0,0,0,
1534,3762,M,Corn,10,0,0,0,0,0,0,0,0,
1535,3762,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1536,3762,M,Total,10,0,0,0,0,0,0,0,0,
1537,3759,M,Corn,10,0,1,0,0,0,0,0,0,
1538,3759,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1539,3759,M,Total,10,0,1,0,0,0,0,0,0,
1540,3757,M,Corn,10,0,0,0,0,0,0,0,0,
1541,3757,M,Loose,NA,NA,NA,0,1,0,NA,0,0,
1542,3757,M,Total,10,0,0,0,1,0,0,0,0,
1543,3931,M,Corn,9,0,0,0,0,0,0,0,0,
1544,3931,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1545,3931,M,Total,9,0,0,0,0,0,0,0,0,
1546,3800,M,Corn,10,0,0,0,0,0,0,0,0,
1547,3800,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1548,3800,M,Total,10,0,0,0,0,0,0,0,0,
1549,3929,M,Corn,10,0,0,0,0,0,0,0,0,
1550,3929,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1551,3929,M,Total,10,0,0,0,0,0,0,0,0,
1552,4030,M,Corn,10,0,0,0,0,0,0,0,0,
1553,4030,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1554,4030,M,Total,10,0,0,0,0,0,0,0,0,
1555,4008,M,Bean,9,0,0,0,0,0,0,0,0,
1556,4008,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1557,4008,M,Total,9,0,0,0,0,0,0,0,0,
1558,3993,M,Corn,10,0,0,0,0,0,0,0,0,
1559,3993,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1560,3993,M,Total,10,0,0,0,0,0,0,0,0,
1561,3956,M,Corn,10,0,0,0,0,0,0,0,0,
1562,3956,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1563,3956,M,Total,10,0,0,0,0,0,0,0,0,
1564,3939,M,Corn,10,0,0,0,0,0,0,0,0,
1565,3939,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1566,3939,M,Total,10,0,0,0,0,0,0,0,0,
1567,3963,M,Corn,10,0,0,0,0,0,0,0,0,
1568,3963,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1569,3963,M,Total,10,0,0,0,0,0,0,0,0,
1570,3887,M,Bean,10,0,0,0,0,0,1,1,0,
1571,3887,M,Loose,NA,NA,NA,0,0,0,NA,2,0,
1572,3887,M,Total,10,0,0,0,0,0,1,3,0,
1573,3922,M,Bean,10,0,0,0,0,0,0,0,0,
1574,3922,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1575,3922,M,Total,10,0,0,0,0,0,0,0,0,
1576,3605,I,Bean,10,0,0,0,0,0,1,23,0,
1577,3605,I,Loose,NA,NA,NA,0,0,0,NA,4,0,
1578,3605,I,Total,10,0,0,0,0,0,1,27,0,
1579,3585,I,Bean,10,0,0,0,0,0,0,0,0,
1580,3585,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1581,3585,I,Total,10,0,0,0,0,0,0,0,0,
1582,3609,I,Bean,10,0,0,0,0,0,1,2,0,
1583,3609,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1584,3609,I,Total,10,0,0,0,0,0,1,2,0,
1585,3983,M,Corn,10,0,0,0,0,0,0,0,0,
1586,3983,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1587,3983,M,Total,10,0,0,0,0,0,0,0,0,
1588,3988,M,Corn,10,0,0,0,0,0,0,0,0,
1589,3988,M,Loose,NA,NA,NA,0,0,1,NA,0,0,
1590,3988,M,Total,10,0,0,0,0,1,0,0,0,
1591,3995,M,Corn,10,0,0,0,0,0,0,0,0,
1592,3995,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1593,3995,M,Total,10,0,0,0,0,0,0,0,0,
1594,4010,M,Corn,10,0,0,0,0,0,0,0,0,
1595,4010,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1596,4010,M,Total,10,0,0,0,0,0,0,0,0,
1597,4001,M,Corn,10,0,0,0,0,0,0,0,0,
1598,4001,M,Loose,NA,NA,NA,0,0,1,NA,0,0,
1599,4001,M,Total,10,0,0,0,0,1,0,0,0,
1600,3600,I,Bean,10,2,0,2,0,0,0,0,0,
1601,3600,I,Loose,NA,NA,NA,1,0,0,NA,1,0,
1602,3600,I,Total,10,2,0,3,0,0,0,1,0,
1603,3617,I,Bean,10,0,0,0,0,0,2,2,0,
1604,3617,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1605,3617,I,Total,10,0,0,0,0,0,2,2,0,
1606,3593,I,Bean,10,0,0,0,0,0,0,0,0,
1607,3593,I,Loose,NA,NA,NA,0,0,0,NA,0,1,
1608,3593,I,Total,10,0,0,0,0,0,0,0,1,
1609,3581,I,Bean,10,0,0,0,0,0,0,0,0,
1610,3581,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1611,3581,I,Total,10,0,0,0,0,0,0,0,0,
1612,3601,I,Bean,10,1,0,1,0,0,2,4,0,
1613,3601,I,Loose,NA,NA,NA,0,0,0,NA,0,0,
1614,3601,I,Total,10,1,0,1,0,0,2,4,0,
1615,3613,I,Bean,10,0,0,0,0,0,4,9,0,
1616,3613,I,Loose,NA,NA,NA,0,0,1,NA,0,1,
1617,3613,I,Total,10,0,0,0,0,1,4,9,1,
1618,3791,M,Corn,10,0,0,0,0,3,0,0,0,
1619,3791,M,Loose,NA,NA,NA,0,0,3,NA,0,0,
1620,3791,M,Total,10,0,0,0,0,6,0,0,0,
1621,3954,M,Bean,8,1,0,1,0,0,1,1,0,
1622,3954,M,Loose,NA,NA,NA,0,0,0,NA,6,0,
1623,3954,M,Total,8,1,0,1,0,0,1,7,0,
1624,4009,M,Corn,10,0,0,0,0,1,0,0,0,
1625,4009,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1626,4009,M,Total,10,0,0,0,0,1,0,0,0,
1627,3880,M,Corn,10,1,0,1,0,>10,0,0,0,
1628,3880,M,Loose,NA,NA,NA,0,0,>10,NA,0,0,
1629,3880,M,Total,10,1,0,1,0,>10,0,0,0,
1630,3951,M,Bean,7,0,4,0,0,0,0,0,0,
1631,3951,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1632,3951,M,Total,7,0,4,0,0,0,0,0,0,
1633,3885,M,Bean,10,0,4,0,0,0,0,0,0,
1634,3885,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1635,3885,M,Total,10,0,4,0,0,0,0,0,0,
1636,3879,M,Bean,6,0,2,0,0,0,0,0,0,
1637,3879,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1638,3879,M,Total,6,0,2,0,0,0,0,0,0,
1639,3801,M,Corn,10,0,0,0,0,0,0,0,0,
1640,3801,M,Loose,NA,NA,NA,0,1,0,NA,0,0,
1641,3801,M,Total,10,0,0,0,1,0,0,0,0,
1642,3760,M,Bean,8,0,2,0,0,0,0,0,0,
1643,3760,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1644,3760,M,Total,8,0,2,0,0,0,0,0,0,
1645,3953,M,Corn,10,0,1,0,0,4,0,0,0,
1646,3953,M,Loose,NA,NA,NA,0,0,2,NA,0,0,
1647,3953,M,Total,10,0,1,0,0,6,0,0,0,
1648,3999,M,Bean,10,0,0,0,1,1,1,1,1,
1649,3999,M,Loose,NA,NA,NA,0,1,0,NA,0,0,
1650,3999,M,Total,10,0,0,0,2,1,1,1,1,
1651,3991,M,Corn,10,0,1,0,0,0,0,0,0,
1652,3991,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1653,3991,M,Total,10,0,1,0,0,0,0,0,0,
1654,3987,M,Bean,10,0,1,0,0,1,0,0,0,
1655,3987,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1656,3987,M,Total,10,0,1,0,0,1,0,0,0,
1657,4015,M,Bean,10,0,2,0,1,0,0,0,0,
1658,4015,M,Loose,NA,NA,NA,0,0,1,NA,0,0,
1659,4015,M,Total,10,0,2,0,1,1,0,0,0,
1660,3925,M,Bean,8,0,2,0,0,0,0,0,0,
1661,3925,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1662,3925,M,Total,8,0,2,0,0,0,0,0,0,
1663,3889,M,Corn,10,0,1,0,0,0,0,0,0,
1664,3889,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
1665,3889,M,Total,10,0,1,0,0,0,0,0,0,
1666,3955,M,Bean,3,0,0,0,0,7,0,0,0,
1667,3955,M,Loose,NA,NA,NA,0,0,5,NA,0,0,
