,id,container_number,project,seed_type,number_seeds,scm_seeds,other_seeds,total_scm_maggots,total_scm_pupae,number_wireworm,phorid_seeds,total_phorid_maggots,total_phorid_pupae,notes,container_type,collection_date,record_id,field_id_x,previous_crop,cover_crop,manure,ny_soils_0,ny_soils_01,muid,hsg,hsgint,muserial,hsga,hsgb,hsgc,hsgd,hsgw,one_week,two_weeks,rain_inches_one_week,min_temp_f_one_week,ave_temp_f_one_week,max_temp_f_one_week,rain_inches_two_weeks,min_temp_f_two_weeks,ave_temp_f_two_weeks,max_temp_f_two_weeks,week,last_week,field_id_y,planting_date,start_week
64,1524,3563,R,Bean,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,,deli cup,2023-05-03,STA_COL,STA_COL,Silage Corn,Yes,Yes,1264.0,5575.0,NY138,C,3.0,6805.0,0.0,11.0,63.0,26.0,0.0,2023-04-26,2023-04-19,0.19125,38.7625,46.475,54.2125,0.142,38.70666666666667,47.1,55.519999999999996,18,17,STA_COL,2023-05-30,2023-05-23
65,1527,3572,R,Bean,10.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,,deli cup,2023-05-02,SMI_LAT,SMI_LAT,Silage Corn,Yes,Yes,2103.0,4062.0,NY125,B,2.0,6792.0,15.0,56.0,29.0,0.0,0.0,2023-04-25,2023-04-18,0.3925,36.225,45.4125,54.6125,0.292,36.6,46.806666666666665,56.99333333333333,18,17,SMI_LAT,2023-05-17,2023-05-10
66,1773,3560,R,Bean,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,,deli cup,2023-05-03,STA_WIL,STA_WIL,Silage Corn,Yes,No,1515.0,5592.0,NY128,B,2.0,6795.0,0.0,90.0,6.0,4.0,0.0,2023-04-26,2023-04-19,0.18875,38.8125,46.375,53.9625,0.20333333333333334,38.95333333333333,47.31333333333334,55.693333333333335,18,17,STA_WIL,2023-05-30,2023-05-23
67,1779,3569,R,Bean,8.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,,deli cup,2023-05-03,STA_SWE,STA_SWE,Silage Corn,Yes,,1807.0,5694.0,NY093,B,2.0,6761.0,5.0,59.0,2.0,34.0,0.0,2023-04-26,2023-04-19,0.13125,35.9625,44.45,52.9375,0.09666666666666666,36.440000000000005,45.3,54.13333333333333,18,17,,,
68,1950,4195,R,Bean,10.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,,deli cup,2023-05-23,LET_TAB,LET_TAB,Silage Corn,Yes,Yes,2067.0,5738.0,NY127,C,3.0,6794.0,0.0,3.0,97.0,0.0,0.0,2023-05-16,2023-05-09,0.085,41.9625,54.4,66.8625,0.04533333333333334,42.766666666666666,55.333333333333336,67.92666666666666,21,20,LET_TAB,2023-05-07,2023-04-30
69,1998,4197,R,Bean,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-17,WIS_COO,WIS_COO,Silage Corn Strip Cropped With Alfalfa,No,Yes,,,,,,,,,,,,2023-05-10,2023-05-03,0.0,42.8125,57.6625,72.5125,0.048666666666666664,41.72,54.580000000000005,67.44666666666667,20,19,,,
70,2304,4168,R,Bean,8.0,0.0,3.0,0.0,1,0.0,0.0,0.0,0.0,,deli cup,2023-05-17,SEA_HOO,SEA_HOO,Mixed Veg,Yes,Yes,1686.0,5631.0,NY128,B,2.0,6795.0,0.0,90.0,6.0,4.0,0.0,2023-05-10,2023-05-03,0.0,45.8875,58.075,70.2625,0.034,43.093333333333334,53.940000000000005,64.80666666666667,20,19,SEA_HOO,2023-05-15,2023-05-08
71,2307,4080,R,Bean,9.0,0.0,8.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-15,SMI_DUR,SMI_DUR,Silage Corn,Yes,Yes,1488.0,5493.0,NY142,D,4.0,6809.0,0.0,34.0,31.0,35.0,0.0,2023-05-08,2023-05-01,0.01375,44.85,57.35,69.83749999999999,0.164,42.806666666666665,53.026666666666664,63.233333333333334,20,19,,,
72,2319,4087,R,Bean,7.0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-15,SMI_JOH,SMI_JOH,Wheat,No,Yes,1483.0,5475.0,NY134,A,1.0,6801.0,58.0,27.0,0.0,15.0,0.0,2023-05-08,2023-05-01,0.0125,42.4125,55.4625,68.55,0.14400000000000002,41.093333333333334,51.55333333333333,62.026666666666664,20,19,SMI_JOH,2023-05-13,2023-05-06
73,2322,4095,R,Bean,10.0,0.0,10.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-16,STA_COL,STA_COL,Silage Corn,Yes,Yes,1264.0,5575.0,NY138,C,3.0,6805.0,0.0,11.0,63.0,26.0,0.0,2023-05-09,2023-05-02,0.0,45.4875,56.7125,67.95,0.04933333333333333,42.71333333333334,52.54666666666667,62.373333333333335,20,19,STA_COL,2023-05-30,2023-05-23
74,2373,3690,R,Bean,3.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-16,DIP_CUR,DIP_CUR,Silage Corn,Yes,No,2085.0,5669.0,NY134,A,1.0,6801.0,58.0,27.0,0.0,15.0,0.0,2023-05-09,2023-05-02,0.0,39.3625,52.4125,65.45,0.034666666666666665,38.733333333333334,49.57333333333334,60.38,20,19,DIP_CUR,2023-05-19,2023-05-12
75,2388,3691,R,Bean,7.0,1.0,0.0,4.0,0,1.0,0.0,0.0,0.0,,deli cup,2023-05-16,POV_DUN,POV_DUN,Silage Corn,No,No,2404.0,4346.0,NY134,A,1.0,6801.0,58.0,27.0,0.0,15.0,0.0,2023-05-09,2023-05-02,0.0,38.8125,53.0875,67.35,0.036000000000000004,38.24,50.18666666666666,62.12,20,19,POV_DUN,2023-05-19,2023-05-12
76,2394,4169,R,Bean,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-19,DIP_CUR,DIP_CUR,Silage Corn,Yes,No,2085.0,5669.0,NY134,A,1.0,6801.0,58.0,27.0,0.0,15.0,0.0,2023-05-12,2023-05-05,0.0,38.1875,51.75,65.3,0.012,37.85333333333333,50.4,62.92666666666666,20,19,DIP_CUR,2023-05-19,2023-05-12
77,2412,4086,R,Bean,6.0,0.0,3.0,0.0,1,10.0,0.0,0.0,1.0,,deli cup,2023-05-15,SMI_CAN,SMI_CAN,Silage Corn,No,Yes,1511.0,5436.0,NY128,B,2.0,6795.0,0.0,90.0,6.0,4.0,0.0,2023-05-08,2023-05-01,0.01125,37.112500000000004,52.0625,67.03750000000001,0.13733333333333334,36.986666666666665,48.62,60.25333333333333,20,19,,,
78,2415,4099,R,Bean,5.0,2.0,2.0,2.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-15,SMI_HOL,SMI_HOL,Grain Corn,No,No,1779.0,5454.0,NY131,A,1.0,6798.0,0.0,14.0,63.0,23.0,0.0,2023-05-08,2023-05-01,0.0025,44.4625,58.8,73.1875,0.10400000000000001,43.14,54.62,66.13333333333334,20,19,SMI_HOL,2023-05-24,2023-05-17
79,2436,5005,R,Bean,10.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-15,SMI_HOF,SMI_HOF,Silage Corn,Yes,No,2224.0,4108.0,NY134,A,1.0,6801.0,58.0,27.0,0.0,15.0,0.0,2023-05-08,2023-05-01,0.01875,39.025,54.449999999999996,69.875,0.25266666666666665,38.593333333333334,50.86,63.126666666666665,20,19,SMI_HOF,2023-05-18,2023-05-11
80,2439,4104,R,Bean,8.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-15,SMI_LAT,SMI_LAT,Silage Corn,Yes,Yes,2103.0,4062.0,NY125,B,2.0,6792.0,15.0,56.0,29.0,0.0,0.0,2023-05-08,2023-05-01,0.01375,37.4375,54.0125,70.575,0.186,37.666666666666664,50.84,64.00666666666667,20,19,SMI_LAT,2023-05-17,2023-05-10
81,2451,4093,R,Bean,11.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-15,SMI_CRO,SMI_CRO,Grain Corn,No,No,1779.0,5454.0,NY131,A,1.0,6798.0,0.0,14.0,63.0,23.0,0.0,2023-05-08,2023-05-01,0.01125,40.95,55.7125,70.4125,0.14066666666666666,40.019999999999996,51.7,63.36666666666667,20,19,SMI_CRO,2023-05-09,2023-05-02
82,2457,4111,R,Bean,5.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-15,SMI_DOU,SMI_DOU,Soybean,No,Yes,1349.0,3760.0,NY007,C,3.0,6681.0,0.0,40.0,48.0,12.0,0.0,2023-05-08,2023-05-01,0.00875,41.3875,56.15,70.9,0.12533333333333332,40.626666666666665,52.21333333333334,63.77333333333333,20,19,SMI_DOU,2023-05-10,2023-05-03
83,2460,4096,R,Bean,5.0,0.0,1.0,0.0,0,3.0,0.0,0.0,0.0,,deli cup,2023-05-15,SMI_KEL,SMI_KEL,Silage Corn,Yes,Yes,1659.0,5444.0,NY007,C,3.0,6681.0,0.0,40.0,48.0,12.0,0.0,2023-05-08,2023-05-01,0.00875,42.0875,56.8375,71.55,0.13333333333333333,41.03333333333333,52.74,64.42,20,19,,,
84,2463,4101,R,Bean,7.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-16,STA_WIL,STA_WIL,Silage Corn,Yes,No,1515.0,5592.0,NY128,B,2.0,6795.0,0.0,90.0,6.0,4.0,0.0,2023-05-09,2023-05-02,0.0,45.975,57.4875,68.975,0.04733333333333333,43.013333333333335,53.080000000000005,63.126666666666665,20,19,STA_WIL,2023-05-30,2023-05-23
85,2466,4112,R,Bean,5.0,0.0,3.0,0.0,0,1.0,0.0,0.0,0.0,,deli cup,2023-05-15,SMI_MCC,SMI_MCC,Soybean,No,No,1401.0,3769.0,NY142,D,4.0,6809.0,0.0,34.0,31.0,35.0,0.0,2023-05-08,2023-05-01,0.00625,38.75,53.2125,67.7125,0.14733333333333334,37.94666666666667,49.373333333333335,60.82666666666667,20,19,SMI_MCC,2023-05-15,2023-05-08
86,2517,4211,R,Bean,9.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-19,WIS_HIG,WIS_HIG,,Yes,No,2962.0,5872.0,NY156,C,3.0,6823.0,0.0,0.0,97.0,3.0,0.0,2023-05-12,2023-05-05,0.0,44.362500000000004,59.425,74.5375,0.01,43.306666666666665,57.72666666666667,72.16666666666667,20,19,,,
87,2583,3692,R,Bean,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-16,DIP_PAT,DIP_PAT,Silage Corn,Yes,Yes,1577.0,5558.0,NY131,A,1.0,6798.0,0.0,14.0,63.0,23.0,0.0,2023-05-09,2023-05-02,0.0,43.7875,56.625,69.4875,0.05533333333333334,41.733333333333334,52.913333333333334,64.10666666666667,20,19,DIP_PAT,2023-05-11,2023-05-04
88,2634,4085,R,Bean,9.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-15,GAB_STE,GAB_STE,Silage Corn,No,Yes,1376.0,5311.0,NY084,A,1.0,6752.0,62.0,23.0,13.0,2.0,0.0,2023-05-08,2023-05-01,0.00875,41.975,57.9625,74.0,0.15133333333333335,41.559999999999995,54.42666666666666,67.32,20,19,GAB_STE,2023-05-23,2023-05-16
89,2640,4171,R,Bean,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-23,DIP_FLE,DIP_FLE,Silage Corn,Yes,No,2190.0,4201.0,NY131,A,1.0,6798.0,0.0,14.0,63.0,23.0,0.0,2023-05-16,2023-05-09,0.02875,41.725,54.275,66.7875,0.015333333333333334,41.940000000000005,54.53333333333333,67.11333333333333,21,20,DIP_FLE,2023-05-23,2023-05-16
90,2667,4097,R,Bean,10.0,1.0,4.0,4.0,3,0.0,0.0,0.0,0.0,,deli cup,2023-05-15,STA_HEM_2,STA_HEM_2,Grain Corn,Yes,Yes,1686.0,5631.0,NY128,B,2.0,6795.0,0.0,90.0,6.0,4.0,0.0,2023-05-08,2023-05-01,0.02625,45.525,56.8625,68.2125,0.11066666666666668,42.39333333333333,51.8,61.20666666666667,20,19,STA_HEM_2,2023-05-15,2023-05-08
91,2709,4098,R,Bean,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,,deli cup,2023-05-15,SMI_COB,SMI_COB,Silage Corn,Yes,No,2029.0,3921.0,NY099,A,1.0,6767.0,54.0,28.0,6.0,12.0,0.0,2023-05-08,2023-05-01,0.00875,40.25,55.2125,70.2125,0.12333333333333334,39.38666666666666,51.17333333333333,62.980000000000004,20,19,SMI_COB,2023-05-13,2023-05-06
92,2898,4094,R,Bean,10.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,,deli cup,2023-05-15,STA_HEM,STA_HEM,Silage Corn,Yes,Yes,1686.0,5631.0,NY128,B,2.0,6795.0,0.0,90.0,6.0,4.0,0.0,2023-05-08,2023-05-01,0.02875,45.1875,56.85,68.525,0.09933333333333333,42.06666666666667,51.766666666666666,61.486666666666665,20,19,STA_HEM,2023-05-15,2023-05-08
93,2949,4102,R,Bean,10.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-16,LET_NOB,LET_NOB,Silage Corn,Yes,Yes,1538.0,5653.0,NY128,B,2.0,6795.0,0.0,90.0,6.0,4.0,0.0,2023-05-09,2023-05-02,0.0,44.9125,56.5125,68.0875,0.05733333333333333,41.56666666666667,51.79333333333333,62.013333333333335,20,19,,,
94,2958,4109,R,Bean,8.0,0.0,1.0,0.0,9,1.0,0.0,0.0,0.0,,deli cup,2023-05-15,SMI_JOH_2,SMI_JOH_2,Wheat,Yes,No,1477.0,5478.0,NY142,D,4.0,6809.0,0.0,34.0,31.0,35.0,0.0,2023-05-08,2023-05-01,0.015,43.5125,56.55,69.5625,0.14466666666666667,42.026666666666664,52.5,62.96,20,19,,,
95,3000,4116,R,Bean,9.0,0.0,0.0,4.0,0,0.0,0.0,0.0,4.0,,deli cup,2023-05-15,GAB_ALL,GAB_ALL,Silage Corn,No,Yes,1205.0,5295.0,NY138,C,3.0,6805.0,0.0,11.0,63.0,26.0,0.0,2023-05-08,2023-05-01,0.0,45.2125,59.8125,74.425,0.104,44.06666666666667,55.9,67.74666666666667,20,19,GAB_ALL,2023-05-09,2023-05-02
96,3132,5006,R,Bean,10.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-06-05,LABWIS1,,,,,,,,,,,,,,,,2023-05-29,2023-05-22,,,,,,,,,23,22,,,
97,3144,4930,R,Bean,9.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-31,SMI_DUR,SMI_DUR,Silage Corn,Yes,Yes,1488.0,5493.0,NY142,D,4.0,6809.0,0.0,34.0,31.0,35.0,0.0,2023-05-24,2023-05-17,0.015,48.175,61.925,75.675,0.024666666666666667,46.346666666666664,59.28666666666666,72.22666666666667,22,21,,,
98,3150,4923,R,Bean,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-30,SMI_DOU,SMI_DOU,Soybean,No,Yes,1349.0,3760.0,NY007,C,3.0,6681.0,0.0,40.0,48.0,12.0,0.0,2023-05-23,2023-05-16,0.00125,44.0375,59.550000000000004,75.05,0.008666666666666666,43.026666666666664,57.120000000000005,71.22666666666667,22,21,SMI_DOU,2023-05-10,2023-05-03
99,3165,4913,R,Bean,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-30,SMI_HOL,SMI_HOL,Grain Corn,No,No,1779.0,5454.0,NY131,A,1.0,6798.0,0.0,14.0,63.0,23.0,0.0,2023-05-23,2023-05-16,0.0025,45.8375,61.2375,76.65,0.004666666666666667,45.626666666666665,59.166666666666664,72.68666666666667,22,21,SMI_HOL,2023-05-24,2023-05-17
100,3243,4282,R,Bean,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-25,ZUE_REE,ZUE_REE,,,,1847.0,4084.0,NY131,A,1.0,6798.0,0.0,14.0,63.0,23.0,0.0,2023-05-18,2023-05-11,0.095,44.825,55.725,66.6125,0.050666666666666665,45.55333333333333,57.233333333333334,68.92,21,20,,,
101,3246,4278,R,Bean,10.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-25,DIP_PAT,DIP_PAT,Silage Corn,Yes,Yes,1577.0,5558.0,NY131,A,1.0,6798.0,0.0,14.0,63.0,23.0,0.0,2023-05-18,2023-05-11,0.04375,44.125,56.1,68.05,0.02333333333333333,44.15333333333333,57.11333333333334,70.06,21,20,DIP_PAT,2023-05-11,2023-05-04
102,3384,5010,R,Bean,10.0,0.0,4.0,0.0,0,1.0,0.0,0.0,0.0,,deli cup,2023-05-31,WIS_COO_2,WIS_COO_2,Silage Corn,No,No,2914.0,4436.0,NY149,A,1.0,6816.0,71.0,12.0,11.0,6.0,0.0,2023-05-24,2023-05-17,0.0075,42.7875,58.1875,73.6,0.05466666666666667,42.34666666666667,56.31333333333334,70.30666666666666,22,21,,,
103,3393,4911,R,Bean,10.0,0.0,1.0,0.0,0,1.0,0.0,0.0,6.0,,deli cup,2023-05-31,SMI_JOH_2,SMI_JOH_2,Wheat,Yes,No,1477.0,5478.0,NY142,D,4.0,6809.0,0.0,34.0,31.0,35.0,0.0,2023-05-24,2023-05-17,0.01375,47.25,61.387499999999996,75.5125,0.022000000000000002,45.54,58.733333333333334,71.91333333333334,22,21,,,
104,3396,5007,R,Bean,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-06-02,WIS_KEN,WIS_KEN,Grain Corn,Yes,No,2904.0,5799.0,NY062,C,3.0,6734.0,6.0,0.0,90.0,4.0,0.0,2023-05-26,2023-05-19,0.0,47.125,63.15,79.1875,0.038,46.486666666666665,60.96,75.45333333333333,22,21,,,
105,3405,4909,R,Bean,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-30,SMI_COB,SMI_COB,Silage Corn,Yes,No,2029.0,3921.0,NY099,A,1.0,6767.0,54.0,28.0,6.0,12.0,0.0,2023-05-23,2023-05-16,0.02,42.3375,58.45,74.525,0.012,41.586666666666666,56.04666666666667,70.49333333333334,22,21,SMI_COB,2023-05-13,2023-05-06
106,3414,4551,R,Bean,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-26,GAB_STE,GAB_STE,Silage Corn,No,Yes,1376.0,5311.0,NY084,A,1.0,6752.0,62.0,23.0,13.0,2.0,0.0,2023-05-19,2023-05-12,0.04625,43.9375,57.5,71.05,0.027333333333333334,43.486666666666665,57.68,71.89333333333335,21,20,GAB_STE,2023-05-23,2023-05-16
107,3426,4830,R,Bean,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-31,STA_HEM_2,STA_HEM_2,Grain Corn,Yes,Yes,1686.0,5631.0,NY128,B,2.0,6795.0,0.0,90.0,6.0,4.0,0.0,2023-05-24,2023-05-17,0.00375,47.1,60.0125,72.925,0.062000000000000006,45.4,57.39333333333333,69.38000000000001,22,21,STA_HEM_2,2023-05-15,2023-05-08
108,3441,4797,R,Bean,9.0,0.0,1.0,0.0,5,0.0,0.0,0.0,0.0,,deli cup,2023-05-26,MIL_YOD,MIL_YOD,Soybean,Yes,Yes,1559.0,5483.0,NY128,B,2.0,6795.0,0.0,90.0,6.0,4.0,0.0,2023-05-19,2023-05-12,0.0325,41.8375,54.6,67.33749999999999,0.017333333333333333,40.17333333333333,53.55333333333333,66.94,21,20,,,
109,3465,4926,R,Bean,6.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-31,SMI_JOH,SMI_JOH,Wheat,No,Yes,1483.0,5475.0,NY134,A,1.0,6801.0,58.0,27.0,0.0,15.0,0.0,2023-05-24,2023-05-17,0.00875,46.05,60.449999999999996,74.85,0.018000000000000002,44.39333333333333,57.71333333333334,71.02666666666667,22,21,SMI_JOH,2023-05-13,2023-05-06
110,3576,5014,R,Bean,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-06-05,LABWIS1,,,,,,,,,,,,,,,,2023-05-29,2023-05-22,,,,,,,,,23,22,,,
111,3579,4935,R,Bean,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-30,SMI_CRO,SMI_CRO,Grain Corn,No,No,1779.0,5454.0,NY131,A,1.0,6798.0,0.0,14.0,63.0,23.0,0.0,2023-05-23,2023-05-16,0.0025,43.275,59.0625,74.825,0.006,42.31333333333334,56.60666666666667,70.9,22,21,SMI_CRO,2023-05-09,2023-05-02
112,3585,4932,R,Bean,10.0,1.0,0.0,3.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-31,SEA_HOO,SEA_HOO,Mixed Veg,Yes,Yes,1686.0,5631.0,NY128,B,2.0,6795.0,0.0,90.0,6.0,4.0,0.0,2023-05-24,2023-05-17,0.00125,47.7,60.975,74.25,0.04,45.973333333333336,58.34,70.70666666666666,22,21,SEA_HOO,2023-05-15,2023-05-08
113,3606,4931,R,Bean,9.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-31,SEA_HOO,SEA_HOO,Mixed Veg,Yes,Yes,1686.0,5631.0,NY128,B,2.0,6795.0,0.0,90.0,6.0,4.0,0.0,2023-05-24,2023-05-17,0.00125,47.7,60.975,74.25,0.04,45.973333333333336,58.34,70.70666666666666,22,21,SEA_HOO,2023-05-15,2023-05-08
114,3627,4920,R,Bean,10.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,,deli cup,2023-05-30,SMI_MCC,SMI_MCC,Soybean,No,No,1401.0,3769.0,NY142,D,4.0,6809.0,0.0,34.0,31.0,35.0,0.0,2023-05-23,2023-05-16,0.0025,41.2625,56.5625,71.8375,0.014000000000000002,39.93333333333333,54.086666666666666,68.24,22,21,SMI_MCC,2023-05-15,2023-05-08
115,3828,4550,R,Bean,10.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,,deli cup,2023-05-26,GAB_ALL,GAB_ALL,Silage Corn,No,Yes,1205.0,5295.0,NY138,C,3.0,6805.0,0.0,11.0,63.0,26.0,0.0,2023-05-19,2023-05-12,0.06125,46.4625,58.85,71.2,0.03266666666666666,46.36,59.35333333333333,72.35333333333332,21,20,GAB_ALL,2023-05-09,2023-05-02
116,3948,4800,R,Bean,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-26,MIL_MCC,MIL_MCC,Soybean,No,Yes,1596.0,5481.0,NY012,B,2.0,6685.0,0.0,88.0,9.0,3.0,0.0,2023-05-19,2023-05-12,0.025,42.5375,55.1375,67.775,0.013333333333333334,40.580000000000005,54.00666666666667,67.44,21,20,,,
117,3957,4798,R,Bean,11.0,1.0,4.0,1.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-26,MIL_CHA,MIL_CHA,Silage Corn,No,Yes,1559.0,5483.0,NY128,B,2.0,6795.0,0.0,90.0,6.0,4.0,0.0,2023-05-19,2023-05-12,0.03375,43.875,55.85,67.825,0.018000000000000002,41.94666666666667,54.70666666666667,67.46,21,20,,,
118,3966,4784,R,Bean,8.0,0.0,2.0,0.0,1,0.0,0.0,0.0,0.0,,deli cup,2023-06-02,DIP_CUR,DIP_CUR,Silage Corn,Yes,No,2085.0,5669.0,NY134,A,1.0,6801.0,58.0,27.0,0.0,15.0,0.0,2023-05-26,2023-05-19,0.0,46.1,60.9625,75.825,0.006,44.89333333333333,58.526666666666664,72.2,22,21,DIP_CUR,2023-05-19,2023-05-12
119,4242,4912,R,Bean,8.0,0.0,2.0,0.0,4,0.0,0.0,0.0,0.0,,deli cup,2023-05-31,SMI_LAT,SMI_LAT,Silage Corn,Yes,Yes,2103.0,4062.0,NY125,B,2.0,6792.0,15.0,56.0,29.0,0.0,0.0,2023-05-24,2023-05-17,0.0025,41.5375,59.2375,76.975,0.006000000000000001,40.32,56.519999999999996,72.76,22,21,SMI_LAT,2023-05-17,2023-05-10
120,4302,4919,R,Bean,10.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-31,SMI_CAN,SMI_CAN,Silage Corn,No,Yes,1511.0,5436.0,NY128,B,2.0,6795.0,0.0,90.0,6.0,4.0,0.0,2023-05-24,2023-05-17,0.0025,40.4875,56.875,73.225,0.007333333333333333,39.093333333333334,54.06666666666667,69.03333333333333,22,21,,,
121,4311,4929,R,Bean,10.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-30,SMI_KEL,SMI_KEL,Silage Corn,Yes,Yes,1659.0,5444.0,NY007,C,3.0,6681.0,0.0,40.0,48.0,12.0,0.0,2023-05-23,2023-05-16,0.0,44.2375,59.9125,75.6125,0.005333333333333333,43.32666666666667,57.480000000000004,71.66000000000001,22,21,,,
122,4314,4918,R,Bean,10.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-06-01,LET_NOB,LET_NOB,Silage Corn,Yes,Yes,1538.0,5653.0,NY128,B,2.0,6795.0,0.0,90.0,6.0,4.0,0.0,2023-05-25,2023-05-18,0.0,47.1,60.699999999999996,74.275,0.05533333333333333,45.96,58.16,70.34666666666666,22,21,,,
123,4317,4917,R,Bean,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-31,SMI_HOF,SMI_HOF,Silage Corn,Yes,No,2224.0,4108.0,NY134,A,1.0,6801.0,58.0,27.0,0.0,15.0,0.0,2023-05-24,2023-05-17,0.0,42.7625,59.5,76.2625,0.0033333333333333335,41.2,56.626666666666665,72.05333333333333,22,21,SMI_HOF,2023-05-18,2023-05-11
124,4647,4547,R,Bean,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,seed type unknown,deli cup,2023-05-26,GAB_ALL,GAB_ALL,Silage Corn,No,Yes,1205.0,5295.0,NY138,C,3.0,6805.0,0.0,11.0,63.0,26.0,0.0,2023-05-19,2023-05-12,0.06125,46.4625,58.85,71.2,0.03266666666666666,46.36,59.35333333333333,72.35333333333332,21,20,GAB_ALL,2023-05-09,2023-05-02
125,4698,4828,R,Bean,10.0,2.0,2.0,5.0,1,0.0,0.0,0.0,0.0,,deli cup,2023-05-31,STA_HEM,STA_HEM,Silage Corn,Yes,Yes,1686.0,5631.0,NY128,B,2.0,6795.0,0.0,90.0,6.0,4.0,0.0,2023-05-24,2023-05-17,0.00375,46.65,59.8125,72.975,0.06266666666666668,45.12,57.28,69.44666666666667,22,21,STA_HEM,2023-05-15,2023-05-08
126,4704,4786,R,Bean,10.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,,deli cup,2023-05-26,STA_SWE,STA_SWE,Silage Corn,Yes,,1807.0,5694.0,NY093,B,2.0,6761.0,5.0,59.0,2.0,34.0,0.0,2023-05-19,2023-05-12,0.09625,43.7375,55.1875,66.6375,0.051333333333333335,43.306666666666665,55.04,66.76,21,20,,,
127,4728,5011,R,Bean,8.0,0.0,4.0,0.0,3,0.0,0.0,0.0,0.0,,deli cup,2023-05-31,WIS_COO,WIS_COO,Silage Corn Strip Cropped With Alfalfa,No,Yes,,,,,,,,,,,,2023-05-24,2023-05-17,0.00375,43.05,58.25,73.4625,0.05266666666666667,42.42666666666666,56.21333333333334,70.01333333333334,22,21,,,
