Site_ID_and_buffer,Site_ID,buffer_scale,Corn,Open Water,Sweet Corn,Developed/Open Space,Developed/Low Intensity,Developed/Med Intensity,Developed/High Intensity,Barren,Deciduous Forest,Evergreen Forest,Mixed Forest,Shrubland,Grass/Pasture,Woody Wetlands,Herbaceous Wetlands,Triticale,Carrots,Barley,Broccoli,Greens,Plums,Squash,Dbl Crop WinWht/Corn,Dbl Crop Triticale/Corn,Pumpkins,Spring Wheat,Winter Wheat,Blueberries,Cabbage,Dbl Crop WinWht/Soybeans,Rye,Oats,Millet,Speltz,Alfalfa,Othe rHay/Non Alfalfa,Buckwheat,Sorghum,Sugarbeets,Dry Beans,Potatoes,Other Crops,Misc Vegs & Fruits,Onions,Soybeans,Peas,Tomatoes,Hops,Herbs,Clover/Wildflowers,Sod/Grass Seed,Sunflower,Fallow/Idle Cropland,Cherries,Peaches,Apples,Grapes,Christmas Trees,Pears
GAB_ELL-1000,GAB_ELL,1000,1145,3,1,21,108,62,20,3,612,120,144,6,408,73,5,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,20,0,0,171,266,0,0,0,0,0,1,0,0,264,0,0,0,0,0,1,1,2,0,0,0,2,0,0
GAB_OOM-1000,GAB_OOM,1000,446,63,4,115,221,64,3,2,1269,38,155,4,596,361,45,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,22,53,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB_HER-1000,GAB_HER,1000,276,18,0,94,230,64,12,9,1004,99,409,12,612,368,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,155,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0
GAB_DEL-1000,GAB_DEL,1000,433,2,15,87,77,19,1,5,694,325,1132,5,253,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0,0,33,66,0,1,0,0,0,0,0,0,181,0,0,0,0,0,0,0,6,0,0,0,1,0,0
GAB_ALL-1000,GAB_ALL,1000,22,360,0,222,274,215,43,8,788,18,709,2,228,491,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,0,0,0,0,0,0,0,0,38,0,0,0,0,0,5,0,0,0,0,0,0,0,0
SEA_HOO_1-1000,SEA_HOO_1,1000,887,1,6,163,35,19,2,0,260,2,39,0,131,85,5,2,0,0,0,0,0,0,0,0,2,0,536,0,1,0,0,1,0,0,389,71,0,0,2,23,0,0,0,0,526,0,0,0,0,238,3,0,7,0,0,0,27,0,0
ZUE_REE-1000,ZUE_REE,1000,235,535,6,83,83,23,3,2,421,2,37,0,356,62,11,0,0,0,0,0,0,0,0,0,1,0,287,0,2,0,1,28,0,31,331,82,0,0,0,1,0,0,0,1,775,1,0,0,0,5,0,0,22,0,0,11,30,0,0
ZUE_PED-1000,ZUE_PED,1000,692,8,18,171,62,8,0,0,788,2,60,2,436,206,7,5,0,0,0,26,0,0,0,0,0,0,187,0,3,0,7,0,0,0,379,43,0,0,0,3,0,0,0,0,312,0,0,18,1,7,0,0,8,0,0,1,14,1,1
MUL_LET-1000,MUL_LET,1000,954,0,0,154,141,35,1,5,220,0,36,4,433,43,1,0,0,0,0,0,0,1,0,2,0,0,573,0,0,0,0,0,0,0,759,39,0,0,0,2,0,0,0,0,44,5,0,0,0,0,0,0,7,0,0,0,2,0,0
POW_LET-1000,POW_LET,1000,357,1,0,154,202,18,2,4,921,31,376,2,612,21,1,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,320,135,0,0,0,8,0,0,0,0,250,0,0,0,0,1,0,0,16,0,0,0,2,1,0
PAN_LET-1000,PAN_LET,1000,1113,1,0,153,12,9,3,4,941,43,285,1,174,64,1,1,1,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,583,36,0,0,0,6,3,0,0,3,17,0,0,0,0,1,0,0,2,0,3,0,0,3,0
WIS_BRU-1000,WIS_BRU,1000,346,74,11,128,29,9,0,2,1249,45,221,1,598,503,7,0,0,1,0,0,1,0,0,0,0,0,9,0,0,0,3,16,0,0,37,113,0,2,0,0,0,0,1,1,7,0,0,0,0,0,3,0,42,0,0,4,0,0,0
WIS_WAL-1000,WIS_WAL,1000,436,5,105,227,88,29,6,1,1310,52,416,0,384,166,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,5,0,0,0
EPN_TRIAL-1000,EPN_TRIAL,1000,17,72,1,753,284,155,61,0,750,5,74,0,500,554,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,171,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,43,0,0,1,0,0,1
WIS_COO_2-1000,WIS_COO_2,1000,433,21,0,71,35,6,0,0,740,11,29,2,1095,65,3,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,2,8,0,0,267,201,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,17,0,0,10,0,0,0
WIS_KEN-1000,WIS_KEN,1000,8,881,0,297,363,289,92,3,848,2,28,2,344,92,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,142,0,0,0
WIS_COO_1-1000,WIS_COO_1,1000,201,23,1,62,156,45,5,3,1239,44,78,5,526,596,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,164,0,0,0,0,0,0,1,1,139,0,0,0,0,0,0,0,42,0,0,1,0,0,0
SMI_HOL-1000,SMI_HOL,1000,915,299,0,110,30,6,2,21,417,182,436,0,200,336,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,297,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,1,0,0,1,0,0,0
SMI_KEL-1000,SMI_KEL,1000,386,0,0,99,63,12,1,0,538,171,191,2,401,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,710,0,0,0,2,0,0,0,0,701,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SMI_DOU-1000,SMI_DOU,1000,175,2,0,266,123,121,12,0,804,45,54,1,605,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,168,939,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SMI_DUR-1000,SMI_DUR,1000,761,1,1,179,77,28,3,4,987,51,32,6,506,455,2,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,1,0,0,186,85,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,27,0,0,3,0,5,0
SMI_JOH_1-1000,SMI_JOH_1,1000,911,0,0,144,68,34,5,1,873,122,176,1,548,112,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,247,183,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,1,0
SMI_JOH_2-1000,SMI_JOH_2,1000,240,41,0,297,297,150,92,22,1064,188,119,14,572,227,13,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,21,32,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,5,0,0,0,0,0,0
SMI_MCC-1000,SMI_MCC,1000,270,1,0,127,58,11,1,0,696,7,12,0,995,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,97,946,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SMI_CAN-1000,SMI_CAN,1000,606,11,0,121,80,46,9,14,772,5,56,5,716,84,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,324,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMI_HOF-1000,SMI_HOF,1000,601,185,0,141,80,16,2,44,834,62,251,4,744,128,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,231,91,0,1,0,2,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SMI_CRO-1000,SMI_CRO,1000,832,22,0,61,45,15,2,0,421,34,125,0,445,120,1,0,0,7,0,0,0,0,0,0,0,0,21,0,0,0,99,105,0,0,62,482,0,0,0,2,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEG_MCM_W7-1000,DEG_MCM_W7,1000,776,0,8,181,96,14,2,0,904,10,54,7,623,18,3,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,3,1,0,0,546,187,0,0,0,0,0,0,0,0,19,0,0,0,0,2,0,0,1,0,0,1,0,0,0
DEG_DIE_SH-1000,DEG_DIE_SH,1000,771,1,0,138,43,14,0,1,1218,27,116,2,581,6,2,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,53,215,0,2,0,0,0,0,0,0,244,0,0,0,0,2,0,0,1,0,0,0,0,0,0
DEG_EVA_PGREEN-1000,DEG_EVA_PGREEN,1000,132,1,0,147,79,28,2,10,750,59,127,7,1281,38,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,546,232,0,2,0,0,0,0,0,0,10,0,0,0,0,1,0,0,4,0,0,0,0,0,0
DEG_DIE_100-1000,DEG_DIE_100,1000,558,4,4,83,141,49,14,6,804,265,330,7,450,139,4,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,1,7,0,0,190,115,0,0,0,2,0,2,0,0,245,0,0,0,0,3,0,0,6,0,0,1,0,2,0
DEG_STR_1-1000,DEG_STR_1,1000,212,0,0,132,16,10,3,0,2164,94,171,2,259,21,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,72,292,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEG_DIE_ERSWC-1000,DEG_DIE_ERSWC,1000,715,2,2,189,66,9,0,1,1072,36,93,7,689,121,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,69,189,0,0,0,0,0,0,0,0,179,0,0,0,0,2,0,0,0,0,0,1,3,0,0
DEG_HAI_ACROSSROAD-1000,DEG_HAI_ACROSSROAD,1000,748,2,1,72,58,18,1,0,565,30,99,3,893,154,26,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,500,249,0,0,0,1,0,0,0,0,45,0,0,0,0,2,0,0,2,0,0,0,0,0,0
DEG_MCM_CH-1000,DEG_MCM_CH,1000,753,4,0,213,157,18,0,1,665,5,31,4,863,62,1,0,0,0,0,0,0,0,0,0,0,0,64,1,0,0,0,1,0,0,361,254,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GORHAM-1000,GORHAM,1000,1492,0,13,121,35,8,2,0,587,0,35,1,365,401,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,2,0,0,221,32,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,2,0,0,1,9,0,0
WICKHAM-1000,WICKHAM,1000,970,6,0,211,124,35,17,4,420,3,27,0,326,213,1,0,0,0,0,0,0,0,0,0,0,28,31,0,209,0,0,50,0,0,87,17,0,0,0,3,45,0,0,0,616,0,0,1,0,0,0,0,11,0,0,0,14,1,0
ONE_OAK_1-1000,ONE_OAK_1,1000,1360,0,0,129,25,22,2,1,306,14,24,5,499,275,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,210,545,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,23,0,0,0,0,0,0
ONE_ADO_1-1000,ONE_ADO_1,1000,401,0,0,148,5,7,0,2,1448,103,33,3,300,260,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,258,483,0,1,0,0,0,0,0,0,4,0,0,0,2,2,0,0,2,0,0,0,0,0,0
ONE_AKI_1-1000,ONE_AKI_1,1000,1009,1,0,110,18,4,3,0,261,123,7,3,380,775,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,83,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0
ONE_MCK_1-1000,ONE_MCK_1,1000,748,198,0,289,174,48,10,3,588,64,21,11,684,378,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,104,0,3,0,0,0,0,0,0,26,0,0,0,1,0,0,0,6,0,0,0,0,0,0
ONE_ORT_1-1000,ONE_ORT_1,1000,247,268,0,299,297,133,26,9,921,21,23,11,719,395,24,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,23,34,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0
ONE_STA_1-1000,ONE_STA_1,1000,1814,1,0,201,95,47,61,14,597,13,43,7,190,215,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,76,67,5,1,0,2,0,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,0,0,0
ONE_HUN_1-1000,ONE_HUN_1,1000,81,0,0,165,20,9,1,1,1789,135,36,6,699,180,3,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,38,0,0,0,143,110,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,37,0,0,0,0,0,0
ONE_CHA_1-1000,ONE_CHA_1,1000,797,0,0,74,61,19,0,0,198,462,11,8,1170,91,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,305,223,0,7,0,0,0,0,0,1,13,0,0,0,0,0,0,0,19,0,0,0,0,0,0
PED1-1000,PED1,1000,794,119,2,153,56,11,0,2,260,0,11,1,190,111,13,0,0,0,0,0,0,0,0,1,0,0,169,0,91,0,43,2,0,1,526,85,0,0,0,2,0,0,0,0,803,0,0,0,0,3,0,0,22,0,0,1,4,0,0
PED2-1000,PED2,1000,806,119,2,189,58,11,0,2,293,0,13,1,232,113,11,0,0,0,0,0,0,0,0,1,0,0,208,0,96,0,55,2,0,1,530,90,0,0,0,2,0,0,0,0,610,0,0,0,0,4,0,0,17,0,0,1,7,0,0
PED3-1000,PED3,1000,785,6,18,165,62,9,0,0,675,0,34,2,347,218,6,5,0,0,0,26,0,0,0,0,0,0,181,0,3,0,7,0,0,0,440,42,0,0,0,3,0,0,0,0,385,0,0,18,1,8,0,0,8,0,0,1,12,1,1
GAT1-1000,GAT1,1000,341,5,2,74,52,60,31,23,563,1,22,0,515,217,10,2,0,0,0,0,0,0,1,0,0,0,73,0,43,0,1,0,0,0,724,145,0,2,0,156,2,0,0,0,324,0,0,0,0,4,0,0,32,0,0,6,22,7,1
GAT2-1000,GAT2,1000,594,9,4,129,81,15,0,1,345,6,59,1,608,471,2,11,0,0,0,0,0,0,0,1,0,0,50,0,2,0,0,3,0,0,585,130,0,0,0,7,2,0,0,0,282,0,0,0,0,9,0,0,32,0,0,9,12,3,0
GAT3-1000,GAT3,1000,337,4,1,82,33,51,27,26,503,1,22,0,720,220,10,3,0,0,0,0,0,0,1,0,0,0,28,0,41,0,0,1,0,0,599,177,0,3,0,132,2,0,0,0,368,0,0,0,0,5,0,0,30,0,0,5,24,7,1
MUS1-1000,MUS1,1000,746,15,0,55,91,20,1,0,329,2,9,2,195,35,4,0,0,0,0,0,0,0,0,3,0,0,142,0,0,0,1,1,0,0,827,71,0,0,0,1,0,0,0,0,909,0,0,0,0,0,0,1,2,0,0,0,0,0,0
MUS2-1000,MUS2,1000,752,15,0,57,89,19,1,0,344,2,9,2,196,36,4,0,0,0,0,0,0,0,0,2,0,0,142,0,0,0,1,1,0,0,856,65,0,0,0,1,0,0,0,0,872,0,0,0,0,0,0,1,2,0,0,0,0,0,0
WES-1000,WES,1000,55,4,0,266,265,77,11,0,822,15,239,15,1278,25,8,0,0,2,0,0,0,0,0,2,0,95,15,0,0,0,0,3,0,0,38,86,1,0,0,2,0,0,0,0,124,0,0,0,0,13,0,0,1,0,0,0,0,0,0
FRE1-1000,FRE1,1000,305,4,7,138,149,32,6,6,381,17,134,5,892,246,7,4,0,0,0,0,0,0,0,0,0,2,11,1,0,0,2,18,0,0,426,497,0,0,0,10,0,1,0,0,139,0,0,0,0,15,0,0,4,0,0,0,4,1,0
FRE2-1000,FRE2,1000,165,2,5,158,204,40,4,4,426,23,149,5,1016,270,9,3,0,0,0,0,0,0,0,0,0,1,11,1,0,0,3,10,0,0,292,576,0,0,0,5,0,0,0,0,65,0,0,0,0,13,0,0,3,0,0,0,3,0,1
MUD-1000,MUD,1000,570,0,0,157,32,4,1,2,1116,20,451,5,699,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,214,110,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,29,1,0
REM1-1000,REM1,1000,401,0,15,109,52,25,1,1,618,5,67,8,922,62,3,3,0,1,0,0,0,3,0,0,0,0,130,0,4,0,1,123,0,0,175,140,0,8,0,1,0,0,0,0,564,0,0,0,0,12,0,0,2,0,0,0,5,1,0
REM2-1000,REM2,1000,603,0,15,152,69,18,1,1,632,8,72,9,740,51,3,7,0,1,0,0,0,3,0,0,0,0,369,0,4,0,1,8,0,0,196,117,0,11,0,2,0,0,0,0,353,0,0,0,0,12,0,0,4,0,0,0,6,0,0
SWE-1000,SWE,1000,775,3,13,209,278,105,15,2,385,0,19,3,412,28,2,0,0,0,0,0,0,0,0,1,0,1,148,0,0,0,4,7,2,0,293,262,1,2,0,13,0,2,0,0,459,0,0,0,0,16,0,0,2,0,0,0,6,0,0
STI-1000,STI,1000,357,0,5,224,134,58,11,1,525,17,110,3,690,51,1,6,0,1,0,0,0,0,0,0,0,0,190,0,0,0,9,7,0,0,373,122,0,1,0,1,0,0,0,0,550,0,0,0,0,10,0,0,4,0,0,1,5,0,0
YOU-1000,YOU,1000,10,9,1,287,173,41,2,2,931,43,689,2,1020,94,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,137,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0
HAT-1000,HAT,1000,166,1,8,117,117,59,62,28,1204,157,220,10,612,135,2,1,0,0,0,0,0,1,0,2,0,0,39,0,0,0,1,1,0,0,49,79,0,1,0,1,0,0,0,1,380,0,0,0,0,0,0,0,18,0,0,2,0,0,0
MOO-1000,MOO,1000,706,6,2,192,102,22,1,1,545,25,183,1,734,34,3,2,0,2,0,0,0,0,0,0,0,0,104,0,0,0,1,82,0,0,229,205,0,0,0,2,0,0,0,0,251,0,0,0,0,36,0,0,1,0,0,0,1,0,0
URI-1000,URI,1000,710,15,0,58,91,21,1,0,344,2,10,1,208,36,4,1,0,0,0,0,0,0,0,2,0,0,142,0,0,0,1,1,0,0,834,80,0,0,0,1,0,0,0,0,906,0,0,0,0,0,0,1,1,0,0,0,0,0,0
MIL_HUM-1000,MIL_HUM,1000,909,2,0,105,65,35,14,0,589,2,17,2,321,40,0,1,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,332,92,0,0,0,76,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STA_LOT-2000,STA_LOT,2000,2857,3,10,810,506,134,30,17,1228,9,91,0,1109,608,5,1,0,0,0,0,0,0,0,0,1,0,849,0,0,0,13,2,0,0,784,667,0,0,0,168,2,0,0,1,3879,0,0,0,0,11,0,19,40,0,0,5,7,2,0
STA_PAD-2000,STA_PAD,2000,2626,5,1,1124,715,63,6,9,2721,23,256,8,3059,882,24,0,0,0,0,0,0,0,0,1,0,0,575,0,0,0,4,5,0,0,313,333,0,0,0,0,0,0,0,0,1041,0,0,0,0,7,0,0,53,1,0,2,5,4,0
STA_CRA-2000,STA_CRA,2000,1550,11,0,689,217,34,7,7,3241,53,366,8,2069,2284,75,0,0,0,0,0,0,0,0,1,0,0,621,0,2,0,2,4,0,0,423,437,0,0,0,214,0,0,0,0,1429,0,0,0,0,3,0,0,30,3,0,77,8,6,0
POV_DUN-2000,POV_DUN,2000,88,78,2,1221,408,94,21,123,3835,228,2681,30,3400,277,35,3,0,0,0,0,0,0,0,0,0,0,8,1,1,0,1,1,0,0,377,901,0,1,0,0,0,0,0,0,10,0,0,0,0,14,0,9,7,0,0,1,2,1,1
DEG_FES_OVO4-2000,DEG_FES_OVO4,2000,2245,0,2,756,267,31,9,5,4703,411,348,13,1838,122,6,3,0,1,0,0,0,1,0,0,0,0,562,0,0,0,3,3,0,0,1866,612,0,2,0,2,0,0,0,0,43,0,0,0,0,2,0,0,10,0,0,2,0,0,0
DEG_FOU_ELM-2000,DEG_FOU_ELM,2000,3502,1,2,638,449,69,5,7,2965,142,343,16,2313,291,17,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,5,0,0,1342,1657,0,0,0,1,1,0,0,0,70,0,0,0,0,9,0,0,4,0,0,0,0,5,1
MIL_MCC-2000,MIL_MCC,2000,1591,6,22,1066,765,241,34,406,3751,85,109,36,3109,573,27,1,0,0,0,0,0,0,0,0,0,0,28,0,0,0,3,25,0,0,906,362,0,0,0,7,0,1,0,1,691,0,0,0,0,3,0,0,15,0,0,0,2,0,0
MIL_YOD-2000,MIL_YOD,2000,1895,1,0,649,123,60,14,7,3506,42,94,15,2832,233,17,2,0,0,0,0,0,0,0,1,0,2,204,0,1,0,3,72,0,0,2697,846,1,4,0,10,0,0,0,0,504,0,0,0,0,18,0,0,10,0,0,1,0,2,0
MIL_CHA-2000,MIL_CHA,2000,3300,26,1,633,170,69,6,3,3388,460,427,13,1644,220,3,1,0,0,0,0,0,0,1,0,0,0,209,0,1,0,0,2,0,0,1884,305,0,0,0,22,0,0,0,0,965,0,0,0,0,0,0,0,109,0,0,0,0,0,0
GAB_JUS/GAB_PET-2000,GAB_JUS/GAB_PET,2000,301,644,0,1156,451,137,25,111,980,629,3368,10,2481,1583,326,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2,0,0,1383,196,0,1,0,0,0,0,0,0,59,0,0,0,0,1,0,0,8,0,0,0,0,0,4
GAB_STA_1-2000,GAB_STA_1,2000,1203,3,1,894,935,740,559,72,2517,214,2664,18,1433,1471,20,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,741,332,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,2,0,0,0,0,0,0
GAB_JON-2000,GAB_JON,2000,131,43,0,664,270,120,19,7,6506,617,1404,11,1251,1346,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,72,107,0,0,0,0,0,0,0,0,1265,0,0,0,0,1,0,0,3,0,0,0,0,0,0
GAB_KUK-2000,GAB_KUK,2000,194,321,0,708,899,306,15,18,6841,253,338,10,1914,816,21,0,0,26,0,0,0,0,0,0,0,0,1,10,0,0,33,51,0,0,127,180,0,0,0,0,0,0,0,1,726,0,0,0,0,2,1,0,12,0,0,37,0,0,2
GAB_STO-2000,GAB_STO,2000,2436,176,12,433,742,308,31,244,2626,218,206,7,3480,814,36,1,0,35,0,0,0,0,0,0,1,0,63,2,0,0,20,78,0,0,660,464,0,2,0,0,0,0,0,0,583,1,0,0,0,5,2,0,21,0,0,161,0,0,0
GAB_ELL-2000,GAB_ELL,2000,3664,33,4,113,371,146,44,17,3452,411,552,23,1910,393,25,2,0,5,0,0,0,0,0,0,3,2,3,1,0,0,6,29,0,0,872,1100,0,8,0,0,0,1,1,0,625,0,0,0,0,29,1,1,11,0,0,3,2,0,0
GAB_OOM-2000,GAB_OOM,2000,1004,1186,5,1200,1286,638,82,37,3916,156,467,25,2400,800,97,1,0,2,0,0,0,0,0,0,1,0,5,0,0,0,2,5,0,0,261,268,0,1,0,0,0,0,1,0,11,0,0,0,0,0,0,1,3,0,0,1,0,0,0
GAB_HER-2000,GAB_HER,2000,1346,41,1,734,1320,714,96,29,3470,348,1554,41,2367,838,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,296,505,0,0,0,0,0,0,0,0,17,0,0,0,0,2,1,0,5,0,0,1,0,0,0
GAB_DEL-2000,GAB_DEL,2000,1211,10,69,453,575,337,37,18,3098,763,4273,16,1327,417,15,0,0,1,0,0,0,0,0,0,7,0,5,0,0,0,74,4,0,0,360,477,0,7,0,0,0,0,0,0,286,0,0,0,0,0,9,0,9,0,0,3,3,0,0
GAB_ALL-2000,GAB_ALL,2000,331,1421,1,1095,1122,928,337,30,2822,154,2724,23,1187,1242,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,129,161,0,1,0,0,0,0,0,0,101,0,0,0,0,1,6,0,3,0,0,0,0,0,0
SEA_HOO_1-2000,SEA_HOO_1,2000,3385,20,7,662,204,65,9,2,1483,44,184,0,1018,238,15,3,0,1,0,0,0,0,0,0,2,0,1781,0,5,0,4,15,0,1,2035,442,1,0,2,34,3,1,0,0,1624,0,0,0,0,400,3,0,17,0,0,3,152,2,0
ZUE_REE-2000,ZUE_REE,2000,1284,4199,8,361,312,72,5,3,1872,11,170,4,948,222,20,0,0,0,0,0,0,0,0,0,1,0,744,1,160,0,1,63,0,99,511,161,0,0,0,5,0,0,0,1,2233,1,0,0,0,10,0,0,32,2,0,255,96,1,0
ZUE_PED-2000,ZUE_PED,2000,3976,22,21,618,306,80,27,11,2395,9,184,2,1381,1246,14,5,0,0,0,26,0,0,0,0,0,0,613,1,41,0,11,2,0,3,1405,139,0,0,0,9,1,0,0,1,1125,0,0,18,1,13,0,0,90,0,0,26,38,1,3
MUL_LET-2000,MUL_LET,2000,3407,0,3,513,453,82,4,8,2103,4,178,8,1953,472,15,0,0,0,0,0,0,1,0,5,0,0,1536,0,1,0,1,3,0,0,2615,204,0,0,2,4,0,0,0,1,246,5,0,0,0,2,0,0,23,1,0,1,6,3,0
POW_LET-2000,POW_LET,2000,2365,11,0,569,596,50,4,4,3796,159,1078,5,1665,90,6,0,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0,0,0,1162,502,0,0,0,33,122,0,0,0,954,0,0,0,0,4,0,0,645,0,0,0,5,1,0
PAN_LET-2000,PAN_LET,2000,2905,18,0,848,393,122,32,6,3616,271,1479,6,851,302,57,1,1,0,0,0,0,0,0,3,0,0,100,0,2,0,0,3,0,0,2615,136,1,0,0,10,5,0,0,3,49,0,0,0,0,1,0,0,12,0,3,2,0,3,0
WIS_BRU-2000,WIS_BRU,2000,479,368,15,561,191,61,5,5,5433,264,1495,3,1995,1917,36,0,0,1,0,0,1,0,0,0,0,0,10,0,0,0,3,36,0,0,117,629,0,3,0,0,0,0,1,1,13,0,0,0,0,1,3,0,203,0,0,12,0,0,0
WIS_WAL-2000,WIS_WAL,2000,1590,128,264,818,390,96,11,6,5300,442,1733,3,1384,1019,25,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,256,0,0,0,127,228,0,0,0,0,0,0,0,1,12,0,0,0,0,1,2,0,20,0,0,6,0,0,0
EPN_TRIAL-2000,EPN_TRIAL,2000,104,223,8,2047,1094,581,176,3,4813,133,678,1,1203,2170,38,0,0,0,0,0,0,0,0,0,3,0,20,2,0,0,3,0,0,0,81,320,0,1,0,0,0,0,1,3,28,0,1,0,0,4,5,0,114,0,0,8,0,0,1
WIS_COO_2-2000,WIS_COO_2,2000,1268,94,2,308,263,51,11,2,4686,90,255,9,3733,559,18,0,0,7,0,0,0,0,0,0,2,0,259,0,0,0,3,11,0,0,745,774,0,0,0,0,0,0,0,0,565,0,0,0,0,4,0,1,129,0,0,17,0,0,1
