Raw File Name,Batch ID,Sample_ID 1,Sample #,Site,Date of Collection,Pesticide Treatment,Weight (g),Acephate,Dinotefuran,Aldicarb sulfone,"2,4-Dimethylaniline",Thiabendazole,Nitenpyram,"N'-(2,4-Dimethylphenyl)-N-methylformamidine",Flonicamid,Thiamethoxam,Clothianidin,Mevinphos,Imidacloprid,Acetamiprid,Flupyradifurone,Thiacloprid,Aldicarb,Sulfoxaflor,Tebuthiuron,Prometon,Cyanazine,Thiophanate-methyl,Ametryn,Bendiocarb,Malaoxon,Carbofuran,4-Hydroxy-chlorothalonil,Carbaryl,Pyrimethanil,Fluometuron,Atrazine,Sulfentrazone,Diuron,Metalaxyl,Cyantraniliprole,Prometryn,Metazachlor,Terbutryn,Clomazone,Propazine,Chlorantraniliprole,Coumaphos oxon,Methiocarb,Azinphos methyl,Fludioxonil,Spirotetramat,Cyprodinil,Phosmet,Bromuconazole,Azoxystrobin,Myclobutanil,Fenamidone,Triadimefon,Fluxapyroxad,Boscalid,Mandipropamid,Fenhexamid,Napropamide,Fluopicolide,Tetraconazole,Tebuconazole,Fluopyram,Methoxyfenozide,Diflubenzuron,Fenbuconazole,Malathion,Spinosyn A,Metolachlor,Metconazole,Dimoxystrobin,Fluoxastrobin,Propiconazole,Tebufenozide,Fipronil,Triflumizole,Difenoconazole,Picoxystrobin,Spinetoram,Penthiopyrad,Diazinon,Coumaphos,Pyraclostrobin,Thiobencarb,Fipronil sulfide,Chlorpyrifos methyl,Cyflufenamid,Profenophos,(S)-Indoxacarb,Trifloxystrobin,Piperonyl butoxide,Tetramethrin,Fluazinam,Pyriproxyfen,Pendimethalin,Chlorpyrifos,(E)-Fenpyroximate,Avermectin B1a
2026-03-20_P136_SP_045,"Soil, P136-RA23",23,RA23,MIL_COB,11/18/25,Neonicotinoid,10.29,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,6.93,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,<LOQ,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,6.88,n.d.,n.d.,0.22,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,14.76,n.d.,n.d.,n.d.
2026-03-20_P136_SP_046,"Soil, P136-RA24",24,RA24,MIL_COB,11/18/25,Fungicide,10.15,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.79,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,<LOQ,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,7.33,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,14.49,<LOQ,n.d.,n.d.
2026-03-20_P136_SP_047,"Soil, P136-RA25",25,RA25,MIL_CRO_2,6/11/25,Neonicotinoid,10.28,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,18.65,2.05,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,445.08,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,4.36,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,496.40,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.82,n.d.,n.d.,n.d.
2026-03-20_P136_SP_048,"Soil, P136-RA26",26,RA26,MIL_CRO_2,6/11/25,Fungicide,10.34,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,19.09,3.43,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,387.50,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,3.91,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,486.79,n.d.,n.d.,0.47,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.
2026-03-20_P136_SP_049,"Soil, P136-RA27",27,RA27,MIL_CRO_2,11/18/25,Neonicotinoid,10.33,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,2.66,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,6.73,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,138.53,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.48,n.d.,n.d.,n.d.
2026-03-20_P136_SP_050,"Soil, P136-RA28",28,RA28,MIL_CRO_2,11/18/25,Fungicide,10.08,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,5.79,4.11,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,4.99,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,76.64,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.
2026-03-20_P136_SP_051,"Soil, P136-RA29",29,RA29,SMI_ARN_2,6/5/25,Neonicotinoid,10.16,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,12.22,1.96,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.81,n.d.,n.d.,0.54,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.72,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
2026-03-20_P136_SP_052,"Soil, P136-RA30",30,RA30,SMI_ARN_2,6/5/25,Fungicide,10.16,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,<LOQ,<LOQ,n.d.,18.91,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,3.84,n.d.,n.d.,1.19,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.16,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.84,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
2026-03-20_P136_SP_053,"Soil, P136-RA31",31,RA31,SMI_ARN_2,11/4/25,Neonicotinoid,10.12,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.20,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.64,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.70,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
2026-03-20_P136_SP_054,"Soil, P136-RA32",32,RA32,SMI_ARN_2,11/4/25,Fungicide,10.31,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.07,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.35,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
2026-03-20_P136_SP_055,"Soil, P136-RA33",33,RA33,SMI_BUR,6/5/25,Neonicotinoid,10.35,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.01,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.53,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,4.23,n.d.,n.d.,n.d.
2026-03-20_P136_SP_056,"Soil, P136-RA34",34,RA34,SMI_BUR,6/5/25,Fungicide,10.13,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,10.17,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.42,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,3.36,n.d.,n.d.,n.d.
2026-03-20_P136_SP_057,"Soil, P136-RA35",35,RA35,SMI_BUR,11/25/25,Neonicotinoid,10.28,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,2.80,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.35,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.
2026-03-20_P136_SP_058,"Soil, P136-RA36",36,RA36,SMI_BUR,11/25/25,Fungicide,10.01,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.
2026-03-20_P136_SP_059,"Soil, P136-RA37",37,RA37,SMI_HOF_2,6/30/25,Neonicotinoid,10.28,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,6.74,3.60,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.14,n.d.,n.d.,n.d.,n.d.,5.90,n.d.,n.d.,0.11,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,8.22,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.
2026-03-20_P136_SP_060,"Soil, P136-RA38",38,RA38,SMI_HOF_2,6/30/25,Fungicide,10.21,n.d.,n.d.,n.d.,n.d.,1.89,n.d.,n.d.,n.d.,6.50,5.48,n.d.,82.80,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,4.41,n.d.,n.d.,4.67,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.42,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,6.64,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.
2026-03-20_P136_SP_061,"Soil, P136-RA39",39,RA39,SMI_HOF_2,11/25/25,Neonicotinoid,10.23,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,3.28,6.84,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.92,n.d.,n.d.,n.d.,n.d.,5.06,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,4.77,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.
2026-03-20_P136_SP_062,"Soil, P136-RA40",40,RA40,SMI_HOF_2,11/25/25,Fungicide,10.31,n.d.,n.d.,n.d.,n.d.,0.54,n.d.,n.d.,n.d.,n.d.,3.53,n.d.,1.43,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.12,n.d.,n.d.,n.d.,n.d.,4.17,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,0.19,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,5.14,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.50,n.d.,n.d.,n.d.
2026-03-20_P136_SP_064,"Soil, P136-RA41",41,RA41,SMI_LAT,6/12/25,Neonicotinoid,10.33,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,24.79,3.20,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.31,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.42,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.97,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,4.46,n.d.,n.d.,0.68,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.
2026-03-20_P136_SP_065,"Soil, P136-RA42",42,RA42,SMI_LAT,6/12/25,Fungicide,10.35,n.d.,n.d.,n.d.,n.d.,3.49,n.d.,n.d.,n.d.,35.95,3.46,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,2.97,n.d.,n.d.,0.48,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,3.86,n.d.,n.d.,n.d.,n.d.,1.84,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,4.29,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,9.82,n.d.,n.d.,2.29,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.
2026-03-20_P136_SP_066,"Soil, P136-RA43",43,RA43,SMI_LAT,11/4/25,Neonicotinoid,10.14,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,4.02,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,3.56,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.42,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,6.30,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,38.06,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.
2026-03-20_P136_SP_067,"Soil, P136-RA44",44,RA44,SMI_LAT,11/4/25,Fungicide,10.25,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,4.12,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,3.04,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.08,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,6.13,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,24.09,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.
2026-03-20_P136_SP_068,"Soil, P136-RA45",45,RA45,STA_FRE,6/13/25,Neonicotinoid,10.17,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,2.26,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,2.03,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,0.20,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.77,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,3.69,n.d.,n.d.,n.d.
2026-03-20_P136_SP_069,"Soil, P136-RA46",46,RA46,STA_FRE,6/13/25,Fungicide,10.15,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.61,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,6.20,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.73,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,<LOQ,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,1.86,n.d.,n.d.,n.d.
