field_id,collection_date,number_seeds,scm_seeds,seed_type,scm_larvae_sum,scm_pupae_sum
WIS_COO,4/30/24,9,0,lima,0,0
WIS_COO,4/30/24,10,0,soy,0,0
WIS_COO,5/14/24,15,0,soy,0,0
WIS_COO,5/14/24,9,0,corn,0,0
WIS_COO,5/14/24,8,0,corn,0,0
WIS_COO,5/14/24,10,0,lima,0,0
WIS_COO,4/30/24,10,0,corn,0,0
WIS_COO_2,4/16/24,9,0,soy,0,0
WIS_COO_2,4/16/24,10,0,corn,0,0
WIS_COO_2,4/16/24,8,0,lima,0,0
WIS_COO_2,4/16/24,10,0,lima,0,0
WIS_COO_2,4/30/24,10,0,soy,0,0
WIS_COO_2,4/30/24,10,0,lima,0,0
WIS_COO_2,4/30/24,10,0,soy,0,0
WIS_COO_2,4/30/24,10,0,corn,0,0
WIS_COO_2,4/30/24,8,0,lima,0,0
WIS_COO_2,4/16/24,11,0,soy,0,0
WIS_COO_2,4/16/24,9,0,corn,0,0
WIS_COO_2,5/14/24,0,0,soy,0,0
WIS_COO_2,5/14/24,7,0,soy,0,0
WIS_COO_2,5/14/24,10,0,lima,0,0
WIS_COO_2,5/14/24,9,0,lima,0,0
WIS_COO_2,5/14/24,9,0,corn,0,0
WIS_COO_2,5/14/24,10,0,corn,0,0
WIS_COO_2,4/30/24,10,0,corn,0,0
WIS_KEN,4/16/24,9,0,corn,0,0
WIS_KEN,4/16/24,10,0,lima,2,0
WIS_KEN,4/16/24,10,0,lima,0,1
WIS_KEN,4/30/24,10,0,lima,0,0
WIS_KEN,4/30/24,10,0,soy,0,0
WIS_KEN,4/30/24,10,0,soy,0,0
WIS_KEN,4/30/24,10,0,corn,0,0
WIS_KEN,4/30/24,7,0,lima,0,1
WIS_KEN,4/16/24,10,0,soy,0,0
WIS_KEN,4/16/24,10,0,corn,0,0
WIS_KEN,4/16/24,9,0,soy,0,0
WIS_KEN,5/14/24,9,0,lima,0,0
WIS_KEN,5/14/24,10,0,lima,0,0
WIS_KEN,5/14/24,9,0,soy,0,0
WIS_KEN,5/14/24,10,0,corn,0,0
WIS_KEN,5/14/24,9,0,corn,0,0
WIS_KEN,5/14/24,8,0,soy,0,0
WIS_KEN,4/30/24,10,0,corn,0,0
ZUE_REE,4/23/24,10,0,lima,0,0
ZUE_REE,4/23/24,10,0,lima,0,0
ZUE_REE,4/23/24,10,0,soy,0,0
ZUE_REE,4/23/24,10,0,soy,0,0
ZUE_REE,4/23/24,10,0,corn,0,0
ZUE_REE,4/23/24,10,0,corn,0,0
ZUE_REE,5/7/24,10,0,corn,0,0
ZUE_REE,5/7/24,10,0,lima,0,0
ZUE_REE,5/7/24,8,0,soy,0,0
ZUE_REE,5/7/24,10,0,soy,0,0
ZUE_REE,5/7/24,7,0,lima,0,0
ZUE_REE,5/7/24,10,0,corn,0,0
ZUE_REE,5/21/24,10,0,lima,0,0
ZUE_REE,5/21/24,10,0,soy,0,0
ZUE_REE,5/21/24,9,0,soy,0,0
ZUE_REE,5/21/24,9,0,lima,0,0
ZUE_REE,5/21/24,10,0,corn,0,0
ZUE_REE,5/21/24,10,0,corn,0,0
