field_id,date,ppt_in,tmin_f,tmean_f,tmax_f,tdmean_f,vpdmin_hPa,vpdmax_hPa
SMI_CRO,5/20/23,0.04,51.5,61.2,71,46.8,3.14,14.26
SMI_CRO,5/21/23,0.03,47.6,57.1,66.6,51.7,0.45,8.31
SMI_CRO,5/22/23,0,44.3,56.8,69.3,46.9,0.49,13.46
SMI_CRO,5/23/23,0,43.7,58,72.3,45.3,0.64,16.33
SMI_CRO,5/24/23,0,51.4,64.2,77,48.7,2.29,20.54
SMI_CRO,5/25/23,0.01,36.1,54.5,72.8,43.7,0.44,14.33
SMI_CRO,5/26/23,0,35.3,49.5,63.8,36.3,0.52,13.04
SMI_CRO,5/27/23,0,39.5,55,70.4,36.6,0.87,18.96
SMI_CRO,5/28/23,0,46,62.2,78.4,42.3,1.24,25.07
SMI_CRO,5/29/23,0,47.1,66.1,85,45.3,1.38,30.89
SMI_CRO,5/30/23,0,51.2,67.8,84.4,46.2,3.24,29.08
SMI_CRO,5/31/23,0,49.5,65.5,81.5,45.7,1.82,25.87
SMI_CRO,6/1/23,0,52.1,69.3,86.6,50.6,1.42,31.72
SMI_CRO,6/2/23,0,55.4,72.5,89.6,53.4,1.5,35.3
SMI_CRO,6/3/23,0.36,57.5,73.7,90,57.8,1.28,33.4
SMI_CRO,6/4/23,0,41.1,55.9,70.8,47,0.49,13.58
SMI_CRO,6/5/23,0,44.3,55.7,67,41.1,0.84,14.84
SMI_CRO,6/6/23,0,48.9,60.5,72.2,43.1,1.97,18.48
SMI_CRO,6/7/23,0.03,44.4,55.3,66.2,46.6,0.49,10.15
SMI_CRO,6/8/23,0.01,47.6,55.7,63.8,44.8,0.69,11.79
SMI_CRO,6/9/23,0.02,45.5,53.9,62.4,48,0.23,8.05
SMI_CRO,6/10/23,0.04,45.3,54.8,64.2,49.5,0.07,8.67
SMI_CRO,6/11/23,0,45.6,58.7,71.9,50,0.12,15.08
SMI_CRO,6/12/23,0,58.1,70,81.8,54.1,2.08,24.84
SMI_CRO,6/13/23,1.32,56.2,66.4,76.5,58.8,0.55,14.49
SMI_CRO,6/14/23,0,51.7,61.7,71.7,51.2,0.63,14.14
SMI_CRO,6/15/23,0.46,54.3,60.3,66.4,55.6,0.26,6.26
SMI_CRO,6/16/23,0,52.7,63.3,73.9,54.2,0.87,14.68
SMI_CRO,6/17/23,0.14,55,60.2,65.4,57.3,0.1,5.2
SMI_CRO,6/18/23,0.1,55.8,61.8,67.8,54.3,0.76,9.88
SMI_CRO,6/19/23,0,51.4,61.6,71.8,54.1,0.7,11.38
SMI_CRO,6/20/23,0,54.8,66.6,78.4,55.5,0.76,19.05
SMI_CRO,6/21/23,0,53.1,66.8,80.4,56.5,0.38,21.02
SMI_CRO,6/22/23,0,50.1,64.2,78.2,54,0.51,19.14
SMI_CRO,6/23/23,0,60,69.5,79,55.7,2.4,19.17
SMI_CRO,6/24/23,0.15,65.7,72,78.3,65.1,0.38,12.26
SMI_CRO,6/25/23,0.17,63.5,70.1,76.8,66.9,0.16,7.91
SMI_CRO,6/26/23,0,64.3,73.9,83.6,66.5,0.25,17.42
SMI_CRO,6/27/23,0.34,61.5,69.9,78.3,64.9,0.25,10.18
SMI_CRO,6/28/23,0.06,63.2,70.2,77.2,64.2,0.83,10.79
SMI_CRO,6/29/23,0.15,59.4,64.5,69.5,59.9,1.14,5.49
SMI_CRO,6/30/23,0,54.3,65.7,77.1,59,0.13,14.7
SMI_CRO,7/1/23,0,61.7,72.3,83,60.9,1.43,22.39
SMI_CRO,7/2/23,0.19,63.3,73.5,83.7,64.2,0.4,18.64
SMI_CRO,7/3/23,0.84,64.2,70.6,76.9,67.5,0.08,7.11
SMI_CRO,7/4/23,0.08,66.5,73.8,81.1,67.8,0.52,12.67
SMI_CRO,7/5/23,0,62.3,74,85.8,66.3,0.32,19.53
SMI_CRO,7/6/23,0,64.1,76.8,89.4,66.6,0.58,26.15
SMI_CRO,7/7/23,0.24,68.3,79.2,90.1,67.3,1.95,27.01
SMI_CRO,7/8/23,1.1,63,73.8,84.6,67.4,0.51,15.71
SMI_CRO,7/9/23,0,64.6,74.3,84.1,64.9,0.94,19.28
SMI_CRO,7/10/23,0.51,64.7,70.9,77.1,66.4,0.31,8.01
SMI_CRO,7/11/23,0.13,58.7,65.2,71.7,62.2,0.34,6.95
SMI_CRO,7/12/23,0.02,62.1,73.5,85,63.6,0.55,21.41
SMI_CRO,7/13/23,0.02,64.5,73.6,82.6,65,0.71,16.97
SMI_CRO,7/14/23,0.58,62.5,74.2,86,65.1,0.52,19.74
SMI_CRO,7/15/23,0.5,63.4,73.6,83.7,65.6,0.48,17.68
SMI_CRO,7/16/23,1.01,66.8,76.4,86,69,0.25,18.87
SMI_CRO,7/17/23,0.06,62.8,72.8,82.7,67.6,0.26,13.82
SMI_CRO,7/18/23,0.03,65.8,74.8,83.7,66.1,0.85,18.59
SMI_CRO,7/19/23,0.03,60.3,71.3,82.3,64.4,0.37,15.64
SMI_CRO,7/20/23,0,55.2,68.4,81.6,57.8,0.61,21.36
SMI_CRO,7/21/23,0.07,60.5,72.2,83.9,59.7,0.9,24.36
SMI_CRO,7/22/23,0,59,68.6,78.1,61.2,0.83,13.21
SMI_CRO,7/23/23,0,53.9,67.2,80.5,55.9,0.76,20.79
SMI_CRO,7/24/23,0,58.2,70.9,83.6,59.1,0.77,23.41
SMI_CRO,7/25/23,0.12,58.5,70.1,81.8,62.5,0.14,16.19
SMI_CRO,7/26/23,0.02,61,70.6,80.3,63.5,0.56,14.84
SMI_CRO,7/27/23,0,64.6,74.8,85.1,65.1,0.67,22.23
SMI_CRO,7/28/23,0.05,67.7,75.4,83.1,69.5,0.9,12.17
SMI_CRO,7/29/23,0,68.8,78.4,88.1,69.2,0.88,22.04
SMI_CRO,7/30/23,0.81,53.5,68.2,82.9,61.8,0.45,13.02
SMI_CRO,7/31/23,0,52.2,63.6,75.1,52.9,0.55,16.47
SMI_CRO,8/1/23,0.02,50.4,62.6,74.8,55.1,0.22,14.56
SMI_CRO,8/2/23,0,46.9,60.1,73.2,48.9,0.5,17.18
SMI_CRO,8/3/23,0,52.4,64.2,76,52.1,0.85,18.61
SMI_CRO,8/4/23,0.74,58.4,68.3,78.2,61.3,0.02,14.31
SMI_CRO,8/5/23,0.47,56.4,66.3,76.2,62.7,0.02,9.36
SMI_CRO,8/6/23,0,51.8,64.6,77.4,57.2,0.3,15.96
SMI_CRO,8/7/23,0.22,56.9,68.7,80.6,59.2,0.48,19.73
SMI_CRO,8/8/23,0.28,65.1,71.1,77,67.3,0.82,7.51
SMI_CRO,8/9/23,0.09,63.5,68.4,73.3,62.4,1.56,7.56
SMI_CRO,8/10/23,0,57.7,70,82.3,59.8,0.28,20.77
SMI_CRO,8/11/23,0.13,56,65.2,74.4,62.2,0.1,8.16
SMI_CRO,8/12/23,0,52.4,64.4,76.4,55.6,0.41,16.4
SMI_CRO,8/13/23,0.12,60.5,70,79.5,63.2,0.55,13.73
SMI_CRO,8/14/23,0.03,59.3,69.4,79.5,60.5,0.8,16.74
SMI_CRO,8/15/23,0.25,62.9,71.2,79.5,62.7,0.49,16.68
SMI_CRO,8/16/23,0,63.7,67.9,72,65.2,0.23,5.37
SMI_CRO,8/17/23,0,63.5,71.7,79.9,65.1,0.77,13
SMI_CRO,8/18/23,0.76,62.7,71.6,80.6,64.9,0.58,14.32
SMI_CRO,8/19/23,0,57.4,65.5,73.6,54.8,1.09,13.47
SMI_CRO,8/20/23,0,51.6,62.3,73.1,52.2,0.63,15.06
SMI_CRO,8/21/23,0,58.2,68.9,79.6,60.4,0.55,17.64
SMI_CRO,8/22/23,0,51.5,65.4,79.2,59.7,0.68,11.2
SMI_CRO,8/23/23,0,54.1,65.2,76.4,53.6,0.81,17.52
SMI_CRO,8/24/23,0,57,67.5,78,55.6,1.15,19.02
SMI_CRO,8/25/23,0.19,60.6,63.6,66.6,61.2,0.47,3.98
SMI_CRO,8/26/23,0.08,64,70.1,76.1,67.2,0.39,6.78
SMI_CRO,8/27/23,0,59.6,69.6,79.7,61.2,1.13,15.84
SMI_CRO,8/28/23,0,53.3,63.9,74.6,55.8,0.43,13.48
SMI_CRO,8/29/23,0.65,57.5,64.4,71.3,62.9,0.46,6.23
SMI_CRO,8/30/23,0.42,62.4,70.4,78.4,64.5,0.66,12.68
SMI_CRO,8/31/23,0.01,51.1,62.9,74.6,56.5,0.77,12.35
SMI_CRO,9/1/23,0,46.6,58.7,70.8,47.9,0.4,14.9
SMI_CRO,9/2/23,0,49.8,62.4,74.9,52.7,0.3,16.48
SMI_CRO,9/3/23,0,56.6,67.8,79.1,60,0.41,17.13
SMI_CRO,9/4/23,0.03,62.7,73.5,84.3,64.7,0.58,18.5
SMI_CRO,9/5/23,0,64.6,75,85.4,67.8,0.53,17.13
SMI_CRO,9/6/23,0,65.1,76.6,88,69.1,0.51,19.49
SMI_CRO,9/7/23,0,65.5,77.1,88.7,68.5,0.62,22.81
SMI_CRO,9/8/23,0.08,64.9,76.8,88.8,67.4,0.6,23.03
SMI_CRO,9/9/23,0.17,62.7,72.7,82.8,65.6,0.6,14.9
SMI_CRO,9/10/23,0.53,62.5,69.1,75.7,64.4,0.32,8.93
SMI_CRO,9/11/23,0.66,64,69.5,75.1,65.5,0.41,7.67
SMI_CRO,9/12/23,0.05,60.5,67.1,73.7,62.1,0.46,8.09
SMI_CRO,9/13/23,0.36,60.9,70.3,79.7,62.3,0.53,17.11
SMI_CRO,9/14/23,0.19,50.5,61.4,72.2,56.8,0.5,8.88
SMI_CRO,9/15/23,0,45,56.7,68.5,47.8,0.48,12.21
SMI_CRO,9/16/23,0,47,57.8,68.7,47.7,0.73,12.65
SMI_CRO,9/17/23,0,47.1,59.5,71.9,49,0.48,14.76
SMI_CRO,9/18/23,0.46,52.3,60.1,67.9,55.3,0.34,9.18
SMI_CRO,9/19/23,0,53.9,60,66.1,55.9,0.32,5.91
SMI_CRO,9/20/23,0,43.7,55.2,66.8,48.5,0.4,10.22
SMI_CRO,9/21/23,0,41.2,54.9,68.6,45.5,0.31,13.58
SMI_CRO,9/22/23,0,42.5,55.7,68.9,47,0.29,13.04
SMI_CRO,9/23/23,0,45.6,58.3,71.1,49.8,0.28,13.82
SMI_CRO,9/24/23,0.13,49.1,54.1,59.2,48.8,0.49,5.8
SMI_CRO,9/25/23,0.25,52.5,57.2,61.8,52.5,0.55,5.83
SMI_CRO,9/26/23,0.02,44.9,54.7,64.5,50.5,0.18,7.17
SMI_CRO,9/27/23,0,40.5,52.9,65.3,45.4,0.28,10.59
SMI_CRO,9/28/23,0,40.4,54.4,68.4,44.5,0.21,14.1
SMI_CRO,9/29/23,0,45.9,57.6,69.3,48.9,0.63,14.76
SMI_CRO,9/30/23,0,52.5,58.1,63.6,53.7,0.47,5.3
SMI_CRO,10/1/23,0,50.1,60.8,71.6,54.4,0.3,10.04
SMI_CRO,10/2/23,0,51.9,64.1,76.3,56.1,0.38,14.24
SMI_CRO,10/3/23,0,50,63,75.9,53.9,0.27,16.31
SMI_CRO,10/4/23,0,51.9,66.8,81.6,58.8,0.1,17.62
SMI_CRO,10/5/23,0,54.6,69.4,84.3,60,0.32,21.69
SMI_CRO,10/6/23,0,58.1,68.9,79.7,56.3,0.96,22.64
SMI_CRO,10/7/23,0.9,58.4,65.2,72,61.2,0.64,8.05
SMI_CRO,10/8/23,0.91,44.7,52.7,60.7,48.8,0.54,1.9
SMI_CRO,10/9/23,0.02,41.8,50.1,58.3,40.6,0.97,8.34
SMI_CRO,10/10/23,0,41.4,48.5,55.6,38,1.1,7.77
SMI_CRO,10/11/23,0.01,44.3,51.1,57.9,42,0.76,8.56
SMI_CRO,10/12/23,0.02,43.8,51.4,59,45.1,0.39,7.72
SMI_CRO,10/13/23,0,35.5,49.5,63.4,41.4,0.28,10.34
SMI_CRO,10/14/23,0,37.2,48.3,59.4,39.5,0.16,9.12
SMI_CRO,10/15/23,0,42,47.5,53.1,42.9,0.55,4.45
SMI_CRO,10/16/23,0,43.9,49.5,55.1,42.5,0.47,6.52
SMI_CRO,10/17/23,0.16,44.6,51.7,58.8,45.5,0.5,6.47
SMI_CRO,10/18/23,0,46.3,51.6,57,45.6,0.6,5.73
SMI_CRO,10/19/23,0,41.3,49.6,57.9,43.6,0.49,7
SMI_CRO,10/20/23,0,44.4,53,61.5,46.3,0.68,8.46
SMI_CRO,10/21/23,0.1,51.7,58.1,64.5,52.8,0.27,6.71
SMI_CRO,10/22/23,0.05,43.2,48.7,54.3,46.2,0.36,2.88
SMI_CRO,10/23/23,0.06,38.9,42.7,46.4,37.1,0.65,3.03
SMI_CRO,10/24/23,0,33.1,43.5,53.8,35.5,0.34,6.67
SMI_CRO,10/25/23,0,39.4,51.2,63,38.9,0.8,11.92
SMI_CRO,10/26/23,0,49.2,61.3,73.4,47.7,1.49,16.94
SMI_CRO,10/27/23,0,50.7,62.2,73.8,51.8,0.88,14.5
SMI_CRO,10/28/23,0,50,63.1,76.1,54.6,0.12,15.81
SMI_CRO,10/29/23,0.04,40.8,54.4,68,45.8,0.73,7.73
SMI_CRO,10/30/23,0.78,40.8,43.8,46.8,41.6,0.21,2.01
SMI_CRO,10/31/23,0.27,31.1,39.7,48.4,38.5,0.26,1.82
SMI_CRO,11/1/23,0.02,31,36.8,42.5,29.4,0.29,4.15
SMI_CRO,11/2/23,0,25.7,33.3,40.8,27.2,0.32,3.18
SMI_CRO,11/3/23,0,29,36.7,44.4,26.3,0.66,5.29
SMI_CRO,11/4/23,0,36.7,46.2,55.8,26.3,2.51,10.8
SMI_CRO,11/5/23,0,41.5,47.9,54.3,36.3,0.95,8.08
SMI_CRO,11/6/23,0,28.3,40.4,52.5,31.7,0.38,6.85
SMI_CRO,11/7/23,0.12,31.3,40.7,50.2,35.8,0.52,5.71
SMI_CRO,11/8/23,0.01,29.6,44.6,59.5,36.4,0.95,6.9
SMI_CRO,11/9/23,0.25,29.5,33.7,37.9,23.6,0.62,3.8
SMI_CRO,11/10/23,0.03,33.4,40.8,48.2,35.2,0.49,3.81
SMI_CRO,11/11/23,0,31.8,40.8,49.8,30.2,0.65,6.89
SMI_CRO,11/12/23,0,30.4,35.8,41.3,26,0.98,3.84
SMI_CRO,11/13/23,0,19.3,29,38.8,20.9,0.31,3.88
SMI_CRO,11/14/23,0.02,21.2,31.8,42.5,28.4,0.26,4.22
SMI_CRO,11/15/23,0.01,25.5,34,42.6,29.5,0.28,3.22
SMI_CRO,11/16/23,0,26.9,39,51.2,30,0.31,6.69
SMI_CRO,11/17/23,0,28.3,43.5,58.8,32.9,0.14,9.94
SMI_CRO,11/18/23,0.09,34.2,47.3,60.4,42.3,0.48,8.96
SMI_CRO,11/19/23,0,26.4,33.8,41.3,26.1,0.49,3.93
SMI_CRO,11/20/23,0.05,23.1,33.9,44.7,25.6,0.45,4.65
SMI_CRO,11/21/23,0,16.7,26.4,36.2,15.6,0.39,4.35
SMI_CRO,11/22/23,0.36,19.2,29.4,39.6,27.4,0.28,3.39
SMI_CRO,11/23/23,0.02,34.7,39.3,43.9,37.7,0.18,1.43
SMI_CRO,11/24/23,0,34.6,39,43.5,31.2,0.94,3.57
SMI_CRO,11/25/23,0,20.4,28,35.6,16.5,0.81,3.35
SMI_CRO,11/26/23,0,21.5,28.9,36.4,20.1,0.56,3.53
SMI_CRO,11/27/23,0.87,24.9,33,41.1,30.3,0.25,4.04
SMI_CRO,11/28/23,0.02,23.1,32.3,41.4,24.8,0.33,3.83
SMI_CRO,11/29/23,0.07,17.6,24.7,31.7,15.4,0.6,3.27
SMI_CRO,11/30/23,0,20.9,26.3,31.8,14.9,0.88,3.09
SMI_CRO,12/1/23,0,24.5,34.3,44,25,0.74,5.1
SMI_CRO,12/2/23,0.07,33.3,39.9,46.5,35.4,0.31,4.73
SMI_CRO,12/3/23,0.03,38.1,42.5,46.8,41.1,0.15,1.37
SMI_CRO,12/4/23,0.92,37.7,40.8,43.9,38.5,0.21,1.41
SMI_CRO,12/5/23,0.02,31.4,37.4,43.5,32.4,0.45,2.46
SMI_CRO,12/6/23,0.03,26.6,30.6,34.6,26,0.25,2.16
SMI_CRO,12/7/23,0.01,21.8,26.5,31.2,20.4,0.49,1.71
SMI_CRO,12/8/23,0.05,22.8,27.7,32.6,24.6,0.5,1.79
SMI_CRO,12/9/23,0,29,36.9,44.7,31.3,0.22,3.83
SMI_CRO,12/10/23,0.18,38,44.4,50.8,38.3,1.15,4.2
SMI_CRO,12/11/23,1.08,31.7,41.7,51.8,40.5,0.28,2.08
SMI_CRO,12/12/23,0.01,28.7,32.3,35.9,25.6,0.29,2.12
SMI_CRO,12/13/23,0,26.7,33,39.3,23.6,0.75,3.82
SMI_CRO,12/14/23,0.02,19.3,27.4,35.5,18.1,0.58,3.42
SMI_CRO,12/15/23,0,19.7,28.4,37.1,19.1,0.66,3.91
SMI_CRO,12/16/23,0,26.9,38.8,50.7,29.4,0.62,6.42
SMI_CRO,12/17/23,0,31,39.7,48.4,31.6,0.58,5.35
SMI_CRO,12/18/23,1.48,40.7,44.7,48.7,41.7,0.33,2.05
SMI_CRO,12/19/23,0.46,30.1,39.3,48.5,36.4,0.35,2.1
SMI_CRO,12/20/23,0,20.9,26.7,32.6,19.8,0.6,2.16
SMI_CRO,12/21/23,0,22.9,28.4,33.9,23.1,0.71,2.38
SMI_CRO,12/22/23,0,13.6,22.4,31.2,12.3,0.41,3.2
SMI_CRO,12/23/23,0,13.7,23.4,33,15.4,0.38,3.43
SMI_CRO,12/24/23,0.03,27.2,31.4,35.5,25.5,0.64,2.83
SMI_CRO,12/25/23,0.02,33.1,35.4,37.8,34.6,0.15,0.81
SMI_CRO,12/26/23,0,31.4,40.3,49.2,35.2,0.16,3.63
SMI_CRO,12/27/23,0.43,33,39.3,45.6,40,0.11,1.78
SMI_CRO,12/28/23,0.27,42.7,45.9,49.1,43.6,0.32,1.52
SMI_CRO,12/29/23,0.08,41.8,45.7,49.6,43.2,0.31,1.88
SMI_CRO,12/30/23,0.15,33.7,38.7,43.7,37.6,0.14,1.24
SMI_CRO,12/31/23,0.03,30.1,33.8,37.4,27.7,0.43,1.9
,,,,,,,,
SMI_CAN,1/1/23,0.07,35.7,42.5,49.3,42.3,0.1,2.37
SMI_CAN,1/2/23,0,34,37.2,40.4,31.5,0.55,2.6
SMI_CAN,1/3/23,0,31.6,37.5,43.5,31.9,0.3,2.96
SMI_CAN,1/4/23,0.46,33.4,40.1,46.9,38.1,0.11,1.1
SMI_CAN,1/5/23,0.23,36.7,43.6,50.4,42.3,0.1,2.11
SMI_CAN,1/6/23,0,31.1,38.5,45.9,34,0.12,3.58
SMI_CAN,1/7/23,0.04,30.9,33.9,36.8,30.4,0.12,1.57
SMI_CAN,1/8/23,0,19.1,26.4,33.6,22.5,0.34,1.71
SMI_CAN,1/9/23,0,18.1,24.1,30.2,17.5,0.3,2.21
SMI_CAN,1/10/23,0.02,24.5,28.1,31.7,23.7,0.4,1.83
SMI_CAN,1/11/23,0,13.5,21.2,28.8,18.3,0.27,1.55
SMI_CAN,1/12/23,0,13.8,22.9,32,20,0.34,2.2
SMI_CAN,1/13/23,0.86,30.8,36.1,41.4,35,0.1,1.26
SMI_CAN,1/14/23,0.06,18.5,27.7,36.8,23.4,0.08,1.31
SMI_CAN,1/15/23,0,13.1,17.3,21.5,14.4,0.19,0.9
SMI_CAN,1/16/23,0,9.5,16.6,23.6,13.4,0.02,1.13
SMI_CAN,1/17/23,0,10,21.6,33.1,14.6,0.02,3.21
SMI_CAN,1/18/23,0.1,15.3,26.3,37.2,26.3,0.08,2.57
SMI_CAN,1/19/23,0.04,28.9,32.7,36.5,31.9,0.15,0.88
SMI_CAN,1/20/23,1,28.9,31.9,34.8,31.2,0.08,0.98
SMI_CAN,1/21/23,0.12,25.6,29.2,32.8,27.9,0.08,0.81
SMI_CAN,1/22/23,0,25.1,27.1,29.1,21.5,0.48,1.52
SMI_CAN,1/23/23,0.58,26.8,29,31.3,26.4,0.03,1.52
SMI_CAN,1/24/23,0.05,25.8,28.1,30.4,25,0.06,1.21
SMI_CAN,1/25/23,0,21.9,26.9,31.9,23.4,0.29,1.62
SMI_CAN,1/26/23,0.3,22.2,28.6,35.1,28.2,0,1.35
SMI_CAN,1/27/23,0.03,20.2,27,33.7,21.8,0.29,1.81
SMI_CAN,1/28/23,0.01,22.3,27.2,32.1,20.1,0.39,2.3
SMI_CAN,1/29/23,0,19.8,29.1,38.5,20.4,0.19,4.26
SMI_CAN,1/30/23,0.02,21.6,30.2,38.8,27.4,0.09,2.66
SMI_CAN,1/31/23,0.15,20.4,24.7,29,22.8,0.18,1.17
SMI_CAN,2/1/23,0,6.1,14.3,22.4,7.9,0.31,1.78
SMI_CAN,2/2/23,0,3.8,13.4,23,6.6,0.32,2.19
SMI_CAN,2/3/23,0.02,2.3,16.7,31.1,8.1,0.34,3.64
SMI_CAN,2/4/23,0.01,-18.6,-7.9,2.9,-15.4,0.19,0.77
SMI_CAN,2/5/23,0,-18.2,-0.2,17.9,-4.9,0.22,1.7
SMI_CAN,2/6/23,0,18.7,28.9,39.1,20.2,0.44,4.56
SMI_CAN,2/7/23,0,10.6,22.5,34.5,18.2,0.21,2.05
SMI_CAN,2/8/23,0,12.7,24.9,37,23.3,0.29,3.72
SMI_CAN,2/9/23,0,21.1,30.8,40.4,24,0.23,4.02
SMI_CAN,2/10/23,0.35,26.4,35.8,45.2,35.4,0.21,2.17
SMI_CAN,2/11/23,0.06,25.2,32.9,40.5,26.5,0.52,2.56
SMI_CAN,2/12/23,0,17.1,23.8,30.5,17.8,0.29,2.24
SMI_CAN,2/13/23,0,18.3,31.1,43.9,19.6,0.25,6.24
SMI_CAN,2/14/23,0,20.6,34,47.5,23.7,0.4,7.66
SMI_CAN,2/15/23,0,27.7,36.2,44.6,23.6,0.73,5.82
SMI_CAN,2/16/23,0,33.1,46.5,59.9,33.2,0.9,10.69
SMI_CAN,2/17/23,0.02,33.9,42,50.1,36.7,0.52,4.29
SMI_CAN,2/18/23,0.04,13.8,29.5,45.1,19.3,0.27,1.69
SMI_CAN,2/19/23,0,14.3,25.3,36.3,15.6,0.55,4.44
SMI_CAN,2/20/23,0,25.4,33.9,42.5,22.7,0.74,5.51
SMI_CAN,2/21/23,0,22.1,33.9,45.8,25.1,0.27,5.16
SMI_CAN,2/22/23,0.1,22.3,30.8,39.3,24.3,0.25,3.27
SMI_CAN,2/23/23,0.63,25.5,28.3,31.1,23.7,0.19,2.28
SMI_CAN,2/24/23,0.13,21.7,30,38.3,27.5,0.08,1.89
SMI_CAN,2/25/23,0.02,6.8,14.1,21.4,8,0.33,1.37
SMI_CAN,2/26/23,0.14,7.9,14.5,21.1,12.7,0.19,1
SMI_CAN,2/27/23,0.02,16.5,25.7,34.8,18.9,0.43,2.83
SMI_CAN,2/28/23,0.31,17.4,25.5,33.6,18.6,0.18,3.59
SMI_CAN,3/1/23,0.1,17.3,24.8,32.3,24.4,0.11,1.72
SMI_CAN,3/2/23,0.07,19.3,27.8,36.3,26.4,0.12,2.94
SMI_CAN,3/3/23,0,19.6,28.3,36.9,26.3,0.11,1.95
SMI_CAN,3/4/23,0.58,20.5,29.4,38.3,22.8,0.06,4.98
SMI_CAN,3/5/23,0.08,27.9,31.8,35.6,28.4,0.08,1.39
SMI_CAN,3/6/23,0,28,32.6,37.2,28,0.52,2.29
SMI_CAN,3/7/23,0,22.6,31.4,40.1,15.7,0.64,5.7
SMI_CAN,3/8/23,0,20.9,25.8,30.6,15.1,0.61,2.85
SMI_CAN,3/9/23,0,21,25.3,29.5,19.1,0.51,1.92
SMI_CAN,3/10/23,0,15.8,23.9,32.1,18.9,0.23,2.14
SMI_CAN,3/11/23,0.24,17.2,27.6,38,24.6,0.09,3.68
SMI_CAN,3/12/23,0.03,9.1,20.6,32.2,19.7,0.1,1.89
SMI_CAN,3/13/23,0,11,24.7,38.5,22.5,0.17,4.07
SMI_CAN,3/14/23,0.55,27.7,31.8,35.8,30.1,0.05,1.18
SMI_CAN,3/15/23,0.6,21.9,26.2,30.6,24.4,0.05,1.34
SMI_CAN,3/16/23,0,14.7,23.6,32.5,15.5,0.41,3.19
SMI_CAN,3/17/23,0,17.3,31.7,46.1,22.7,0.37,6.79
SMI_CAN,3/18/23,0.34,30.3,36.7,43,32.8,0.22,2.48
SMI_CAN,3/19/23,0.06,17,27.6,38.2,16.3,0.4,4.19
SMI_CAN,3/20/23,0,15,21.9,28.8,11.2,0.55,2.87
SMI_CAN,3/21/23,0,16.3,30.5,44.6,14.1,0.3,7.64
SMI_CAN,3/22/23,0,25,38,50.9,22.8,0.46,8.59
SMI_CAN,3/23/23,0,28.2,41.6,55,28.2,0.33,10.48
SMI_CAN,3/24/23,0.17,30.3,39.9,49.6,36.7,0.35,2.44
SMI_CAN,3/25/23,0,24.4,33.4,42.3,23.5,0.41,4.75
SMI_CAN,3/26/23,0.17,30.6,35,39.5,30.8,0.15,2.9
SMI_CAN,3/27/23,0,23.4,35.8,48.2,22.1,0.5,7.71
SMI_CAN,3/28/23,0.23,27.1,36.5,45.9,28.9,0.1,6.21
SMI_CAN,3/29/23,0,21.9,32.1,42.4,23.9,0.25,4.79
SMI_CAN,3/30/23,0.07,17.8,33.2,48.6,19.5,0.23,7.9
SMI_CAN,3/31/23,0,17.5,25.7,33.8,12.7,0.53,4
SMI_CAN,4/1/23,0.46,25.7,36.9,48,31.9,0.22,5.26
SMI_CAN,4/2/23,0.11,21.6,42.9,64.2,33.3,0.22,14.34
SMI_CAN,4/3/23,0,19.9,27.7,35.4,9.4,0.88,5.08
SMI_CAN,4/4/23,0.08,27.3,43.2,59.1,29,0.39,11.99
SMI_CAN,4/5/23,0.11,38.3,47.6,56.8,36.7,0.82,7.32
SMI_CAN,4/6/23,0.35,42,52.2,62.3,47.8,0.27,7.47
SMI_CAN,4/7/23,0.02,31.5,44.8,58.1,34,0.28,6.83
SMI_CAN,4/8/23,0,19.5,29.2,38.9,16.8,0.51,4.73
SMI_CAN,4/9/23,0,19.9,32.1,44.2,12.9,0.58,7.57
SMI_CAN,4/10/23,0,22.6,36.6,50.5,16.5,0.55,9.76
SMI_CAN,4/11/23,0,28.1,44.7,61.3,23.6,0.64,14.57
SMI_CAN,4/12/23,0,38.2,52.6,66.9,32.1,2.43,16.84
SMI_CAN,4/13/23,0,44.5,58.9,73.3,38.2,2.17,20.07
SMI_CAN,4/14/23,0,44.5,62.7,80.8,43.5,0.94,25.38
SMI_CAN,4/15/23,0,45.8,63.6,81.3,42.3,1.19,28.53
SMI_CAN,4/16/23,0,47.8,62.9,78,51.2,0.08,20.04
SMI_CAN,4/17/23,0.19,44.4,59,73.7,51.5,0.29,15.26
SMI_CAN,4/18/23,0.17,34.6,43,51.4,36.6,0.27,4.63
SMI_CAN,4/19/23,0.04,30.6,36,41.4,28.5,0.57,3.49
SMI_CAN,4/20/23,0,29.4,35.3,41.3,27.4,0.45,3.55
SMI_CAN,4/21/23,0,34.8,47.4,60,32.5,2.18,11.39
SMI_CAN,4/22/23,0,45.4,62.1,78.7,43.9,0.58,23.99
SMI_CAN,4/23/23,0.91,43,54.3,65.6,46.6,0.15,10.43
SMI_CAN,4/24/23,0.18,33.5,42,50.4,36.7,0.26,4.4
SMI_CAN,4/25/23,0.05,30.5,38.3,46.1,32.5,0.22,4.48
SMI_CAN,4/26/23,0.02,26.7,36.3,45.9,28.3,0.16,5.73
SMI_CAN,4/27/23,0.13,31.1,40.3,49.5,34.3,0.09,5.44
SMI_CAN,4/28/23,0,32.9,44.3,55.7,33.3,0.09,9.45
SMI_CAN,4/29/23,0.34,40.1,49.4,58.8,36.7,0.6,9.75
