,card_id,field_id,date_collected,total_scm,scm_male,scm_female,florilega,season_total,male_total,female_total,weekly_prop,weekly_prop_f,weekly_prop_m,season_prop,total_flies,week,year,ppt_in,tmin_f,tmean_f,tmax_f,tdmean_f,vpdmin_hPa,vpdmax_hPa,prop_corn_current_year_500m,prop_soy_current_year_500m,prop_ag_current_year_500m,prop_nat_current_year_500m,prop_semi_nat_current_year_500m,prop_corn_current_year_1000m,prop_soy_current_year_1000m,prop_ag_current_year_1000m,prop_nat_current_year_1000m,prop_semi_nat_current_year_1000m,prop_corn_previous_year_500m,prop_soy_previous_year_500m,prop_ag_previous_year_500m,prop_nat_previous_year_500m,prop_semi_nat_previous_year_500m,prop_corn_previous_year_1000m,prop_soy_previous_year_1000m,prop_ag_previous_year_1000m,prop_nat_previous_year_1000m,prop_semi_nat_previous_year_1000m,previous_crop,cover_crop,manure,tillage,soil_texture,ph,organic_matter
449,2860,KAT_BAR,6/5/23,19,14,5,0,769,226,543,0.024707412,0.009208103,0.061946903,0.905071521,19,23,2023,0.048571429,45.44285714,57.58571429,69.7,44.52857143,0.578571429,16.11142857,0.150015659,0.024115252,0.186658315,0.465079862,0.165988099,0.150015659,0.024115252,0.186658315,0.465079862,0.165988099,0.328234544,0.005736138,0.38623327,0.275334608,0.149139579,0.120152575,0.020979021,0.223617292,0.469961856,0.149237127,Soybean,No,No,Yes,5,5.867260933,22.92560768
450,2986,SMI_CAN,6/5/23,149,86,63,1,657,260,397,0.226788432,0.158690176,0.330769231,0.843226788,150,23,2023,0.058571429,42.11428571,52.04285714,62.01428571,43.72857143,0.194285714,9.75,0.141579272,0.020049352,0.295805059,0.277606416,0.220542875,0.141579272,0.020049352,0.295805059,0.277606416,0.220542875,0.134282178,0.008044554,0.273514851,0.404084158,0.190594059,0.162074303,0.01130031,0.447213622,0.276934985,0.200773994,Silage Corn,No,Yes,Yes,5,5.585507393,15.5769558
451,2984,SMI_HOF,6/5/23,1,0,1,0,444,244,200,0.002252252,0.005,0,0.797297297,1,23,2023,0.05,45.92857143,56.92857143,67.95714286,44.58571429,0.772857143,14.13428571,0.110834371,0.057285181,0.215442092,0.453611457,0.205790785,0.110834371,0.057285181,0.215442092,0.453611457,0.205790785,0.076244486,0,0.195337114,0.619407687,0.06805293,0.157239641,0.007405073,0.249251615,0.459587207,0.197888766,Silage Corn,Yes,No,Yes,5,5.903712749,31.93047523
452,2892,GAB_ALL,6/5/23,4,4,0,0,1143,822,321,0.003499563,0,0.00486618,0.440944882,4,23,2023,0.144285714,49.61428571,59.05714286,68.54285714,48.67142857,1.072857143,12.81428571,0.017310665,0,0.02194745,0.588871716,0.062751159,0.017310665,0,0.02194745,0.588871716,0.062751159,0.00618047,0,0.030284302,0.592707046,0.145241038,0.005874169,0.010975421,0.030298346,0.58417066,0.065852527,Silage Corn,No,Yes,Yes,5,5.886958599,28.32917595
453,2988,SMI_COB,6/5/23,24,22,2,0,245,187,58,0.097959184,0.034482759,0.117647059,0.885714286,24,23,2023,0.034285714,45.67142857,55.58571429,65.54285714,45.95714286,0.684285714,11.32285714,0.140111593,0.001549907,0.348419095,0.162430254,0.207067576,0.140111593,0.001549907,0.348419095,0.162430254,0.207067576,0.034246575,0.00871731,0.321295143,0.221668742,0.215442092,0.083905178,0.005614473,0.330474111,0.151902682,0.272925764,Silage Corn,Yes,No,No,4,5.930618286,20.99067307
454,2838,DIP_CUR,6/6/23,21,13,8,4,1308,655,653,0.016055046,0.012251149,0.019847328,0.503058104,25,23,2023,0.018571429,43.41428571,54.35714286,65.32857143,42.3,0.888571429,12.98571429,0.308626596,0.06944877,0.54936157,0.164123326,0.143880411,0.308626596,0.06944877,0.54936157,0.164123326,0.143880411,0.338983051,0.03138732,0.61393597,0.133082235,0.16007533,0.350290469,0.063118229,0.613597111,0.169414351,0.138326268,Silage Corn,Yes,No,No,4,5.927192211,18.15420723
455,2804,STA_COL,6/6/23,11,9,2,0,720,532,188,0.015277778,0.010638298,0.016917293,0.619444444,11,23,2023,0.014285714,51.02857143,59.72857143,68.41428571,45.32857143,1.907142857,14.83,0.271051014,0.052858021,0.55654579,0.158881377,0.178549478,0.271051014,0.052858021,0.55654579,0.158881377,0.178549478,0.55006105,0.101343101,0.812576313,0.038461538,0.076312576,0.274777539,0.091132249,0.591745934,0.164007364,0.147744707,Silage Corn,Yes,Yes,No,5,6.560458183,23.67193604
456,2805,STA_COL,6/6/23,19,15,4,1,720,532,188,0.026388889,0.021276596,0.028195489,0.645833333,20,23,2023,0.014285714,51.02857143,59.72857143,68.41428571,45.32857143,1.907142857,14.83,0.271051014,0.052858021,0.55654579,0.158881377,0.178549478,0.271051014,0.052858021,0.55654579,0.158881377,0.178549478,0.55006105,0.101343101,0.812576313,0.038461538,0.076312576,0.274777539,0.091132249,0.591745934,0.164007364,0.147744707,Silage Corn,Yes,Yes,No,5,6.560458183,23.67193604
457,2806,STA_HEM,6/6/23,163,83,80,7,1309,715,594,0.124522536,0.134680135,0.116083916,0.53934301,170,23,2023,0.011428571,51.1,59.21428571,67.31428571,45.48571429,2.282857143,13.63,0.286287832,0.106856084,0.547560222,0.199505868,0.152563311,0.286287832,0.106856084,0.547560222,0.199505868,0.152563311,0.369202226,0.031539889,0.562770563,0.193568336,0.153370439,0.290197897,0.089208411,0.572820037,0.198670377,0.140538033,Silage Corn,Yes,Yes,Yes,4,6.554670334,26.48303223
458,2808,STA_HEM_2,6/6/23,32,17,15,0,891,516,375,0.035914703,0.04,0.032945736,0.497194164,32,23,2023,0.012857143,50.61428571,58.72857143,66.8,45.22857143,2.227142857,13.30857143,0.260896445,0.02812983,0.565378671,0.200309119,0.136012365,0.260896445,0.02812983,0.565378671,0.200309119,0.136012365,0.334572491,0.005576208,0.724907063,0.128252788,0.078066914,0.174566295,0.034696406,0.576982652,0.194392813,0.123451053,Grain Corn,Yes,Yes,Yes,4,6.685321331,23.87444115
459,2810,STA_WIL,6/6/23,1,1,0,0,281,230,51,0.003558719,0,0.004347826,0.921708185,1,23,2023,0.005714286,51.72857143,60.04285714,68.31428571,45.44285714,2.348571429,14.54571429,0.241368681,0.017879162,0.487977805,0.305487053,0.114981504,0.241368681,0.017879162,0.487977805,0.305487053,0.114981504,0.127149877,0.007371007,0.587223587,0.131449631,0.156019656,0.194632943,0.013109192,0.522208513,0.303207896,0.110734115,Silage Corn,Yes,No,Yes,4,6.444833279,34.71776962
460,2834,LET_NOB,6/6/23,46,29,17,3,977,669,308,0.047082907,0.055194805,0.043348281,0.466734903,49,23,2023,0.001428571,48.47142857,57.81428571,67.2,44.7,1.382857143,13.93714286,0.44619666,0.014533086,0.739950526,0.147186147,0.058441558,0.44619666,0.014533086,0.739950526,0.147186147,0.058441558,0.455052697,0.047737136,0.735895846,0.120272784,0.060136392,0.378466305,0.067544539,0.756777692,0.155538342,0.040588691,Silage Corn,Yes,Yes,Yes,4,6.663196564,25.65228653
461,2836,LET_TAB,6/6/23,5,3,2,0,465,281,184,0.010752688,0.010869565,0.010676157,0.965591398,5,23,2023,0.022857143,47.2,56.55714286,65.91428571,43.64285714,1.282857143,13.29142857,0.273178295,0.011472868,0.648682171,0.222945736,0.062325581,0.273178295,0.011472868,0.648682171,0.222945736,0.062325581,0.382554517,0.000623053,0.584423676,0.280996885,0.037383178,0.334164977,0.007016997,0.680024949,0.225323562,0.031810385,Silage Corn,Yes,Yes,No,5,6.075114727,22.3497448
462,2840,POV_DUN,6/6/23,0,0,0,0,275,185,90,0,0,0,0.927272727,0,23,2023,0.074285714,43.88571429,54.95714286,66.05714286,43.75714286,0.391428571,13.23428571,0.002804612,0.001246494,0.031785603,0.479588657,0.272982237,0.002804612,0.001246494,0.031785603,0.479588657,0.272982237,0.006926952,0.001889169,0.10768262,0.47418136,0.331234257,0.002672116,0.00047155,0.116944357,0.487896888,0.261867337,Silage Corn,No,No,No,4,5.781182766,20.7029171
463,2832,STA_SWE,6/6/23,5,1,4,0,366,297,69,0.013661202,0.057971014,0.003367003,0.844262295,5,23,2023,0.025714286,49.07142857,58.32857143,67.61428571,44.72857143,1.641428571,14.27,0.266069221,0.01946848,0.502163164,0.253090235,0.136897404,0.266069221,0.01946848,0.502163164,0.253090235,0.136897404,0.316542289,0.043532338,0.672263682,0.104477612,0.111940299,0.29850978,0.028407327,0.56116113,0.264669357,0.096864328,Silage Corn,Yes,Yes,Yes,5,6.38201952,33.36382294
464,2881,ZUE_REE,6/6/23,46,28,18,2,2497,1359,1138,0.018422107,0.015817223,0.020603385,0.293552263,48,23,2023,0.028571429,52.14285714,60.22857143,68.34285714,45.58571429,2.618571429,14.51142857,0.129882207,0.14383137,0.500619963,0.149411035,0.119652821,0.129882207,0.14383137,0.500619963,0.149411035,0.119652821,0.070807453,0.199378882,0.582608696,0.173291925,0.165217391,0.07720988,0.209414323,0.523380457,0.148982445,0.114338978,Pumpkins,No,No,Yes,4,6.537268639,24.44252777
465,2968,SMI_JOH,6/6/23,2,0,2,0,497,258,239,0.004024145,0.008368201,0,0.430583501,2,23,2023,0.094285714,48.28571429,57.72857143,67.17142857,45.52857143,1.182857143,13.15142857,0.145672929,0.129966123,0.343393902,0.354173083,0.178318448,0.145672929,0.129966123,0.343393902,0.354173083,0.178318448,0.275246305,0.003694581,0.480295567,0.269704433,0.180418719,0.265186556,0.00431699,0.39978415,0.370490287,0.157415973,Wheat,No,Yes,Yes,5,6.416008472,24.34096146
466,2970,SMI_JOH_2,6/6/23,24,13,11,0,302,184,118,0.079470199,0.093220339,0.070652174,0.910596026,24,23,2023,0.047142857,48.3,57.87142857,67.44285714,45.88571429,1.1,13.31142857,0.231906375,0.004003696,0.310748383,0.467508469,0.118878965,0.231906375,0.004003696,0.310748383,0.467508469,0.118878965,0.023327195,0.04849601,0.421731123,0.345610804,0.114180479,0.065106972,0.095428659,0.343081422,0.46052024,0.118362321,Wheat,Yes,No,Yes,5,6.468092918,24.67160034
467,2982,SMI_HOL,6/6/23,13,10,3,0,352,226,126,0.036931818,0.023809524,0.044247788,0.767045455,13,23,2023,0.042857143,47.31428571,57.34285714,67.41428571,47.05714286,0.88,12.37857143,0.201545595,0.022256569,0.39690881,0.267078825,0.105409583,0.201545595,0.022256569,0.39690881,0.267078825,0.105409583,0.298701299,0.009894867,0.799628942,0.081014224,0.089672233,0.218319666,0.00448708,0.572025375,0.271081541,0.105369024,Grain Corn,No,No,Yes,5,6.415804386,25.43291092
468,2972,SMI_DUR,6/6/23,12,11,1,0,1550,602,948,0.007741935,0.001054852,0.018272425,0.988387097,12,23,2023,0.05,50.07142857,59.15714286,68.22857143,45.84285714,1.77,14.16714286,0.110255621,0.07145057,0.292577764,0.436094857,0.157068063,0.110255621,0.07145057,0.292577764,0.436094857,0.157068063,0.332103321,0.009840098,0.412669127,0.38499385,0.114391144,0.228140394,0.013238916,0.326508621,0.433189655,0.144550493,Silage Corn,Yes,Yes,No,5,6.667976379,34.23325348
469,2974,SMI_LAT,6/6/23,43,27,16,0,521,197,324,0.082533589,0.049382716,0.137055838,0.921305182,43,23,2023,0.03,43.01428571,55.15714286,67.28571429,46.15714286,0.015714286,12.59142857,0.215594905,0.000310655,0.448275862,0.278347313,0.117738428,0.215594905,0.000310655,0.448275862,0.278347313,0.117738428,0.182440847,0.054171856,0.53860523,0.253424658,0.102739726,0.18591242,0.032102228,0.494623656,0.27411563,0.116097865,Silage Corn,Yes,Yes,Yes,5,5.557508469,21.01000977
470,2976,SMI_KEL,6/6/23,29,14,15,0,328,147,181,0.088414634,0.082872928,0.095238095,0.359756098,29,23,2023,0.032857143,46.37142857,56.77142857,67.17142857,46.12857143,0.692857143,12.87142857,0.273343606,0.009861325,0.358089368,0.267180277,0.163328197,0.273343606,0.009861325,0.358089368,0.267180277,0.163328197,0.060456508,0.110425663,0.410857495,0.438618137,0.078963603,0.111660232,0.197220077,0.563706564,0.265791506,0.116602317,Silage Corn,Yes,Yes,Yes,5,6.507095337,28.20439339
471,2978,SMI_DOU,6/6/23,3,1,2,0,114,52,62,0.026315789,0.032258065,0.019230769,0.692982456,3,23,2023,0.064285714,44.45714286,54.71428571,64.98571429,46.01428571,0.265714286,11.03857143,0.025261861,0.048367221,0.172520025,0.204559458,0.199014171,0.025261861,0.048367221,0.172520025,0.204559458,0.199014171,0.033846154,0.081846154,0.583384615,0.107076923,0.214769231,0.046504466,0.036495226,0.497228211,0.205112411,0.177702495,Soybean,No,Yes,Yes,5,6.29728651,24.98108101
472,2980,SMI_MCC,6/6/23,11,6,5,0,264,138,126,0.041666667,0.03968254,0.043478261,0.643939394,11,23,2023,0.057142857,43.87142857,53.91428571,63.88571429,45.75714286,0.22,10.25285714,0.093008931,0.065906991,0.193717277,0.263319988,0.262704034,0.093008931,0.065906991,0.193717277,0.263319988,0.262704034,0.199261993,0.117466175,0.67404674,0.064575646,0.208487085,0.115461385,0.032703823,0.460770766,0.264854906,0.222171043,Soybean,No,No,No,5,6.356281281,15.2996912
473,2842,DIP_PAT,6/6/23,76,51,25,1,1602,817,785,0.047440699,0.031847134,0.062423501,0.34019975,77,23,2023,0.004285714,49.07142857,58.75714286,68.5,45.84285714,1.262857143,14.61428571,0.256710892,0.140080222,0.721382289,0.14594261,0.053687134,0.256710892,0.140080222,0.721382289,0.14594261,0.053687134,0.504944376,0.014833127,0.615574784,0.35723115,0.021013597,0.41602227,0.079647386,0.755799567,0.151716672,0.039746366,Silage Corn,Yes,Yes,,5,6.454941273,26.51252174
474,2952,MIL_CHA,6/9/23,8,6,2,0,277,157,120,0.028880866,0.016666667,0.038216561,0.963898917,8,23,2023,0.17,44.31428571,54.45714286,64.61428571,44.35714286,0.375714286,11.52714286,0.292412091,0.211597779,0.667797656,0.15885256,0.102097471,0.292412091,0.211597779,0.667797656,0.15885256,0.102097471,0.490147783,0.02955665,0.754926108,0.069581281,0.075738916,0.42769136,0.09795164,0.69012783,0.161096566,0.091637148,Silage Corn,No,Yes,Yes,5,6.120146751,20.23761559
475,2958,MIL_MCC,6/9/23,44,32,12,3,439,240,199,0.10022779,0.060301508,0.133333333,1,47,23,2023,0.115714286,43.94285714,54.65714286,65.35714286,44.37142857,0.357142857,12.15714286,0.200738916,0.253694581,0.501539409,0.303571429,0.11453202,0.200738916,0.253694581,0.501539409,0.303571429,0.11453202,0.3432282,0.226963513,0.586270872,0.365491651,0.042053185,0.257456344,0.167362077,0.526348323,0.308607634,0.120537784,Soybean,No,Yes,No,5,6.210189819,27.60095024
476,2964,MIL_YOD,6/9/23,72,55,17,0,501,299,202,0.143712575,0.084158416,0.183946488,1,72,23,2023,0.125714286,44.72857143,54.97142857,65.18571429,44.15714286,0.508571429,12.15714286,0.159567901,0.087654321,0.439197531,0.282716049,0.186111111,0.159567901,0.087654321,0.439197531,0.282716049,0.186111111,0.181257707,0.113440197,0.548705302,0.388409371,0.062885327,0.213491818,0.072553257,0.491355357,0.279098487,0.183698672,Soybean,Yes,Yes,No,5,6.349746704,20.46067619
477,6086,WIS_COO_2,6/9/23,0,0,0,0,295,206,89,0,0,0,0.257627119,0,23,2023,0.014285714,43.87142857,55.28571429,66.68571429,45.42857143,0.587142857,12.27714286,0.086559647,0.028958137,0.146049732,0.548001259,0.162732137,0.086559647,0.028958137,0.146049732,0.548001259,0.162732137,0.096981374,0.138728324,0.316634554,0.453436095,0.125240848,0.069302177,0.04081306,0.196702945,0.549295775,0.157010243,Silage Corn,No,No,No,5,5.979127407,44.69318771
478,6100,WIS_MEG,6/9/23,1,1,0,0,251,124,127,0.003984064,0,0.008064516,0.996015936,1,23,2023,0.035714286,46.81428571,58.72857143,70.64285714,46.77142857,0.801428571,15.18714286,0.082419304,0.000626763,0.123472266,0.270761517,0.261360075,0.082419304,0.000626763,0.123472266,0.270761517,0.261360075,0.106234097,0.010178117,0.251908397,0.218193384,0.220101781,0.059188544,0.017979316,0.191408115,0.273349244,0.231821798,Sweet Corn,No,No,Yes,4,5.365185261,16.90901184
479,6110,SEA_HOO,6/9/23,19,12,7,4,2273,1338,935,0.008358997,0.007486631,0.00896861,0.113506379,23,23,2023,0.034285714,50.52857143,58.82857143,67.12857143,44.97142857,1.97,13.64428571,0.219527363,0.179726368,0.765547264,0.113495025,0.043221393,0.219527363,0.179726368,0.765547264,0.113495025,0.043221393,0.187149095,0.132875858,0.746724891,0.147223955,0.029320025,0.259756478,0.152357165,0.782391508,0.113019045,0.03886981,Mixed Veg,Yes,Yes,Yes,4,6.488575935,26.25037003
480,6096,WIS_KEN,6/9/23,28,19,9,4,448,296,152,0.0625,0.059210526,0.064189189,0.78125,32,23,2023,0.048571429,47.47142857,59.3,71.12857143,47.22857143,0.764285714,15.37428571,0.000315259,0.000630517,0.039722573,0.289407314,0.106872636,0.000315259,0.000630517,0.039722573,0.289407314,0.106872636,0.005157963,0,0.09929078,0.320438427,0.181818182,0.001771622,0,0.046223224,0.299565147,0.096956032,Grain Corn,Yes,No,Yes,4,5.452927113,13.98438168
481,2862,KAT_TEE,6/12/23,12,8,4,0,173,78,95,0.069364162,0.042105263,0.102564103,0.965317919,12,24,2023,0.154285714,48.17142857,58.3,68.41428571,52.21428571,0.115714286,11.25714286,0.126246883,0.002182045,0.185785536,0.42861596,0.202306733,0.126246883,0.002182045,0.185785536,0.42861596,0.202306733,0.234404537,0,0.323881537,0.45431632,0.142407057,0.164802269,0.001260438,0.305656216,0.443989286,0.174413109,Silage Corn,No,Yes,Yes,5,5.959934235,23.65135002
482,2864,KAT_TEE_2,6/12/23,30,20,10,4,445,211,234,0.06741573,0.042735043,0.09478673,0.885393258,34,24,2023,0.158571429,48.78571429,57.6,66.41428571,51.75714286,0.162857143,9.904285714,0.100748596,0.002183406,0.112913288,0.732376794,0.054585153,0.100748596,0.002183406,0.112913288,0.732376794,0.054585153,0.328922495,0,0.441713926,0.419029616,0.095778198,0.116462071,0.000629525,0.188227888,0.740163676,0.052250551,Silage Corn,No,Yes,Yes,5,5.739637852,17.81757545
483,2866,KAT_BAR,6/12/23,51,30,21,0,769,226,543,0.066319896,0.038674033,0.132743363,0.971391417,51,24,2023,0.337142857,52.3,62.18571429,72.02857143,53.34285714,0.364285714,14.46142857,0.150015659,0.024115252,0.186658315,0.465079862,0.165988099,0.150015659,0.024115252,0.186658315,0.465079862,0.165988099,0.328234544,0.005736138,0.38623327,0.275334608,0.149139579,0.120152575,0.020979021,0.223617292,0.469961856,0.149237127,Soybean,No,No,Yes,5,5.867260933,22.92560768
484,2868,KAT_JEF_2,6/12/23,5,3,2,0,109,60,49,0.04587156,0.040816327,0.05,0.596330275,5,24,2023,0.177142857,48.55714286,58.61428571,68.7,52.65714286,0.085714286,11.07714286,0.103738318,0.007476636,0.12834891,0.520560748,0.169158879,0.103738318,0.007476636,0.12834891,0.520560748,0.169158879,0.149178255,0.003160556,0.405183312,0.336283186,0.178255373,0.120977918,0.002839117,0.30362776,0.524132492,0.13044164,Silage Corn,No,Yes,Yes,5,6.26295042,37.54327011
485,2870,KAT_JEF,6/12/23,0,0,0,0,109,62,47,0,0,0,0.651376147,0,24,2023,0.184285714,48.67142857,58.85714286,69.05714286,52.71428571,0.097142857,11.41285714,0.05625,0.0015625,0.07,0.4128125,0.204375,0.05625,0.0015625,0.07,0.4128125,0.204375,0.031605563,0.006321113,0.274968394,0.470290771,0.202907712,0.069973148,0.003159059,0.329015953,0.409887853,0.176433423,Silage Corn,No,Yes,Yes,5,5.586032867,22.36896324
486,2872,KAT_SAU,6/12/23,6,4,2,0,273,142,131,0.021978022,0.015267176,0.028169014,0.923076923,6,24,2023,0.277142857,50.62857143,58.54285714,66.45714286,50.97142857,0.32,10.46142857,0.122455371,0.004384591,0.17099906,0.461634826,0.150642029,0.122455371,0.004384591,0.17099906,0.461634826,0.150642029,0.170266836,0.028589581,0.548284625,0.302414231,0.103557814,0.096979332,0.009062003,0.330206677,0.459618442,0.136406995,Silage Corn,Yes,Yes,Yes,5,5.537230015,19.16375542
487,2878,KAT_HAB_2,6/12/23,17,14,3,0,516,324,192,0.032945736,0.015625,0.043209877,0.662790698,17,24,2023,0.235714286,50.31428571,59.72857143,69.15714286,52.88571429,0.232857143,11.54428571,0.281755915,0.009028643,0.326276463,0.328767123,0.086239103,0.281755915,0.009028643,0.326276463,0.328767123,0.086239103,0.457214241,0.06620862,0.695815116,0.137414116,0.083697689,0.351588171,0.019089344,0.536848693,0.324988265,0.078235018,Silage Corn,Yes,Yes,Yes,5,5.955316067,20.81032753
488,2877,KAT_HAB,6/12/23,4,1,3,0,242,139,103,0.016528926,0.029126214,0.007194245,0.508264463,4,24,2023,0.215714286,51.84285714,60.95714286,70.08571429,53.05714286,0.471428571,12.07714286,0.239130435,0.072670807,0.327639752,0.283850932,0.102173913,0.239130435,0.072670807,0.327639752,0.283850932,0.102173913,0.244360902,0.193609023,0.601503759,0.176065163,0.112155388,0.195389682,0.093774502,0.426689666,0.279128117,0.118551043,Soybean,No,No,Yes,5,5.957181454,23.42772102
489,2884,LET_NOB,6/12/23,260,173,87,28,977,669,308,0.266120778,0.282467532,0.258594918,0.732855681,288,24,2023,0.185714286,52.72857143,60.55714286,68.38571429,53.47142857,0.34,10.43428571,0.44619666,0.014533086,0.739950526,0.147186147,0.058441558,0.44619666,0.014533086,0.739950526,0.147186147,0.058441558,0.455052697,0.047737136,0.735895846,0.120272784,0.060136392,0.378466305,0.067544539,0.756777692,0.155538342,0.040588691,Silage Corn,Yes,Yes,Yes,4,6.663196564,25.65228653
490,2874,KAT_SAU_2,6/12/23,7,5,2,0,302,107,195,0.023178808,0.01025641,0.046728972,0.953642384,7,24,2023,0.27,50.87142857,58.57142857,66.28571429,50.78571429,0.412857143,10.40857143,0.151657286,0.025953721,0.269543465,0.252970607,0.186366479,0.151657286,0.025953721,0.269543465,0.252970607,0.186366479,0.19581749,0,0.655259823,0.117237009,0.154626109,0.181052297,0.000794786,0.499284692,0.249721825,0.164997616,Silage Corn,Yes,Yes,Yes,5,5.722351551,21.01234818
491,6002,SMI_CRO,6/12/23,8,6,2,1,188,105,83,0.042553191,0.024096386,0.057142857,1,9,24,2023,0.288571429,54.82857143,63.38571429,71.92857143,55.07142857,0.75,12.78428571,0.178527228,0.173267327,0.451113861,0.101175743,0.171410891,0.178527228,0.173267327,0.451113861,0.101175743,0.171410891,0.441961515,0.213531968,0.836126629,0.018001241,0.104283054,0.216145026,0.146885652,0.700340874,0.100867679,0.152928416,Grain Corn,No,No,Yes,5,6.335429668,26.11972809
492,6005,SMI_COB,6/12/23,28,21,7,3,245,187,58,0.114285714,0.120689655,0.112299465,1,31,24,2023,0.25,54.71428571,63.01428571,71.3,54.94285714,0.735714286,12.11428571,0.140111593,0.001549907,0.348419095,0.162430254,0.207067576,0.140111593,0.001549907,0.348419095,0.162430254,0.207067576,0.034246575,0.00871731,0.321295143,0.221668742,0.215442092,0.083905178,0.005614473,0.330474111,0.151902682,0.272925764,Silage Corn,Yes,No,No,4,5.930618286,20.99067307
493,6006,SMI_HOL,6/12/23,82,69,13,3,352,226,126,0.232954545,0.103174603,0.305309735,1,85,24,2023,0.21,55.6,64.61428571,73.62857143,56.04285714,0.768571429,13.96142857,0.201545595,0.022256569,0.39690881,0.267078825,0.105409583,0.201545595,0.022256569,0.39690881,0.267078825,0.105409583,0.298701299,0.009894867,0.799628942,0.081014224,0.089672233,0.218319666,0.00448708,0.572025375,0.271081541,0.105369024,Grain Corn,No,No,Yes,5,6.415804386,25.43291092
494,6008,SMI_KEL,6/12/23,138,51,87,1,328,147,181,0.420731707,0.480662983,0.346938776,0.780487805,139,24,2023,0.28,55.15714286,63.64285714,72.14285714,55.05714286,0.751428571,13.02142857,0.273343606,0.009861325,0.358089368,0.267180277,0.163328197,0.273343606,0.009861325,0.358089368,0.267180277,0.163328197,0.060456508,0.110425663,0.410857495,0.438618137,0.078963603,0.111660232,0.197220077,0.563706564,0.265791506,0.116602317,Silage Corn,Yes,Yes,Yes,5,6.507095337,28.20439339
495,6011,SMI_DOU,6/12/23,35,20,15,2,114,52,62,0.307017544,0.241935484,0.384615385,1,37,24,2023,0.32,53,61.14285714,69.32857143,54.74285714,0.31,10.35142857,0.025261861,0.048367221,0.172520025,0.204559458,0.199014171,0.025261861,0.048367221,0.172520025,0.204559458,0.199014171,0.033846154,0.081846154,0.583384615,0.107076923,0.214769231,0.046504466,0.036495226,0.497228211,0.205112411,0.177702495,Soybean,No,Yes,Yes,5,6.29728651,24.98108101
496,6013,SMI_MCC,6/12/23,83,46,37,0,264,138,126,0.314393939,0.293650794,0.333333333,0.958333333,83,24,2023,0.354285714,51.98571429,60.11428571,68.22857143,54.5,0.181428571,9.42,0.093008931,0.065906991,0.193717277,0.263319988,0.262704034,0.093008931,0.065906991,0.193717277,0.263319988,0.262704034,0.199261993,0.117466175,0.67404674,0.064575646,0.208487085,0.115461385,0.032703823,0.460770766,0.264854906,0.222171043,Soybean,No,No,No,5,6.356281281,15.2996912
497,6638,ONE_TER,6/12/23,251,104,147,41,495,259,236,0.507070707,0.622881356,0.401544402,1,292,24,2023,0.345714286,53.7,63.17142857,72.61428571,56.14285714,0.224285714,12.98142857,0.184004811,0.00210463,0.308177992,0.156644618,0.175886951,0.184004811,0.00210463,0.308177992,0.156644618,0.175886951,0.288056206,0.0029274,0.441451991,0,0.197306792,0.180435736,0.003509285,0.300921187,0.161573329,0.194911537,Silage Corn,No,Yes,Yes,4,6.709459305,29.72609329
498,6650,ONE_ADO,6/12/23,104,73,31,1,614,344,270,0.169381107,0.114814815,0.212209302,0.750814332,105,24,2023,0.411428571,54.22857143,63.3,72.4,56.18571429,0.267142857,12.61714286,0.183208396,0.0017991,0.224287856,0.533133433,0.089955022,0.183208396,0.0017991,0.224287856,0.533133433,0.089955022,0.019976498,0,0.153936545,0.725616921,0.062867215,0.116693442,0.001460494,0.332262305,0.535270922,0.086169125,Silage Corn,No,Yes,No,4,6.463492393,28.13966751
499,7406,ONE_STA,6/12/23,387,259,128,30,1683,826,857,0.229946524,0.149358226,0.313559322,0.591800357,417,24,2023,0.255714286,54.98571429,64.52857143,74.1,55.85714286,0.697142857,14.49285714,0.515442279,0.0005997,0.553523238,0.242278861,0.072563718,0.515442279,0.0005997,0.553523238,0.242278861,0.072563718,0.758700696,0.005800464,0.811484919,0.089327146,0.023201856,0.525,0.00247093,0.57122093,0.254360465,0.055959302,Silage Corn,No,Yes,Yes,5,6.000911713,29.96791649
500,2998,SMI_CAN,6/12/23,103,59,44,0,657,260,397,0.156773212,0.110831234,0.226923077,1,103,24,2023,0.401428571,51.04285714,58.97142857,66.9,52.62857143,0.338571429,9.49,0.141579272,0.020049352,0.295805059,0.277606416,0.220542875,0.141579272,0.020049352,0.295805059,0.277606416,0.220542875,0.134282178,0.008044554,0.273514851,0.404084158,0.190594059,0.162074303,0.01130031,0.447213622,0.276934985,0.200773994,Silage Corn,No,Yes,Yes,5,5.585507393,15.5769558
501,2912,DEG_DIE_SWC,6/13/23,30,23,7,1,223,110,113,0.134529148,0.061946903,0.209090909,0.726457399,31,24,2023,0.355714286,55.04285714,62.74285714,70.44285714,52.97142857,1.265714286,12.85857143,0.24301676,0.054314091,0.315021726,0.289261328,0.253258845,0.24301676,0.054314091,0.315021726,0.289261328,0.253258845,0.344569288,0.111735331,0.571785268,0.173533084,0.171660424,0.252068051,0.053379117,0.378336195,0.295770251,0.229904792,Sweet Corn,No,No,Yes,5,6.143694878,24.17197609
