Sample ID,"Project (R, L, C)",Field ID,Treatment,Collection Date,Seed Type,Number Seeds,SCM Larvae Sum,SCM Pupae Sum,SCM Seed,Phorid Seed,Other Damage,Wireworms,Other Seeds,Wireworm Presence/absence,Grub presence/absence,Checked?,Ordered Entered,Notes
26_D_1345,R,SMI_COB,N,5/26/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,231,
26_D_1344,R,SMI_COB,N,5/26/26,Field Corn,15,0,0,0,0,2,0,2,No,No,Yes,232,
26_D_1352,R,SMI_COB,N,5/26/26,Field Corn,17,0,0,0,0,3,0,3,No,No,Yes,241,
26_D_1374,R,SMI_COB,N,5/26/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,255,
26_D_1130,R,SMI_CON_2,F,5/11/26,Field Corn,15,0,0,0,0,2,0,2,No,No,Yes,71,
26_D_1131,R,SMI_CON_2,F,5/11/26,Field Corn,15,0,0,0,0,0,2,0,No,No,Yes,81,
26_D_1132,R,SMI_CON_2,F,5/11/26,Field Corn,15,0,0,0,0,0,1,0,Yes,No,Yes,84,
26_D_1128,R,SMI_CON_2,F,5/11/26,Field Corn,15,0,0,0,0,0,0,0,Yes,No,Yes,390,
26_D_1129,R,SMI_CON_2,F,5/11/26,Field Corn,15,0,0,0,0,0,0,0,Yes,No,Yes,391,
26_D_1126,R,SMI_CON_2,F,5/11/26,Field Corn,15,0,0,0,0,0,1,0,Yes,No,Yes,397,
26_D_1125,R,SMI_CON_2,F,5/11/26,Field Corn,16,0,0,0,0,0,0,0,Yes,No,Yes,400,
26_D_1124,R,SMI_CON_2,F,5/11/26,Field Corn,15,0,0,0,0,0,1,0,Yes,No,Yes,401,
26_D_1127,R,SMI_CON_2,F,5/11/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,410,
26_D_1119,R,SMI_CON_2,N,5/11/26,Field Corn,15,0,0,0,0,0,0,0,Yes,No,Yes,389,
26_D_1118,R,SMI_CON_2,N,5/11/26,Field Corn,15,0,0,0,0,0,1,0,Yes,No,Yes,392,
26_D_1120,R,SMI_CON_2,N,5/11/26,Field Corn,15,0,0,0,0,0,0,0,Yes,No,Yes,53,
26_D_1123,R,SMI_CON_2,N,5/11/26,Field Corn,16,0,0,0,0,3,0,3,No,No,Yes,65,
26_D_1122,R,SMI_CON_2,N,5/11/26,Field Corn,16,0,0,0,0,1,0,1,No,No,Yes,66,
26_D_1121,R,SMI_CON_2,N,5/11/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,70,
26_D_1116,R,SMI_CON_2,N,5/11/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,73,
26_D_1115,R,SMI_CON_2,N,5/11/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,75,
26_D_1117,R,SMI_CON_2,N,5/11/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,87,
26_D_1382,R,SMI_DOU,F,5/26/26,Soy,15,0,0,0,0,3,0,3,No,No,Yes,157,
26_D_1384,R,SMI_DOU,F,5/26/26,Soy,15,0,0,0,0,5,0,5,No,No,Yes,162,
26_D_1385,R,SMI_DOU,F,5/26/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,183,
26_D_1380,R,SMI_DOU,F,5/26/26,Soy,15,0,0,0,0,1,0,1,No,No,Yes,331,
26_D_1379,R,SMI_DOU,F,5/26/26,Soy,14,0,0,0,0,2,0,2,No,No,Yes,332,
26_D_1447,R,SMI_DOU,F,5/26/26,Soy,15,0,1,0,0,5,0,5,No,No,Yes,783,
26_D_1446,R,SMI_DOU,F,5/26/26,Soy,15,0,0,0,0,8,0,8,No,No,Yes,784,
26_D_1381,R,SMI_DOU,N,5/26/26,Soy,15,0,0,0,0,3,0,3,No,No,Yes,158,
26_D_1383,R,SMI_DOU,N,5/26/26,Soy,15,0,0,0,0,2,0,2,No,No,Yes,163,
26_D_1444,R,SMI_DOU,N,5/26/26,Soy,15,0,0,0,0,5,0,5,No,No,Yes,778,
26_D_1451,R,SMI_DOU,N,5/26/26,Soy,15,0,0,0,0,3,0,3,No,No,Yes,779,
26_D_1450,R,SMI_DOU,N,5/26/26,Soy,15,0,2,0,0,6,0,6,No,No,Yes,780,
26_D_1449,R,SMI_DOU,N,5/26/26,Soy,15,0,0,0,0,2,0,2,No,No,Yes,781,
26_D_1448,R,SMI_DOU,N,5/26/26,Soy,15,0,0,0,0,5,0,5,No,No,Yes,782,
26_D_1445,R,SMI_DOU,N,5/26/26,Soy,15,0,1,0,0,13,0,13,No,No,Yes,807,
26_D_1186,R,SMI_HOF_2,F,5/19/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,733,
26_D_1183,R,SMI_HOF_2,F,5/19/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,734,
26_D_1189,R,SMI_HOF_2,F,5/19/26,Soy,15,0,0,0,0,2,0,2,No,No,Yes,785,
26_D_1188,R,SMI_HOF_2,F,5/19/26,Soy,14,0,0,0,0,1,0,1,No,No,Yes,786,
26_D_1187,R,SMI_HOF_2,F,5/19/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,810,
26_D_1182,R,SMI_HOF_2,F,5/19/26,Soy,16,0,0,0,0,6,0,6,No,No,Yes,837,
26_D_1181,R,SMI_HOF_2,F,5/19/26,Soy,16,0,0,0,0,4,1,4,Yes,No,Yes,838,
26_D_1180,R,SMI_HOF_2,N,5/19/26,Soy,15,0,0,0,0,4,0,4,No,No,Yes,799,
26_D_1179,R,SMI_HOF_2,N,5/19/26,Soy,16,0,0,0,0,2,0,2,No,No,Yes,801,
26_D_1178,R,SMI_HOF_2,N,5/19/26,Soy,15,0,0,0,0,1,0,1,No,No,Yes,802,
26_D_1177,R,SMI_HOF_2,N,5/19/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,803,
26_D_1176,R,SMI_HOF_2,N,5/19/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,804,
26_D_1175,R,SMI_HOF_2,N,5/19/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,735,
26_D_1174,R,SMI_HOF_2,N,5/19/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,736,
26_D_1173,R,SMI_HOF_2,N,5/19/26,Soy,16,0,0,0,0,0,0,0,No,No,Yes,775,
26_D_1371,R,SMI_MCC,F,5/19/26,Soy,17,0,0,0,0,2,0,2,No,No,Yes,239,
26_D_1362,R,SMI_MCC,F,5/19/26,Soy,15,0,0,0,0,2,0,2,No,No,Yes,245,
26_D_1360,R,SMI_MCC,F,5/19/26,Soy,15,0,0,0,0,1,0,1,No,No,Yes,247,
26_D_1359,R,SMI_MCC,F,5/19/26,Soy,15,0,0,0,0,1,0,1,No,No,Yes,248,
26_D_1363,R,SMI_MCC,F,5/19/26,Soy,15,0,0,0,0,2,0,2,No,Yes,Yes,250,
26_D_1366,R,SMI_MCC,F,5/19/26,Soy,14,0,0,0,0,1,0,1,No,No,Yes,252,
26_D_1465,R,SMI_MCC,F,5/19/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,809,
26_D_1468,R,SMI_MCC,F,5/19/26,Soy,16,0,0,0,0,0,0,0,No,No,Yes,818,
26_D_1467,R,SMI_MCC,F,5/19/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,819,
26_D_1469,R,SMI_MCC,N,5/19/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,811,
26_D_1464,R,SMI_MCC,N,5/19/26,Soy,16,0,0,0,0,0,0,0,No,No,Yes,848,
26_D_1378,R,SMI_MCC,N,5/19/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,184,
26_D_1370,R,SMI_MCC,N,5/19/26,Soy,16,0,0,0,0,1,0,1,No,No,Yes,237,
26_D_1372,R,SMI_MCC,N,5/19/26,Soy,16,0,0,0,0,1,0,1,No,Yes,Yes,238,
26_D_1361,R,SMI_MCC,N,5/19/26,Soy,17,0,0,0,0,2,0,2,No,No,Yes,246,
26_D_1364,R,SMI_MCC,N,5/19/26,Soy,12,0,0,0,0,1,0,1,No,No,Yes,249,
26_D_1365,R,SMI_MCC,N,5/19/26,Soy,15,0,0,0,0,1,0,1,No,No,Yes,251,
26_D_1466,R,SMI_MCC,N,5/19/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,820,
26_D_1390,R,STA_AUS,D,5/26/26,Soy,15,0,0,0,0,1,0,1,No,No,Yes,174,
26_D_1388,R,STA_AUS,D,5/26/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,176,
26_D_1400,R,STA_AUS,D,5/26/26,Soy,15,0,0,0,0,3,0,2,No,No,Yes,180,
26_D_1396,R,STA_AUS,D,5/26/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,194,
26_D_1393,R,STA_AUS,D,5/26/26,Soy,15,0,0,0,0,4,0,4,No,No,Yes,208,
26_D_1342,R,STA_AUS,D,5/26/26,Soy,15,0,0,0,0,4,0,4,No,No,Yes,223,
26_D_1305,R,STA_AUS,D,5/26/26,Soy,15,0,0,0,0,3,0,3,No,No,Yes,266,
26_D_1310,R,STA_AUS,D,5/26/26,Soy,15,0,0,0,0,3,0,3,No,No,Yes,277,
26_D_1308,R,STA_AUS,D,5/26/26,Soy,15,1,0,1,0,2,0,2,No,No,Yes,279,
26_D_1386,R,STA_AUS,F,5/26/26,Soy,15,0,0,0,0,2,0,2,No,No,Yes,160,
26_D_1398,R,STA_AUS,F,5/26/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,195,
26_D_1311,R,STA_AUS,F,5/26/26,Soy,16,1,0,0,0,4,0,4,No,No,Yes,221,
26_D_1304,R,STA_AUS,F,5/26/26,Soy,14,1,0,1,0,3,0,3,No,No,Yes,267,
26_D_1303,R,STA_AUS,F,5/26/26,Soy,15,0,0,0,0,2,0,2,No,No,Yes,268,
26_D_1341,R,STA_AUS,F,5/26/26,Soy,16,2,0,0,0,4,0,4,No,No,Yes,269,
26_D_1340,R,STA_AUS,F,5/26/26,Soy,16,1,0,1,0,2,0,2,No,No,Yes,270,
26_D_1309,R,STA_AUS,F,5/26/26,Soy,16,0,0,0,0,1,0,1,No,No,Yes,278,
26_D_1307,R,STA_AUS,F,5/26/26,Soy,16,0,0,0,0,3,0,3,No,No,Yes,280,
26_D_1399,R,STA_AUS,F,5/26/26,Soy,16,1,0,0,0,0,0,0,No,No,Yes,349,
26_D_1391,R,STA_AUS,N,5/26/26,Soy,15,0,0,0,0,7,0,7,No,No,Yes,173,
26_D_1389,R,STA_AUS,N,5/26/26,Soy,15,0,0,0,0,8,0,8,No,No,Yes,175,
26_D_1387,R,STA_AUS,N,5/26/26,Soy,15,0,0,0,0,3,0,3,No,No,Yes,159,
26_D_1395,R,STA_AUS,N,5/26/26,Soy,14,0,0,0,0,0,0,0,No,No,Yes,193,
26_D_1397,R,STA_AUS,N,5/26/26,Soy,16,0,0,0,0,0,0,0,No,No,Yes,196,
26_D_1392,R,STA_AUS,N,5/26/26,Soy,15,0,0,0,0,3,0,3,No,No,Yes,206,
26_D_1394,R,STA_AUS,N,5/26/26,Soy,15,0,0,0,0,6,0,6,No,No,Yes,207,
26_D_1343,R,STA_AUS,N,5/26/26,Soy,15,0,0,0,0,5,0,5,No,No,Yes,222,
26_D_1306,R,STA_AUS,N,5/26/26,Soy,14,0,0,0,0,4,0,4,No,No,Yes,265,
26_D_1747,R,STA_FRE,F,5/28/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,745,
26_D_1752,R,STA_FRE,F,5/28/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,749,
26_D_1751,R,STA_FRE,F,5/28/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,755,
26_D_1750,R,STA_FRE,F,5/28/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,756,
26_D_1749,R,STA_FRE,F,5/28/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,757,
26_D_1755,R,STA_FRE,F,5/28/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,836,
26_D_1761,R,STA_FRE,N,5/28/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,725,
26_D_1762,R,STA_FRE,N,5/28/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,726,
26_D_1758,R,STA_FRE,N,5/28/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,728,
26_D_1763,R,STA_FRE,N,5/28/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,813,
26_D_1757,R,STA_FRE,N,5/28/26,Field Corn,17,0,0,0,0,0,1,0,Yes,No,Yes,814,
26_D_1764,R,STA_FRE,N,5/28/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,815,
26_D_1756,R,STA_FRE,N,5/28/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,845,
26_D_1760,R,STA_FRE,N,5/28/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,729,
26_D_1759,R,STA_FRE,N,5/28/26,Field Corn,15,0,0,0,0,0,1,0,Yes,No,Yes,730,
26_D_1767,R,STA_MAR,F,5/29/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,741,
26_D_1768,R,STA_MAR,F,5/29/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,746,
26_D_1766,R,STA_MAR,F,5/29/26,Field Corn,16,0,0,0,0,0,0,0,No,No,Yes,753,
26_D_1765,R,STA_MAR,F,5/29/26,Field Corn,17,0,0,0,0,0,0,0,No,No,Yes,754,
26_D_1769,R,STA_MAR,F,5/29/26,Field Corn,14,0,0,0,0,0,0,0,No,No,Yes,794,
26_D_1771,R,STA_MAR,F,5/29/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,796,
26_D_1770,R,STA_MAR,F,5/29/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,846,
26_D_1772,R,STA_MAR,F,5/29/26,Field Corn,15,1,0,0,0,0,0,0,No,No,Yes,851,
26_D_1780,R,STA_MAR,N,5/29/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,727,
26_D_1782,R,STA_MAR,N,5/29/26,Field Corn,14,0,0,0,0,0,0,0,No,No,Yes,824,
26_D_1779,R,STA_MAR,N,5/29/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,830,
26_D_1774,R,STA_MAR,N,5/29/26,Field Corn,14,0,0,0,0,0,0,0,No,No,Yes,832,
26_D_1778,R,STA_MAR,N,5/29/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,731,
26_D_1775,R,STA_MAR,N,5/29/26,Field Corn,15,0,1,0,0,0,0,0,No,No,Yes,732,
26_D_1781,R,STA_MAR,N,5/29/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,817,
26_D_1689,R,STA_REE_2,F,5/29/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,743,
26_D_1685,R,STA_REE_2,F,5/29/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,747,
26_D_1684,R,STA_REE_2,F,5/29/26,Field Corn,14,0,0,0,0,0,0,0,No,No,Yes,752,
26_D_1688,R,STA_REE_2,F,5/29/26,Field Corn,18,0,0,0,0,0,1,0,Yes,No,Yes,758,
26_D_1683,R,STA_REE_2,F,5/29/26,Field Corn,15,0,0,0,0,1,0,1,No,No,Yes,787,
26_D_1686,R,STA_REE_2,F,5/29/26,Field Corn,16,0,0,0,0,0,0,0,No,No,Yes,791,
26_D_1687,R,STA_REE_2,F,5/29/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,826,
26_D_1681,R,STA_REE_2,F,5/29/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,829,
26_D_1682,R,STA_REE_2,F,5/29/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,833,
26_D_1676,R,STA_REE_2,N,5/29/26,Field Corn,14,0,0,0,0,0,0,0,No,No,Yes,759,
26_D_1677,R,STA_REE_2,N,5/29/26,Field Corn,15,0,0,0,0,0,1,0,Yes,No,Yes,760,
26_D_1674,R,STA_REE_2,N,5/29/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,788,
26_D_1678,R,STA_REE_2,N,5/29/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,852,
26_D_1675,R,STA_REE_2,N,5/29/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,772,
26_D_1700,R,STA_REE_3,D,5/29/26,Soy,15,0,0,0,0,7,0,7,No,No,Yes,827,
26_D_1699,R,STA_REE_3,D,5/29/26,Soy,15,0,0,0,0,8,0,8,No,No,Yes,828,
26_D_1705,R,STA_REE_3,D,5/29/26,Soy,14,0,0,0,0,2,0,2,No,No,Yes,831,
26_D_1704,R,STA_REE_3,D,5/29/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,843,
26_D_1703,R,STA_REE_3,D,5/29/26,Soy,15,0,0,0,0,1,0,1,No,No,Yes,737,
26_D_1702,R,STA_REE_3,D,5/29/26,Soy,15,0,0,0,0,2,0,2,No,No,Yes,738,
26_D_1695,R,STA_REE_3,F,5/29/26,Soy,15,0,0,0,0,5,0,5,No,No,Yes,742,
26_D_1692,R,STA_REE_3,F,5/29/26,Soy,15,0,0,0,0,7,0,7,No,No,Yes,744,
26_S_1691,R,STA_REE_3,F,5/29/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,769,
26_D_1690,R,STA_REE_3,F,5/29/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,770,
26_D_1697,R,STA_REE_3,F,5/29/26,Soy,15,0,0,0,0,8,0,8,No,No,Yes,795,
26_D_1698,R,STA_REE_3,F,5/29/26,Soy,16,0,0,0,0,2,0,2,No,No,Yes,821,
26_D_1696,R,STA_REE_3,F,5/29/26,Soy,13,0,0,0,0,0,0,0,No,No,Yes,823,
26_D_1693,R,STA_REE_3,F,5/29/26,Soy,15,0,0,0,0,6,0,6,No,No,Yes,834,
26_D_1694,R,STA_REE_3,F,5/29/26,Soy,12,1,0,1,0,2,0,2,No,No,Yes,842,
26_D_1717,R,STA_REE_3,N,5/29/26,Soy,15,0,0,0,0,8,0,8,No,No,Yes,748,
26_D_1718,R,STA_REE_3,N,5/29/26,Soy,15,0,0,0,0,4,0,4,No,No,Yes,793,
26_D_1716,R,STA_REE_3,N,5/29/26,Soy,16,0,0,0,0,3,0,3,No,No,Yes,798,
26_D_1719,R,STA_REE_3,N,5/29/26,Soy,15,0,0,0,0,5,0,5,No,No,Yes,800,
26_D_1720,R,STA_REE_3,N,5/29/26,Soy,14,0,0,0,0,1,0,1,No,No,Yes,816,
26_D_1714,R,STA_REE_3,N,5/29/26,Soy,15,0,0,0,0,7,0,7,No,No,Yes,825,
26_D_1715,R,STA_REE_3,N,5/29/26,Soy,15,0,0,0,0,2,0,2,No,No,Yes,739,
26_D_2292,R,STA_STA,F,6/9/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,650,
26_D_2291,R,STA_STA,F,6/9/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,651,
26_D_2294,R,STA_STA,F,6/9/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,654,
26_D_2295,R,STA_STA,F,6/9/26,Soy,17,0,0,0,0,1,0,1,No,No,Yes,655,
26_D_2290,R,STA_STA,F,6/9/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,656,
26_D_2289,R,STA_STA,F,6/9/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,657,
26_D_2288,R,STA_STA,F,6/9/26,Soy,15,0,0,0,0,3,0,3,No,No,Yes,689,
26_D_2287,R,STA_STA,F,6/9/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,704,
26_D_2293,R,STA_STA,F,6/9/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,712,
26_D_2303,R,STA_STA,N,6/9/26,Soy,18,0,0,0,0,2,0,2,No,No,Yes,688,
26_D_2304,R,STA_STA,N,6/9/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,705,
26_D_2302,R,STA_STA,N,6/9/26,Soy,38,0,0,0,0,5,0,5,No,No,Yes,713,
26_D_1725,R,STA_WIL,F,5/26/26,Soy,16,1,0,1,0,1,0,1,No,No,Yes,740,
26_D_1726,R,STA_WIL,F,5/26/26,Soy,15,0,0,0,0,4,0,4,No,No,Yes,751,
26_D_1721,R,STA_WIL,F,5/26/26,Soy,15,0,0,0,0,1,0,1,No,No,Yes,773,
26_D_1722,R,STA_WIL,F,5/26/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,774,
26_D_1728,R,STA_WIL,F,5/26/26,Soy,15,0,0,0,0,2,0,2,No,No,Yes,835,
26_D_1729,R,STA_WIL,F,5/24/26,Soy,16,0,0,0,0,0,0,0,No,No,Yes,839,
26_D_1724,R,STA_WIL,F,5/24/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,840,
26_D_1727,R,STA_WIL,F,5/24/26,Soy,13,0,0,0,0,1,0,1,No,Yes,Yes,841,
26_D_1736,R,STA_WIL,N,5/26/26,Soy,15,0,0,0,0,4,0,4,No,No,Yes,750,
26_D_1732,R,STA_WIL,N,5/26/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,822,
26_D_1733,R,STA_WIL,N,5/26/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,771,
26_D_1734,R,STA_WIL,N,5/26/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,776,
26_D_1730,R,STA_WIL,N,5/26/26,Soy,15,1,0,1,0,0,0,0,No,No,Yes,789,
26_D_1735,R,STA_WIL,N,5/26/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,790,
26_D_1731,R,STA_WIL,N,5/26/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,792,
26_D_2234,R,STA_WOO,F,5/28/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,652,
26_D_2235,R,STA_WOO,F,5/28/26,Soy,16,0,0,0,0,0,0,0,No,No,Yes,653,
26_D_2242,R,STA_WOO,F,5/28/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,660,
26_D_2241,R,STA_WOO,F,5/28/26,Soy,15,0,0,0,0,3,0,3,No,No,Yes,667,
26_D_2240,R,STA_WOO,F,5/28/26,Soy,15,0,0,0,0,3,0,3,No,No,Yes,668,
26_D_2239,R,STA_WOO,F,5/28/26,Soy,15,0,0,0,0,4,0,4,No,Yes,Yes,669,
26_D_2236,R,STA_WOO,F,5/28/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,672,
26_D_2237,R,STA_WOO,F,5/28/26,Soy,15,0,0,0,0,3,0,3,No,No,Yes,675,
26_D_2238,R,STA_WOO,F,5/28/26,Soy,15,0,0,0,0,5,0,5,No,No,Yes,676,
26_D_2244,R,STA_WOO,N,5/28/26,Soy,15,0,0,0,0,5,0,5,No,No,Yes,677,
26_D_2250,R,STA_WOO,N,5/28/26,Soy,15,0,0,0,0,2,0,2,No,No,Yes,661,
26_D_2246,R,STA_WOO,N,5/28/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,662,
26_D_2249,R,STA_WOO,N,5/28/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,663,
26_D_2245,R,STA_WOO,N,5/28/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,664,
26_D_2247,R,STA_WOO,N,5/28/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,665,
26_D_2251,R,STA_WOO,N,5/28/26,Soy,15,1,0,1,0,0,0,0,No,No,Yes,670,
26_D_2243,R,STA_WOO,N,5/28/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,671,
26_D_2248,R,STA_WOO,N,5/28/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,673,
26_D_1144,R,STA_YUN,D,5/11/26,Soy,15,0,0,0,0,2,0,2,No,No,Yes,40,
26_D_1143,R,STA_YUN,D,5/11/26,Soy,15,0,0,0,0,3,0,3,No,No,Yes,41,
26_D_1142,R,STA_YUN,D,5/11/26,Soy,15,0,0,0,0,3,0,3,No,No,Yes,42,
26_D_1148,R,STA_YUN,D,5/11/26,Soy,14,0,0,0,0,0,0,0,No,No,Yes,60,
26_D_1147,R,STA_YUN,D,5/11/26,Soy,15,0,0,0,0,2,0,2,No,No,Yes,61,
26_D_1146,R,STA_YUN,D,5/11/26,Soy,15,0,0,0,0,5,0,5,No,No,Yes,62,
26_D_1145,R,STA_YUN,D,5/11/26,Soy,15,0,0,0,0,3,0,3,No,No,Yes,63,
26_D_1150,R,STA_YUN,D,5/11/26,Soy,15,0,0,0,0,1,0,1,No,No,Yes,64,
26_D_1149,R,STA_YUN,D,5/11/26,Field Corn,15,0,0,0,0,0,0,0,No,No,Yes,85,
26_D_1159,R,STA_YUN,F,5/11/26,Soy,15,0,0,0,0,4,0,4,No,No,Yes,38,
26_D_1155,R,STA_YUN,F,5/11/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,39,
26_D_1158,R,STA_YUN,F,5/11/26,Soy,15,0,0,0,0,4,0,4,No,No,Yes,43,
26_D_1157,R,STA_YUN,F,5/11/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,44,
26_D_1156,R,STA_YUN,F,5/11/26,Soy,15,0,0,0,0,2,0,2,No,No,Yes,45,
26_D_1152,R,STA_YUN,F,5/11/26,Soy,16,0,0,0,0,5,0,5,No,No,Yes,405,
26_D_1151,R,STA_YUN,F,5/11/26,Soy,15,0,0,0,0,3,0,3,No,No,Yes,406,
26_D_1154,R,STA_YUN,F,5/11/26,Soy,15,0,0,0,0,4,0,4,No,No,Yes,409,
26_D_1153,R,STA_YUN,F,5/11/26,Soy,15,0,0,0,0,3,0,3,No,No,Yes,411,
26_D_1136,R,STA_YUN,N,5/11/26,Soy,15,0,0,0,0,4,0,4,No,No,Yes,393,
26_D_1137,R,STA_YUN,N,5/11/26,Soy,14,0,0,0,0,2,0,2,No,No,Yes,394,
26_D_1134,R,STA_YUN,N,5/11/26,Soy,15,0,0,0,0,3,0,3,No,No,Yes,407,
26_D_1133,R,STA_YUN,N,5/11/26,Soy,15,0,0,0,0,1,0,1,No,No,Yes,408,
26_D_1135,R,STA_YUN,N,5/11/26,Soy,16,0,0,0,0,3,0,3,No,No,Yes,412,
26_D_1138,R,STA_YUN,N,5/11/26,Soy,15,0,0,0,0,3,0,3,No,No,Yes,54,
26_D_1140,R,STA_YUN,N,5/11/26,Soy,15,0,0,0,0,4,0,4,No,No,Yes,55,
26_D_1139,R,STA_YUN,N,5/11/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,56,
26_D_1141,R,STA_YUN,N,5/11/26,Soy,15,0,0,0,0,0,0,0,No,No,Yes,57,
