Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmean (degrees F)
DEG_PER_2,-76.2223,42.6728,1358,2/16/25,0.6,24.7
DEG_PER_2,-76.2223,42.6728,1358,2/17/25,0.7,25.6
DEG_PER_2,-76.2223,42.6728,1358,2/18/25,0.04,12.7
DEG_PER_2,-76.2223,42.6728,1358,2/19/25,0,11
DEG_PER_2,-76.2223,42.6728,1358,2/20/25,0.02,14.3
DEG_PER_2,-76.2223,42.6728,1358,2/21/25,0.07,13.8
DEG_PER_2,-76.2223,42.6728,1358,2/22/25,0,14.8
DEG_PER_2,-76.2223,42.6728,1358,2/23/25,0,22.8
DEG_PER_2,-76.2223,42.6728,1358,2/24/25,0,27.7
DEG_PER_2,-76.2223,42.6728,1358,2/25/25,0,35.8
DEG_PER_2,-76.2223,42.6728,1358,2/26/25,0.27,35.6
DEG_PER_2,-76.2223,42.6728,1358,2/27/25,0.14,33.6
DEG_PER_2,-76.2223,42.6728,1358,2/28/25,0.33,34.9
DEG_PER_2,-76.2223,42.6728,1358,3/1/25,0.05,34.1
DEG_PER_2,-76.2223,42.6728,1358,3/2/25,0.1,22.4
DEG_PER_2,-76.2223,42.6728,1358,3/3/25,0,12.1
DEG_PER_2,-76.2223,42.6728,1358,3/4/25,0,23
DEG_PER_2,-76.2223,42.6728,1358,3/5/25,0.03,36.4
DEG_PER_2,-76.2223,42.6728,1358,3/6/25,0.81,42.9
DEG_PER_2,-76.2223,42.6728,1358,3/7/25,0.12,30.7
DEG_PER_2,-76.2223,42.6728,1358,3/8/25,0.06,26.9
DEG_PER_2,-76.2223,42.6728,1358,3/9/25,0,24.1
DEG_PER_2,-76.2223,42.6728,1358,3/10/25,0,33.6
DEG_PER_2,-76.2223,42.6728,1358,3/11/25,0,43.2
DEG_PER_2,-76.2223,42.6728,1358,3/12/25,0,44.6
DEG_PER_2,-76.2223,42.6728,1358,3/13/25,0,31.4
DEG_PER_2,-76.2223,42.6728,1358,3/14/25,0,41.5
DEG_PER_2,-76.2223,42.6728,1358,3/15/25,0,48
DEG_PER_2,-76.2223,42.6728,1358,3/16/25,0,52
DEG_PER_2,-76.2223,42.6728,1358,3/17/25,0.65,49.6
DEG_PER_2,-76.2223,42.6728,1358,3/18/25,0.01,26.4
DEG_PER_2,-76.2223,42.6728,1358,3/19/25,0,40.2
DEG_PER_2,-76.2223,42.6728,1358,3/20/25,0,55.7
DEG_PER_2,-76.2223,42.6728,1358,3/21/25,0.03,46.2
DEG_PER_2,-76.2223,42.6728,1358,3/22/25,0,32.7
DEG_PER_2,-76.2223,42.6728,1358,3/23/25,0.04,34.2
DEG_PER_2,-76.2223,42.6728,1358,3/24/25,0.02,29
DEG_PER_2,-76.2223,42.6728,1358,3/25/25,0,43.4
DEG_PER_2,-76.2223,42.6728,1358,3/26/25,0,29.8
DEG_PER_2,-76.2223,42.6728,1358,3/27/25,0.1,26.3
DEG_PER_2,-76.2223,42.6728,1358,3/28/25,0.03,32.3
DEG_PER_2,-76.2223,42.6728,1358,3/29/25,0.13,44.2
DEG_PER_2,-76.2223,42.6728,1358,3/30/25,0.31,44
DEG_PER_2,-76.2223,42.6728,1358,3/31/25,0.08,54.3
DEG_PER_2,-76.2223,42.6728,1358,4/1/25,0,49
DEG_PER_2,-76.2223,42.6728,1358,4/2/25,0,30.6
DEG_PER_2,-76.2223,42.6728,1358,4/3/25,0.48,38.9
DEG_PER_2,-76.2223,42.6728,1358,4/4/25,0,55.5
DEG_PER_2,-76.2223,42.6728,1358,4/5/25,0.04,43.1
DEG_PER_2,-76.2223,42.6728,1358,4/6/25,0.52,43.2
DEG_PER_2,-76.2223,42.6728,1358,4/7/25,0,36.7
DEG_PER_2,-76.2223,42.6728,1358,4/8/25,0.07,33.5
DEG_PER_2,-76.2223,42.6728,1358,4/9/25,0.13,21.7
DEG_PER_2,-76.2223,42.6728,1358,4/10/25,0,30.7
DEG_PER_2,-76.2223,42.6728,1358,4/11/25,0.27,35.2
DEG_PER_2,-76.2223,42.6728,1358,4/12/25,0.16,38.7
DEG_PER_2,-76.2223,42.6728,1358,4/13/25,0.13,38.6
DEG_PER_2,-76.2223,42.6728,1358,4/14/25,0,40.8
DEG_PER_2,-76.2223,42.6728,1358,4/15/25,0.14,47
DEG_PER_2,-76.2223,42.6728,1358,4/16/25,0.26,42.3
DEG_PER_2,-76.2223,42.6728,1358,4/17/25,0.13,32.6
DEG_PER_2,-76.2223,42.6728,1358,4/18/25,0,39.2
DEG_PER_2,-76.2223,42.6728,1358,4/19/25,0,53.7
DEG_PER_2,-76.2223,42.6728,1358,4/20/25,0.4,55.9
DEG_PER_2,-76.2223,42.6728,1358,4/21/25,0,39.5
DEG_PER_2,-76.2223,42.6728,1358,4/22/25,0.22,52.5
DEG_PER_2,-76.2223,42.6728,1358,4/23/25,0,46.9
DEG_PER_2,-76.2223,42.6728,1358,4/24/25,0.03,52.7
DEG_PER_2,-76.2223,42.6728,1358,4/25/25,0.01,62.4
DEG_PER_2,-76.2223,42.6728,1358,4/26/25,0.38,65.1
DEG_PER_2,-76.2223,42.6728,1358,4/27/25,0.29,50.7
DEG_PER_2,-76.2223,42.6728,1358,4/28/25,0.02,43.9
DEG_PER_2,-76.2223,42.6728,1358,4/29/25,0,56.3
DEG_PER_2,-76.2223,42.6728,1358,4/30/25,0.94,60.1
DEG_PER_2,-76.2223,42.6728,1358,5/1/25,0,44.8
DEG_PER_2,-76.2223,42.6728,1358,5/2/25,0.24,60.4
DEG_PER_2,-76.2223,42.6728,1358,5/3/25,0.37,61.1
DEG_PER_2,-76.2223,42.6728,1358,5/4/25,0.37,50.4
DEG_PER_2,-76.2223,42.6728,1358,5/5/25,0.22,54.2
DEG_PER_2,-76.2223,42.6728,1358,5/6/25,0.32,61.7
DEG_PER_2,-76.2223,42.6728,1358,5/7/25,1.61,59.8
DEG_PER_2,-76.2223,42.6728,1358,5/8/25,0.2,54.9
DEG_PER_2,-76.2223,42.6728,1358,5/9/25,0.02,45
DEG_PER_2,-76.2223,42.6728,1358,5/10/25,0.41,42.9
DEG_PER_2,-76.2223,42.6728,1358,5/11/25,0,51.7
DEG_PER_2,-76.2223,42.6728,1358,5/12/25,0,47.5
DEG_PER_2,-76.2223,42.6728,1358,5/13/25,0,65.3
DEG_PER_2,-76.2223,42.6728,1358,5/14/25,0.17,64.6
DEG_PER_2,-76.2223,42.6728,1358,5/15/25,0.07,61.2
DEG_PER_2,-76.2223,42.6728,1358,5/16/25,0.03,63.6
DEG_PER_2,-76.2223,42.6728,1358,5/17/25,0.31,69.2
DEG_PER_2,-76.2223,42.6728,1358,5/18/25,0.34,64
DEG_PER_2,-76.2223,42.6728,1358,5/19/25,0.11,48.9
DEG_PER_2,-76.2223,42.6728,1358,5/20/25,0,43.3
DEG_PER_2,-76.2223,42.6728,1358,5/21/25,0,45
DEG_PER_2,-76.2223,42.6728,1358,5/22/25,0.53,47.6
DEG_PER_2,-76.2223,42.6728,1358,5/23/25,0.18,46.6
DEG_PER_2,-76.2223,42.6728,1358,5/24/25,0.45,47.1
DEG_PER_2,-76.2223,42.6728,1358,5/25/25,0.38,48.9
DEG_PER_2,-76.2223,42.6728,1358,5/26/25,0,49
DEG_PER_2,-76.2223,42.6728,1358,5/27/25,0,53.1
DEG_PER_2,-76.2223,42.6728,1358,5/28/25,0,56.7
DEG_PER_2,-76.2223,42.6728,1358,5/29/25,0.58,58.1
DEG_PER_2,-76.2223,42.6728,1358,5/30/25,0.03,58.6
DEG_PER_2,-76.2223,42.6728,1358,5/31/25,0.08,62
DEG_PER_2,-76.2223,42.6728,1358,6/1/25,0.26,47.6
DEG_PER_2,-76.2223,42.6728,1358,6/2/25,0.19,47.5
DEG_PER_2,-76.2223,42.6728,1358,6/3/25,0,52.6
DEG_PER_2,-76.2223,42.6728,1358,6/4/25,0,63.1
DEG_PER_2,-76.2223,42.6728,1358,6/5/25,0,72.5
DEG_PER_2,-76.2223,42.6728,1358,6/6/25,0.63,72.8
DEG_PER_2,-76.2223,42.6728,1358,6/7/25,1.8,66.7
DEG_PER_2,-76.2223,42.6728,1358,6/8/25,0,61.6
DEG_PER_2,-76.2223,42.6728,1358,6/9/25,0.31,65.5
DEG_PER_2,-76.2223,42.6728,1358,6/10/25,1.04,68.1
DEG_PER_2,-76.2223,42.6728,1358,6/11/25,0.1,60.4
DEG_PER_2,-76.2223,42.6728,1358,6/12/25,0,67.1
DEG_PER_2,-76.2223,42.6728,1358,6/13/25,0,60.4
DEG_PER_2,-76.2223,42.6728,1358,6/14/25,0.46,63.4
DEG_PER_2,-76.2223,42.6728,1358,6/15/25,0,60.3
DEG_PER_2,-76.2223,42.6728,1358,6/16/25,0,64.5
DEG_PER_2,-76.2223,42.6728,1358,6/17/25,0,64.1
DEG_PER_2,-76.2223,42.6728,1358,6/18/25,0,68.4
DEG_PER_2,-76.2223,42.6728,1358,6/19/25,0.09,73
DEG_PER_2,-76.2223,42.6728,1358,6/20/25,0.28,70.3
DEG_PER_2,-76.2223,42.6728,1358,6/21/25,0.05,64.6
DEG_PER_2,-76.2223,42.6728,1358,6/22/25,0.28,73.2
DEG_PER_2,-76.2223,42.6728,1358,6/23/25,0.5,75.9
DEG_PER_2,-76.2223,42.6728,1358,6/24/25,0,78.1
DEG_PER_2,-76.2223,42.6728,1358,6/25/25,0,79.8
DEG_PER_2,-76.2223,42.6728,1358,6/26/25,0,74.3
DEG_PER_2,-76.2223,42.6728,1358,6/27/25,0.45,64.2
DEG_PER_2,-76.2223,42.6728,1358,6/28/25,0,62.4
DEG_PER_2,-76.2223,42.6728,1358,6/29/25,0.29,70.1
DEG_PER_2,-76.2223,42.6728,1358,6/30/25,0,66.2
,,,,,,
DEG_VIL,-76.1717,42.6954,1234,1/1/25,0.4,39.1
DEG_VIL,-76.1717,42.6954,1234,1/2/25,0.15,35.5
DEG_VIL,-76.1717,42.6954,1234,1/3/25,0.03,27.9
DEG_VIL,-76.1717,42.6954,1234,1/4/25,0.07,23.6
DEG_VIL,-76.1717,42.6954,1234,1/5/25,0.09,21.2
DEG_VIL,-76.1717,42.6954,1234,1/6/25,0,20.8
DEG_VIL,-76.1717,42.6954,1234,1/7/25,0.04,13.7
DEG_VIL,-76.1717,42.6954,1234,1/8/25,0.1,16.3
DEG_VIL,-76.1717,42.6954,1234,1/9/25,0.04,13.8
DEG_VIL,-76.1717,42.6954,1234,1/10/25,0.04,15.9
DEG_VIL,-76.1717,42.6954,1234,1/11/25,0.08,19.3
DEG_VIL,-76.1717,42.6954,1234,1/12/25,0.03,22.7
DEG_VIL,-76.1717,42.6954,1234,1/13/25,0,26.8
DEG_VIL,-76.1717,42.6954,1234,1/14/25,0.03,24.1
DEG_VIL,-76.1717,42.6954,1234,1/15/25,0.04,17.5
DEG_VIL,-76.1717,42.6954,1234,1/16/25,0.03,18.2
DEG_VIL,-76.1717,42.6954,1234,1/17/25,0.06,19.7
DEG_VIL,-76.1717,42.6954,1234,1/18/25,0,28.9
DEG_VIL,-76.1717,42.6954,1234,1/19/25,0.12,26.3
DEG_VIL,-76.1717,42.6954,1234,1/20/25,0,9.2
DEG_VIL,-76.1717,42.6954,1234,1/21/25,0.04,3
DEG_VIL,-76.1717,42.6954,1234,1/22/25,0,-0.1
DEG_VIL,-76.1717,42.6954,1234,1/23/25,0,0.3
DEG_VIL,-76.1717,42.6954,1234,1/24/25,0,17.9
DEG_VIL,-76.1717,42.6954,1234,1/25/25,0.02,13.3
DEG_VIL,-76.1717,42.6954,1234,1/26/25,0,16.6
DEG_VIL,-76.1717,42.6954,1234,1/27/25,0,20.8
DEG_VIL,-76.1717,42.6954,1234,1/28/25,0.07,26.6
DEG_VIL,-76.1717,42.6954,1234,1/29/25,0.12,25.5
DEG_VIL,-76.1717,42.6954,1234,1/30/25,0.1,25.2
DEG_VIL,-76.1717,42.6954,1234,1/31/25,0,22.4
DEG_VIL,-76.1717,42.6954,1234,2/1/25,0.5,24.5
DEG_VIL,-76.1717,42.6954,1234,2/2/25,0,4.3
DEG_VIL,-76.1717,42.6954,1234,2/3/25,0.13,15.3
DEG_VIL,-76.1717,42.6954,1234,2/4/25,0.09,34.1
DEG_VIL,-76.1717,42.6954,1234,2/5/25,0.15,19.8
DEG_VIL,-76.1717,42.6954,1234,2/6/25,0.12,13.5
DEG_VIL,-76.1717,42.6954,1234,2/7/25,0.1,30.4
DEG_VIL,-76.1717,42.6954,1234,2/8/25,0.01,16.8
DEG_VIL,-76.1717,42.6954,1234,2/9/25,0.29,18.5
DEG_VIL,-76.1717,42.6954,1234,2/10/25,0.02,23.9
DEG_VIL,-76.1717,42.6954,1234,2/11/25,0,17.8
DEG_VIL,-76.1717,42.6954,1234,2/12/25,0,16.6
DEG_VIL,-76.1717,42.6954,1234,2/13/25,0.06,19.6
DEG_VIL,-76.1717,42.6954,1234,2/14/25,0.16,29.6
DEG_VIL,-76.1717,42.6954,1234,2/15/25,0,19.2
DEG_VIL,-76.1717,42.6954,1234,2/16/25,0.58,25.1
DEG_VIL,-76.1717,42.6954,1234,2/17/25,0.77,25.8
DEG_VIL,-76.1717,42.6954,1234,2/18/25,0.04,13.2
DEG_VIL,-76.1717,42.6954,1234,2/19/25,0,11.7
DEG_VIL,-76.1717,42.6954,1234,2/20/25,0.03,14.8
DEG_VIL,-76.1717,42.6954,1234,2/21/25,0.08,14.5
DEG_VIL,-76.1717,42.6954,1234,2/22/25,0,14.9
DEG_VIL,-76.1717,42.6954,1234,2/23/25,0,23.9
DEG_VIL,-76.1717,42.6954,1234,2/24/25,0,28.1
DEG_VIL,-76.1717,42.6954,1234,2/25/25,0,36.4
DEG_VIL,-76.1717,42.6954,1234,2/26/25,0.25,36
DEG_VIL,-76.1717,42.6954,1234,2/27/25,0.15,34.4
DEG_VIL,-76.1717,42.6954,1234,2/28/25,0.33,35.1
DEG_VIL,-76.1717,42.6954,1234,3/1/25,0.03,34.4
DEG_VIL,-76.1717,42.6954,1234,3/2/25,0.1,22.7
DEG_VIL,-76.1717,42.6954,1234,3/3/25,0,12.4
DEG_VIL,-76.1717,42.6954,1234,3/4/25,0,23.7
DEG_VIL,-76.1717,42.6954,1234,3/5/25,0.02,37.1
DEG_VIL,-76.1717,42.6954,1234,3/6/25,0.78,43.6
DEG_VIL,-76.1717,42.6954,1234,3/7/25,0.14,31.2
DEG_VIL,-76.1717,42.6954,1234,3/8/25,0.07,27.6
DEG_VIL,-76.1717,42.6954,1234,3/9/25,0,25.1
DEG_VIL,-76.1717,42.6954,1234,3/10/25,0,34.1
DEG_VIL,-76.1717,42.6954,1234,3/11/25,0,44.2
DEG_VIL,-76.1717,42.6954,1234,3/12/25,0,45
DEG_VIL,-76.1717,42.6954,1234,3/13/25,0,31.8
DEG_VIL,-76.1717,42.6954,1234,3/14/25,0,42.7
DEG_VIL,-76.1717,42.6954,1234,3/15/25,0,48.8
DEG_VIL,-76.1717,42.6954,1234,3/16/25,0,52.7
DEG_VIL,-76.1717,42.6954,1234,3/17/25,0.71,50.2
DEG_VIL,-76.1717,42.6954,1234,3/18/25,0.01,27
DEG_VIL,-76.1717,42.6954,1234,3/19/25,0,40.8
DEG_VIL,-76.1717,42.6954,1234,3/20/25,0,56.5
DEG_VIL,-76.1717,42.6954,1234,3/21/25,0.02,46.7
DEG_VIL,-76.1717,42.6954,1234,3/22/25,0,33.4
DEG_VIL,-76.1717,42.6954,1234,3/23/25,0.04,34.8
DEG_VIL,-76.1717,42.6954,1234,3/24/25,0.03,29.5
DEG_VIL,-76.1717,42.6954,1234,3/25/25,0,43.8
DEG_VIL,-76.1717,42.6954,1234,3/26/25,0,30.6
DEG_VIL,-76.1717,42.6954,1234,3/27/25,0.1,27.1
DEG_VIL,-76.1717,42.6954,1234,3/28/25,0.03,33.2
DEG_VIL,-76.1717,42.6954,1234,3/29/25,0.12,44.9
DEG_VIL,-76.1717,42.6954,1234,3/30/25,0.31,44.3
DEG_VIL,-76.1717,42.6954,1234,3/31/25,0.08,54.7
DEG_VIL,-76.1717,42.6954,1234,4/1/25,0.01,49.3
DEG_VIL,-76.1717,42.6954,1234,4/2/25,0,30.9
DEG_VIL,-76.1717,42.6954,1234,4/3/25,0.55,38.8
DEG_VIL,-76.1717,42.6954,1234,4/4/25,0,55.6
DEG_VIL,-76.1717,42.6954,1234,4/5/25,0.04,43.4
DEG_VIL,-76.1717,42.6954,1234,4/6/25,0.5,43.4
DEG_VIL,-76.1717,42.6954,1234,4/7/25,0,36.5
DEG_VIL,-76.1717,42.6954,1234,4/8/25,0.08,33.8
DEG_VIL,-76.1717,42.6954,1234,4/9/25,0.14,21.9
DEG_VIL,-76.1717,42.6954,1234,4/10/25,0,30.8
DEG_VIL,-76.1717,42.6954,1234,4/11/25,0.27,35.7
DEG_VIL,-76.1717,42.6954,1234,4/12/25,0.16,39
DEG_VIL,-76.1717,42.6954,1234,4/13/25,0.15,38.6
DEG_VIL,-76.1717,42.6954,1234,4/14/25,0,42.1
DEG_VIL,-76.1717,42.6954,1234,4/15/25,0.2,48
DEG_VIL,-76.1717,42.6954,1234,4/16/25,0.25,42.7
DEG_VIL,-76.1717,42.6954,1234,4/17/25,0.12,32.7
DEG_VIL,-76.1717,42.6954,1234,4/18/25,0,39.5
DEG_VIL,-76.1717,42.6954,1234,4/19/25,0,54.4
DEG_VIL,-76.1717,42.6954,1234,4/20/25,0.39,56
DEG_VIL,-76.1717,42.6954,1234,4/21/25,0,40
DEG_VIL,-76.1717,42.6954,1234,4/22/25,0.22,53.2
DEG_VIL,-76.1717,42.6954,1234,4/23/25,0,47.5
DEG_VIL,-76.1717,42.6954,1234,4/24/25,0.03,53.1
DEG_VIL,-76.1717,42.6954,1234,4/25/25,0.02,63.5
DEG_VIL,-76.1717,42.6954,1234,4/26/25,0.44,65.6
DEG_VIL,-76.1717,42.6954,1234,4/27/25,0.34,50.9
DEG_VIL,-76.1717,42.6954,1234,4/28/25,0.02,44.8
DEG_VIL,-76.1717,42.6954,1234,4/29/25,0,57
DEG_VIL,-76.1717,42.6954,1234,4/30/25,0.95,60.5
DEG_VIL,-76.1717,42.6954,1234,5/1/25,0,45
DEG_VIL,-76.1717,42.6954,1234,5/2/25,0.22,61
DEG_VIL,-76.1717,42.6954,1234,5/3/25,0.34,61.5
DEG_VIL,-76.1717,42.6954,1234,5/4/25,0.37,50.5
DEG_VIL,-76.1717,42.6954,1234,5/5/25,0.23,54.4
DEG_VIL,-76.1717,42.6954,1234,5/6/25,0.31,61.8
DEG_VIL,-76.1717,42.6954,1234,5/7/25,1.55,59.9
DEG_VIL,-76.1717,42.6954,1234,5/8/25,0.21,54.8
DEG_VIL,-76.1717,42.6954,1234,5/9/25,0.03,44.9
DEG_VIL,-76.1717,42.6954,1234,5/10/25,0.49,43.2
DEG_VIL,-76.1717,42.6954,1234,5/11/25,0,52.4
DEG_VIL,-76.1717,42.6954,1234,5/12/25,0,48
DEG_VIL,-76.1717,42.6954,1234,5/13/25,0,65.9
DEG_VIL,-76.1717,42.6954,1234,5/14/25,0.17,65
DEG_VIL,-76.1717,42.6954,1234,5/15/25,0.07,61.6
DEG_VIL,-76.1717,42.6954,1234,5/16/25,0.03,64.6
DEG_VIL,-76.1717,42.6954,1234,5/17/25,0.31,69.7
DEG_VIL,-76.1717,42.6954,1234,5/18/25,0.35,64.6
DEG_VIL,-76.1717,42.6954,1234,5/19/25,0.12,49
DEG_VIL,-76.1717,42.6954,1234,5/20/25,0,43.4
DEG_VIL,-76.1717,42.6954,1234,5/21/25,0,45.3
DEG_VIL,-76.1717,42.6954,1234,5/22/25,0.51,47.7
DEG_VIL,-76.1717,42.6954,1234,5/23/25,0.19,46.9
DEG_VIL,-76.1717,42.6954,1234,5/24/25,0.4,47.1
DEG_VIL,-76.1717,42.6954,1234,5/25/25,0.32,49
DEG_VIL,-76.1717,42.6954,1234,5/26/25,0,49.3
DEG_VIL,-76.1717,42.6954,1234,5/27/25,0,53.6
DEG_VIL,-76.1717,42.6954,1234,5/28/25,0,57.9
DEG_VIL,-76.1717,42.6954,1234,5/29/25,0.62,58.7
DEG_VIL,-76.1717,42.6954,1234,5/30/25,0.03,59
DEG_VIL,-76.1717,42.6954,1234,5/31/25,0.09,62.3
DEG_VIL,-76.1717,42.6954,1234,6/1/25,0.25,48
DEG_VIL,-76.1717,42.6954,1234,6/2/25,0.17,48.2
DEG_VIL,-76.1717,42.6954,1234,6/3/25,0,53.5
DEG_VIL,-76.1717,42.6954,1234,6/4/25,0,64.2
DEG_VIL,-76.1717,42.6954,1234,6/5/25,0,73.7
DEG_VIL,-76.1717,42.6954,1234,6/6/25,0.6,72.9
DEG_VIL,-76.1717,42.6954,1234,6/7/25,1.76,66.6
DEG_VIL,-76.1717,42.6954,1234,6/8/25,0,62.4
DEG_VIL,-76.1717,42.6954,1234,6/9/25,0.24,66.3
DEG_VIL,-76.1717,42.6954,1234,6/10/25,1.05,68.4
DEG_VIL,-76.1717,42.6954,1234,6/11/25,0.11,61.2
DEG_VIL,-76.1717,42.6954,1234,6/12/25,0,67.9
DEG_VIL,-76.1717,42.6954,1234,6/13/25,0,61
DEG_VIL,-76.1717,42.6954,1234,6/14/25,0.61,63.5
DEG_VIL,-76.1717,42.6954,1234,6/15/25,0,60.5
DEG_VIL,-76.1717,42.6954,1234,6/16/25,0,64.7
DEG_VIL,-76.1717,42.6954,1234,6/17/25,0,64.5
DEG_VIL,-76.1717,42.6954,1234,6/18/25,0,68.7
DEG_VIL,-76.1717,42.6954,1234,6/19/25,0.08,73.7
DEG_VIL,-76.1717,42.6954,1234,6/20/25,0.29,70.4
DEG_VIL,-76.1717,42.6954,1234,6/21/25,0.04,65.2
DEG_VIL,-76.1717,42.6954,1234,6/22/25,0.82,74
DEG_VIL,-76.1717,42.6954,1234,6/23/25,0.45,76.3
DEG_VIL,-76.1717,42.6954,1234,6/24/25,0,79
DEG_VIL,-76.1717,42.6954,1234,6/25/25,0,80.5
DEG_VIL,-76.1717,42.6954,1234,6/26/25,0,74.6
DEG_VIL,-76.1717,42.6954,1234,6/27/25,0.48,64.2
DEG_VIL,-76.1717,42.6954,1234,6/28/25,0,62.8
DEG_VIL,-76.1717,42.6954,1234,6/29/25,0.29,70.2
DEG_VIL,-76.1717,42.6954,1234,6/30/25,0,66.7
,,,,,,
HUN_REE,-76.0152,43.8987,433,1/1/25,0.52,41
HUN_REE,-76.0152,43.8987,433,1/2/25,0.21,32.9
HUN_REE,-76.0152,43.8987,433,1/3/25,0,30.9
HUN_REE,-76.0152,43.8987,433,1/4/25,0,22
HUN_REE,-76.0152,43.8987,433,1/5/25,0.04,21.3
HUN_REE,-76.0152,43.8987,433,1/6/25,0.03,15.7
HUN_REE,-76.0152,43.8987,433,1/7/25,0,11.1
HUN_REE,-76.0152,43.8987,433,1/8/25,0,18.4
HUN_REE,-76.0152,43.8987,433,1/9/25,0,14.4
HUN_REE,-76.0152,43.8987,433,1/10/25,0,16.6
HUN_REE,-76.0152,43.8987,433,1/11/25,0.02,16.6
HUN_REE,-76.0152,43.8987,433,1/12/25,0,23.5
HUN_REE,-76.0152,43.8987,433,1/13/25,0,29
HUN_REE,-76.0152,43.8987,433,1/14/25,0.15,28
HUN_REE,-76.0152,43.8987,433,1/15/25,0,19.9
HUN_REE,-76.0152,43.8987,433,1/16/25,0.1,20.2
HUN_REE,-76.0152,43.8987,433,1/17/25,0.03,22.4
HUN_REE,-76.0152,43.8987,433,1/18/25,0,31.8
HUN_REE,-76.0152,43.8987,433,1/19/25,0.34,26
HUN_REE,-76.0152,43.8987,433,1/20/25,0,10.4
HUN_REE,-76.0152,43.8987,433,1/21/25,0.64,9.1
HUN_REE,-76.0152,43.8987,433,1/22/25,0.7,4.4
HUN_REE,-76.0152,43.8987,433,1/23/25,0,5.4
HUN_REE,-76.0152,43.8987,433,1/24/25,0.16,18.6
HUN_REE,-76.0152,43.8987,433,1/25/25,0,14
HUN_REE,-76.0152,43.8987,433,1/26/25,0.1,23
HUN_REE,-76.0152,43.8987,433,1/27/25,0.14,28.1
HUN_REE,-76.0152,43.8987,433,1/28/25,0.12,23.6
HUN_REE,-76.0152,43.8987,433,1/29/25,0.2,22
HUN_REE,-76.0152,43.8987,433,1/30/25,0.13,16.4
HUN_REE,-76.0152,43.8987,433,1/31/25,0,17.4
HUN_REE,-76.0152,43.8987,433,2/1/25,0.2,19.7
HUN_REE,-76.0152,43.8987,433,2/2/25,0,0.7
HUN_REE,-76.0152,43.8987,433,2/3/25,0.03,14
HUN_REE,-76.0152,43.8987,433,2/4/25,0.36,29.8
HUN_REE,-76.0152,43.8987,433,2/5/25,0,9.1
HUN_REE,-76.0152,43.8987,433,2/6/25,0,7.2
HUN_REE,-76.0152,43.8987,433,2/7/25,0.1,27.5
HUN_REE,-76.0152,43.8987,433,2/8/25,0,22.6
HUN_REE,-76.0152,43.8987,433,2/9/25,0.21,22.1
HUN_REE,-76.0152,43.8987,433,2/10/25,0.02,22
HUN_REE,-76.0152,43.8987,433,2/11/25,0.1,18.6
HUN_REE,-76.0152,43.8987,433,2/12/25,0.05,18.1
HUN_REE,-76.0152,43.8987,433,2/13/25,0.28,18.5
HUN_REE,-76.0152,43.8987,433,2/14/25,0.31,24.7
HUN_REE,-76.0152,43.8987,433,2/15/25,0,17.2
HUN_REE,-76.0152,43.8987,433,2/16/25,0.08,22.5
HUN_REE,-76.0152,43.8987,433,2/17/25,0.78,15.5
HUN_REE,-76.0152,43.8987,433,2/18/25,0,13
HUN_REE,-76.0152,43.8987,433,2/19/25,0,5.5
HUN_REE,-76.0152,43.8987,433,2/20/25,0,3
HUN_REE,-76.0152,43.8987,433,2/21/25,0,6.6
HUN_REE,-76.0152,43.8987,433,2/22/25,0,8.3
HUN_REE,-76.0152,43.8987,433,2/23/25,0.09,22.2
HUN_REE,-76.0152,43.8987,433,2/24/25,0.03,29.4
HUN_REE,-76.0152,43.8987,433,2/25/25,0,38
HUN_REE,-76.0152,43.8987,433,2/26/25,0.26,37.4
HUN_REE,-76.0152,43.8987,433,2/27/25,0.05,31.9
HUN_REE,-76.0152,43.8987,433,2/28/25,0.15,30.2
HUN_REE,-76.0152,43.8987,433,3/1/25,0.12,30.4
HUN_REE,-76.0152,43.8987,433,3/2/25,0.02,17
HUN_REE,-76.0152,43.8987,433,3/3/25,0,5.3
HUN_REE,-76.0152,43.8987,433,3/4/25,0,18.5
HUN_REE,-76.0152,43.8987,433,3/5/25,0,38.8
HUN_REE,-76.0152,43.8987,433,3/6/25,0.68,44.2
HUN_REE,-76.0152,43.8987,433,3/7/25,0.04,30.2
HUN_REE,-76.0152,43.8987,433,3/8/25,0.03,27.5
HUN_REE,-76.0152,43.8987,433,3/9/25,0,25.5
HUN_REE,-76.0152,43.8987,433,3/10/25,0,34.2
HUN_REE,-76.0152,43.8987,433,3/11/25,0,40.7
HUN_REE,-76.0152,43.8987,433,3/12/25,0,40
HUN_REE,-76.0152,43.8987,433,3/13/25,0,26.7
HUN_REE,-76.0152,43.8987,433,3/14/25,0,39.1
HUN_REE,-76.0152,43.8987,433,3/15/25,0,45.6
HUN_REE,-76.0152,43.8987,433,3/16/25,0.03,58.6
HUN_REE,-76.0152,43.8987,433,3/17/25,0.63,48.4
HUN_REE,-76.0152,43.8987,433,3/18/25,0,28.5
HUN_REE,-76.0152,43.8987,433,3/19/25,0,42.4
HUN_REE,-76.0152,43.8987,433,3/20/25,0,62.4
HUN_REE,-76.0152,43.8987,433,3/21/25,0.11,45.8
HUN_REE,-76.0152,43.8987,433,3/22/25,0,34.7
HUN_REE,-76.0152,43.8987,433,3/23/25,0.04,32.6
HUN_REE,-76.0152,43.8987,433,3/24/25,0.04,28.4
