Year,What is the Trap Name?,Which pest are you recording for?,Crop,Other Crop,State or Province,Date trap was checked?,How many moths were in the trap this week?,Latitude,Longitude,,,,,,,
2020,D Westfield,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,43.811,-81.492,,,,,,,
2020,DeBlock Trap 1,Western Bean Cutworm (WBC),Dry Beans,,ON,7/6/20,0,43.575,-81.244,,,,,,,
2020,DeBlock Trap 2,Western Bean Cutworm (WBC),Dry Beans,,ON,7/6/20,0,43.577,-81.249,,,,,,,
2020,F Home,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,43.551,-81.238,,,,,,,
2020,Fred Martin,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,43.597,-80.480,,,,,,,
2020,Gatineau (Masson)WBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,45.569,-75.367,,,,,,,
2020,GodmanchesterWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.092,-74.171,,,,,,,
2020,Graham Snyder,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,43.567,-80.379,,,,,,,
2020,Gralex Agronomy,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,42.943,-79.592,,,,,,,
2020,Grandridge Ken’s,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,43.599,-80.459,,,,,,,
2020,Grootendorst,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,43.523,-80.377,,,,,,,
2020,Hatley-WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.182,-71.950,,,,,,,
2020,HemmingfordWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.056,-73.583,,,,,,,
2020,HinchinbrookeWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.124,-73.991,,,,,,,
2020,Home McDougal ,Western Bean Cutworm (WBC),Dry Beans,,ON,7/6/20,0,43.008,-80.429,,,,,,,
2020,Home McDougal ,Western Bean Cutworm (WBC),Dry Beans,,ON,7/6/20,1,43.008,-80.429,,,,,,,
2020,Kevin Bechtel ,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,43.481,-80.336,,,,,,,
2020,Kevin Vandriel,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,43.787,-80.409,,,,,,,
2020,La ConceptionWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,46.118,-74.481,,,,,,,
2020,L'AssomptionWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,45.888,-73.460,,,,,,,
2020,Laval-OuestWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,45.532,-73.839,,,,,,,
2020,Leeder’s ,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,3,44.991,-75.438,,,,,,,
2020,Les-Cedres-1WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.306,-74.054,,,,,,,
2020,Les-Cedres-2WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.306,-74.054,,,,,,,
2020,Lindsay WBC Scentry,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,44.284,-78.622,,,,,,,
2020,Lindsay WBC Trece,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,44.284,-78.622,,,,,,,
2020,L'Isle-aux-AllumetesWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.825,-76.215,,,,,,,
2020,Lochaber-Partie-OuestWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.551,-75.384,,,,,,,
2020,Lodewyk Vollmershausen Trap 1,Western Bean Cutworm (WBC),Dry Beans,,ON,7/6/20,0,43.147,-80.626,,,,,,,
2020,Lodewyk Vollmershausen Trap 2,Western Bean Cutworm (WBC),Dry Beans,,ON,7/6/20,0,43.147,-80.628,,,,,,,
2020,LouisevilleWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,46.286,-72.928,,,,,,,
2020,Markdale,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,44.295,-80.655,,,,,,,
2020,Metab-Lac à la Croix (LSJ)WBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,48.438,-71.852,,,,,,,
2020,Mint Valley,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,43.522,-80.427,,,,,,,
2020,MirabelWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.652,-74.090,,,,,,,
2020,Mont-LaurierWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,46.552,-75.504,,,,,,,
2020,Mont-Saint-GregoireWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.336,-73.160,,,,,,,
2020,Mont-Saint-MichelWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,46.784,-75.410,,,,,,,
2020,Neuville-sudWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,46.712,-71.559,,,,,,,
2020,NicoletWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,46.217,-72.588,,,,,,,
2020,Nixon,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,3,45.112,-75.760,,,,,,,
2020,Notre-Dame-du-Sacre-Coeur-d'Lssoudun 2WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,46.560,-71.646,,,,,,,
2020,Notre-Dame-du-Sacre-Coeur-d'LssoudunWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,46.560,-71.646,,,,,,,
2020,NoyanWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.062,-73.251,,,,,,,
2020,OkaWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,45.498,-74.153,,,,,,,
2020,Ontowa ,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,43.619,-80.514,,,,,,,
2020,Ormstown-1WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.124,-73.991,,,,,,,
2020,Ormstown-2WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.124,-73.991,,,,,,,
2020,PierrevilleWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,46.100,-72.876,,,,,,,
2020,Piggot Vollmershausen Trap 1,Western Bean Cutworm (WBC),Dry Beans,,ON,7/6/20,0,43.266,-80.663,,,,,,,
2020,Piggot Vollmershausen Trap 2,Western Bean Cutworm (WBC),Dry Beans,,ON,7/6/20,0,43.268,-80.664,,,,,,,
2020,Pont-RougeWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,46.737,-71.770,,,,,,,
2020,PrincevilleWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,46.194,-71.829,,,,,,,
2020,R Roth,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,43.619,-81.582,,,,,,,
2020,Ravenna,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,44.295,-80.655,,,,,,,
2020,Reyneveldt Vollmershausen Trap 1,Western Bean Cutworm (WBC),Dry Beans,,ON,7/6/20,0,43.300,-80.719,,,,,,,
2020,Reyneveldt Vollmershausen Trap 2,Western Bean Cutworm (WBC),Dry Beans,,ON,7/6/20,0,43.304,-80.717,,,,,,,
2020,RichmondWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.328,-71.802,,,,,,,
2020,Ridgetown WBC Trece,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,1,42.448,-81.886,,,,,,,
2020,RJM Horst,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,43.664,-80.533,,,,,,,
2020,Rosendale,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,43.500,-80.456,,,,,,,
2020,Saine-Blaise-sir-Richelieu-1WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.226,-73.255,,,,,,,
2020,Saine-Blaise-sir-Richelieu-2WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.226,-73.255,,,,,,,
2020,Saint-Andre-d'ArgentueilWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.780,-74.923,,,,,,,
2020,Saint-Anicet-2WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.780,-74.923,,,,,,,
2020,Saint-Anicet-3WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.780,-74.923,,,,,,,
2020,Saint-AnicetWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.780,-74.923,,,,,,,
2020,Saint-Anne-de-la-PocatiereWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,47.338,-70.092,,,,,,,
2020,Saint-ArseneWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,47.291,-79.330,,,,,,,
2020,Saint-Barnabe-SudWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.729,-72.920,,,,,,,
2020,Saint-Bernard-de-MichaudvilleWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.808,-73.036,,,,,,,
2020,Saint-BernardWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,47.291,-79.330,,,,,,,
2020,Saint-Blaise-sur-Richelieu-1WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.226,-73.255,,,,,,,
2020,Saint-Blaise-sur-Richelieu-2WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.226,-73.255,,,,,,,
2020,Saint-Bruno-de-GuiguesWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,47.466,-79.438,,,,,,,
2020,Saint-CasimirWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,46.661,-72.143,,,,,,,
2020,Saint-Charles-sur-RichelieuWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.685,-73.179,,,,,,,
2020,Saint-ChrysostomeWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.098,-73.761,,,,,,,
2020,Saint-DamaseWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.534,-72.998,,,,,,,
2020,Sainte-Anicet-2WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.153,-73.994,,,,,,,
2020,Sainte-Anicet-3WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.153,-73.994,,,,,,,
2020,Sainte-Brigitte-des-SaultsWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,46.026,-72.487,,,,,,,
2020,Sainte-ChristineWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.675,-72.787,,,,,,,
2020,Saint-Edmond-de-Grantham2WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.805,-72.619,,,,,,,
2020,Saint-Edmond-de-GranthamWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.805,-72.619,,,,,,,
2020,Saint-EdouardWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.155,-72.987,,,,,,,
2020,Saint-ElphegeWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,46.100,-72.876,,,,,,,
2020,Sainte-MartineWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.264,-73.899,,,,,,,
2020,Saint-Georges-de-ClarencevilleWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.062,-73.251,,,,,,,
2020,Saint-GermainWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.861,-72.632,,,,,,,
2020,Saint-Hyacinthe-1WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.660,-72.884,,,,,,,
2020,Saint-Hyacinthe-2WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.624,-72.887,,,,,,,
2020,Saint-Hyacinthe-3WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.649,-73.015,,,,,,,
2020,Saint-Jean-de-Iile-d'OrleansWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,46.928,-70.882,,,,,,,
2020,Saint-Lambert-de-LauzonWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,46.628,-71.234,,,,,,,
2020,Saint-LiguoriWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,46.006,-73.572,,,,,,,
2020,Saint-Lin-LaurentidesWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.892,-73.761,,,,,,,
2020,Saint-Louis-de-GonzagueWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.219,-73.996,,,,,,,
2020,Saint-Luc-de-VincennesWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,46.495,-72.416,,,,,,,
2020,Saint-LudgerWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.739,-70.647,,,,,,,
2020,Saint-Marc-sur-RichelieuWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.171,-73.525,,,,,,,
2020,Saint-Mathieu-de-Beloeil-2WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.570,-73.245,,,,,,,
2020,Saint-Mathieu-de-Beloeil-3WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.570,-73.245,,,,,,,
2020,Saint-Mathieu-de-BeloeilWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.570,-73.245,,,,,,,
2020,Saint-Nazaire-d'ActonWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.737,-72.622,,,,,,,
2020,Saint-Paul-d'AbbotsfordWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.424,-72.839,,,,,,,
2020,Saint-Pie-1WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.508,-72.909,,,,,,,
2020,Saint-Pie-2WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.508,-72.909,,,,,,,
2020,Saint-Pierre-les-BecquetsWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,46.527,-72.171,,,,,,,
2020,Saint-PolycarpeWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.211,-74.310,,,,,,,
2020,Saint-ProsperWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,46.598,-72.318,,,,,,,
2020,Saint-SamuelWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,46.072,-72.204,,,,,,,
2020,Saint-SebastienWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.124,-73.143,,,,,,,
2020,Saint-Simon1WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.653,-72.870,,,,,,,
2020,Saint-Simon-2WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.653,-72.870,,,,,,,
2020,Saint-Simon-3WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.653,-72.870,,,,,,,
2020,Saint-TelesphoreWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.303,-74.299,,,,,,,
2020,Saint-Thomas-1WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,46.015,-73.361,,,,,,,
2020,Saint-Thomas-2WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,46.015,-73.361,,,,,,,
2020,Saint-Urbain-PremierWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.215,-73.731,,,,,,,
2020,Saint-Valerien de MiltonWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.508,-72.909,,,,,,,
2020,Salaberry-de-ValleyfieldWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.237,-74.089,,,,,,,
2020,ShawvilleWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.825,-76.215,,,,,,,
2020,SherringtonWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.171,-73.525,,,,,,,
2020,SpringFlo,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,43.779,-80.463,,,,,,,
2020,Stanstead-EstWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.095,-72.185,,,,,,,
2020,St-Antoine-de-TillyWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,46.666,-71.583,,,,,,,
2020,St-ArsèneWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,47.866,-69.455,,,,,,,
2020,Ste-Pétronille (Île d'Orléans)WBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,46.854,-71.105,,,,,,,
2020,St-Henri-de-LévisWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,46.697,-71.071,,,,,,,
2020,Stoke-WBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.462,-71.840,,,,,,,
2020,St-Paul-D'AbbotsfordWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,45.424,-72.840,,,,,,,
2020,St-PolycarpeWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,45.303,-74.299,,,,,,,
2020,St-RémiWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,45.265,-73.622,,,,,,,
2020,St-SiméonWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,48.070,-65.569,,,,,,,
2020,St-VallierWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,46.633,-70.968,,,,,,,
2020,Tres-Saint-RedempteurWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.450,-74.335,,,,,,,
2020,Trois-RivièresWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,46.406,-72.708,,,,,,,
2020,V Mid-ditch,Western Bean Cutworm (WBC),Dry Beans,,ON,7/6/20,0,43.444,-81.002,,,,,,,
2020,ValleyfieldWBC,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/6/20,0,45.255,-74.105,,,,,,,
2020,Vandewalle Trap 1,Western Bean Cutworm (WBC),Dry Beans,,ON,7/6/20,0,43.477,-81.214,,,,,,,
2020,Vandewalle Trap 2,Western Bean Cutworm (WBC),Dry Beans,,ON,7/6/20,0,43.481,-81.217,,,,,,,
2020,Walkerbrae ,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,43.553,-80.345,,,,,,,
2020,WarwickWBC,Western Bean Cutworm (WBC),Field Corn,,QC,7/6/20,0,45.950,-71.998,,,,,,,
2020,WBC-Jimmy,Western Bean Cutworm (WBC),Field Corn,,NB,7/6/20,0,45.654,-65.490,,,,,,,
2020,WBC-John,Western Bean Cutworm (WBC),Field Corn,,NB,7/6/20,0,46.054,-65.068,,,,,,,
2020,WBC-Marcus,Western Bean Cutworm (WBC),Field Corn,,NB,7/6/20,0,45.722,-65.624,,,,,,,
2020,Winchester WBC Scentry,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,45.056,-75.343,,,,,,,
2020,Winchester WBC Trece,Western Bean Cutworm (WBC),Field Corn,,ON,7/6/20,0,45.056,-75.343,,,,,,,
2020,Zilke Trap 1,Western Bean Cutworm (WBC),Dry Beans,,ON,7/6/20,0,43.353,-80.996,,,,,,,
2020,Zilke Trap 2,Western Bean Cutworm (WBC),Dry Beans,,ON,7/6/20,0,43.255,-80.803,,,,,,,
2020,41B Road,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,44.311,-80.423,,,,,,,
2020,4th Line,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,44.210,-80.254,,,,,,,
2020,5 Sideroad HK,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,43.913,-80.261,,,,,,,
2020,Ace,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,43.833,-81.585,,,,,,,
2020,"Badertscher 1
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,1,40.705,-83.677,,,,,,,
2020,"Badertscher 2
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,3,40.705,-83.677,,,,,,,
2020,"Badertscher 3
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,1,40.705,-83.677,,,,,,,
2020,"Badertscher 4
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,1,40.705,-83.677,,,,,,,
2020,"Badertscher 5
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,2,40.705,-83.677,,,,,,,
2020,"Badertscher 6
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,12,40.705,-83.677,,,,,,,
2020,"Becker 1
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,40.759,-81.954,,,,,,,
2020,"Becker 2
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,40.759,-81.954,,,,,,,
2020,"Beers 1
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,1,41.328,-80.776,,,,,,,
2020,"Beers 2
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,2,41.328,-80.776,,,,,,,
2020,"Beers 3
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,1,41.328,-80.776,,,,,,,
2020,"Beers 4
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,3,41.328,-80.776,,,,,,,
2020,Bens Plot,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,43.938,-81.666,,,,,,,
2020,Bookma WBC,Western Bean Cutworm (WBC),Field Corn,,NS,7/7/20,0,45.106,-63.428,,,,,,,
2020,Bourget,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,45.475,-75.144,,,,,,,
2020,Branch,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,43.895,-81.701,,,,,,,
2020,Byrons Plot,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,43.858,-81.597,,,,,,,
2020,Chatsworth,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,44.489,-80.926,,,,,,,
2020,"Clevenger 1
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,41.349,-84.480,,,,,,,
2020,"Clevenger 2
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,41.349,-84.480,,,,,,,
2020,"Clevenger 3
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,41.349,-84.480,,,,,,,
2020,"Clevenger 4
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,41.349,-84.480,,,,,,,
2020,"Clevenger 5
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,2,41.349,-84.480,,,,,,,
2020,County Rd 14 ,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,43.931,-80.553,,,,,,,
2020,County Rd 7,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,43.919,-81.204,,,,,,,
2020,County Rd 9,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,44.086,-80.778,,,,,,,
2020,"Custer 1
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,40.106,-84.690,,,,,,,
2020,"Custer 2
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,1,40.106,-84.690,,,,,,,
2020,"Custer 3
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,40.106,-84.690,,,,,,,
2020,Dave’s Plot,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,43.927,-81.639,,,,,,,
2020,"Dehaas 1
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,41.724,-81.216,,,,,,,
2020,"Dehaas 2
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,41.724,-81.216,,,,,,,
2020,Dunedin,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,44.295,-80.191,,,,,,,
2020,Fergus,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,44.210,-80.256,,,,,,,
2020,Fisher,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,43.718,-81.592,,,,,,,
2020,Forster Alfords,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,43.927,-81.465,,,,,,,
2020,FS Partner site -1,Western Bean Cutworm (WBC),Dry Beans,,ON,7/7/20,0,43.688,-80.196,,,,,,,
2020,FS Partners Field -2,Western Bean Cutworm (WBC),Dry Beans,,ON,7/7/20,0,43.688,-80.196,,,,,,,
2020,"Gahler 1
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,4,41.356,-83.122,,,,,,,
2020,"Gahler 2
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,13,41.356,-83.122,,,,,,,
2020,"Hartschuh 1
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,40.827,-82.993,,,,,,,
2020,"Hartschuh 2
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,40.827,-82.993,,,,,,,
2020,Hillen Trap,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,42.912,-81.540,,,,,,,
2020,Holden 1,Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,40.604,-83.880,,,,,,,
2020,"Holden 2
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,40.604,-83.880,,,,,,,
2020,Holden 3,Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,4,40.604,-83.880,,,,,,,
2020,Holden 4,Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,1,40.604,-83.880,,,,,,,
2020,Home Farm Fort Rose ,Western Bean Cutworm (WBC),Dry Beans,,ON,7/7/20,0,43.122,-81.610,,,,,,,
2020,Hoover HK,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,44.593,-80.649,,,,,,,
2020,Hwy 86,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,43.829,-81.154,,,,,,,
2020,"Karhoff 1
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,41.551,-84.522,,,,,,,
2020,"Karhoff 2
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,41.551,-84.522,,,,,,,
2020,"Karhoff 3
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,41.551,-84.522,,,,,,,
2020,"Lentz 1
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,41.027,-83.677,,,,,,,
2020,"Lentz 2
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,41.027,-83.677,,,,,,,
2020,"Lentz 3
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,0,41.027,-83.677,,,,,,,
2020,"Lentz 4
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,7,41.027,-83.677,,,,,,,
2020,"Lokai-Minnich 1
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,1,40.103,-83.805,,,,,,,
2020,"Lokai-Minnich 2
",Western Bean Cutworm (WBC),Field Corn,,OH,7/7/20,1,39.891,-83.677,,,,,,,
2020,London WBC Scentry,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,43.160,-81.581,,,,,,,
2020,London WBC Trece,Western Bean Cutworm (WBC),Field Corn,,ON,7/7/20,0,43.160,-81.581,,,,,,,
