Site,USDA hardiness Zone,Lat,Lat-Decimal,Long,Long-Decimal,Year,Week,Date,ECB-E,ECB-Z,CEW,FAW,WBC
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2013,24,6/10/13,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2013,25,6/17/13,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2013,26,6/24/13,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2013,27,7/1/13,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2013,28,7/8/13,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2013,29,7/15/13,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2013,30,7/22/13,1,1,0,,2
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2013,31,7/29/13,2,0,0,,14
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2013,32,8/5/13,0,0,0,,16
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2013,33,8/12/13,0,0,1,,4
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2013,34,8/19/13,0,0,0,,4
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2013,35,8/26/13,0,0,1,,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2013,36,9/2/13,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2013,37,9/9/13,1,0,4,,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2013,38,9/16/13,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2013,39,9/23/13,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,21,5/20/14,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,22,5/26/14,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,23,6/3/14,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,24,6/10/14,0,0,0,,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,25,6/17/14,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,26,6/24/14,0,0,1,,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,27,7/1/14,0,0,0,,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,28,7/8/14,0,0,0,0,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,29,7/15/14,0,0,1,1,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,30,7/22/14,0,0,0,9,6
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,31,7/29/14,1,0,0,18,10
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,32,8/5/14,0,0,,10,42
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,33,8/12/14,0,2,0,16,21
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,34,8/19/14,0,0,3,23,5
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,35,8/26/14,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,36,9/2/14,0,0,22,21,1
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,37,9/9/14,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,38,9/16/14,0,0,35,18,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2014,39,9/23/14,0,0,8,22,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,21,5/18/15,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,22,5/25/15,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,23,6/1/15,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,24,6/8/15,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,25,6/15/15,0,0,0,2,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,26,6/22/15,0,0,,0,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,27,6/29/15,0,0,1,2,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,28,7/6/15,0,0,0,0,1
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,29,7/13/15,0,0,0,2,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,30,7/20/15,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,31,7/27/15,6,0,3,9,20
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,32,8/3/15,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,33,8/10/15,2, ,5,0,4
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,34,8/17/15,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,35,8/24/15,20,0,12,5,6
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,36,8/31/15,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,37,9/7/15,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,38,9/14/15,0,0,8,0,2
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2015,39,9/21/15,5,0,0,3,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2016,23,5/31/16,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2016,24,6/7/16,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2016,25,6/14/16,0,0,0,3,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2016,26,6/21/16,0,0,0,0,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2016,27,6/28/16,0,0,0,0,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2016,28,7/5/16,0,0,0,0,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2016,29,7/12/16,0,0,0,0,2
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2016,30,7/19/16,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2016,31,7/26/16,4,0,0,6,5
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2016,32,8/2/16,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2016,33,8/9/16,6,0,2,4,5
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2016,34,8/16/16,2,0,3,1,3
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2016,35,8/23/16,3,0,2,7,3
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2016,36,8/30/16,0,0,2,2,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2016,37,9/6/16,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2016,38,9/13/16,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2016,39,9/20/16,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2016,40,9/27/16,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2018,22,5/29/18,0,0,1,0,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2018,23,6/5/18,1,1,5,0,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2018,24,6/12/18,0,0,0,0,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2018,25,6/19/18,0,0,1,0,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2018,26,6/26/18,1,0,0,0,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2018,27,7/3/18,0,0,1,0,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2018,28,7/10/18,0,0,0,1,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2018,29,7/17/18,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2018,30,7/24/18,0,0,2,0,39
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2018,31,7/31/18,0,0,3,1,32
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2018,32,8/7/18,0,0,3,1,27
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2018,33,8/14/18,0,0,1,0,4
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2018,34,8/21/18,0,0,6,4,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2018,35,8/28/18,0,0,4,1,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2018,36,9/4/18,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2018,37,9/11/18,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2018,38,9/18/18,0,0,0,2,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2018,39,9/25/18,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2019,22,5/28/19,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2019,23,6/4/19,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2019,24,6/11/19,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2019,25,6/18/19,1,0,39,0,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2019,26,6/25/19,0,0,1,0,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2019,27,7/2/19,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2019,28,7/9/19,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2019,29,7/16/19,1,0,0,25,0
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2019,30,7/23/19,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2019,31,7/30/19,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2019,32,8/6/19,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2019,33,8/13/19,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2019,34,8/20/19,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2019,35,8/27/19,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2019,36,9/3/19,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2019,37,9/10/19,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2019,38,9/17/19,,,,,
Avon,6a," 42°55'35.06""N",42.926406," 77°42'16.36""W",-77.704544,2019,39,9/24/19,,,,,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1995,22,5/30/95,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1995,23,6/6/95,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1995,24,6/13/95,2,1,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1995,25,6/20/95,8,4,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1995,26,6/27/95,9,9,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1995,27,7/5/95,6,7,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1995,28,7/11/95,2,13,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1995,29,7/18/95,3,8,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1995,30,7/25/95,5,3,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1995,31,8/1/95,7,2,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1995,32,8/8/95,4,1,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1995,33,8/15/95,2,2,1,1,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1995,34,8/22/95,3,1,1,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1995,35,8/29/95,0,11,6,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1995,36,9/5/95,6,5,12,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1995,37,9/12/95,7,5,16,2,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1995,38,9/19/95,1,0,6,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1995,39,9/26/95,1,2,23,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1996,22,5/28/96,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1996,23,6/4/96,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1996,24,6/11/96,11,2,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1996,25,6/18/96,54,29,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1996,26,6/25/96,15,8,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1996,27,7/2/96,0,7,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1996,28,7/9/96,1,2,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1996,29,7/16/96,3,6,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1996,30,7/23/96,1,21,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1996,31,7/30/96,8,9,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1996,32,8/6/96,8,5,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1996,33,8/13/96,11,6,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1996,34,8/20/96,2,8,0,2,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1996,35,8/27/96,8,7,0,2,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1996,36,9/3/96,4,6,1,3,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1996,37,9/10/96,8,2,4,1,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1996,38,9/17/96,2,1,10,1,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1996,39,9/24/96,0,0,3,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1997,25,6/17/97,50,9,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1997,26,6/24/97,36,8,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1997,27,7/1/97,37,16,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1997,28,7/8/97,3,4,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1997,29,7/15/97,0,4,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1997,30,7/22/97,0,29,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1997,31,7/29/97,1,59,1,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1997,32,8/5/97,14,13,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1997,33,8/12/97,4,3,2,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1997,34,8/19/97,21,5,7,3,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1997,35,8/26/97,37,12,6,3,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1998,21,5/19/98,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1998,22,5/26/98,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1998,23,6/2/98,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1998,24,6/9/98,5,13,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1998,25,6/16/98,20,5,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1998,26,6/23/98,1,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1998,27,6/30/98,1,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1998,28,7/7/98,1,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1998,29,7/14/98,4,16,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1998,30,7/21/98,20,12,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1998,31,7/28/98,14,1,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1998,32,8/4/98,5,8,0,25,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1998,33,8/11/98,9,9,2,27,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1998,34,8/18/98,30,19,0,137,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1998,35,8/25/98,2,10,26,144,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1998,36,9/1/98,10,3,46,150,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1998,37,9/8/98,10,3,5,180,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,22,5/25/99,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,23,6/1/99,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,24,6/8/99,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,25,6/15/99,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,26,6/22/99,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,27,6/29/99,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,28,7/6/99,4,2,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,29,7/13/99,13,7,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,30,7/20/99,10,28,2,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,31,7/27/99,8,17,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,32,8/3/99,52,6,0,20,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,33,8/10/99,8,2,1,22,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,34,8/17/99,4,0,2,16,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,35,8/24/99,12,0,1,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,36,8/31/99,6,4,5,8,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,37,9/7/99,1,3,4,3,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,38,9/14/99,22,1,14,5,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,39,9/21/99,,,,,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,1999,40,9/28/99,,,,,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,22,5/23/00,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,23,5/30/00,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,24,6/6/00,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,25,6/13/00,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,26,6/20/00,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,27,6/27/00,15,6,21,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,28,7/4/00,4,17,21,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,29,7/11/00,1,3,4,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,30,7/18/00,0,3,3,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,31,7/25/00,3,44,47,1,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,32,8/1/00,33,56,89,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,33,8/8/00,47,60,107,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,34,8/15/00,63,15,78,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,35,8/22/00,12,0,12,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,36,8/29/00,60,8,68,1,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,37,9/5/00,29,17,46,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,38,9/12/00,1,3,4,43,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,39,9/19/00,0,0,0,78,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2000,40,9/26/00,,,,,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2001,21,5/22/01,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2001,22,5/29/01,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2001,23,6/5/01,0,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2001,24,6/12/01,3,1,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2001,25,6/19/01,2,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2001,26,6/26/01,1,1,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2001,27,7/3/01,1,0,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2001,28,7/10/01,0,4,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2001,29,7/17/01,1,12,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2001,30,7/24/01,6,13,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2001,31,7/31/01,12,1,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2001,32,8/7/01,38,12,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2001,33,8/14/01,43,26,0,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2001,34,8/21/01,4,13,1,23,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2001,35,8/28/01,4,0,2,2,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2001,36,9/4/01,7,1,6,0,
Baldwinsville,5b," 43°10'0.12""N",43.1667," 76°25'0.12""W",-76.4167,2001,37,9/11/01,0,1,12,2,
