,record_id,week,count,date,max_temp_f,min_temp_f,ave_temp_f,rain_inches,max_temp_c,min_temp_c,ave_temp_c,organic_matter,base_saturation_ca,base_saturation_mg,base_saturation_k,base_saturation_na,base_saturation_h,base_saturation_total,exch_acidity,buffer_p_h,cec,p_h,ca_ppm,p_ppm,mg_ppm,k_ppm,na_ppm,zn_ppm,al_ppm,morgan_p_lb_a,morgan_k_lb_a,morgan_ca_lb_a,morgan_mg_lb_a,x_coordinate,y_coordinate,corn_area_m_2,muid,state,awc,clay,kffact,om,perm,thick,hygrp,drain,slope,ll,ifhydric,afldfreq,latitude,longitude,planting_date,planting_week,planting_relative_week
54,SMI_MCC,18,20.0,2022-04-27,55.285714285714285,34.57142857142857,44.92857142857143,0.022857142857142857,12.957142857142857,1.4285714285714286,7.171428571428572,4.87,76.7,13.8,3.3,2.0,4.2,95.8,0.6,6.45,14.2,6.95,2176.0,46.0,238.0,184.0,64.0,4.4,1200.0,2.9,325.4,3970.4,431.4,43.118349,-74.84857,Medium,NY142,NY,0.12,26.9,0.29,1.5,0.8,30.1,3.0,3.4,3.9,28.4,0.0,4.0,43.118349,-74.84857,2022-05-16,21.0,-3.0
56,STA_LOT,18,21.0,2022-04-27,59.857142857142854,38.285714285714285,49.07142857142857,0.038571428571428576,15.457142857142857,3.5,9.485714285714286,3.57,70.5,16.2,3.0,1.3,9.0,91.0,1.2,6.3,13.3,6.7,1876.0,60.0,261.0,155.0,40.0,2.5,970.0,5.0,275.5,3377.5,474.1,42.880592,-76.805378,High,NY075,NY,0.14,40.7,0.33,0.7,0.34,63.4,3.1,4.0,5.4,33.7,0.0,3.9,42.880592,-76.805378,2022-05-12,20.0,-2.0
57,STA_PAD,18,81.0,2022-04-27,60.42857142857143,39.0,49.714285714285715,0.15285714285714286,15.799999999999999,3.8857142857142857,9.842857142857143,6.61,72.0,19.0,5.0,1.4,2.6,97.4,0.56,6.46,21.9,6.95,3160.0,695.0,506.0,430.0,71.0,22.9,633.0,351.6,760.0,5915.0,920.0,43.030113,-77.340206,High,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4,43.030113,-77.340206,2022-05-05,19.0,-1.0
59,WIS_COO_2,18,86.0,2022-04-27,58.142857142857146,38.142857142857146,48.142857142857146,0.03571428571428571,14.542857142857143,3.4285714285714284,8.957142857142857,5.19,56.9,18.8,11.1,2.7,10.5,89.5,1.08,6.33,10.3,6.42,1175.0,80.0,236.0,446.0,65.0,5.3,770.0,13.1,789.0,1992.1,428.1,41.878961,-73.61421,Medium,NY062,NY,0.09,7.7,0.26,0.8,1.84,35.2,2.9,2.4,23.5,28.5,0.0,3.9,41.878961,-73.61421,2022-05-18,21.0,-3.0
60,WIS_KEN,18,4.0,2022-04-27,61.0,38.42857142857143,49.714285714285715,0.03571428571428571,16.1,3.5857142857142854,9.842857142857143,2.92,53.2,13.9,4.2,3.3,25.5,74.5,1.92,6.12,7.5,6.0,802.0,92.0,127.0,123.0,57.0,4.8,774.0,14.3,218.6,1255.4,229.8,41.665776,-73.956651,Medium,NY062,NY,0.09,7.7,0.26,0.8,1.84,35.2,2.9,2.4,23.5,28.5,0.0,3.9,41.665776,-73.956651,2022-05-26,22.0,-4.0
61,ZUE_PED,18,46.0,2022-04-27,57.57142857142857,38.142857142857146,47.857142857142854,0.11714285714285715,14.200000000000001,3.414285714285714,8.828571428571427,2.71,72.4,15.1,10.5,2.0,0.0,100.0,0.0,0.0,10.8,7.44,1567.0,172.0,199.0,443.0,49.0,5.0,808.0,40.0,783.3,2766.8,360.0,42.874722,-77.107222,High,NY128,NY,0.12,19.2,0.31,1.0,0.66,67.7,2.1,3.6,8.3,23.9,0.0,4.0,42.874722,-77.107222,2022-05-12,20.0,-2.0
62,ZUE_REE,18,57.0,2022-04-27,58.42857142857143,38.285714285714285,48.357142857142854,0.05142857142857143,14.685714285714285,3.4714285714285715,9.085714285714285,2.18,91.3,5.6,1.8,1.4,0.0,100.0,0.0,0.0,18.8,7.52,3432.0,61.0,128.0,132.0,58.0,2.2,485.0,30.0,234.1,6452.6,230.9,42.781389,-76.983611,High,NY131,NY,0.13,29.6,0.32,1.0,0.41,62.0,3.1,4.8,3.9,31.8,0.1,4.0,42.781389,-76.983611,2022-04-24,18.0,0.0
64,DEG_DIE_ERSWC,19,2.0,2022-05-04,59.57142857142857,41.42857142857143,50.5,0.08714285714285715,15.314285714285715,5.242857142857143,10.285714285714286,4.64,64.1,10.6,4.1,0.9,20.4,79.6,2.4,6.0,11.8,6.07,1511.0,208.0,152.0,188.0,24.0,5.4,1149.0,18.8,333.0,2656.2,274.7,42.63469,-76.12806,Medium,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4,42.63469,-76.12806,2022-05-13,20.0,-1.0
65,DEG_DIE_SH,19,102.0,2022-05-04,59.714285714285715,41.285714285714285,50.5,0.09857142857142856,15.4,5.171428571428572,10.285714285714286,5.46,82.8,12.2,3.8,1.2,0.0,100.0,0.0,0.0,12.1,7.03,2003.0,41.0,179.0,180.0,34.0,1.6,1012.0,1.3,319.1,3628.5,324.7,42.5713,-76.08288,Medium,NY126,NY,0.08,19.4,0.3,1.0,0.66,52.7,3.1,4.0,15.4,28.2,0.0,4.0,42.5713,-76.08288,2022-05-13,20.0,-1.0
66,DEG_EVA_PGREEN,19,7.0,2022-05-04,60.0,41.285714285714285,50.642857142857146,0.06285714285714286,15.557142857142859,5.1571428571428575,10.357142857142858,6.69,86.9,9.3,2.5,1.3,0.0,100.0,0.0,0.0,16.4,7.39,2859.0,49.0,185.0,160.0,51.0,2.9,949.0,6.3,283.4,5320.2,335.5,42.51512,-76.16202,Medium,NY126,NY,0.08,19.4,0.3,1.0,0.66,52.7,3.1,4.0,15.4,28.2,0.0,4.0,42.51512,-76.16202,2022-05-13,20.0,-1.0
67,DEG_FES_OVO4,19,68.0,2022-05-04,62.142857142857146,41.714285714285715,51.92857142857143,0.09285714285714285,16.757142857142856,5.385714285714286,11.057142857142859,4.7,81.8,13.5,2.9,1.8,0.0,100.0,0.0,0.0,14.5,7.11,2378.0,78.0,238.0,166.0,60.0,5.1,735.0,20.2,293.8,4369.6,431.9,42.83983,-76.29781,High,NY128,NY,0.12,19.2,0.31,1.0,0.66,67.7,2.1,3.6,8.3,23.9,0.0,4.0,42.83983,-76.29781,2022-05-17,21.0,-2.0
68,DEG_FOU_ELM,19,140.0,2022-05-04,60.857142857142854,42.42857142857143,51.642857142857146,0.06571428571428571,16.02857142857143,5.785714285714286,10.914285714285715,6.21,64.8,16.2,4.8,2.7,11.6,88.4,1.48,6.23,12.8,6.33,1662.0,106.0,252.0,241.0,78.0,10.5,891.0,16.8,426.6,2954.6,457.4,42.58639,-76.2802,Medium,NY126,NY,0.08,19.4,0.3,1.0,0.66,52.7,3.1,4.0,15.4,28.2,0.0,4.0,42.58639,-76.2802,2022-05-09,20.0,-1.0
69,DEG_MCM_CH,19,55.0,2022-05-04,60.57142857142857,41.714285714285715,51.142857142857146,0.07142857142857142,15.871428571428572,5.385714285714286,10.642857142857142,6.12,71.1,22.0,4.2,2.8,0.0,100.0,0.0,0.0,12.1,7.02,1716.0,99.0,322.0,196.0,78.0,3.6,1074.0,9.0,347.3,3061.3,584.2,42.642,-76.20354,Medium,NY127,NY,0.08,13.1,0.3,0.9,0.71,57.7,3.0,3.4,16.4,24.2,0.0,4.0,42.642,-76.20354,2023-05-12,20.0,-1.0
70,DEG_MCM_W7,19,30.0,2022-05-04,59.142857142857146,40.714285714285715,49.92857142857143,0.07428571428571429,15.071428571428571,4.8428571428571425,9.942857142857145,7.42,81.4,12.0,4.4,2.2,0.0,100.0,0.0,0.0,19.3,7.16,3141.0,250.0,281.0,329.0,99.0,14.1,805.0,85.8,581.3,5877.5,510.1,42.70051,-76.23137,Medium,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4,42.70051,-76.23137,2022-05-06,19.0,0.0
71,DEG_STR_1,19,16.0,2022-05-04,58.142857142857146,40.57142857142857,49.357142857142854,0.06999999999999999,14.528571428571428,4.757142857142857,9.62857142857143,6.18,74.6,13.8,1.1,1.3,9.2,90.8,1.08,6.33,11.7,6.99,1746.0,57.0,196.0,49.0,35.0,1.8,1036.0,3.0,87.3,3120.6,355.7,42.70534,-76.08362,Medium,NY126,NY,0.08,19.4,0.3,1.0,0.66,52.7,3.1,4.0,15.4,28.2,0.0,4.0,42.70534,-76.08362,2022-05-13,20.0,-1.0
72,GAB_ALL,19,8.0,2022-05-04,64.57142857142857,42.42857142857143,53.5,0.08571428571428572,18.085714285714285,5.8,11.928571428571429,2.13,66.5,17.0,2.0,2.6,12.0,88.0,0.8,6.4,6.7,6.83,891.0,31.0,138.0,52.0,40.0,1.7,640.0,1.0,93.7,1431.6,249.6,42.92364,-73.68089,Medium,NY138,NY,0.16,30.8,0.41,1.0,0.38,66.7,3.2,4.3,8.0,34.4,0.0,4.0,42.92364,-73.68089,2022-05-06,19.0,0.0
74,GAB_ELL,19,7.0,2022-05-04,64.28571428571429,43.285714285714285,53.785714285714285,0.06571428571428571,17.942857142857143,6.257142857142857,12.114285714285714,3.79,71.6,15.5,4.9,1.6,6.4,93.6,0.8,6.4,12.6,6.95,1804.0,175.0,237.0,242.0,47.0,3.8,785.0,46.0,427.7,3235.2,430.5,42.45262,-73.73445,Medium,NY138,NY,0.16,30.8,0.41,1.0,0.38,66.7,3.2,4.3,8.0,34.4,0.0,4.0,42.45262,-73.73445,2022-05-21,21.0,-2.0
75,GAB_HER,19,0.0,2022-05-04,63.142857142857146,42.714285714285715,52.92857142857143,0.07571428571428572,17.3,5.942857142857143,11.642857142857142,4.84,72.1,13.7,3.4,1.8,9.0,91.0,1.16,6.31,12.9,6.8,1866.0,124.0,216.0,171.0,53.0,3.6,977.0,17.8,303.5,3357.7,391.5,42.68417,-73.58209,Medium,NY156,NY,0.09,9.0,0.29,0.6,0.65,54.1,3.0,3.3,10.9,27.1,0.0,4.0,42.68417,-73.58209,2022-05-24,22.0,-3.0
76,GAB_JON,19,3.0,2022-05-04,62.42857142857143,44.285714285714285,53.357142857142854,0.05142857142857143,16.914285714285715,6.814285714285715,11.857142857142858,4.27,62.7,13.6,5.3,0.9,17.5,82.5,1.8,6.15,10.3,6.39,1292.0,116.0,171.0,212.0,22.0,3.7,856.0,18.7,375.1,2223.3,309.1,42.2253378,-73.973843,Low,NY099,NY,0.08,13.2,0.25,0.6,6.52,60.1,1.8,3.5,3.5,19.9,0.1,3.3,42.2253378,-73.973843,2022-05-13,20.0,-1.0
77,GAB_KUK,19,23.0,2022-05-04,62.0,44.0,53.0,0.06857142857142857,16.657142857142855,6.671428571428572,11.685714285714285,4.43,64.0,15.1,5.7,1.5,13.8,86.2,1.36,6.26,9.9,6.8,1265.0,218.0,181.0,219.0,34.0,6.6,1153.0,16.7,388.1,2170.0,327.8,42.06082,-73.81201,Medium,NY149,NY,0.08,3.7,0.22,0.3,11.68,59.3,1.5,2.5,6.2,24.7,0.1,3.6,42.06082,-73.81201,2022-05-10,20.0,-1.0
78,GAB_OOM,19,3.0,2022-05-04,63.42857142857143,42.857142857142854,53.142857142857146,0.06999999999999999,17.442857142857143,6.042857142857143,11.757142857142856,5.75,78.0,17.3,3.2,1.5,0.0,100.0,0.0,0.0,10.8,7.05,1681.0,135.0,226.0,134.0,38.0,3.4,918.0,22.1,237.1,2992.1,410.8,42.45754,-73.67534,Medium,NY149,NY,0.08,3.7,0.22,0.3,11.68,59.3,1.5,2.5,6.2,24.7,0.1,3.6,42.45754,-73.67534,2022-05-05,19.0,0.0
79,GAB_PET,19,2.0,2022-05-04,64.85714285714286,42.285714285714285,53.57142857142857,0.09142857142857143,18.257142857142856,5.714285714285714,11.985714285714286,3.14,61.7,17.0,2.5,0.8,18.0,82.0,1.64,6.19,9.1,6.41,1125.0,41.0,188.0,90.0,17.0,1.3,805.0,1.0,159.2,1893.3,341.7,42.72436,-73.99218,Medium,NY125,NY,0.09,11.5,0.27,0.8,3.17,64.4,2.1,3.1,11.6,21.9,0.0,4.0,42.72436,-73.99218,2022-05-12,20.0,-1.0
80,GAB_STO,19,15.0,2022-05-04,62.714285714285715,44.285714285714285,53.5,0.06857142857142857,17.071428571428573,6.8,11.942857142857141,3.13,71.7,14.0,4.5,1.6,8.2,91.8,0.76,6.41,9.2,6.94,1324.0,36.0,156.0,164.0,34.0,3.5,880.0,1.0,289.8,2286.6,283.5,42.11997,-73.79717,Medium,NY149,NY,0.08,3.7,0.22,0.3,11.68,59.3,1.5,2.5,6.2,24.7,0.1,3.6,42.11997,-73.79717,2022-05-12,20.0,-1.0
82,MIL_CHA,19,4.0,2022-05-04,62.285714285714285,40.57142857142857,51.42857142857143,0.09142857142857143,16.82857142857143,4.742857142857143,10.799999999999999,4.74,74.6,23.0,2.0,0.4,0.0,100.0,0.0,0.0,16.8,7.18,2508.0,25.0,469.0,130.0,17.0,7.8,787.0,1.0,231.1,4626.5,851.4,43.044444,-75.458889,High,NY131,NY,0.13,29.6,0.32,1.0,0.41,62.0,3.1,4.8,3.9,31.8,0.1,4.0,43.044444,-75.458889,2022-05-30,23.0,-4.0
83,MIL_YOD,19,9.0,2022-05-04,61.285714285714285,40.0,50.642857142857146,0.09428571428571428,16.271428571428572,4.428571428571429,10.37142857142857,3.64,68.4,19.1,5.3,0.8,6.4,93.6,0.76,6.41,11.8,6.86,1624.0,94.0,275.0,247.0,21.0,6.6,803.0,17.9,437.4,2879.5,499.4,42.986944,-75.525278,High,NY128,NY,0.12,19.2,0.31,1.0,0.66,67.7,2.1,3.6,8.3,23.9,0.0,4.0,42.986944,-75.525278,2022-05-23,22.0,-3.0
84,MUL_LET,19,30.0,2022-05-04,60.142857142857146,37.857142857142854,49.0,0.08,15.62857142857143,3.242857142857143,9.428571428571429,3.24,74.2,19.2,4.0,2.5,0.0,100.0,0.0,0.0,12.8,7.4,1900.0,63.0,299.0,202.0,74.0,5.7,618.0,17.7,357.8,3424.9,542.2,42.9403986,-77.7031553,High,NY128,NY,0.12,19.2,0.31,1.0,0.66,67.7,2.1,3.6,8.3,23.9,0.0,4.0,42.9403986,-77.7031553,2022-06-01,23.0,-4.0
87,ONE_CHA_1,19,80.0,2022-05-04,63.142857142857146,34.142857142857146,48.642857142857146,0.10714285714285714,17.32857142857143,1.1857142857142857,9.242857142857144,7.41,75.4,20.4,3.5,0.8,0.0,100.0,0.0,0.0,20.9,7.27,3153.0,365.0,516.0,283.0,37.0,17.0,861.0,116.0,500.8,5901.2,938.4,44.57920778,-75.44822096,High,NY145,NY,0.14,32.9,0.31,1.2,0.34,62.4,3.4,5.0,3.4,35.5,0.2,4.0,44.57920778,-75.44822096,2022-05-05,19.0,0.0
88,ONE_MCK_1,19,42.0,2022-05-04,63.0,34.142857142857146,48.57142857142857,0.08714285714285715,17.228571428571428,1.1857142857142857,9.214285714285714,3.33,69.3,18.8,1.4,1.3,9.1,90.9,1.12,6.32,12.2,6.35,1701.0,29.0,280.0,66.0,37.0,2.5,701.0,1.0,118.3,3031.6,508.0,44.85307441,-75.19768297,High,NY107,NY,0.14,5.6,0.17,10.4,8.41,66.2,3.1,5.6,3.8,19.6,0.7,3.8,44.85307441,-75.19768297,2022-06-06,24.0,-5.0
89,ONE_OAK_1,19,21.0,2022-05-04,64.85714285714286,36.142857142857146,50.5,0.08571428571428572,18.242857142857144,2.3000000000000003,10.271428571428572,4.07,56.9,29.3,2.9,1.3,9.6,90.5,1.52,6.22,15.9,6.09,1816.0,63.0,567.0,181.0,49.0,2.9,856.0,8.1,320.5,3258.9,1029.6,44.94110918,-74.54660541,Medium,NY145,NY,0.14,32.9,0.31,1.2,0.34,62.4,3.4,5.0,3.4,35.5,0.2,4.0,44.94110918,-74.54660541,2022-06-13,25.0,-6.0
90,ONE_ORT_1,19,24.0,2022-05-04,63.57142857142857,35.142857142857146,49.357142857142854,0.08285714285714285,17.557142857142857,1.7571428571428573,9.62857142857143,1.86,22.6,5.9,5.2,2.1,64.3,35.7,2.56,5.96,4.0,5.39,180.0,174.0,28.0,82.0,19.0,1.8,1635.0,11.3,145.3,26.3,50.5,44.95954032,-74.83228943,High,NY011,NY,0.14,20.6,0.27,4.0,1.37,66.9,2.8,4.6,3.7,26.7,0.3,4.0,44.95954032,-74.83228943,2022-06-06,24.0,-5.0
92,PAN_LET,19,71.0,2022-05-04,58.57142857142857,40.0,49.285714285714285,0.09142857142857143,14.771428571428572,4.442857142857143,9.6,4.33,75.4,13.3,2.1,0.6,8.6,91.4,0.88,6.38,10.2,6.93,1544.0,138.0,166.0,82.0,14.0,4.5,1040.0,14.9,146.2,2721.4,300.6,42.6198187,-78.0437066,High,NY077,NY,0.11,13.0,0.46,0.6,1.23,63.3,2.9,4.0,5.7,22.6,0.0,3.9,42.6198187,-78.0437066,2022-05-11,20.0,-1.0
93,POV_DUN,19,4.0,2022-05-04,59.857142857142854,39.714285714285715,49.785714285714285,0.0642857142857143,15.457142857142857,4.285714285714286,9.9,2.74,49.6,12.1,1.7,0.7,35.9,64.1,2.24,6.04,6.2,5.85,620.0,26.0,92.0,42.0,11.0,0.6,966.0,1.0,75.3,895.1,165.7,42.3873813,-76.3989841,Medium,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4,42.3873813,-76.3989841,2022-06-08,24.0,-5.0
94,POW_LET,19,16.0,2022-05-04,62.714285714285715,42.42857142857143,52.57142857142857,0.05571428571428571,17.057142857142857,5.8,11.428571428571429,4.56,50.2,24.1,3.9,3.8,18.1,81.9,2.0,6.1,11.1,6.23,1113.0,22.0,324.0,170.0,97.0,1.2,943.0,1.0,300.7,1869.6,588.4,42.618402,-77.78118,High,NY131,NY,0.13,29.6,0.32,1.0,0.41,62.0,3.1,4.8,3.9,31.8,0.1,4.0,42.618402,-77.78118,2022-05-11,20.0,-1.0
95,SEA_HOO_1,19,79.0,2022-05-04,62.0,41.142857142857146,51.57142857142857,0.037142857142857144,16.657142857142855,5.085714285714286,10.87142857142857,2.62,61.3,12.8,3.3,0.0,22.6,77.4,1.72,6.17,7.6,6.19,935.0,93.0,119.0,97.0,0.0,2.4,776.0,15.3,172.3,1517.4,214.7,42.625396,-77.01625,High,NY128,NY,0.12,19.2,0.31,1.0,0.66,67.7,2.1,3.6,8.3,23.9,0.0,4.0,42.625396,-77.01625,2022-04-30,18.0,1.0
96,SMI_CAN,19,18.0,2022-05-04,58.714285714285715,38.285714285714285,48.5,0.12000000000000001,14.842857142857142,3.5,9.142857142857142,6.1,93.8,4.3,0.9,1.0,0.0,100.0,0.0,0.0,22.9,7.44,4305.0,42.0,119.0,80.0,52.0,6.4,687.0,13.6,141.6,8177.9,216.0,42.876864,-75.052777,Medium,NY128,NY,0.12,19.2,0.31,1.0,0.66,67.7,2.1,3.6,8.3,23.9,0.0,4.0,42.876864,-75.052777,2022-05-16,21.0,-2.0
97,SMI_CRO,19,28.0,2022-05-04,62.285714285714285,40.42857142857143,51.357142857142854,0.07285714285714286,16.82857142857143,4.6571428571428575,10.742857142857144,6.13,72.5,9.1,1.2,0.8,16.4,83.6,2.8,5.9,17.1,5.88,2484.0,25.0,189.0,82.0,30.0,1.7,1096.0,1.0,146.5,4579.1,343.5,42.843286,-74.669392,High,NY080,NY,0.15,39.7,0.32,3.5,0.28,63.6,4.0,6.3,1.0,43.1,0.9,4.0,42.843286,-74.669392,2022-05-16,21.0,-2.0
98,SMI_DOU,19,98.0,2022-05-04,60.714285714285715,38.285714285714285,49.5,0.13428571428571429,15.957142857142857,3.4857142857142853,9.728571428571428,4.52,65.3,14.2,1.0,1.2,18.3,81.7,2.12,6.07,11.6,6.22,1516.0,21.0,200.0,47.0,32.0,1.6,1048.0,1.0,83.6,2666.0,362.2,43.049569,-74.837951,Medium,NY158,NY,0.12,14.4,0.28,1.1,0.95,39.1,2.7,2.9,11.6,27.4,0.0,4.0,43.049569,-74.837951,2022-05-09,20.0,-1.0
99,SMI_DUR,19,8.0,2022-05-04,64.14285714285714,40.857142857142854,52.5,0.11285714285714286,17.857142857142858,4.8999999999999995,11.385714285714286,7.55,68.4,26.6,3.5,1.5,0.0,100.0,0.0,0.0,18.7,7.2,2560.0,24.0,604.0,256.0,66.0,7.7,556.0,1.5,452.2,4729.3,1097.6,43.064027,-75.936687,High,NY142,NY,0.12,26.9,0.29,1.5,0.8,30.1,3.0,3.4,3.9,28.4,0.0,4.0,43.064027,-75.936687,2022-05-16,21.0,-2.0
100,SMI_HOF,19,37.0,2022-05-04,62.57142857142857,39.42857142857143,51.0,0.07571428571428572,17.0,4.128571428571428,10.542857142857143,4.22,72.7,11.7,2.7,2.0,11.0,89.0,1.36,6.26,12.4,6.71,1808.0,244.0,177.0,129.0,57.0,6.8,819.0,62.7,228.3,3243.1,320.4,42.353305,-75.709457,Medium,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4,42.353305,-75.709457,2022-05-17,21.0,-2.0
101,SMI_HOL,19,1.0,2022-05-04,64.14285714285714,41.57142857142857,52.857142857142854,0.06142857142857143,17.857142857142858,5.314285714285715,11.585714285714285,69.76,81.0,15.8,2.1,1.1,0.0,100.0,0.0,0.0,9.1,7.13,1470.0,78.0,174.0,76.0,22.0,4.7,680.0,18.9,134.9,2575.1,314.9,42.904205,-74.277909,High,NY159,NY,0.17,16.2,0.42,1.0,1.77,71.3,2.6,4.5,2.3,26.7,0.2,2.2,42.904205,-74.277909,2022-05-23,22.0,-3.0
102,SMI_JOH_1,19,8.0,2022-05-04,62.42857142857143,40.714285714285715,51.57142857142857,0.09428571428571428,16.9,4.828571428571428,10.885714285714286,3.41,75.1,20.3,2.8,1.9,0.0,100.0,0.0,0.0,14.2,7.48,2135.0,131.0,350.0,155.0,61.0,2.9,687.0,44.0,274.2,3889.4,635.3,43.003637,-75.590703,High,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4,43.003637,-75.590703,2022-06-28,27.0,-8.0
103,SMI_JOH_2,19,15.0,2022-05-04,63.42857142857143,41.142857142857146,52.285714285714285,0.12000000000000001,17.47142857142857,5.071428571428571,11.285714285714286,4.71,84.0,11.2,3.4,1.4,0.0,100.0,0.0,0.0,19.2,7.3,3237.0,375.0,261.0,259.0,62.0,17.1,420.0,269.9,458.9,6067.2,473.4,43.075096,-75.676876,High,NY142,NY,0.12,26.9,0.29,1.5,0.8,30.1,3.0,3.4,3.9,28.4,0.0,4.0,43.075096,-75.676876,2022-05-11,20.0,-1.0
104,SMI_KEL,19,1.0,2022-05-04,64.14285714285714,42.0,53.07142857142857,0.09714285714285716,17.842857142857145,5.542857142857143,11.714285714285714,5.0,83.5,12.4,1.0,3.0,0.0,100.0,0.0,0.0,19.4,7.42,3256.0,21.0,293.0,78.0,136.0,3.8,857.0,1.0,139.4,6104.8,532.0,42.959892,-74.659539,High,NY007,NY,0.14,21.6,0.34,1.0,0.93,60.0,2.7,4.5,6.1,27.2,0.1,4.0,42.959892,-74.659539,2022-06-27,27.0,-8.0
105,SMI_MCC,19,11.0,2022-05-04,59.142857142857146,38.285714285714285,48.714285714285715,0.13999999999999999,15.085714285714285,3.4857142857142853,9.299999999999999,4.87,76.7,13.8,3.3,2.0,4.2,95.8,0.6,6.45,14.2,6.95,2176.0,46.0,238.0,184.0,64.0,4.4,1200.0,2.9,325.4,3970.4,431.4,43.118349,-74.84857,Medium,NY142,NY,0.12,26.9,0.29,1.5,0.8,30.1,3.0,3.4,3.9,28.4,0.0,4.0,43.118349,-74.84857,2022-05-16,21.0,-2.0
107,STA_LOT,19,10.0,2022-05-04,62.0,41.142857142857146,51.57142857142857,0.047142857142857146,16.657142857142855,5.085714285714286,10.857142857142858,3.57,70.5,16.2,3.0,1.3,9.0,91.0,1.2,6.3,13.3,6.7,1876.0,60.0,261.0,155.0,40.0,2.5,970.0,5.0,275.5,3377.5,474.1,42.880592,-76.805378,High,NY075,NY,0.14,40.7,0.33,0.7,0.34,63.4,3.1,4.0,5.4,33.7,0.0,3.9,42.880592,-76.805378,2022-05-12,20.0,-1.0
108,STA_PAD,19,38.0,2022-05-04,61.0,40.42857142857143,50.714285714285715,0.054285714285714284,16.1,4.7,10.414285714285715,6.61,72.0,19.0,5.0,1.4,2.6,97.4,0.56,6.46,21.9,6.95,3160.0,695.0,506.0,430.0,71.0,22.9,633.0,351.6,760.0,5915.0,920.0,43.030113,-77.340206,High,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4,43.030113,-77.340206,2022-05-05,19.0,0.0
110,WIS_COO_2,19,146.0,2022-05-04,60.142857142857146,43.142857142857146,51.642857142857146,0.07714285714285715,15.642857142857142,6.2,10.9,5.19,56.9,18.8,11.1,2.7,10.5,89.5,1.08,6.33,10.3,6.42,1175.0,80.0,236.0,446.0,65.0,5.3,770.0,13.1,789.0,1992.1,428.1,41.878961,-73.61421,Medium,NY062,NY,0.09,7.7,0.26,0.8,1.84,35.2,2.9,2.4,23.5,28.5,0.0,3.9,41.878961,-73.61421,2022-05-18,21.0,-2.0
111,WIS_WAL,19,32.0,2022-05-04,61.42857142857143,43.57142857142857,52.5,0.10428571428571429,16.357142857142858,6.414285714285714,11.37142857142857,3.27,50.9,13.1,1.5,0.0,34.4,65.6,3.04,5.84,8.8,5.63,901.0,130.0,140.0,53.0,0.0,1.7,1193.0,4.4,94.9,1451.0,254.0,41.872026,-74.120294,Medium,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4,41.872026,-74.120294,2022-05-11,20.0,-1.0
112,ZUE_PED,19,16.0,2022-05-04,59.714285714285715,41.285714285714285,50.5,0.032857142857142856,15.385714285714286,5.171428571428572,10.285714285714286,2.71,72.4,15.1,10.5,2.0,0.0,100.0,0.0,0.0,10.8,7.44,1567.0,172.0,199.0,443.0,49.0,5.0,808.0,40.0,783.3,2766.8,360.0,42.874722,-77.107222,High,NY128,NY,0.12,19.2,0.31,1.0,0.66,67.7,2.1,3.6,8.3,23.9,0.0,4.0,42.874722,-77.107222,2022-05-12,20.0,-1.0
113,ZUE_REE,19,60.0,2022-05-04,61.142857142857146,41.714285714285715,51.42857142857143,0.027142857142857142,16.214285714285715,5.414285714285714,10.771428571428572,2.18,91.3,5.6,1.8,1.4,0.0,100.0,0.0,0.0,18.8,7.52,3432.0,61.0,128.0,132.0,58.0,2.2,485.0,30.0,234.1,6452.6,230.9,42.781389,-76.983611,High,NY131,NY,0.13,29.6,0.32,1.0,0.41,62.0,3.1,4.8,3.9,31.8,0.1,4.0,42.781389,-76.983611,2022-04-24,18.0,1.0
115,DEG_DIE_ERSWC,20,38.0,2022-05-11,71.28571428571429,41.857142857142854,56.57142857142857,0.0,21.82857142857143,5.471428571428571,13.657142857142857,4.64,64.1,10.6,4.1,0.9,20.4,79.6,2.4,6.0,11.8,6.07,1511.0,208.0,152.0,188.0,24.0,5.4,1149.0,18.8,333.0,2656.2,274.7,42.63469,-76.12806,Medium,NY134,NY,0.08,11.3,0.25,0.8,7.45,66.1,1.7,3.3,5.2,23.9,0.1,3.4,42.63469,-76.12806,2022-05-13,20.0,0.0
