"Site_ID_and_buffer","Site_ID","buffer_scale","Corn","OpenWater","SweetCorn","Developed/OpenSpace","Developed/LowIntensity","Developed/MedIntensity","Developed/HighIntensity","Barren","DeciduousForest","EvergreenForest","MixedForest","Shrubland","Grass/Pasture","WoodyWetlands","HerbaceousWetlands","Triticale","Carrots","Barley","Greens","Strawberries","Squash","DblCropWinWht/Corn","Dbl Crop Triticale/Corn","Pumpkins","SpringWheat","WinterWheat","Blueberries","Cabbage","Rye","Oats","Speltz","Alfalfa","OtherHay/NonAlfalfa","Buckwheat","Sorghum","Sugarbeets","DryBeans","Potatoes","OtherCrops","MiscVegs&Fruits","Onions","Soybeans","Cucumbers","Peas","Tomatoes","Hops","Clover/Wildflowers","Sod/GrassSeed","Sunflower","Fallow/IdleCropland","Cherries","Peaches","Apples","Grapes","ChristmasTrees","Pears"
"STA_HEM_2-1000","STA_HEM_2","1000"," 606","   7","  2"," 112","  79","  54"," 17"," 77"," 273","  3","  49"," 1"," 433"," 258"," 12","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0"," 384","0","141"," 0","  5"," 1"," 646","  49","0","0","0"," 14","4"," 0"," 0","1"," 118","0"," 0","0","0","10"," 0"," 2"," 97","0","0","  3"," 10"," 0","0"
"STA_HEM_1-1000","STA_HEM_1","1000","1006","  23","  0"," 175","  51","  14","  2","  1"," 454","  1","  46"," 1"," 487"," 182","  7","0"," 0"," 0","0"," 0"," 0"," 0","  1"," 0"," 0"," 123","0"," 35"," 0","  0"," 1"," 316","  77","0","0","0"," 10","0","12"," 0","0"," 313","0"," 0","0","0"," 2"," 0"," 0"," 35","0","0","  0"," 82","11","1"
"STA_SWE_1-1000","STA_SWE_1","1000","1036","   8","  1"," 189","  58","   2","  0","  0"," 610","  0","  28","15"," 351"," 210"," 48","0"," 1"," 0","0"," 0"," 6"," 0","  0"," 0"," 0"," 151","0","  0"," 0","  1"," 0"," 561","  58","0","2","0","  4","1"," 0"," 8","0","  97","0"," 0","0","0"," 1"," 0"," 0"," 10","0","0","  1","  1"," 2","0"
"STA_COL_1-1000","STA_COL_1","1000"," 936","   6"," 12"," 115"," 128","  68","  0","  1"," 403","  0","  45"," 1"," 510"," 117","  3","0"," 0"," 0","0"," 0"," 1"," 0","  2"," 0"," 0"," 341","0","  0"," 0","  0"," 0"," 289","  32","0","0","0","114","1"," 0"," 0","0"," 310","0"," 1","0","0"," 3"," 0"," 0"," 20","0","0","  4","  3"," 4","0"
"DIP_PAT-1000","DIP_PAT","1000","1426","   0"," 15","  45"," 101","  24","  2","  4"," 433","  1","  10"," 2"," 140","  63"," 11","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0","   8","1","  0"," 0","  0"," 0"," 806","  92","0","1","0","  1","0"," 0"," 0","0"," 274","0"," 0","0","0"," 0"," 0"," 0","  9","0","0","  0","  0"," 0","0"
"SMI_CRO-1000","SMI_CRO","1000"," 744","   0","  0","  72","  57","  23","  4","  0"," 228"," 28","  27"," 0"," 521","  65","  0","0"," 0"," 7","0"," 0"," 0"," 0","  0"," 0"," 0","  21","0","  0","99","103"," 0","  82"," 872","0","0","0","  0","0"," 0"," 0","0"," 512","0"," 0","0","0"," 0"," 0"," 0","  0","0","0","  0","  0"," 0","0"
"SMI_CAN-1000","SMI_CAN","1000"," 561","  10","  0"," 117","  83","  46","  9"," 14"," 802","  6","  74"," 5"," 701","  57","  3","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0","   0","0","  0"," 0","  0"," 0"," 568"," 380","0","0","0","  0","0"," 0"," 0","0","  38","0"," 0","0","0"," 0"," 0"," 0","  0","0","0","  0","  0"," 0","0"
"SMI_KEL-1000","SMI_KEL","1000"," 386","   0","  0"," 101","  65","  12","  1","  0"," 533","172"," 197"," 2"," 414","  17","  0","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0","   0","0","  0"," 0","  0"," 0"," 171"," 714","0","0","0","  2","0"," 0"," 0","0"," 680","0"," 0","0","0"," 0"," 0"," 0","  1","0","0","  0","  0"," 0","0"
"SMI_COB-1000","SMI_COB","1000"," 290","   4","  0"," 236"," 320"," 266"," 28","  2"," 361"," 18","  65"," 8"," 931","  74","  5","0"," 0"," 1","0"," 1"," 0"," 0","  0"," 0"," 0","   1","0","  0"," 0","  4"," 0"," 685"," 141","0","0","0","  0","0"," 0"," 0","0","  22","0"," 0","0","0"," 0"," 0"," 0","  1","0","0","  0","  0"," 0","0"
"SMI_DOU-1000","SMI_DOU","1000"," 156","   4","  0"," 294","  82","  31","  7","  0"," 599"," 49","  54"," 1"," 619","   8","  2","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0","   0","0","  0"," 0","  0"," 0"," 322","1114","0","0","0","  0","0"," 0"," 0","0"," 128","0"," 0","0","0"," 0"," 0"," 0","  0","0","0","  0","  0"," 0","0"
"SMI_LAT-1000","SMI_LAT","1000"," 642","  28","  0"," 291","  53","  23","  6","  1"," 718"," 23","  74"," 0"," 398"," 133","  3","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0","   0","0","  0"," 2","  0"," 0"," 793"," 159","0","0","0"," 10","0"," 0"," 0","0"," 110","0"," 0","0","0"," 0"," 0"," 0","  1","0","0","  0","  0"," 0","0"
"SMI_MCC-1000","SMI_MCC","1000"," 395","   0","  0"," 107","  60","  11","  2","  0"," 871","  8","  17"," 0"," 780","  26","  0","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 1"," 0","   1","0","  0"," 0"," 89"," 0"," 108"," 877","1","0","0","  0","0"," 0"," 0","0"," 114","0"," 0","0","0"," 0"," 0"," 0","  3","0","0","  0","  0"," 0","0"
"SMI_DUR-1000","SMI_DUR","1000"," 787","   1","  1"," 198","  78","  28","  3","  4"," 976"," 50","  30"," 6"," 499"," 442","  2","2"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0","  13","0","  0"," 1","  1"," 0"," 184","  85","0","0","0","  0","0"," 0"," 0","0","  44","0"," 0","0","0"," 0"," 0"," 0"," 27","0","0","  3","  0"," 5","0"
"SMI_HOL-1000","SMI_HOL","1000"," 760","   0","  0"," 133","  29","  11","  3","  0"," 377"," 46"," 452"," 1"," 362","  54","  1","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0","   0","0","  0"," 0","  4"," 0"," 447"," 762","0","0","0","  3","0"," 0"," 0","0","  15","0"," 0","0","0"," 0"," 0"," 0","  1","0","0","  2","  0"," 0","0"
"SMI_HOF-1000","SMI_HOF","1000"," 539","  69","  0"," 159","  83","  12","  0"," 14","1078"," 45"," 300"," 1"," 682"," 152"," 19","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0","   1","0","  0"," 0"," 40"," 0"," 167","  88","0","0","0","  0","0"," 0"," 0","0","  24","0"," 0","0","0"," 0"," 0"," 0","  1","0","0","  0","  0"," 0","0"
"SMI_JOH_1-1000","SMI_JOH_1","1000"," 914","   0","  0"," 142","  67","  34","  5","  1"," 871","122"," 176"," 1"," 547"," 112","  1","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0","  19","0","  0"," 1","  0"," 0"," 247"," 183","0","0","0","  2","0"," 0"," 0","0","  17","0"," 0","0","0"," 0"," 0"," 0","  3","0","0","  0","  0"," 1","0"
"SMI_JOH_2-1000","SMI_JOH_2","1000"," 230","  92","  0","  97","  52","  25","  2","  0","1179","104"," 105"," 5"," 415"," 187"," 13","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0"," 298","0","  0"," 0","  1"," 0"," 243","  78","0","2","0","  3","0"," 0"," 0","0"," 330","0"," 0","0","0"," 0"," 0"," 0","  1","0","0","  0","  0"," 0","0"
"LET_NOB-1000","LET_NOB","1000","1305","   2","  9","  97","  31","  16"," 11","  7"," 470","  0","  20"," 0"," 138","  37","  1","0"," 0"," 0","0"," 0"," 0"," 0","  1"," 0"," 0","   3","0","  1"," 0","  2"," 0","1026","  23","0","0","1"," 11","1"," 0"," 0","0"," 234","0","10","0","0"," 0"," 0"," 0","  6","0","0","  1","  0"," 0","0"
"LET_TAB-1000","LET_TAB","1000","1156","   6","  2"," 158","  17","  11","  7","  5"," 662","  7","  84"," 1"," 110","  23","  0","0"," 0"," 0","0"," 0"," 0"," 0","  2"," 0"," 0","  13","0","  3"," 0","  0"," 0","1100","  29","1","0","0"," 12","4"," 0"," 0","6","  24","0"," 6","0","0"," 1"," 0"," 0"," 10","0","1","  0","  0"," 1","0"
"WIS_COO_2-1000","WIS_COO_2","1000"," 238","  20","  1","  65"," 159","  44","  5","  3","1156"," 24","  59"," 5"," 553"," 639"," 10","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0","   0","0","  0"," 0","  0"," 0"," 134"," 160","0","0","0","  0","0"," 0"," 1","1"," 139","0"," 0","0","0"," 0"," 0"," 0"," 57","0","0","  1","  0"," 0","0"
"WIS_HIG-1000","WIS_HIG","1000","  10","  11","  2"," 214"," 267"," 238","113","  6","1613","  3","  30"," 2"," 494"," 203","  2","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0","   0","0","  0"," 0","  0"," 0","   7","  18","0","0","0","  0","0"," 0"," 4","0","   4","0"," 0","0","0"," 0"," 2"," 0"," 48","0","4","172","  0"," 0","0"
"WIS_MEG_1-1000","WIS_MEG_1","1000"," 128","  48"," 80"," 278"," 474"," 207"," 33","  4"," 805","  5","  18"," 0"," 819"," 115","  3","0"," 0"," 8","0"," 0"," 0"," 0","  0"," 1"," 0","   3","0","  0"," 8"," 13"," 0","  51"," 281","0","1","0","  0","0"," 0"," 0","0","  59","0"," 3","0","0"," 0"," 0"," 0","  5","0","0"," 13","  0"," 0","1"
"WIS_KEN-1000","WIS_KEN","1000","   7"," 851","  0"," 307"," 377"," 301"," 90","  3"," 859","  2","  28"," 2"," 332","  93"," 52","0"," 0"," 1","0"," 0"," 0"," 0","  0"," 0"," 0","   0","0","  0"," 0","  1"," 0","   8","   9","0","1","0","  0","0"," 0"," 0","0","   0","0"," 0","0","0"," 0"," 0"," 0","  9","0","1","135","  0"," 0","0"
"WIS_COO_1-1000","WIS_COO_1","1000"," 419","  11","  0","  71","  35","   5","  0","  0"," 811"," 10","  26"," 2","1077","  65","  3","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0"," 259","0","  0"," 2","  7"," 0"," 251"," 195","0","0","0","  0","0"," 0"," 0","0"," 191","0"," 0","0","0"," 0"," 0"," 0"," 15","0","0","  9","  0"," 0","0"
"DEG_PER_STRIP-1000","DEG_PER_STRIP","1000"," 667","   0","  0"," 157","  62","   8","  1","  0"," 937"," 39"," 129"," 1"," 453","  21","  0","0"," 0"," 0","0"," 0"," 0"," 0"," 19"," 0"," 1","  90","2","  0"," 0"," 10"," 0"," 481"," 217","0","0","0","  0","0"," 0"," 0","0"," 171","0"," 0","0","0"," 1"," 0"," 0","  3","0","0","  0","  0"," 0","0"
"DEG_FOU_WOOD-1000","DEG_FOU_WOOD","1000","1074","   0","  0"," 173","  83","   7","  0","  2"," 478"," 31","  99"," 1"," 586","  62","  2","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0","   2","0","  0"," 0","  0"," 0"," 352"," 490","0","0","0","  0","0"," 0"," 0","0","  18","0"," 0","0","0"," 1"," 0"," 0","  0","0","0","  0","  0"," 2","1"
"DEG_DIE_HILL-1000","DEG_DIE_HILL","1000"," 420","  31"," 11"," 203"," 412"," 191"," 55"," 17"," 393"," 59","  88"," 7"," 731","  42","  8","1"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0","   4","6","  0"," 0","  0"," 0"," 368"," 177","0","0","0","  0","0"," 0"," 0","0"," 236","0"," 0","0","0"," 2"," 0"," 0","  7","0","0","  0","  0"," 0","0"
"DEG_DIE_SWC-1000","DEG_DIE_SWC","1000"," 871","   2","  2"," 222","  86","  16","  3","  2"," 786"," 25","  80"," 5"," 796"," 127","  5","0"," 0"," 2","0"," 0"," 0"," 0","  0"," 0"," 0","   5","0","  0"," 0"," 10"," 0","  84"," 150","0","0","0","  1","0"," 0"," 0","0"," 183","0"," 0","0","0"," 2"," 0"," 0","  0","0","0","  2","  3"," 0","0"
"DEG_YOU_BOCES-1000","DEG_YOU_BOCES","1000"," 409","   6","  0"," 272"," 444"," 148"," 26","  5"," 569"," 57"," 104"," 7"," 999"," 116","  8","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0","   0","0","  0"," 0","  3"," 0"," 106"," 152","0","0","0","  0","0"," 0"," 0","0","  24","0"," 0","0","0"," 1"," 0"," 0","  3","0","0","  0","  2"," 1","0"
"DEG_YOU_OSHEA-1000","DEG_YOU_OSHEA","1000"," 951","  40","  0"," 220"," 280","  86","  3","  0"," 869"," 21"," 116"," 4"," 170","  80","  6","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0","   0","0","  0"," 0","  0"," 0"," 417","  86","0","0","0","  0","0"," 0"," 0","0"," 119","0"," 0","0","0"," 0"," 0"," 0","  0","0","0","  0","  0"," 0","0"
"DEG_YOU_JONES-1000","DEG_YOU_JONES","1000"," 817","  46","  6"," 143"," 217","  39","  3","  6"," 561"," 18","  54"," 2"," 688","  60","  7","0"," 0"," 1","0"," 0"," 0"," 0","  0"," 0"," 0","   7","0","  0"," 0","  0"," 0"," 396"," 350","0","1","0","  2","0"," 0"," 0","0","  38","0"," 0","0","0"," 0"," 0"," 0","  4","0","0","  0","  0"," 0","1"
"DEG_VIL-1000","DEG_VIL","1000"," 998"," 105","  0"," 137"," 211","  60","  1","  3"," 590","  2","  33"," 5"," 514","  87"," 10","0"," 0"," 3","0"," 0"," 0"," 0","  0"," 0"," 0","   3","0","  0"," 0"," 93"," 0"," 324"," 223","0","1","0","  0","0"," 0"," 0","0","  49","0"," 0","0","0"," 1"," 0"," 0","  7","0","0","  0","  0"," 2","0"
"ZUE_REE-1000","ZUE_REE","1000"," 254"," 517","  6","  88","  93","  21","  1","  0"," 392","  2","  44"," 0"," 395","  67"," 11","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 1"," 0"," 303","0","  4"," 1"," 29","72"," 302","  80","0","0","0","  1","0"," 0"," 0","1"," 726","0"," 1","0","0"," 1"," 0"," 0"," 21","0","0","  1"," 29"," 0","0"
"GAB_ALL-1000","GAB_ALL","1000","   0","   0","  0","   0","   0","   0","  0","  0","   0","  0","   0"," 0","   0","   0","  0","0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0"," 0","   0","0","  0"," 0","  0"," 0","   0","   0","0","0","0","  0","0"," 0"," 0","0","   0","0"," 0","0","0"," 0"," 0"," 0","  0","0","0","  0","  0"," 0","0"
"POV_DUN-2000","POV_DUN","2000","  88","  78","  2","1218"," 407","  94"," 21","123","3831","231","2670","30","3407"," 278"," 36","3"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 0"," 0","   8","2","  1"," 1","  1"," 0"," 376"," 907","0","1","0","  0","0"," 0"," 0","0","  10"," 0"," 0"," 0"," 0","14"," 0"," 9","  7"," 0","0","  1","  2"," 1","1"
"DIP_FLE-2000","DIP_FLE","2000","3139","   3"," 32"," 379"," 543","  90","  9","  5","3040","123"," 441","19","1581"," 290","  6","4"," 0"," 1"," 0"," 0"," 0"," 0","  0"," 0"," 1"," 137","0","  0"," 0","  4"," 0","2379","1450","0","1","0"," 22","0"," 0"," 0","0"," 148"," 0"," 0"," 0"," 0","12"," 0"," 1","  5"," 0","0","  1","  4"," 0","0"
"DIP_CUR-2000","DIP_CUR","2000","3123","   3","  2"," 640"," 282","  91"," 63","  6","3298"," 67"," 889","24","2735"," 158"," 26","4"," 0"," 1"," 0"," 0"," 0"," 0","  0"," 0"," 0","   5","2","  0"," 1","  7"," 0"," 733","1411","0","2","0","  1","0"," 0"," 0","0"," 267"," 0"," 0"," 0"," 0"," 5"," 0"," 0"," 12"," 0","0","  0","  1"," 1","1"
"GAB_STE-2000","GAB_STE","2000","1697"," 147","  4"," 209"," 243"," 127"," 18"," 39","4855","875"," 962","13","2556"," 393"," 42","0"," 0"," 0"," 0"," 0"," 0"," 0","  0","10"," 0","   8","2","  0","46"," 12"," 0","1060"," 461","0","8","0","  0","0"," 0"," 0","0","  59"," 0"," 0"," 0"," 0"," 2","10"," 0","  8"," 0","0","  1","  0"," 0","0"
"MIL_YOD_1-2000","MIL_YOD_1","2000","2028","   2","  0"," 526","  97","  45","  5","  3","3858"," 91"," 155","14","2828"," 346"," 14","2"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 0"," 1"," 168","0","  1"," 1"," 69"," 0","2311"," 722","1","4","0","  1","0"," 0"," 0","0"," 565"," 0"," 0"," 0"," 0"," 4"," 0"," 0","  6"," 0","0","  1","  1"," 2","0"
"MIL_CHA_1-2000","MIL_CHA_1","2000","4277","   0","  2"," 572"," 118","  61","  8","  4","3123"," 66","  99"," 6","1405","  73","  3","1"," 0"," 0"," 0"," 0"," 1"," 0","  0"," 0"," 0"," 449","0","  2"," 1","  4"," 0","2178"," 264","0","0","0"," 24","0"," 0"," 0","0","1080"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 47"," 0","0","  0","  0"," 0","0"
"MIL_MCC_1-2000","MIL_MCC_1","2000","2122","  32","  0"," 691"," 546"," 294"," 58","  5","3019","201"," 320","13","2356"," 650"," 13","1"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 0"," 0"," 250","1","  0"," 3","  7"," 0"," 869"," 576","0","0","0","130","0"," 0"," 0","0","1704"," 0"," 0"," 0"," 0"," 0"," 0"," 0","  3"," 0","0","  0","  0"," 0","0"
"KAT_SAU_1-2000","KAT_SAU_1","2000","1178","   1","  0"," 719","  67","  22","  5","  1","5814","365","1159"," 6","1869","  26","  4","2"," 0"," 6"," 0"," 0"," 0"," 0","  0"," 0"," 0","  89","0","  0"," 0"," 66"," 0"," 163","2119","0","0","0","137","0"," 0"," 0","0","  41"," 0"," 0"," 0"," 0"," 1"," 0"," 0","  0"," 0","0","  0","  0"," 1","0"
"KAT_SAU_2-2000","KAT_SAU_2","2000","1894","   1","  2"," 722","  73","  31","  5","  2","4581","267"," 701","10","2242","  21","  2","2"," 0","21"," 0"," 0"," 0"," 0","  0"," 0"," 0","  97","0","  0"," 1","101"," 0"," 193","2568","0","0","0","236","1"," 0"," 0","0","  72"," 0"," 1"," 0"," 0"," 4"," 0"," 0","  6"," 0","0","  0","  3"," 1","0"
"KAT_TEE_1-2000","KAT_TEE_1","2000","1027","  12","  0"," 539","  85","  48","  4","  0","6324","580","2075"," 1","1520"," 286"," 30","0"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 0"," 0","   5","1","  0"," 0","  0"," 0"," 295"," 878","0","0","0","  0","0"," 0"," 0","0"," 125"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 18"," 0","0","  3","  1"," 1","0"
"KAT_TEE_2-2000","KAT_TEE_2","2000","1104","  29","  1"," 508","  86","  36","  1","  2","5974","633","2519"," 1","1050"," 143"," 18","0"," 1"," 0"," 0"," 0"," 1"," 0","  0"," 0"," 0","   5","0","  1"," 0","  1"," 0"," 550","1098","0","0","0","  1","1"," 0"," 0","0","  10"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 85"," 0","0","  0","  1"," 1","0"
"KAT_HAB_2-2000","KAT_HAB_2","2000","3299","   6","  2"," 611","  85","  51"," 10","  6","2686","957","1707"," 4","1296"," 256"," 16","0"," 0"," 0"," 0"," 0"," 1"," 0","  0"," 0"," 0","   7","0","  5"," 0","  2"," 0"," 466","1943","0","0","0"," 23","9"," 0"," 0","0"," 347"," 0"," 0"," 0"," 0"," 7"," 0"," 0"," 33"," 0","0","  3"," 31"," 0","0"
"KAT_HAB_1-2000","KAT_HAB_1","2000","2115","  11","  0","1610"," 401"," 103"," 25","  5","2998","306","1940"," 4","1600"," 242"," 11","7"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 0"," 0","   9","2","  0"," 0","  2"," 0","  77","1100","1","0","3"," 72","0"," 0"," 0","0","1083"," 0"," 3"," 0"," 0","11"," 0"," 0"," 27"," 0","0","  0"," 96"," 1","1"
"KAT_BAR-2000","KAT_BAR","2000","1173"," 284","  0"," 592"," 259"," 191","  9"," 19","5411","188","3064"," 4","1553"," 142"," 31","0"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 0"," 0","  27","0","  0"," 0","  3"," 0"," 168"," 414","1","0","0","122","0"," 0"," 0","0"," 181"," 0"," 0"," 0"," 0"," 6"," 0"," 0","  3"," 0","0","  0"," 15"," 4","0"
"KAT_JEF_1-2000","KAT_JEF_1","2000"," 802","  11","  2"," 417"," 250","  91"," 15","  2","2988","473","1446"," 2","2721","1911"," 94","0"," 1"," 0"," 0"," 0"," 0"," 0","  0"," 0"," 0","  33","0","  0"," 1","  0"," 0","  68","2453","0","0","0","  0","2"," 0"," 0","0","  18"," 0"," 0"," 0"," 0","34"," 0"," 0"," 26"," 0","1","  0","  4"," 0","0"
"KAT_JEF_2-2000","KAT_JEF_2","2000","1045","  24","  0"," 254"," 137","  40","  4","  1","2918","317","1464"," 0","1402","4168","266","0"," 0"," 0"," 0"," 0"," 0"," 0","  1"," 0"," 0","   0","0","  0"," 0","  0"," 0"," 137","1608","0","0","0","  1","0"," 0"," 0","0","  16"," 0"," 0"," 0"," 0","35"," 0"," 0"," 15"," 0","0","  1"," 10"," 0","0"
"STA_WIL_1-2000","STA_WIL_1","2000","4055","   9","  0"," 728"," 124","  46","  3","  3","1943"," 16"," 172"," 2","1336","1061","  7","2"," 0"," 0"," 0"," 0"," 0"," 1","116"," 0"," 0"," 553","0","  2"," 0","  1"," 0","2895"," 334","0","1","0"," 12","1"," 0"," 0","0"," 391"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 31"," 0","0"," 10","  7"," 1","0"
"STA_HEM_2-2000","STA_HEM_2","2000","2991","  24"," 13"," 480"," 229"," 121"," 62","269","1836","  8"," 152"," 5","1445","1188"," 34","2"," 0"," 0"," 1"," 0"," 0"," 0","  0"," 0"," 0"," 886","0","237","27","  6"," 2","2321"," 378","0","0","0","186","4"," 0"," 0","1"," 708"," 0"," 3"," 0"," 0","20"," 0"," 2","183"," 0","0","  6"," 35"," 0","2"
"STA_HEM_1-2000","STA_HEM_1","2000","4178","  49","  4"," 644"," 224","  56"," 16"," 25","1959"," 25"," 211"," 3","1295"," 897"," 24","0"," 0"," 2"," 0"," 0"," 0"," 0"," 60"," 0"," 0"," 206","0","264","18","  4"," 1","1940"," 271","0","3","0"," 45","2","16"," 0","1","1129"," 0"," 0"," 0"," 0","11"," 0"," 0","155"," 0","0","  5","107","13","2"
"STA_SWE_1-2000","STA_SWE_1","2000","2882","  11"," 10"," 613"," 160","  22","  2","  0","4997"," 33"," 277","46","1278"," 599","110","3"," 1"," 0"," 0"," 0"," 9"," 1","  2"," 0"," 0"," 187","0","  2"," 1","  3"," 0","1779"," 169","4","6","2"," 19","5"," 0"," 9","2"," 557"," 0"," 2"," 0"," 0"," 3"," 0"," 0"," 47"," 0","0","  4","  2"," 7","0"
"STA_COL_1-2000","STA_COL_1","2000","1949","  25","151"," 833"," 524"," 188"," 15"," 11","2348"," 59"," 418"," 6","2704"," 926"," 25","3"," 0"," 0"," 0"," 0","16"," 0","  5"," 0"," 0","1008","0"," 79"," 1","  3"," 0","1237"," 133","0","0","3","303","8"," 0"," 2","1"," 702"," 3","74"," 0"," 0"," 8"," 0"," 0"," 45"," 0","3"," 32","  5"," 9","0"
"DIP_PAT-2000","DIP_PAT","2000","4800","   2"," 30"," 241"," 368"," 144"," 57"," 15","1566"," 10","  25","10","1030"," 247"," 14","0"," 0"," 0"," 0"," 0"," 0","61","  1"," 0"," 0"," 206","1","  0"," 1","  0"," 0","2922"," 497","1","2","0","  5","0"," 0"," 0","0","1440"," 0"," 0"," 0"," 0"," 3"," 0"," 0","162"," 0","0","  1","  3"," 0","0"
"SMI_CRO-2000","SMI_CRO","2000","1711","  25","  0"," 433"," 250","  69","  6","  2","1740","137"," 496"," 4","2909"," 303","  6","0"," 0"," 7"," 0"," 0"," 0"," 0","  0"," 0"," 0","  21","0","  0","99","180"," 0"," 441","4255","0","0","0","  2","0"," 0"," 0","0"," 765"," 0"," 0"," 0"," 0"," 2"," 0"," 0","  2"," 0","0","  0","  0"," 0","0"
"SMI_CAN-2000","SMI_CAN","2000","1871","  49","  0"," 444"," 227","  91"," 17"," 16","3464","100"," 259"," 5","2260","1170"," 44","1"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 0"," 0","   7","0","  0"," 0","  1"," 0","2282","1475","0","0","0","  1","0"," 0"," 0","0","  76"," 0"," 0"," 0"," 0"," 1"," 0"," 0","  2"," 0","0","  0","  0"," 0","0"
"SMI_KEL-2000","SMI_KEL","2000","2944"," 201","  0"," 361"," 313"," 209"," 12","  1","1681","249"," 336"," 4","2149"," 144","  4","0"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 0"," 0","   2","0","  0"," 1","  5"," 0"," 785","2722","0","0","0","  2","0"," 0"," 0","0","1744"," 0"," 0"," 0"," 0"," 0"," 0"," 0","  3"," 0","0","  0","  0"," 0","0"
"SMI_COB-2000","SMI_COB","2000"," 876","  15","  0"," 777"," 889"," 749","184","  8","3129","224","1318","17","2883"," 295"," 16","1"," 0"," 1"," 0"," 2"," 0"," 0","  0"," 1"," 0","   1","0","  0"," 0","  6"," 0","1990"," 438","0","5","0","  0","0"," 0"," 0","0","  44"," 0"," 0"," 0"," 0"," 0"," 0"," 0","  2"," 0","0","  0","  0"," 0","0"
"SMI_DOU-2000","SMI_DOU","2000"," 816"," 210","  0","1266"," 712"," 839","256","  3","2927"," 72"," 112"," 4","2402","  92"," 12","0"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 0"," 0","   1","0","  0"," 0","  4"," 0"," 691","3233","0","0","0","  1","0"," 0"," 0","0"," 195"," 0"," 0"," 0"," 0"," 0"," 0"," 0","  4"," 0","0"," 16","  0"," 0","0"
"SMI_LAT-2000","SMI_LAT","2000","2804","  94","  0"," 780"," 257","  88"," 11","  6","2754","147"," 373"," 6","2312"," 705"," 12","0"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 0"," 0","   9","0","  0"," 3","  7"," 0","2514"," 707","0","1","0"," 40","0"," 0"," 0","0"," 212"," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 18"," 0","0","  0","  0"," 0","0"
"SMI_MCC-2000","SMI_MCC","2000","2123","   1","  0"," 507"," 154","  40","  8","  1","3521"," 57"," 141"," 3","3128"," 132","  3","0"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 1"," 0","   1","0","  0"," 0"," 97"," 0"," 666","2934","1","0","0","  1","0"," 0"," 0","0"," 332"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 14"," 0","0","  0","  0"," 0","0"
"SMI_DUR-2000","SMI_DUR","2000","1485"," 194","  4"," 868"," 346"," 130"," 19"," 35","4046","250"," 136","69","2753","2007"," 51","5"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 0"," 0","  28","1","  0"," 3","  6"," 0"," 635"," 498","0","1","0","  2","0"," 0"," 2","0"," 194"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 57"," 0","0"," 13","  1","30","0"
"SMI_HOL-2000","SMI_HOL","2000","2924"," 354","  0"," 504"," 268","  76","  7"," 11","1607","262","1453"," 2","1505"," 654"," 20","0"," 0"," 0"," 0"," 0"," 0"," 0","  0"," 0"," 0","   1","0","  0"," 0","  9"," 0","1729","2362","0","0","0","  3","0"," 0"," 0","0"," 100"," 0"," 0"," 0"," 0"," 0"," 0"," 0","  8"," 0","0","  4","  0"," 0","0"
