field_id,long,lat,elevation,date,ppt_in,tmin_f,tmean_f,tmax_f,tdmean_f,vpdmin_hPa,vpdmax_hPa
KAT_JEF,-79.0706,42.2436,1339,10/2/24,0.19,52,61.4,70.8,57.3,0.12,8.95
KAT_JEF,-79.0706,42.2436,1339,10/3/24,0,39.5,51.6,63.8,45.5,0,9.68
KAT_JEF,-79.0706,42.2436,1339,10/4/24,0,41.2,56.4,71.6,48.2,0,15.06
KAT_JEF,-79.0706,42.2436,1339,10/5/24,0,43.8,59.3,74.7,49.9,0.06,16.65
KAT_JEF,-79.0706,42.2436,1339,10/6/24,0,40,53,66.1,42.2,0.19,13.55
KAT_JEF,-79.0706,42.2436,1339,10/7/24,0.36,44.9,61.5,78.1,52.8,0,16.84
KAT_JEF,-79.0706,42.2436,1339,10/8/24,0,37.6,47.7,57.9,43,0.1,6.36
KAT_JEF,-79.0706,42.2436,1339,10/9/24,0.12,38.6,49.9,61.1,41.6,0.07,10.88
KAT_JEF,-79.0706,42.2436,1339,10/10/24,0.01,38.3,47.8,57.2,39,0.23,8.88
KAT_JEF,-79.0706,42.2436,1339,10/11/24,0,33.4,44,54.6,37.1,0,6.68
KAT_JEF,-79.0706,42.2436,1339,10/12/24,0,34.6,50.8,67,44,0,13.52
KAT_JEF,-79.0706,42.2436,1339,10/13/24,1.06,42.5,53.4,64.4,41.3,0.23,13.88
KAT_JEF,-79.0706,42.2436,1339,10/14/24,0.59,38.5,44.9,51.4,46.3,0.01,0.86
KAT_JEF,-79.0706,42.2436,1339,10/15/24,0.28,32.5,39.5,46.5,35.7,0,4.13
KAT_JEF,-79.0706,42.2436,1339,10/16/24,0.13,35.7,41.9,48,36.3,0.05,4.84
KAT_JEF,-79.0706,42.2436,1339,10/17/24,0.04,30.8,39.6,48.5,34,0.15,4.91
KAT_JEF,-79.0706,42.2436,1339,10/18/24,0,30.3,43.5,56.6,35.2,0,8.77
KAT_JEF,-79.0706,42.2436,1339,10/19/24,0,31.6,47.6,63.5,38.8,0,12.11
KAT_JEF,-79.0706,42.2436,1339,10/20/24,0,33.2,50.8,68.3,37.2,0.08,16.4
KAT_JEF,-79.0706,42.2436,1339,10/21/24,0,35.3,53,70.8,39.8,0.31,18.19
KAT_JEF,-79.0706,42.2436,1339,10/22/24,0,43.8,60.3,76.8,44.6,0.8,21.07
KAT_JEF,-79.0706,42.2436,1339,10/23/24,0,45.2,61.5,77.8,45.7,0.75,23.88
KAT_JEF,-79.0706,42.2436,1339,10/24/24,0,41.2,56.5,71.8,45.5,0.45,15.13
KAT_JEF,-79.0706,42.2436,1339,10/25/24,0,28.8,41.4,53.9,33.5,0,7.08
KAT_JEF,-79.0706,42.2436,1339,10/26/24,0.03,29.4,43.5,57.6,41.5,0,8.03
KAT_JEF,-79.0706,42.2436,1339,10/27/24,0,26.5,40.2,53.9,32.1,0.13,7.61
KAT_JEF,-79.0706,42.2436,1339,10/28/24,0,28.6,40.7,52.8,31.3,0.22,8.24
KAT_JEF,-79.0706,42.2436,1339,10/29/24,0,34.5,48.3,62.2,33.7,0.7,14
KAT_JEF,-79.0706,42.2436,1339,10/30/24,0.13,45.7,57.3,68.8,51.2,0.7,10.01
KAT_JEF,-79.0706,42.2436,1339,10/31/24,0,54,64.3,74.6,51.8,1.66,15.76
KAT_JEF,-79.0706,42.2436,1339,11/1/24,0.17,49.6,62.5,75.4,55.9,0.85,13.97
KAT_JEF,-79.0706,42.2436,1339,11/2/24,0,33.8,42.3,50.7,37.7,0.41,3.73
KAT_JEF,-79.0706,42.2436,1339,11/3/24,0,26.4,37.3,48.3,30.1,0.12,5.45
KAT_JEF,-79.0706,42.2436,1339,11/4/24,0,28.6,44,59.4,25.1,0.58,12.98
KAT_JEF,-79.0706,42.2436,1339,11/5/24,0,45.7,55.4,65.2,40.3,4.09,11.82
KAT_JEF,-79.0706,42.2436,1339,11/6/24,0.05,58.2,67.7,77.1,53.8,3.44,18.2
KAT_JEF,-79.0706,42.2436,1339,11/7/24,0.08,49.7,57,64.4,55.7,0.16,3.66
KAT_JEF,-79.0706,42.2436,1339,11/8/24,0,36.1,44.4,52.7,40.5,0.12,4.74
KAT_JEF,-79.0706,42.2436,1339,11/9/24,0,27.1,41.8,56.6,34,0.27,8.72
KAT_JEF,-79.0706,42.2436,1339,11/10/24,0,28.8,40.6,52.3,24.3,0.89,9.44
KAT_JEF,-79.0706,42.2436,1339,11/11/24,0.61,40.5,48.5,56.4,44.2,0.1,7.24
KAT_JEF,-79.0706,42.2436,1339,11/12/24,0.14,33.3,42.9,52.6,40.2,0.24,4.15
KAT_JEF,-79.0706,42.2436,1339,11/13/24,0,23.2,33.6,43.9,26.5,0.17,4.91
KAT_JEF,-79.0706,42.2436,1339,11/14/24,0,23.9,38.2,52.4,16.8,0.32,10.31
KAT_JEF,-79.0706,42.2436,1339,11/15/24,0.22,38.2,41.5,44.9,32.9,0.22,5.52
KAT_JEF,-79.0706,42.2436,1339,11/16/24,0.02,39.4,43.3,47.2,41.5,0.15,1.68
KAT_JEF,-79.0706,42.2436,1339,11/17/24,0,39.4,41.9,44.5,37.3,0.64,2.52
KAT_JEF,-79.0706,42.2436,1339,11/18/24,0,38,44.7,51.5,39.4,0.47,5.09
KAT_JEF,-79.0706,42.2436,1339,11/19/24,0,32.6,44.7,56.8,36.9,0.1,8.89
KAT_JEF,-79.0706,42.2436,1339,11/20/24,0.02,34.3,45.7,57.2,43.2,0.04,8.33
KAT_JEF,-79.0706,42.2436,1339,11/21/24,0.48,32.6,46.3,60,42.8,0.08,5.46
KAT_JEF,-79.0706,42.2436,1339,11/22/24,0.28,30.4,34.3,38.2,31.6,0,2.13
KAT_JEF,-79.0706,42.2436,1339,11/23/24,0.39,31.8,35.4,39,35.4,0,0.77
KAT_JEF,-79.0706,42.2436,1339,11/24/24,0.25,35.3,39.6,43.9,37.2,0.01,1.88
KAT_JEF,-79.0706,42.2436,1339,11/25/24,0.13,30.7,35.9,41.1,34.4,0.04,1.72
KAT_JEF,-79.0706,42.2436,1339,11/26/24,0.3,31.4,41.5,51.7,40.7,0.06,5.02
KAT_JEF,-79.0706,42.2436,1339,11/27/24,0.06,31.2,37.5,43.8,30.9,0.31,3.13
KAT_JEF,-79.0706,42.2436,1339,11/28/24,0.29,31.8,37.5,43.3,30.6,0.08,4.06
KAT_JEF,-79.0706,42.2436,1339,11/29/24,0.24,28.5,32.5,36.4,29.9,0.03,1.58
KAT_JEF,-79.0706,42.2436,1339,11/30/24,0.74,20.2,25.2,30.2,21,0.11,1.59
KAT_JEF,-79.0706,42.2436,1339,12/1/24,0.05,18.3,21.8,25.4,14.1,0.55,1.67
KAT_JEF,-79.0706,42.2436,1339,12/2/24,0.21,19.3,22.8,26.2,18.7,0.19,1.42
KAT_JEF,-79.0706,42.2436,1339,12/3/24,0.77,24,27.2,30.4,24.4,0.12,1.19
KAT_JEF,-79.0706,42.2436,1339,12/4/24,0.08,21.3,27,32.7,21,0.13,2.78
KAT_JEF,-79.0706,42.2436,1339,12/5/24,0.12,20.7,26.7,32.7,21.9,0.1,2.32
KAT_JEF,-79.0706,42.2436,1339,12/6/24,0.31,15,21.8,28.6,18.6,0.18,1.52
KAT_JEF,-79.0706,42.2436,1339,12/7/24,0.16,14.9,21.1,27.3,18.1,0.26,1.79
KAT_JEF,-79.0706,42.2436,1339,12/8/24,0,22.2,30.4,38.6,20,0.19,3.23
KAT_JEF,-79.0706,42.2436,1339,12/9/24,0.02,29.2,36.1,42.9,31.7,0,3.3
KAT_JEF,-79.0706,42.2436,1339,12/10/24,0.44,34.6,40,45.5,40.5,0,0.9
KAT_JEF,-79.0706,42.2436,1339,12/11/24,0.31,35.2,41,46.8,41.9,0,0.97
KAT_JEF,-79.0706,42.2436,1339,12/12/24,0.07,17.5,27.8,38.2,26.5,0,1.55
KAT_JEF,-79.0706,42.2436,1339,12/13/24,0.02,14,17.2,20.3,6.7,0.47,1.74
KAT_JEF,-79.0706,42.2436,1339,12/14/24,0,5,14.2,23.5,7.3,0.21,2.04
KAT_JEF,-79.0706,42.2436,1339,12/15/24,0,6.8,19.6,32.5,11.6,0.34,3.69
KAT_JEF,-79.0706,42.2436,1339,12/16/24,0.16,27.8,32,36.2,29.2,0.36,2.2
KAT_JEF,-79.0706,42.2436,1339,12/17/24,0.24,34.2,41.8,49.3,39,0.05,2.1
KAT_JEF,-79.0706,42.2436,1339,12/18/24,0,33.2,38.3,43.4,32.3,0.45,3.17
KAT_JEF,-79.0706,42.2436,1339,12/19/24,0.23,29,32.3,35.6,30.6,0.03,1.05
KAT_JEF,-79.0706,42.2436,1339,12/20/24,0.04,26.4,28.6,30.8,24,0.29,1.49
KAT_JEF,-79.0706,42.2436,1339,12/21/24,0.12,17.6,25.1,32.6,23.3,0.14,1.16
KAT_JEF,-79.0706,42.2436,1339,12/22/24,0.02,8.2,14,19.7,7.9,0.31,1.36
KAT_JEF,-79.0706,42.2436,1339,12/23/24,0,1.5,10.2,19,2.9,0.18,1.58
KAT_JEF,-79.0706,42.2436,1339,12/24/24,0.13,9.2,21.1,33.1,19,0.09,3
KAT_JEF,-79.0706,42.2436,1339,12/25/24,0.02,27.2,30.5,33.7,30.1,0,0.64
KAT_JEF,-79.0706,42.2436,1339,12/26/24,0,26.4,28.9,31.5,24.3,0.3,1.7
KAT_JEF,-79.0706,42.2436,1339,12/27/24,0,26.9,32.2,37.5,28,0.29,2.35
KAT_JEF,-79.0706,42.2436,1339,12/28/24,0,32,38.6,45.2,31.8,0.26,4.3
KAT_JEF,-79.0706,42.2436,1339,12/29/24,0.14,36.3,44.8,53.3,43.4,0,2.73
KAT_JEF,-79.0706,42.2436,1339,12/30/24,0.38,35.8,48,60.3,45.5,0.19,4.62
KAT_JEF,-79.0706,42.2436,1339,12/31/24,0.18,28.5,33.6,38.8,32.5,0.07,1.57
,,,,,,,,,,,
KAT_JEF_2,-79.0878,42.2711,1316,1/1/24,0.04,30.7,33.1,35.5,29.7,0.28,1.86
KAT_JEF_2,-79.0878,42.2711,1316,1/2/24,0.01,25.4,29.2,33,25.7,0.15,1.37
KAT_JEF_2,-79.0878,42.2711,1316,1/3/24,0,27.6,29.9,32.3,24.4,0.6,1.73
KAT_JEF_2,-79.0878,42.2711,1316,1/4/24,0.1,27.1,29.6,32,27.2,0.25,1.22
KAT_JEF_2,-79.0878,42.2711,1316,1/5/24,0.02,20.9,24.2,27.5,15.9,0.87,1.83
KAT_JEF_2,-79.0878,42.2711,1316,1/6/24,0,17.3,23.3,29.3,17.2,0.26,2.23
KAT_JEF_2,-79.0878,42.2711,1316,1/7/24,0.13,22.4,26.8,31.2,24.7,0.18,1.91
KAT_JEF_2,-79.0878,42.2711,1316,1/8/24,0.07,27.6,30.4,33.2,28.4,0.14,1.13
KAT_JEF_2,-79.0878,42.2711,1316,1/9/24,0,30.7,33.3,35.9,26.5,0.67,2.23
KAT_JEF_2,-79.0878,42.2711,1316,1/10/24,0.84,31.2,39.4,47.5,35.1,0.4,2.74
KAT_JEF_2,-79.0878,42.2711,1316,1/11/24,0.1,29.7,32.8,35.9,26.9,0.35,2.08
KAT_JEF_2,-79.0878,42.2711,1316,1/12/24,0.14,30,32.6,35.1,28.6,0.58,1.49
KAT_JEF_2,-79.0878,42.2711,1316,1/13/24,0.35,30.1,34.8,39.4,30.2,0.48,3.22
KAT_JEF_2,-79.0878,42.2711,1316,1/14/24,0.08,19.7,28.3,36.9,19.6,0.34,2.31
KAT_JEF_2,-79.0878,42.2711,1316,1/15/24,0,5.6,13.4,21.2,2.2,0.55,1.45
KAT_JEF_2,-79.0878,42.2711,1316,1/16/24,0,4.9,11.5,18.2,2.6,0.48,1.78
KAT_JEF_2,-79.0878,42.2711,1316,1/17/24,0.08,5.4,12,18.5,2.9,0.53,1.45
KAT_JEF_2,-79.0878,42.2711,1316,1/18/24,0.01,4.5,12.7,20.9,0.9,0.63,2.31
KAT_JEF_2,-79.0878,42.2711,1316,1/19/24,0.08,15.6,20.2,24.8,14.8,0.3,1.83
KAT_JEF_2,-79.0878,42.2711,1316,1/20/24,0.16,6.4,15.3,24.2,11,0.32,1.22
KAT_JEF_2,-79.0878,42.2711,1316,1/21/24,0.19,6.7,13.8,20.9,8.7,0.36,1.5
KAT_JEF_2,-79.0878,42.2711,1316,1/22/24,0,8.4,17.9,27.4,10.5,0.43,2.42
KAT_JEF_2,-79.0878,42.2711,1316,1/23/24,0.03,13.1,23.7,34.3,16.7,0.54,4
KAT_JEF_2,-79.0878,42.2711,1316,1/24/24,0.39,30.1,34.4,38.7,32,0.13,1.46
KAT_JEF_2,-79.0878,42.2711,1316,1/25/24,0.5,35.1,41.7,48.4,40.5,0.21,1.46
KAT_JEF_2,-79.0878,42.2711,1316,1/26/24,0.36,37.8,45.1,52.4,42.4,0.24,2.25
KAT_JEF_2,-79.0878,42.2711,1316,1/27/24,0.04,33.9,42.2,50.6,38.4,0.18,2.48
KAT_JEF_2,-79.0878,42.2711,1316,1/28/24,0.27,32.9,37.2,41.5,36.9,0,1.13
KAT_JEF_2,-79.0878,42.2711,1316,1/29/24,0.43,29.3,34.1,39,31.2,0.16,1.33
KAT_JEF_2,-79.0878,42.2711,1316,1/30/24,0.02,28.9,31,33.2,27.2,0.41,1.34
KAT_JEF_2,-79.0878,42.2711,1316,1/31/24,0,25.6,30.7,35.8,27.8,0.21,1.87
KAT_JEF_2,-79.0878,42.2711,1316,2/1/24,0,25.2,32.2,39.1,30.2,0.18,2.21
KAT_JEF_2,-79.0878,42.2711,1316,2/2/24,0.05,31.6,35.5,39.5,33.4,0,1.65
KAT_JEF_2,-79.0878,42.2711,1316,2/3/24,0,27.3,31.7,36.2,27.1,0.19,2.03
KAT_JEF_2,-79.0878,42.2711,1316,2/4/24,0,20.5,30,39.6,23.2,0.11,3.92
KAT_JEF_2,-79.0878,42.2711,1316,2/5/24,0,20.7,32.9,45.1,21.8,0.23,6.42
KAT_JEF_2,-79.0878,42.2711,1316,2/6/24,0,17,24.7,32.4,21.6,0.23,1.75
KAT_JEF_2,-79.0878,42.2711,1316,2/7/24,0,17.6,28.6,39.6,19,0.31,4.89
KAT_JEF_2,-79.0878,42.2711,1316,2/8/24,0,21.5,34.4,47.4,21.7,0.36,7.43
KAT_JEF_2,-79.0878,42.2711,1316,2/9/24,0.05,26.6,39.9,53.2,24.8,0.73,9.92
KAT_JEF_2,-79.0878,42.2711,1316,2/10/24,0,38.1,48.6,59.1,40.2,0.58,8.53
KAT_JEF_2,-79.0878,42.2711,1316,2/11/24,0.13,30.7,41.3,52,36.4,0.48,3.64
KAT_JEF_2,-79.0878,42.2711,1316,2/12/24,0,26.7,30.8,34.9,25.9,0.7,2.1
KAT_JEF_2,-79.0878,42.2711,1316,2/13/24,0,23.2,30.2,37.2,23.5,0,3.4
KAT_JEF_2,-79.0878,42.2711,1316,2/14/24,0.02,20.1,28.4,36.8,18.5,0.52,3.64
KAT_JEF_2,-79.0878,42.2711,1316,2/15/24,0,14.8,22.4,30,12,0.43,3.1
KAT_JEF_2,-79.0878,42.2711,1316,2/16/24,0.1,15.6,26.6,37.6,20.4,0.32,3.9
KAT_JEF_2,-79.0878,42.2711,1316,2/17/24,0.19,19.3,25,30.8,16.3,0.32,2.94
KAT_JEF_2,-79.0878,42.2711,1316,2/18/24,0.03,14.3,19.5,24.8,10.3,0.51,2.11
KAT_JEF_2,-79.0878,42.2711,1316,2/19/24,0,12.5,20.8,29.2,14.5,0.82,2.42
KAT_JEF_2,-79.0878,42.2711,1316,2/20/24,0,11.1,21.8,32.5,11.6,0.29,3.65
KAT_JEF_2,-79.0878,42.2711,1316,2/21/24,0,12.1,28.5,44.9,17.4,0.16,7.15
KAT_JEF_2,-79.0878,42.2711,1316,2/22/24,0,24.9,38.7,52.4,26,0.39,9.01
KAT_JEF_2,-79.0878,42.2711,1316,2/23/24,0.43,33.2,38.8,44.4,35.5,0.07,3.48
KAT_JEF_2,-79.0878,42.2711,1316,2/24/24,0,16.6,33.3,50,27.3,0.15,5.68
KAT_JEF_2,-79.0878,42.2711,1316,2/25/24,0,12.4,20.4,28.3,7.7,0.56,3.26
KAT_JEF_2,-79.0878,42.2711,1316,2/26/24,0,15.4,30.4,45.3,15.6,0.8,7.96
KAT_JEF_2,-79.0878,42.2711,1316,2/27/24,0,32.4,45.6,58.9,29.7,1.84,11.47
KAT_JEF_2,-79.0878,42.2711,1316,2/28/24,0.66,39.4,52,64.6,44.1,0,13.53
KAT_JEF_2,-79.0878,42.2711,1316,2/29/24,0.36,19,39.8,60.6,27.1,0.43,4.25
KAT_JEF_2,-79.0878,42.2711,1316,3/1/24,0,16.6,22.5,28.4,11.9,0.45,2.71
KAT_JEF_2,-79.0878,42.2711,1316,3/2/24,0.02,19.2,35.2,51.2,22.9,0.41,9.1
KAT_JEF_2,-79.0878,42.2711,1316,3/3/24,0.03,38.3,43.1,48,40.8,0.11,2.09
KAT_JEF_2,-79.0878,42.2711,1316,3/4/24,0,34.8,43.6,52.5,39.8,0.1,4.67
KAT_JEF_2,-79.0878,42.2711,1316,3/5/24,0,36.9,54,71.1,43.7,0.25,16.26
KAT_JEF_2,-79.0878,42.2711,1316,3/6/24,0.23,46,59.3,72.5,48.1,0.23,16.19
KAT_JEF_2,-79.0878,42.2711,1316,3/7/24,0.28,35.5,43.6,51.8,42.3,0.08,0.81
KAT_JEF_2,-79.0878,42.2711,1316,3/8/24,0,32.6,44.5,56.4,32.9,0.56,8.42
KAT_JEF_2,-79.0878,42.2711,1316,3/9/24,0.1,34.5,49.4,64.3,36.8,0.75,13.88
KAT_JEF_2,-79.0878,42.2711,1316,3/10/24,0.22,31.3,39.1,46.8,37.5,0.15,2.16
KAT_JEF_2,-79.0878,42.2711,1316,3/11/24,0.28,25.6,29.2,32.7,24,0.29,1.77
KAT_JEF_2,-79.0878,42.2711,1316,3/12/24,0,28,36.5,45.1,22.8,1.18,6.23
KAT_JEF_2,-79.0878,42.2711,1316,3/13/24,0,34.1,47.7,61.3,34.7,0.86,11.22
KAT_JEF_2,-79.0878,42.2711,1316,3/14/24,0,33.1,49.7,66.3,37.4,0.29,13.33
KAT_JEF_2,-79.0878,42.2711,1316,3/15/24,0.37,34,50,65.9,42.5,0.2,15.36
KAT_JEF_2,-79.0878,42.2711,1316,3/16/24,0.02,30,36.7,43.5,35.2,0.13,1.95
KAT_JEF_2,-79.0878,42.2711,1316,3/17/24,0.38,30.7,43,55.4,31.6,0.32,9.87
KAT_JEF_2,-79.0878,42.2711,1316,3/18/24,0.05,26.1,34,41.8,25.9,0.34,4.17
KAT_JEF_2,-79.0878,42.2711,1316,3/19/24,0.14,25.3,28.4,31.5,20.8,0.51,2.33
KAT_JEF_2,-79.0878,42.2711,1316,3/20/24,0.11,25.4,30,34.6,24.4,0.32,2.72
KAT_JEF_2,-79.0878,42.2711,1316,3/21/24,0.1,19.7,27.3,34.8,17,0.38,2.55
KAT_JEF_2,-79.0878,42.2711,1316,3/22/24,0,11.6,19.7,27.7,10.7,0.28,2.64
KAT_JEF_2,-79.0878,42.2711,1316,3/23/24,0.33,15.8,23.9,32,20.3,0.1,2.87
KAT_JEF_2,-79.0878,42.2711,1316,3/24/24,0,13.7,22.7,31.7,17.8,0.24,2.52
KAT_JEF_2,-79.0878,42.2711,1316,3/25/24,0,15.3,27,38.7,13.8,0.45,5.33
KAT_JEF_2,-79.0878,42.2711,1316,3/26/24,0,34,47.6,61.2,20.9,3.47,14.4
KAT_JEF_2,-79.0878,42.2711,1316,3/27/24,0.17,38.4,47,55.5,34.1,1.01,9.96
KAT_JEF_2,-79.0878,42.2711,1316,3/28/24,0,29.7,41.2,52.8,33.1,0.91,4.82
KAT_JEF_2,-79.0878,42.2711,1316,3/29/24,0,24.9,35.6,46.3,22.2,0.48,6.66
KAT_JEF_2,-79.0878,42.2711,1316,3/30/24,0,23.6,31.3,39,23,0.36,3.85
KAT_JEF_2,-79.0878,42.2711,1316,3/31/24,0.22,25.5,35.5,45.4,33.1,0.06,5.58
KAT_JEF_2,-79.0878,42.2711,1316,4/1/24,0,34.9,40.1,45.2,35.5,0.15,3.05
KAT_JEF_2,-79.0878,42.2711,1316,4/2/24,0.1,36.9,46.9,56.9,36.6,0.19,8.43
KAT_JEF_2,-79.0878,42.2711,1316,4/3/24,0.33,40.4,45.9,51.5,42.4,0.18,3.13
KAT_JEF_2,-79.0878,42.2711,1316,4/4/24,0.79,31,38.9,46.9,35.6,0.07,2.3
KAT_JEF_2,-79.0878,42.2711,1316,4/5/24,0.18,29.5,35.2,41,32.2,0.07,1.78
KAT_JEF_2,-79.0878,42.2711,1316,4/6/24,0.13,29.4,33.4,37.4,31.1,0.11,2.13
KAT_JEF_2,-79.0878,42.2711,1316,4/7/24,0,29,39.9,50.9,30.3,0.23,7.16
KAT_JEF_2,-79.0878,42.2711,1316,4/8/24,0,31.1,44.8,58.5,25.2,0.61,12.13
KAT_JEF_2,-79.0878,42.2711,1316,4/9/24,0,35.7,50.1,64.4,32.9,0.81,14.05
KAT_JEF_2,-79.0878,42.2711,1316,4/10/24,0,39,57.7,76.4,46.2,0.6,21.91
KAT_JEF_2,-79.0878,42.2711,1316,4/11/24,0.28,52.1,57.3,62.5,50.1,0.27,8.51
KAT_JEF_2,-79.0878,42.2711,1316,4/12/24,1.98,46.2,57,67.9,55.7,0.28,7.48
KAT_JEF_2,-79.0878,42.2711,1316,4/13/24,0.85,33.7,40.6,47.6,38.3,0.17,2.39
KAT_JEF_2,-79.0878,42.2711,1316,4/14/24,0.02,34.5,41.8,49,32.8,0.5,5.69
KAT_JEF_2,-79.0878,42.2711,1316,4/15/24,0.27,39.4,55.7,72,45,0.21,15.72
KAT_JEF_2,-79.0878,42.2711,1316,4/16/24,0,35.8,49.1,62.3,33.7,0.74,13.42
KAT_JEF_2,-79.0878,42.2711,1316,4/17/24,0.01,42.1,54.2,66.3,33.8,1.99,15.47
KAT_JEF_2,-79.0878,42.2711,1316,4/18/24,0.44,48.5,59.6,70.8,50.7,0.33,11.29
KAT_JEF_2,-79.0878,42.2711,1316,4/19/24,0.02,41.3,49.2,57.1,45.2,0.11,5.13
KAT_JEF_2,-79.0878,42.2711,1316,4/20/24,0,40.3,50,59.8,40.5,1,5.96
KAT_JEF_2,-79.0878,42.2711,1316,4/21/24,0.03,32.7,40,47.4,26.1,1.11,5.75
KAT_JEF_2,-79.0878,42.2711,1316,4/22/24,0,26.9,35.3,43.8,25.6,0.46,5.16
KAT_JEF_2,-79.0878,42.2711,1316,4/23/24,0,30,42.7,55.4,24.6,0.74,10.8
KAT_JEF_2,-79.0878,42.2711,1316,4/24/24,0.24,39.3,52,64.8,38,0.15,15.14
KAT_JEF_2,-79.0878,42.2711,1316,4/25/24,0.11,26.7,36.6,46.4,34.8,0.13,1.66
KAT_JEF_2,-79.0878,42.2711,1316,4/26/24,0,29.1,41.3,53.5,22.2,1,10.13
KAT_JEF_2,-79.0878,42.2711,1316,4/27/24,0.02,36.4,51.7,67,30.1,2.43,16.92
KAT_JEF_2,-79.0878,42.2711,1316,4/28/24,0.45,45.6,53.7,61.8,48.6,0.47,5.74
KAT_JEF_2,-79.0878,42.2711,1316,4/29/24,0.14,50.6,60.3,70,57.2,0,8.41
KAT_JEF_2,-79.0878,42.2711,1316,4/30/24,0,51.4,65.7,80,54.8,0.35,20.37
KAT_JEF_2,-79.0878,42.2711,1316,5/1/24,0.04,41.7,54.1,66.4,49.1,0.14,9.58
KAT_JEF_2,-79.0878,42.2711,1316,5/2/24,0,44.8,61,77.2,46.1,0.29,22.68
KAT_JEF_2,-79.0878,42.2711,1316,5/3/24,0,46.8,59.4,71.9,43.5,1.33,17.78
KAT_JEF_2,-79.0878,42.2711,1316,5/4/24,0,51.6,66.1,80.6,51.1,0.54,24.66
KAT_JEF_2,-79.0878,42.2711,1316,5/5/24,0.4,49.7,60.9,72.1,51.7,0.47,10.52
KAT_JEF_2,-79.0878,42.2711,1316,5/6/24,0.06,52,58.8,65.6,55.6,0.28,4.49
KAT_JEF_2,-79.0878,42.2711,1316,5/7/24,0,40.6,54.7,68.9,41.3,0.91,15.39
KAT_JEF_2,-79.0878,42.2711,1316,5/8/24,0.15,47.4,61.7,76,52,0.63,19.14
KAT_JEF_2,-79.0878,42.2711,1316,5/9/24,0,45.3,59.7,74.1,46.5,0.46,19.06
KAT_JEF_2,-79.0878,42.2711,1316,5/10/24,0.05,44.9,53,61.1,43.6,0.43,9.48
KAT_JEF_2,-79.0878,42.2711,1316,5/11/24,0.03,37.1,47.3,57.6,42,0.08,7.41
KAT_JEF_2,-79.0878,42.2711,1316,5/12/24,0.48,42.3,51.1,59.9,44.7,0.03,8.53
KAT_JEF_2,-79.0878,42.2711,1316,5/13/24,0.03,42.7,51,59.3,44.7,0.17,7.41
KAT_JEF_2,-79.0878,42.2711,1316,5/14/24,0.02,47.9,62.1,76.4,48.7,0.65,19.24
KAT_JEF_2,-79.0878,42.2711,1316,5/15/24,0.01,54.5,64.4,74.3,54.8,0,14.65
KAT_JEF_2,-79.0878,42.2711,1316,5/16/24,0.95,55.9,63.3,70.6,57.3,0.27,8.56
KAT_JEF_2,-79.0878,42.2711,1316,5/17/24,0,52.6,62.3,72,55.9,0.07,11.25
KAT_JEF_2,-79.0878,42.2711,1316,5/18/24,0.46,56.9,62.6,68.3,59.2,0.1,6.56
KAT_JEF_2,-79.0878,42.2711,1316,5/19/24,0,53.6,64,74.4,58.9,0.05,11.04
KAT_JEF_2,-79.0878,42.2711,1316,5/20/24,0,52,65.2,78.4,55.2,0.13,19.93
KAT_JEF_2,-79.0878,42.2711,1316,5/21/24,0,55.7,70.3,84.9,58.7,0.11,24.08
KAT_JEF_2,-79.0878,42.2711,1316,5/22/24,0,60.1,72.2,84.3,59.2,1.31,24.05
KAT_JEF_2,-79.0878,42.2711,1316,5/23/24,0.54,57.2,70.2,83.2,61.3,0.37,20.42
KAT_JEF_2,-79.0878,42.2711,1316,5/24/24,0,47.6,61.5,75.4,47.2,0.66,19.55
KAT_JEF_2,-79.0878,42.2711,1316,5/25/24,0,48.2,62.9,77.6,46,1.19,22.01
KAT_JEF_2,-79.0878,42.2711,1316,5/26/24,0.19,52.9,64.4,75.9,58.6,0.07,12.3
KAT_JEF_2,-79.0878,42.2711,1316,5/27/24,0.18,57,67.6,78.2,57.8,0,19.62
KAT_JEF_2,-79.0878,42.2711,1316,5/28/24,0.6,54.3,64.7,75,57.9,0,11.51
KAT_JEF_2,-79.0878,42.2711,1316,5/29/24,0.28,46.4,54.1,61.7,53.7,0,4.2
KAT_JEF_2,-79.0878,42.2711,1316,5/30/24,0.06,40.1,52.3,64.5,48.7,0,7.71
KAT_JEF_2,-79.0878,42.2711,1316,5/31/24,0,36.8,49.6,62.5,39.5,0.08,11.75
KAT_JEF_2,-79.0878,42.2711,1316,6/1/24,0,37.3,53.6,69.9,40.2,0.14,16.21
KAT_JEF_2,-79.0878,42.2711,1316,6/2/24,0,47.9,62.6,77.3,43.4,1.5,24.36
KAT_JEF_2,-79.0878,42.2711,1316,6/3/24,0.08,58.3,62.7,67,59.4,0.01,7.32
KAT_JEF_2,-79.0878,42.2711,1316,6/4/24,0,55.3,66.8,78.4,60,0.09,15.51
KAT_JEF_2,-79.0878,42.2711,1316,6/5/24,0,59.1,71.6,84.2,60.4,0.13,23.41
KAT_JEF_2,-79.0878,42.2711,1316,6/6/24,1.02,60.2,68,75.8,65.8,0,7.29
KAT_JEF_2,-79.0878,42.2711,1316,6/7/24,0.04,54.5,64.4,74.3,56.9,0.21,13.91
KAT_JEF_2,-79.0878,42.2711,1316,6/8/24,0.09,50.7,57.7,64.7,52.1,0.3,7.84
