Card ID,Data_Collector,Field ID,Date Placed,Date Collected,N.SCM.M.1,N.SCM.F.1,N.SCM.M.2,N.SCM.F.2,N.D.Florilega.1,N.D.Florilega.2,Initials
24_2651,Shea Crowther,DIP_CUR,8/13/24,8/20/24,,,,,,,
24_2658,Shea Crowther,DIP_CUR,8/20/24,8/27/24,4,8,0,0,4,0,SC
24_2659,Shea Crowther,DIP_CUR,8/20/24,8/27/24,,,,,,,
24_2666,Shea Crowther,DIP_CUR,8/27/24,9/3/24,0,1,0,1,0,0,SC
24_2667,Shea Crowther,DIP_CUR,8/27/24,9/3/24,,,,,,,
24_2674,Shea Crowther,DIP_CUR,9/3/24,9/10/24,0,0,0,0,0,0,AS
24_2675,Shea Crowther,DIP_CUR,9/3/24,9/10/24,,,,,,,
24_2682,Shea Crowther,DIP_CUR,9/10/24,9/17/24,7,2,5,1,6,2,EAJ
24_2683,Shea Crowther,DIP_CUR,9/10/24,9/17/24,,,,,,,
24_2690,Shea Crowther,DIP_CUR,9/17/24,9/24/24,6,0,9,1,0,7,AS
24_2691,Shea Crowther,DIP_CUR,9/17/24,9/24/24,,,,,,,
24_2698,Shea Crowther,DIP_CUR,9/24/24,10/1/24,75,4,15,2,12,5,EK
24_2699,Shea Crowther,DIP_CUR,9/24/24,10/1/24,,,,,,,
24_2963,Shea Crowther,DIP_CUR,10/1/24,10/8/24,,,,,,,
24_2964,Shea Crowther,DIP_CUR,10/1/24,10/8/24,0,0,5,2,2,3,AS
24_2844,Alexa Stratton,DIP_CUR,10/8/24,10/15/24,5,3,4,4,0,1,AS
24_2845,Alexa Stratton,DIP_CUR,10/8/24,10/15/24,,,,,,,
24_2955,Shea Crowther,DIP_CUR,10/15/24,10/22/24,,,,,,,
24_2956,Shea Crowther,DIP_CUR,10/15/24,10/22/24,4,3,3,2,0,1,EK
24_2970,Shea Crowther,DIP_CUR,10/22/24,10/29/24,1,0,0,1,0,0,EW
24_2971,Shea Crowther,DIP_CUR,10/22/24,10/29/24,,,,,,,
24_2977,Shea Crowther,DIP_CUR,10/29/24,11/5/24,,,,,,,
24_2978,Shea Crowther,DIP_CUR,10/29/24,11/5/24,1,2,0,0,1,0,EW
24_2984,Shea Crowther,DIP_CUR,11/5/24,11/12/24,3,1,1,0,0,0,EK
24_2985,Shea Crowther,DIP_CUR,11/5/24,11/12/24,,,,,,,
24_2991,Shea Crowther,DIP_CUR,11/12/24,11/18/24,,,,,,,
24_2992,Shea Crowther,DIP_CUR,11/12/24,11/18/24,1,0,0,0,0,0,EK
24_2998,Shea Crowther,DIP_CUR,11/18/24,11/26/24,0,0,0,0,0,0,EAJ
24_2999,Shea Crowther,DIP_CUR,11/18/24,11/26/24,,,,,,,
24_3005,Shea Crowther,DIP_CUR,11/26/24,12/3/24,,,,,,,
24_3006,Shea Crowther,DIP_CUR,11/26/24,12/3/24,0,0,0,0,0,0,EAJ
24_1069,Shea Crowther,DIP_FLE,3/5/24,3/12/24,,,,,,,
24_1070,Shea Crowther,DIP_FLE,3/5/24,3/12/24,3,1,3,0,0,0,AS
24_1085,Shea Crowther,DIP_FLE,3/12/24,3/19/24,,,,,,,
24_1086,Shea Crowther,DIP_FLE,3/12/24,3/19/24,0,0,0,1,0,0,SN
24_1101,Shea Crowther,DIP_FLE,3/19/24,3/26/24,,,,,,,
24_1102,Shea Crowther,DIP_FLE,3/19/24,3/26/24,0,0,0,0,0,0,AS
24_1402,Shea Crowther,DIP_FLE,3/26/24,4/2/24,3,0,4,2,0,0,SN
24_1403,Shea Crowther,DIP_FLE,3/26/24,4/2/24,,,,,,,
24_1299,Shea Crowther,DIP_FLE,4/2/24,4/9/24,,,,,,,
24_1300,Shea Crowther,DIP_FLE,4/2/24,4/9/24,0,1,2,1,0,0,AM
24_1417,Shea Crowther,DIP_FLE,4/9/24,4/17/24,,,,,,,
24_1418,Shea Crowther,DIP_FLE,4/9/24,4/17/24,31,21,31,18,0,1,EK
24_1770,Shea Crowther,DIP_FLE,4/17/24,4/23/24,11,19,25,19,0,0,SN
24_1771,Shea Crowther,DIP_FLE,4/17/24,4/23/24,,,,,,,
24_1786,Shea Crowther,DIP_FLE,4/23/24,5/1/24,22,8,9,1,0,0,SN
24_1787,Shea Crowther,DIP_FLE,4/23/24,5/1/24,,,,,,,
24_2086,Shea Crowther,DIP_FLE,5/1/24,5/7/24,4,0,6,0,0,0,CYC
24_2087,Shea Crowther,DIP_FLE,5/1/24,5/7/24,,,,,,,
24_2098,Shea Crowther,DIP_FLE,5/7/24,5/14/24,1,0,7,1,0,2,CYC
24_2099,Shea Crowther,DIP_FLE,5/7/24,5/14/24,,,,,,,
24_2110,Shea Crowther,DIP_FLE,5/14/24,5/21/24,0,3,0,3,0,0,AM
24_2111,Shea Crowther,DIP_FLE,5/14/24,5/21/24,,,,,,,
24_2553,Shea Crowther,DIP_FLE,5/21/24,5/28/24,,,,,,,
24_2554,Shea Crowther,DIP_FLE,5/21/24,5/28/24,30,17,14,6,4,8,AS
24_2561,Shea Crowther,DIP_FLE,5/28/24,6/4/24,,,,,,,
24_2562,Shea Crowther,DIP_FLE,5/28/24,6/4/24,29,28,1,3,18,1,AS
24_2569,Shea Crowther,DIP_FLE,6/4/24,6/11/24,,,,,,,
24_2570,Shea Crowther,DIP_FLE,6/4/24,6/11/24,75,69,53,33,20,80,EW
24_2577,Shea Crowther,DIP_FLE,6/11/24,6/17/24,,,,,,,
24_2578,Shea Crowther,DIP_FLE,6/11/24,6/17/24,40,48,31,25,42,19,SC
24_2585,Shea Crowther,DIP_FLE,6/17/24,6/25/24,,,,,,,
24_2586,Shea Crowther,DIP_FLE,6/17/24,6/25/24,40,25,25,15,1,0,JRW
24_2593,Shea Crowther,DIP_FLE,6/25/24,7/2/24,,,,,,,
24_2594,Shea Crowther,DIP_FLE,6/25/24,7/2/24,37,6,36,12,9,3,JRW
24_2601,Shea Crowther,DIP_FLE,7/2/24,7/9/24,,,,,,,
24_2602,Shea Crowther,DIP_FLE,7/2/24,7/9/24,5,4,3,5,17,7,SC
24_2609,Shea Crowther,DIP_FLE,7/9/24,7/15/24,,,,,,,
24_2610,Shea Crowther,DIP_FLE,7/9/24,7/15/24,6,10,0,5,18,6,SC
24_2617,Shea Crowther,DIP_FLE,7/15/24,7/23/24,,,,,,,
24_2618,Shea Crowther,DIP_FLE,7/15/24,7/23/24,13,24,1,2,31,0,EW
24_2624,Shea Crowther,DIP_FLE,7/23/24,7/30/24,1,5,2,23,0,8,EW
24_2625,Shea Crowther,DIP_FLE,7/23/24,7/30/24,,,,,,,
24_2632,Shea Crowther,DIP_FLE,7/30/24,8/6/24,8,26,3,12,1,3,CYC
24_2633,Shea Crowther,DIP_FLE,7/30/24,8/6/24,,,,,,,
24_2640,Shea Crowther,DIP_FLE,8/6/24,8/13/24,5,7,0,2,4,1,EAJ
24_2641,Shea Crowther,DIP_FLE,8/6/24,8/13/24,,,,,,,
24_2648,Shea Crowther,DIP_FLE,8/13/24,8/20/24,,,,,,,
24_2649,Shea Crowther,DIP_FLE,8/13/24,8/20/24,,,,,,,
24_2656,Shea Crowther,DIP_FLE,8/20/24,8/27/24,1,1,0,1,0,0,SC
24_2657,Shea Crowther,DIP_FLE,8/20/24,8/27/24,,,,,,,
24_2664,Shea Crowther,DIP_FLE,8/27/24,9/3/24,2,5,7,2,0,1,SC
24_2665,Shea Crowther,DIP_FLE,8/27/24,9/3/24,,,,,,,
24_2672,Shea Crowther,DIP_FLE,9/3/24,9/10/24,1,1,4,1,0,0,AS
24_2673,Shea Crowther,DIP_FLE,9/3/24,9/10/24,,,,,,,
24_2680,Shea Crowther,DIP_FLE,9/10/24,9/17/24,0,3,4,4,2,3,EAJ
24_2681,Shea Crowther,DIP_FLE,9/10/24,9/17/24,,,,,,,
24_2688,Shea Crowther,DIP_FLE,9/17/24,9/24/24,0,1,1,1,0,2,AS
24_2689,Shea Crowther,DIP_FLE,9/17/24,9/24/24,,,,,,,
24_2696,Shea Crowther,DIP_FLE,9/24/24,10/1/24,2,7,2,0,3,0,EK
24_2697,Shea Crowther,DIP_FLE,9/24/24,10/1/24,,,,,,,
24_2961,Shea Crowther,DIP_FLE,10/1/24,10/8/24,,,,,,,
24_2962,Shea Crowther,DIP_FLE,10/1/24,10/8/24,0,1,0,0,0,0,AS
24_2842,Alexa Stratton,DIP_FLE,10/8/24,10/15/24,2,3,1,1,0,2,AS
24_2843,Alexa Stratton,DIP_FLE,10/8/24,10/15/24,,,,,,,
24_2954,Shea Crowther,DIP_FLE,10/15/24,10/22/24,0,1,0,0,0,0,EK
24_2969,Shea Crowther,DIP_FLE,10/22/24,10/29/24,0,1,0,0,1,0,EK
24_2976,Shea Crowther,DIP_FLE,10/29/24,11/5/24,0,1,1,0,1,0,EW
24_2983,Shea Crowther,DIP_FLE,11/5/24,11/12/24,1,0,0,0,0,0,EK
24_2990,Shea Crowther,DIP_FLE,11/12/24,11/18/24,1,0,0,0,0,0,EK
24_2997,Shea Crowther,DIP_FLE,11/18/24,11/26/24,0,0,0,0,0,0,EAJ
24_3004,Shea Crowther,DIP_FLE,11/26/24,12/3/24,0,0,0,0,0,0,EAJ
24_1067,Shea Crowther,DIP_PAT,3/5/24,3/12/24,,,,,,,
24_1068,Shea Crowther,DIP_PAT,3/5/24,3/12/24,0,0,0,0,0,0,AS
24_1083,Shea Crowther,DIP_PAT,3/12/24,3/19/24,,,,,,,
24_1084,Shea Crowther,DIP_PAT,3/12/24,3/19/24,0,0,0,0,0,0,SN
24_1099,Shea Crowther,DIP_PAT,3/19/24,3/26/24,,,,,,,
24_1100,Shea Crowther,DIP_PAT,3/19/24,3/26/24,0,0,0,0,0,0,AS
24_1399,Shea Crowther,DIP_PAT,3/26/24,4/2/24,,,,,,,
24_1400,Shea Crowther,DIP_PAT,3/26/24,4/2/24,1,1,1,0,0,0,SN
24_1309,Shea Crowther,DIP_PAT,4/2/24,4/9/24,,,,,,,
24_1310,Shea Crowther,DIP_PAT,4/2/24,4/9/24,0,1,1,0,0,0,AM
24_1414,Shea Crowther,DIP_PAT,4/9/24,4/16/24,13,10,16,0,2,0,SN
24_1415,Shea Crowther,DIP_PAT,4/9/24,4/16/24,,,,,,,
24_1767,Shea Crowther,DIP_PAT,4/16/24,4/23/24,36,25,39,46,0,1,AC
24_1768,Shea Crowther,DIP_PAT,4/16/24,4/23/24,,,,,,,
24_1783,Shea Crowther,DIP_PAT,4/23/24,5/1/24,,,,,,,
24_1784,Shea Crowther,DIP_PAT,4/23/24,5/1/24,32,24,48,17,8,16,SC
24_2084,Shea Crowther,DIP_PAT,5/1/24,5/7/24,32,10,19,9,3,4,CYC
24_2085,Shea Crowther,DIP_PAT,5/1/24,5/7/24,,,,,,,
24_2096,Shea Crowther,DIP_PAT,5/7/24,5/14/24,,,,,,,
24_2097,Shea Crowther,DIP_PAT,5/7/24,5/14/24,49,49,33,18,4,2,EK
24_2108,Shea Crowther,DIP_PAT,5/14/24,5/21/24,20,29,19,19,2,2,EK
24_2109,Shea Crowther,DIP_PAT,5/14/24,5/21/24,,,,,,,
24_2551,Shea Crowther,DIP_PAT,5/21/24,5/28/24,,,,,,,
24_2552,Shea Crowther,DIP_PAT,5/21/24,5/28/24,50,46,110,91,19,21,CYC
24_2559,Shea Crowther,DIP_PAT,5/28/24,6/4/24,,,,,,,
24_2560,Shea Crowther,DIP_PAT,5/28/24,6/4/24,74,76,82,90,33,23,EW
24_2567,Shea Crowther,DIP_PAT,6/4/24,6/11/24,,,,,,,
24_2568,Shea Crowther,DIP_PAT,6/4/24,6/11/24,133,72,111,62,36,39,SC
24_2575,Shea Crowther,DIP_PAT,6/11/24,6/17/24,,,,,,,
24_2576,Shea Crowther,DIP_PAT,6/11/24,6/17/24,59,80,73,56,15,26,EW
24_2583,Shea Crowther,DIP_PAT,6/17/24,6/25/24,,,,,,,
24_2584,Shea Crowther,DIP_PAT,6/17/24,6/25/24,0,3,6,10,1,5,EW
24_2591,Shea Crowther,DIP_PAT,6/25/24,7/2/24,,,,,,,
24_2592,Shea Crowther,DIP_PAT,6/25/24,7/2/24,0,6,11,13,1,4,EW
24_2599,Shea Crowther,DIP_PAT,7/2/24,7/9/24,,,,,,,
24_2600,Shea Crowther,DIP_PAT,7/2/24,7/9/24,18,18,5,8,23,10,EW
24_2607,Shea Crowther,DIP_PAT,7/9/24,7/15/24,,,,,,,
24_2608,Shea Crowther,DIP_PAT,7/9/24,7/15/24,1,7,5,23,13,2,SC
24_2615,Shea Crowther,DIP_PAT,7/15/24,7/23/24,,,,,,,
24_2616,Shea Crowther,DIP_PAT,7/15/24,7/23/24,3,8,6,27,0,10,SC
24_2622,Shea Crowther,DIP_PAT,7/23/24,7/30/24,0,1,0,0,0,0,SC
24_2623,Shea Crowther,DIP_PAT,7/23/24,7/30/24,,,,,,,
24_2630,Shea Crowther,DIP_PAT,7/30/24,8/6/24,0,0,0,0,0,0,JRW
24_2631,Shea Crowther,DIP_PAT,7/30/24,8/6/24,,,,,,,
24_2638,Shea Crowther,DIP_PAT,8/6/24,8/13/24,1,2,0,0,0,0,EAJ
24_2639,Shea Crowther,DIP_PAT,8/6/24,8/13/24,,,,,,,
24_2646,Shea Crowther,DIP_PAT,8/13/24,8/20/24,0,8,0,0,0,0,EW
24_2647,Shea Crowther,DIP_PAT,8/13/24,8/20/24,,,,,,,
24_2654,Shea Crowther,DIP_PAT,8/20/24,8/27/24,2,2,3,2,0,0,EK
24_2655,Shea Crowther,DIP_PAT,8/20/24,8/27/24,,,,,,,
24_2662,Shea Crowther,DIP_PAT,8/27/24,9/3/24,4,1,1,1,0,0,EK
24_2663,Shea Crowther,DIP_PAT,8/27/24,9/3/24,,,,,,,
24_2670,Shea Crowther,DIP_PAT,9/3/24,9/10/24,7,1,14,1,0,1,EK
24_2671,Shea Crowther,DIP_PAT,9/3/24,9/10/24,,,,,,,
24_2678,Shea Crowther,DIP_PAT,9/10/24,9/17/24,4,0,5,0,0,1,AS
24_2679,Shea Crowther,DIP_PAT,9/10/24,9/17/24,,,,,,,
24_2686,Shea Crowther,DIP_PAT,9/17/24,9/24/24,1,0,0,0,0,0,AS
24_2687,Shea Crowther,DIP_PAT,9/17/24,9/24/24,,,,,,,
24_2694,Shea Crowther,DIP_PAT,9/24/24,10/1/24,2,4,5,3,2,1,EAJ
24_2695,Shea Crowther,DIP_PAT,9/24/24,10/1/24,,,,,,,
24_2959,Shea Crowther,DIP_PAT,10/1/24,10/8/24,,,,,,,
24_2960,Shea Crowther,DIP_PAT,10/1/24,10/8/24,1,1,1,0,0,1,AS
24_2840,Alexa Stratton,DIP_PAT,10/8/24,10/15/24,4,1,3,3,2,0,AS
24_2841,Alexa Stratton,DIP_PAT,10/8/24,10/15/24,,,,,,,
24_2952,Shea Crowther,DIP_PAT,10/15/24,10/22/24,7,4,0,0,2,1,EK
24_2953,Shea Crowther,DIP_PAT,10/15/24,10/22/24,,,,,,,
24_2967,Shea Crowther,DIP_PAT,10/22/24,10/29/24,,,,,,,
24_2968,Shea Crowther,DIP_PAT,10/22/24,10/29/24,0,1,1,0,0,1,EK
24_2974,Shea Crowther,DIP_PAT,10/29/24,11/5/24,7,1,8,0,1,0,EW
24_2975,Shea Crowther,DIP_PAT,10/29/24,11/5/24,,,,,,,
24_2981,Shea Crowther,DIP_PAT,11/5/24,11/12/24,,,,,,,
24_2982,Shea Crowther,DIP_PAT,11/5/24,11/12/24,4,0,4,1,1,2,EK
24_2988,Shea Crowther,DIP_PAT,11/12/24,11/18/24,2,1,2,0,1,1,EK
24_2989,Shea Crowther,DIP_PAT,11/12/24,11/18/24,,,,,,,
24_2995,Shea Crowther,DIP_PAT,11/18/24,11/26/24,,,,,,,
24_2996,Shea Crowther,DIP_PAT,11/18/24,11/26/24,5,1,5,1,1,0,EK
24_3002,Shea Crowther,DIP_PAT,11/26/24,12/3/24,0,0,0,0,0,0,EAJ
24_3003,Shea Crowther,DIP_PAT,11/26/24,12/3/24,,,,,,,
24_1080,Shea Crowther,DUN_FIE_IN,3/5/24,3/12/24,2,0,0,0,0,0,SN
24_1096,Shea Crowther,DUN_FIE_IN,3/12/24,3/19/24,0,0,0,0,0,0,SN
24_1112,Shea Crowther,DUN_FIE_IN,3/19/24,3/26/24,0,0,0,0,0,0,SN
24_1411,Shea Crowther,DUN_FIE_IN,3/26/24,4/2/24,0,1,0,1,0,0,SN
24_1308,Shea Crowther,DUN_FIE_IN,4/2/24,4/9/24,0,0,0,0,0,0,LM
24_1427,Shea Crowther,DUN_FIE_IN,4/9/24,4/16/24,12,2,9,5,0,0,AS
24_1780,Shea Crowther,DUN_FIE_IN,4/16/24,4/23/24,8,3,6,2,0,0,AS
24_1796,Shea Crowther,DUN_FIE_IN,4/23/24,5/1/24,6,2,4,1,0,0,SN
24_1082,Shea Crowther,DUN_FOR_IN,3/5/24,3/12/24,,,,,,,
24_1098,Shea Crowther,DUN_FOR_IN,3/12/24,3/19/24,0,0,0,0,0,0,SN
24_1114,Shea Crowther,DUN_FOR_IN,3/19/24,3/26/24,0,0,0,0,0,0,SN
24_1413,Shea Crowther,DUN_FOR_IN,3/26/24,4/2/24,0,0,0,0,0,0,SN
24_1307,Shea Crowther,DUN_FOR_IN,4/2/24,4/9/24,0,0,0,0,0,0,LM
24_1429,Shea Crowther,DUN_FOR_IN,4/9/24,4/16/24,5,0,0,0,0,0,JKM
24_1782,Shea Crowther,DUN_FOR_IN,4/16/24,4/23/24,0,0,0,0,0,0,AS
24_1798,Shea Crowther,DUN_FOR_IN,4/23/24,5/1/24,1,0,0,0,0,0,SN
24_2095,Shea Crowther,DUN_FOR_IN,5/1/24,5/7/24,0,1,0,0,0,0,CYC
24_2107,Shea Crowther,DUN_FOR_IN,5/7/24,5/14/24,0,1,0,0,0,0,CYC
24_1081,Shea Crowther,DUN_FOR_OUT,3/5/24,3/12/24,,,,,,,
24_1097,Shea Crowther,DUN_FOR_OUT,3/12/24,3/19/24,0,0,0,0,0,0,SN
24_1113,Shea Crowther,DUN_FOR_OUT,3/19/24,3/26/24,6,3,15,13,0,0,SN
24_1412,Shea Crowther,DUN_FOR_OUT,3/26/24,4/2/24,13,5,3,1,0,0,SN
24_1306,Shea Crowther,DUN_FOR_OUT,4/2/24,4/9/24,0,0,0,0,0,0,LM
24_1428,Shea Crowther,DUN_FOR_OUT,4/9/24,4/16/24,8,2,67,15,0,0,JKM
24_1781,Shea Crowther,DUN_FOR_OUT,4/16/24,4/23/24,8,10,0,1,0,0,AS
24_1797,Shea Crowther,DUN_FOR_OUT,4/23/24,5/1/24,0,0,0,0,0,0,SN
24_2094,Shea Crowther,DUN_FOR_OUT,5/1/24,5/7/24,0,0,0,1,0,0,CYC
24_2106,Shea Crowther,DUN_FOR_OUT,5/7/24,5/14/24,0,0,1,0,0,0,CYC
24_1022,Alexa Stratton,EVE_FIE_IN,3/5/24,3/12/24,5,0,0,0,0,0,SN
24_1046,Alexa Stratton,EVE_FIE_IN,3/12/24,3/19/24,2,0,8,1,2,0,SN
24_1184,Alexa Stratton,EVE_FIE_IN,3/19/24,3/26/24,0,0,0,0,0,0,AS
24_1230,Alexa Stratton,EVE_FIE_IN,3/26/24,4/2/24,5,0,5,2,0,0,SN
24_1254,Alexa Stratton,EVE_FIE_IN,4/2/24,4/9/24,0,0,0,0,0,0,EK
24_1350,Alexa Stratton,EVE_FIE_IN,4/9/24,4/18/24,38,24,22,17,0,0,AC
24_1439,Alexa Stratton,EVE_FIE_IN,4/18/24,4/23/24,15,6,24,12,0,0,AS
24_1713,Alexa Stratton,EVE_FIE_IN,4/23/24,4/30/24,15,5,10,10,2,0,AS
24_1021,Alexa Stratton,EVE_FIE_OUT,3/5/24,3/12/24,0,0,2,0,0,0,SN
24_1045,Alexa Stratton,EVE_FIE_OUT,3/12/24,3/19/24,5,1,7,2,0,0,SN
24_1183,Alexa Stratton,EVE_FIE_OUT,3/19/24,3/26/24,0,1,0,0,0,0,AS
24_1229,Alexa Stratton,EVE_FIE_OUT,3/26/24,4/2/24,0,0,10,0,0,0,SN
24_1253,Alexa Stratton,EVE_FIE_OUT,4/2/24,4/9/24,0,1,0,0,0,0,EK
24_1349,Alexa Stratton,EVE_FIE_OUT,4/9/24,4/18/24,21,6,12,16,0,0,LM
24_1438,Alexa Stratton,EVE_FIE_OUT,4/18/24,4/23/24,9,1,14,10,0,0,TW
24_1712,Alexa Stratton,EVE_FIE_OUT,4/23/24,4/30/24,5,0,6,4,0,0,AS
24_1024,Alexa Stratton,EVE_FOR_IN,3/5/24,3/12/24,0,0,0,0,0,0,SN
24_1048,Alexa Stratton,EVE_FOR_IN,3/12/24,3/19/24,1,0,0,0,0,0,SN
24_1186,Alexa Stratton,EVE_FOR_IN,3/19/24,3/26/24,1,1,1,1,0,0,AS
24_1234,Alexa Stratton,EVE_FOR_IN,3/26/24,4/2/24,0,0,0,0,0,0,SN
24_1258,Alexa Stratton,EVE_FOR_IN,4/2/24,4/9/24,0,0,0,0,0,0,EK
24_1354,Alexa Stratton,EVE_FOR_IN,4/9/24,4/18/24,3,1,1,1,0,0,LM
24_1443,Alexa Stratton,EVE_FOR_IN,4/18/24,4/23/24,2,4,1,1,0,0,AS
24_1716,Alexa Stratton,EVE_FOR_IN,4/23/24,4/30/24,1,0,1,0,0,0,AS
24_1738,Alexa Stratton,EVE_FOR_IN,4/30/24,5/8/24,0,0,1,0,0,0,AC
24_1818,Alexa Stratton,EVE_FOR_IN,5/8/24,5/14/24,1,0,0,0,0,0,SN
24_1023,Alexa Stratton,EVE_FOR_OUT,3/5/24,3/12/24,0,0,1,0,0,0,SN
24_1047,Alexa Stratton,EVE_FOR_OUT,3/12/24,3/19/24,0,0,0,0,0,0,SN
24_1185,Alexa Stratton,EVE_FOR_OUT,3/19/24,3/26/24,0,0,0,2,0,0,AS
24_1233,Alexa Stratton,EVE_FOR_OUT,3/26/24,4/2/24,0,0,0,1,0,0,SN
24_1257,Alexa Stratton,EVE_FOR_OUT,4/2/24,4/9/24,0,0,0,0,0,0,EK
24_1353,Alexa Stratton,EVE_FOR_OUT,4/9/24,4/18/24,6,2,2,1,0,0,LM
24_1442,Alexa Stratton,EVE_FOR_OUT,4/18/24,4/23/24,2,1,6,2,0,0,AS
24_1737,Alexa Stratton,EVE_FOR_OUT,4/30/24,5/8/24,5,1,6,0,0,0,AC
24_1817,Alexa Stratton,EVE_FOR_OUT,5/8/24,5/14/24,3,2,6,4,0,0,SN
24_1020,Alexa Stratton,EVE_ORC_IN,3/5/24,3/12/24,0,0,0,0,0,0,SN
24_1044,Alexa Stratton,EVE_ORC_IN,3/12/24,3/19/24,0,0,0,0,0,0,SN
24_1182,Alexa Stratton,EVE_ORC_IN,3/19/24,3/26/24,0,0,0,1,0,0,AS
24_1232,Alexa Stratton,EVE_ORC_IN,3/26/24,4/2/24,0,0,1,0,0,0,SN
24_1256,Alexa Stratton,EVE_ORC_IN,4/2/24,4/9/24,0,0,0,0,0,0,EK
24_1352,Alexa Stratton,EVE_ORC_IN,4/9/24,4/18/24,9,5,11,8,0,0,LM
24_1441,Alexa Stratton,EVE_ORC_IN,4/18/24,4/23/24,5,1,9,3,0,1,AS
24_1715,Alexa Stratton,EVE_ORC_IN,4/23/24,4/30/24,5,0,12,2,0,0,AS
24_1736,Alexa Stratton,EVE_ORC_IN,4/30/24,5/8/24,15,0,6,0,0,0,AC
24_1816,Alexa Stratton,EVE_ORC_IN,5/8/24,5/14/24,8,0,22,9,0,0,SN
24_1019,Alexa Stratton,EVE_ORC_OUT,3/5/24,3/12/24,2,0,0,0,0,0,SN
24_1043,Alexa Stratton,EVE_ORC_OUT,3/12/24,3/12/24,1,0,0,1,0,0,SN
24_1181,Alexa Stratton,EVE_ORC_OUT,3/19/24,3/26/24,0,0,0,0,0,0,AS
24_1231,Alexa Stratton,EVE_ORC_OUT,3/26/24,4/2/24,2,1,1,0,1,1,SN
24_1255,Alexa Stratton,EVE_ORC_OUT,4/2/24,4/9/24,1,0,0,0,0,0,EK
24_1351,Alexa Stratton,EVE_ORC_OUT,4/9/24,4/18/24,17,3,17,9,0,0,LM
24_1440,Alexa Stratton,EVE_ORC_OUT,4/18/24,4/23/24,11,7,16,5,0,1,AS
24_1714,Alexa Stratton,EVE_ORC_OUT,4/23/24,4/30/24,4,3,3,0,0,0,AS
24_1735,Alexa Stratton,EVE_ORC_OUT,4/30/24,5/8/24,6,1,2,0,0,0,AC
24_1815,Alexa Stratton,EVE_ORC_OUT,5/8/24,5/14/24,1,0,22,21,0,0,SN
24_1076,Shea Crowther,FLE_FIE_IN,3/5/24,3/12/24,0,1,0,1,0,0,AS
24_1092,Shea Crowther,FLE_FIE_IN,3/12/24,3/19/24,3,0,1,0,0,0,SN
24_1108,Shea Crowther,FLE_FIE_IN,3/19/24,3/26/24,0,0,0,0,0,0,AS
24_1404,Shea Crowther,FLE_FIE_IN,3/26/24,4/2/24,3,1,3,1,0,0,SN
24_1303,Shea Crowther,FLE_FIE_IN,4/2/24,4/9/24,1,0,1,1,0,0,LM
24_1419,Shea Crowther,FLE_FIE_IN,4/9/24,4/17/24,46,26,37,11,0,0,AC
24_1772,Shea Crowther,FLE_FIE_IN,4/17/24,4/23/24,25,37,9,14,2,0,SN
24_1788,Shea Crowther,FLE_FIE_IN,4/23/24,5/1/24,30,17,20,12,0,0,SN
24_1078,Shea Crowther,FLE_FOR_IN,3/5/24,3/12/24,0,0,0,0,0,0,AS
24_1094,Shea Crowther,FLE_FOR_IN,3/12/24,3/19/24,0,1,0,0,0,0,SN
24_1110,Shea Crowther,FLE_FOR_IN,3/19/24,3/26/24,0,0,0,0,0,0,AS
24_1405,Shea Crowther,FLE_FOR_IN,3/26/24,4/2/24,0,0,0,0,0,0,SN
24_1302,Shea Crowther,FLE_FOR_IN,4/2/24,4/9/24,0,0,0,0,0,0,LM
24_1421,Shea Crowther,FLE_FOR_IN,4/9/24,4/17/24,0,0,2,0,0,0,AC
24_1774,Shea Crowther,FLE_FOR_IN,4/17/24,4/23/24,0,0,1,0,0,0,SN
24_1790,Shea Crowther,FLE_FOR_IN,4/23/24,5/1/24,0,0,2,1,0,0,SN
24_2089,Shea Crowther,FLE_FOR_IN,5/1/24,5/7/24,0,0,0,0,0,0,CYC
24_2101,Shea Crowther,FLE_FOR_IN,5/7/24,5/14/24,,,,,,,
24_1077,Shea Crowther,FLE_FOR_OUT,3/5/24,3/12/24,0,0,0,0,0,0,AS
24_1093,Shea Crowther,FLE_FOR_OUT,3/12/24,3/19/24,0,0,0,0,0,0,SN
24_1109,Shea Crowther,FLE_FOR_OUT,3/19/24,3/26/24,0,0,0,0,0,0,SN
24_1301,Shea Crowther,FLE_FOR_OUT,4/2/24,4/9/24,0,0,0,0,0,0,LM
24_1420,Shea Crowther,FLE_FOR_OUT,4/9/24,4/17/24,11,2,2,1,0,0,AC
24_1773,Shea Crowther,FLE_FOR_OUT,4/17/24,4/23/24,0,0,4,1,0,0,SN
24_1789,Shea Crowther,FLE_FOR_OUT,4/23/24,5/1/24,2,0,4,0,0,0,SN
24_2088,Shea Crowther,FLE_FOR_OUT,5/1/24,5/7/24,1,1,2,2,0,0,CYC
24_2100,Shea Crowther,FLE_FOR_OUT,5/7/24,5/14/24,0,0,0,0,0,0,EK
24_1003,Aaron Gabriel,GAB_ALL,2/29/24,3/8/24,,,,,,,
24_1004,Aaron Gabriel,GAB_ALL,2/29/24,3/8/24,1,0,0,0,0,0,AS
24_1009,Aaron Gabriel,GAB_ALL,3/8/24,3/13/24,,,,,,,
24_1010,Aaron Gabriel,GAB_ALL,3/8/24,3/13/24,5,0,0,0,0,0,SN
24_1123,Aaron Gabriel,GAB_ALL,3/13/24,3/21/24,,,,,,,
