,field_id,collection_date,total_scm,number_seeds,scm_seeds,seed_type,wireworms,total_phorids,scm_larvae_sum,scm_pupae_sum,week,week_before,two_weeks_before
1382,SMI_COB,2024-05-30,0.0,9,0.0,lima,0.0,0.0,0.0,0.0,22,21,20
1383,SMI_COB,2024-05-30,0.0,11,0.0,soy,0.0,0.0,0.0,0.0,22,21,20
1384,SMI_COB,2024-05-13,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1385,SMI_COB,2024-05-13,0.0,9,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1386,SMI_COB,2024-05-13,0.0,11,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1387,SMI_COB,2024-05-13,0.0,5,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1418,SMI_DOU_3,2024-05-07,0.0,9,0.0,lima,3.0,1.0,0.0,0.0,19,18,17
1419,SMI_DOU_3,2024-05-07,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,19,18,17
1420,SMI_DOU_3,2024-05-07,0.0,10,0.0,lima,0.0,1.0,0.0,0.0,19,18,17
1421,SMI_DOU_3,2024-05-07,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,19,18,17
1422,SMI_DOU_3,2024-05-07,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,19,18,17
1423,SMI_DOU_3,2024-05-07,1.0,10,1.0,soy,0.0,0.0,1.0,0.0,19,18,17
1424,SMI_DOU_3,2024-04-22,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,17,16,15
1425,SMI_DOU_3,2024-04-22,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,17,16,15
1426,SMI_DOU_3,2024-04-22,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,17,16,15
1427,SMI_DOU_3,2024-04-22,0.0,10,0.0,lima,2.0,5.0,0.0,0.0,17,16,15
1428,SMI_DOU_3,2024-04-22,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,17,16,15
1429,SMI_DOU_3,2024-04-22,0.0,10,0.0,lima,0.0,1.0,0.0,0.0,17,16,15
1430,SMI_DOU_3,2024-05-20,0.0,8,0.0,soy,0.0,0.0,0.0,0.0,21,20,19
1431,SMI_DOU_3,2024-05-20,0.0,1,0.0,lima,0.0,0.0,0.0,0.0,21,20,19
1432,SMI_DOU_3,2024-05-20,0.0,8,0.0,corn,0.0,0.0,0.0,0.0,21,20,19
1433,SMI_DOU_3,2024-05-20,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,21,20,19
1434,SMI_DOU_3,2024-05-20,0.0,8,0.0,lima,0.0,0.0,0.0,0.0,21,20,19
1435,SMI_JOH,2024-04-22,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,17,16,15
1436,SMI_JOH,2024-04-22,0.0,9,0.0,lima,0.0,0.0,0.0,0.0,17,16,15
1437,SMI_JOH,2024-04-22,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,17,16,15
1438,SMI_JOH,2024-04-22,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,17,16,15
1439,SMI_JOH,2024-04-22,0.0,9,0.0,corn,0.0,0.0,0.0,0.0,17,16,15
1440,SMI_JOH,2024-04-22,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,17,16,15
1441,SMI_JOH,2024-05-06,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,19,18,17
1442,SMI_JOH,2024-05-06,0.0,4,0.0,soy,0.0,0.0,0.0,0.0,19,18,17
1443,SMI_JOH,2024-05-06,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,19,18,17
1444,SMI_JOH,2024-05-06,0.0,9,0.0,corn,0.0,0.0,0.0,0.0,19,18,17
1445,SMI_JOH,2024-05-06,0.0,9,0.0,lima,0.0,0.0,0.0,0.0,19,18,17
1446,SMI_JOH,2024-05-06,0.0,6,0.0,lima,0.0,0.0,0.0,0.0,19,18,17
1447,SMI_JOH,2024-05-20,0.0,1,0.0,corn,0.0,0.0,0.0,0.0,21,20,19
1448,SMI_JOH,2024-05-20,0.0,7,0.0,lima,0.0,0.0,0.0,0.0,21,20,19
1449,SMI_JOH,2024-05-20,0.0,0,0.0,corn,0.0,0.0,0.0,0.0,21,20,19
1450,SMI_JOH,2024-05-20,0.0,2,0.0,soy,0.0,0.0,0.0,0.0,21,20,19
1451,SMI_JOH,2024-05-20,0.0,9,0.0,lima,0.0,0.0,0.0,0.0,21,20,19
1452,SMI_JOH,2024-05-20,0.0,0,0.0,soy,0.0,0.0,0.0,0.0,21,20,19
1453,SMI_KEL,2024-04-22,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,17,16,15
1454,SMI_KEL,2024-04-22,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,17,16,15
1455,SMI_KEL,2024-04-22,0.0,10,0.0,lima,0.0,1.0,0.0,0.0,17,16,15
1456,SMI_KEL,2024-04-22,0.0,9,0.0,lima,0.0,0.0,0.0,0.0,17,16,15
1457,SMI_KEL,2024-04-22,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,17,16,15
1458,SMI_KEL,2024-04-22,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,17,16,15
1459,SMI_KEL,2024-05-07,0.0,6,0.0,corn,0.0,0.0,0.0,0.0,19,18,17
1460,SMI_KEL,2024-05-07,0.0,9,0.0,lima,0.0,0.0,0.0,0.0,19,18,17
1461,SMI_KEL,2024-05-07,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,19,18,17
1462,SMI_KEL,2024-05-07,0.0,8,0.0,lima,0.0,0.0,0.0,0.0,19,18,17
1463,SMI_KEL,2024-05-07,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,19,18,17
1464,SMI_KEL,2024-05-07,0.0,9,0.0,corn,0.0,0.0,0.0,0.0,19,18,17
1465,SMI_KEL,2024-05-30,0.0,3,0.0,corn,0.0,0.0,0.0,0.0,22,21,20
1466,SMI_KEL,2024-05-20,0.0,2,0.0,corn,0.0,0.0,0.0,0.0,21,20,19
1467,SMI_KEL,2024-05-20,0.0,3,0.0,soy,0.0,0.0,0.0,0.0,21,20,19
1468,SMI_KEL,2024-05-20,0.0,3,0.0,corn,0.0,0.0,0.0,0.0,21,20,19
1469,SMI_KEL,2024-05-20,0.0,9,0.0,lima,0.0,0.0,0.0,0.0,21,20,19
1470,SMI_KEL,2024-05-20,0.0,0,0.0,soy,0.0,0.0,0.0,0.0,21,20,19
1471,SMI_LAT,2024-05-31,0.0,14,0.0,soy,0.0,0.0,0.0,0.0,22,21,20
1472,SMI_LAT,2024-05-01,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1473,SMI_LAT,2024-05-01,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1474,SMI_LAT,2024-05-01,0.0,8,0.0,lima,0.0,3.0,0.0,0.0,18,17,16
1475,SMI_LAT,2024-05-01,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1476,SMI_LAT,2024-05-01,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1477,SMI_LAT,2024-05-01,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,18,17,16
1478,SMI_LAT,2024-05-31,0.0,18,0.0,lima,0.0,0.0,0.0,0.0,22,21,20
1479,SMI_LAT,2024-05-31,0.0,8,0.0,soy,0.0,0.0,0.0,0.0,22,21,20
1480,SMI_LAT,2024-05-13,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1481,SMI_LAT,2024-05-31,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,22,21,20
1482,SMI_LAT,2024-05-31,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,22,21,20
1483,SMI_LAT,2024-05-13,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1484,SMI_LAT,2024-05-13,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1485,SMI_LAT,2024-05-13,0.0,9,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1486,SMI_LAT,2024-05-13,0.0,7,0.0,lima,1.0,0.0,0.0,0.0,20,19,18
1487,SMI_LAT,2024-05-13,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1488,SMI_LAT_2,2024-06-11,0.0,9,0.0,lima,1.0,0.0,0.0,0.0,24,23,22
1489,SMI_LAT_2,2024-06-11,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,24,23,22
1490,SMI_LAT_2,2024-06-11,1.0,10,0.0,soy,0.0,0.0,0.0,1.0,24,23,22
1491,SMI_LAT_2,2024-06-11,1.0,10,0.0,lima,0.0,0.0,1.0,0.0,24,23,22
1492,SMI_LAT_2,2024-06-11,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,24,23,22
1493,SMI_LAT_2,2024-06-11,1.0,9,1.0,corn,0.0,0.0,1.0,0.0,24,23,22
1494,SMI_LAT_2,2024-05-31,0.0,19,0.0,lima,2.0,0.0,0.0,0.0,22,21,20
1495,SMI_LAT_2,2024-05-31,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,22,21,20
1496,SMI_LAT_2,2024-05-31,0.0,10,0.0,soy,0.0,25.0,0.0,0.0,22,21,20
1497,SMI_LAT_2,2024-05-31,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,22,21,20
1498,SMI_LAT_2,2024-05-13,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1499,SMI_LAT_2,2024-05-13,9.0,10,5.0,corn,0.0,0.0,8.0,1.0,20,19,18
1500,SMI_LAT_2,2024-05-13,6.0,9,3.0,lima,0.0,0.0,6.0,0.0,20,19,18
1501,SMI_LAT_2,2024-05-13,3.0,10,2.0,soy,0.0,0.0,3.0,0.0,20,19,18
1502,SMI_LAT_2,2024-05-13,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1503,SMI_LAT_2,2024-05-13,1.0,10,0.0,corn,0.0,0.0,1.0,0.0,20,19,18
1504,SMI_LAT_2,2024-05-31,0.0,9,0.0,corn,0.0,0.0,0.0,0.0,22,21,20
1566,SMI_MCC,2024-04-22,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,17,16,15
1567,SMI_MCC,2024-04-22,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,17,16,15
1568,SMI_MCC,2024-04-22,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,17,16,15
1569,SMI_MCC,2024-04-22,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,17,16,15
1570,SMI_MCC,2024-04-22,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,17,16,15
1571,SMI_MCC,2024-04-22,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,17,16,15
1572,SMI_MCC,2024-05-07,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,19,18,17
1573,SMI_MCC,2024-05-07,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,19,18,17
1574,SMI_MCC,2024-05-07,0.0,9,0.0,lima,0.0,0.0,0.0,0.0,19,18,17
1575,SMI_MCC,2024-05-07,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,19,18,17
1576,SMI_MCC,2024-05-07,0.0,9,0.0,corn,0.0,0.0,0.0,0.0,19,18,17
1577,SMI_MCC,2024-05-07,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,19,18,17
1578,SMI_MCC,2024-05-20,0.0,6,0.0,soy,0.0,0.0,0.0,0.0,21,20,19
1579,SMI_MCC,2024-05-20,0.0,7,0.0,soy,0.0,0.0,0.0,0.0,21,20,19
1580,SMI_MCC,2024-05-20,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,21,20,19
1581,SMI_MCC,2024-05-20,0.0,8,0.0,corn,0.0,0.0,0.0,0.0,21,20,19
1582,SMI_MCC,2024-05-20,0.0,7,0.0,lima,0.0,0.0,0.0,0.0,21,20,19
1583,SMI_MCC,2024-05-20,0.0,8,0.0,lima,0.0,0.0,0.0,0.0,21,20,19
1584,SMI_DOU_3,2024-05-20,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,21,20,19
1585,STA_AYR,2024-04-17,0.0,20,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1586,STA_AYR,2024-04-17,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,16,15,14
1587,STA_AYR,2024-04-17,0.0,9,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1588,STA_AYR,2024-04-17,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1589,STA_AYR,2024-05-01,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1590,STA_AYR,2024-05-01,3.0,9,2.0,lima,0.0,1.0,3.0,0.0,18,17,16
1591,STA_AYR,2024-04-17,0.0,8,0.0,lima,0.0,12.0,0.0,0.0,16,15,14
1592,STA_AYR,2024-05-14,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1593,STA_AYR,2024-05-14,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1594,STA_AYR,2024-05-14,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1595,STA_AYR,2024-05-14,0.0,9,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1596,STA_AYR,2024-05-14,0.0,8,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1597,STA_AYR,2024-05-14,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1598,STA_AYR,2024-05-01,0.0,8,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1599,STA_AYR,2024-05-01,0.0,6,0.0,lima,0.0,0.0,0.0,0.0,18,17,16
1600,STA_AYR,2024-05-01,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1601,STA_AYR,2024-05-01,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1602,STA_BRA,2024-04-17,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1603,STA_BRA,2024-04-17,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,16,15,14
1604,STA_BRA,2024-04-17,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1605,STA_BRA,2024-05-01,0.0,9,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1606,STA_BRA,2024-05-01,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1607,STA_BRA,2024-05-01,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1608,STA_BRA,2024-05-01,0.0,10,0.0,lima,0.0,69.0,0.0,0.0,18,17,16
1609,STA_BRA,2024-04-17,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1610,STA_BRA,2024-05-14,0.0,0,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1611,STA_BRA,2024-05-14,0.0,0,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1612,STA_BRA,2024-05-14,0.0,10,0.0,lima,1.0,0.0,0.0,0.0,20,19,18
1613,STA_BRA,2024-05-14,0.0,12,0.0,corn,1.0,0.0,0.0,0.0,20,19,18
1614,STA_BRA,2024-05-14,0.0,8,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1615,STA_BRA,2024-05-01,0.0,4,0.0,lima,0.0,18.0,0.0,0.0,18,17,16
1616,STA_BRA,2024-04-17,0.0,0,0.0,lima,0.0,2.0,0.0,0.0,16,15,14
1617,STA_BRA,2024-04-17,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1618,STA_BRA,2024-05-14,4.0,9,1.0,lima,1.0,0.0,2.0,2.0,20,19,18
1620,STA_FRE,2024-04-17,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1621,STA_FRE,2024-04-17,0.0,10,0.0,lima,0.0,15.0,0.0,0.0,16,15,14
1622,STA_FRE,2024-04-17,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1623,STA_FRE,2024-04-17,0.0,8,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1624,STA_FRE,2024-05-01,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1625,STA_FRE,2024-05-01,0.0,9,0.0,lima,0.0,26.0,0.0,0.0,18,17,16
1626,STA_FRE,2024-05-01,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1627,STA_FRE,2024-05-01,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1628,STA_FRE,2024-04-17,0.0,8,0.0,lima,0.0,6.0,0.0,0.0,16,15,14
1629,STA_FRE,2024-05-14,0.0,0,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1630,STA_FRE,2024-05-14,0.0,5,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1631,STA_FRE,2024-05-14,0.0,8,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1632,STA_FRE,2024-04-17,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1633,STA_FRE,2024-05-14,0.0,9,0.0,lima,1.0,0.0,0.0,0.0,20,19,18
1634,STA_FRE,2024-05-14,0.0,8,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1635,STA_FRE,2024-05-14,0.0,8,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1636,STA_FRE,2024-05-01,1.0,10,1.0,lima,0.0,12.0,1.0,0.0,18,17,16
1637,STA_FRE,2024-05-01,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1638,STA_HEM,2024-04-17,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1639,STA_HEM,2024-04-17,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1640,STA_HEM,2024-04-17,0.0,8,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1641,STA_HEM,2024-04-17,0.0,9,0.0,lima,0.0,3.0,0.0,0.0,16,15,14
1642,STA_HEM,2024-04-17,0.0,10,0.0,lima,0.0,2.0,0.0,0.0,16,15,14
1643,STA_HEM,2024-04-17,0.0,8,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1644,STA_HEM,2024-05-01,0.0,7,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1645,STA_HEM,2024-05-01,0.0,8,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1646,STA_HEM,2024-05-01,0.0,7,0.0,lima,0.0,47.0,0.0,0.0,18,17,16
1647,STA_HEM,2024-05-01,0.0,5,0.0,lima,0.0,6.0,0.0,0.0,18,17,16
1648,STA_HEM,2024-05-01,0.0,7,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1649,STA_HEM,2024-05-14,0.0,8,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1650,STA_HEM,2024-05-14,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1651,STA_HEM,2024-05-14,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1652,STA_HEM,2024-05-14,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1653,STA_HEM,2024-05-14,0.0,7,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1654,STA_HEM,2024-05-01,0.0,9,0.0,corn,0.0,3.0,0.0,0.0,18,17,16
1655,STA_HEM,2024-05-14,0.0,9,0.0,lima,1.0,1.0,0.0,0.0,20,19,18
1656,STA_MAC,2024-04-17,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1657,STA_MAC,2024-04-17,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1658,STA_MAC,2024-04-17,0.0,10,0.0,lima,0.0,2.0,0.0,0.0,16,15,14
1659,STA_MAC,2024-04-17,0.0,10,0.0,lima,0.0,1.0,0.0,0.0,16,15,14
1660,STA_MAC,2024-04-17,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1661,STA_MAC,2024-05-01,0.0,9,0.0,lima,0.0,61.0,0.0,0.0,18,17,16
1662,STA_MAC,2024-05-01,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1663,STA_MAC,2024-05-14,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1664,STA_MAC,2024-05-14,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1665,STA_MAC,2024-05-14,1.0,10,0.0,soy,1.0,0.0,0.0,1.0,20,19,18
1666,STA_MAC,2024-05-14,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1667,STA_MAC,2024-05-01,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1668,STA_MAC,2024-05-01,6.0,8,2.0,lima,0.0,26.0,6.0,0.0,18,17,16
1669,STA_MAC,2024-04-17,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1670,STA_MAC,2024-05-14,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1671,STA_MAC,2024-05-14,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1672,STA_MAC,2024-05-01,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1673,STA_MAC,2024-05-01,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1674,STA_NOB,2024-04-17,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1675,STA_NOB,2024-04-17,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,16,15,14
1676,STA_NOB,2024-04-17,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1677,STA_NOB,2024-04-17,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1678,STA_NOB,2024-05-01,0.0,10,0.0,lima,0.0,6.0,0.0,0.0,18,17,16
1679,STA_NOB,2024-05-01,0.0,7,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1680,STA_NOB,2024-05-01,1.0,4,1.0,lima,0.0,2.0,0.0,1.0,18,17,16
1681,STA_NOB,2024-04-17,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,16,15,14
1682,STA_NOB,2024-05-01,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1683,STA_NOB,2024-05-14,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1684,STA_NOB,2024-05-14,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1685,STA_NOB,2024-05-14,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1686,STA_NOB,2024-04-17,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1687,STA_NOB,2024-05-14,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1688,STA_NOB,2024-05-14,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1689,STA_NOB,2024-05-14,0.0,9,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1690,STA_NOB,2024-05-01,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1691,STA_NOB,2024-05-01,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1692,STA_PAN,2024-04-17,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1693,STA_PAN,2024-04-17,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1694,STA_PAN,2024-04-17,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1695,STA_PAN,2024-04-17,0.0,8,0.0,lima,0.0,0.0,0.0,0.0,16,15,14
1696,STA_PAN,2024-04-17,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1697,STA_PAN,2024-04-17,0.0,9,0.0,lima,0.0,1.0,0.0,0.0,16,15,14
1698,STA_PAN,2024-05-01,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1699,STA_PAN,2024-05-01,0.0,6,0.0,lima,0.0,7.0,0.0,0.0,18,17,16
1700,STA_PAN,2024-05-01,0.0,9,0.0,lima,0.0,14.0,0.0,0.0,18,17,16
1701,STA_PAN,2024-05-01,2.0,11,0.0,corn,0.0,0.0,2.0,0.0,18,17,16
1702,STA_PAN,2024-05-14,0.0,9,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1703,STA_PAN,2024-05-14,0.0,7,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1704,STA_PAN,2024-05-14,0.0,5,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1705,STA_PAN,2024-05-14,0.0,4,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1706,STA_PAN,2024-05-14,0.0,9,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1707,STA_PAN,2024-05-01,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1708,STA_PAN,2024-05-14,0.0,6,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1709,STA_PAN,2024-05-01,0.0,6,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1710,STA_SWE,2024-04-17,0.0,10,0.0,lima,0.0,37.0,0.0,0.0,16,15,14
1711,STA_SWE,2024-04-17,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1712,STA_SWE,2024-04-17,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1713,STA_SWE,2024-04-17,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1714,STA_SWE,2024-05-01,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1715,STA_SWE,2024-05-01,0.0,8,0.0,lima,0.0,13.0,0.0,0.0,18,17,16
1716,STA_SWE,2024-05-01,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1717,STA_SWE,2024-05-01,1.0,9,1.0,lima,0.0,37.0,1.0,0.0,18,17,16
1718,STA_SWE,2024-05-01,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1719,STA_SWE,2024-05-14,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1720,STA_SWE,2024-05-14,0.0,7,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1721,STA_SWE,2024-04-17,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1722,STA_SWE,2024-04-17,0.0,10,0.0,lima,0.0,28.0,0.0,0.0,16,15,14
1723,STA_SWE,2024-05-14,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1724,STA_SWE,2024-05-14,0.0,6,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1725,STA_SWE,2024-05-14,0.0,7,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1726,STA_SWE,2024-05-14,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1727,STA_SWE,2024-05-01,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1728,STA_THO,2024-04-17,0.0,10,0.0,lima,0.0,26.0,0.0,0.0,16,15,14
1729,STA_THO,2024-04-17,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1730,STA_THO,2024-04-17,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1731,STA_THO,2024-04-17,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,16,15,14
1732,STA_THO,2024-05-01,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1733,STA_THO,2024-04-17,0.0,9,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1734,STA_THO,2024-05-14,0.0,8,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1735,STA_THO,2024-05-01,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1736,STA_THO,2024-05-01,1.0,10,0.0,lima,0.0,11.0,1.0,0.0,18,17,16
1737,STA_THO,2024-05-01,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
